fwhm	896.7896389624932-20°C	896.7896389624932-30°C	896.7896389624932-40°C	896.7896389624932-50°C	896.7896389624932-60°C	896.7896389624932-70°C
1.523267187999999987e+04	9.849678142978542106e-02	1.007218420384468766e-01	1.047731233435249820e-01	1.067690672957903181e-01	1.185845344441091437e-01	1.356538988620553388e-01
1.522675253999999950e+04	9.742917408139212254e-02	9.965165864231981252e-02	1.036993634668988279e-01	1.056941147090282862e-01	1.175094994600360682e-01	1.345988117482394275e-01
1.522083798999999999e+04	9.636928794996141301e-02	9.858898606465217596e-02	1.026327345244209960e-01	1.046261072278290849e-01	1.164403303081559954e-01	1.335481195045758185e-01
1.521492822999999953e+04	9.531713442661780833e-02	9.753383810075917648e-02	1.015732543413379457e-01	1.035650644656867098e-01	1.153770554105174873e-01	1.325018580498525111e-01
1.520902324000000044e+04	9.427271996503355789e-02	9.648622362836176136e-02	1.005209358653535445e-01	1.025110011831041751e-01	1.143196984947353195e-01	1.314600589075768933e-01
1.520312303000000065e+04	9.323605497294323863e-02	9.544615552375096401e-02	9.947579611849743930e-02	1.014639362521773253e-01	1.132682875763135616e-01	1.304227580447671064e-01
1.519722759000000042e+04	9.220714495841381142e-02	9.441364178030485499e-02	9.843784727489751640e-02	1.004238837191094302e-01	1.122228459921705418e-01	1.293899870376430394e-01
1.519133690999999999e+04	9.118599412144616501e-02	9.338868910838493687e-02	9.740710027227625356e-02	9.939085641946189542e-02	1.111833960161741491e-01	1.283617766215567613e-01
1.518545097999999962e+04	9.017260537327805026e-02	9.237130295318755902e-02	9.638356482742432840e-02	9.836486599243157714e-02	1.101499588680273645e-01	1.273381566943402876e-01
1.517956981000000087e+04	8.916698376372346468e-02	9.136149093524446874e-02	9.536725289707236042e-02	9.734592634978089798e-02	1.091225582073747785e-01	1.263191597787182707e-01
1.517369338000000062e+04	8.816912792143387356e-02	9.035925425448049220e-02	9.435817002587139346e-02	9.633404500105474666e-02	1.081012113860858048e-01	1.253048123464876873e-01
1.516782167999999911e+04	8.717903697205728331e-02	8.936459463384503754e-02	9.335632232896202976e-02	9.532923005140964134e-02	1.070859364897692734e-01	1.242951417855100299e-01
1.516195471999999972e+04	8.619671216692499638e-02	8.837751595657022952e-02	9.236171814311636141e-02	9.433149185859918129e-02	1.060767540185520441e-01	1.232901780809567832e-01
1.515609249000000091e+04	8.522215015764160462e-02	8.739801750830430982e-02	9.137436121768605091e-02	9.334083620260194558e-02	1.050736799802810123e-01	1.222899469412568468e-01
1.515023497999999927e+04	8.425534642365278826e-02	8.642609741798559786e-02	9.039425417605277679e-02	9.235726775524064069e-02	1.040767293856482006e-01	1.212944732617283194e-01
1.514438219000000026e+04	8.329629692450275791e-02	8.546175431805068390e-02	8.942140018857018535e-02	9.138079175840942148e-02	1.030859179468025799e-01	1.203037828188815439e-01
1.513853410000000076e+04	8.234499319759300273e-02	8.450498241398463062e-02	8.845579799670842680e-02	9.041140902876462770e-02	1.021012570044927126e-01	1.193178971940991179e-01
1.513269072000000051e+04	8.140143054100883180e-02	8.355577971192296172e-02	8.749745021271863876e-02	8.944912428800791404e-02	1.011227619800348365e-01	1.183368422250963559e-01
1.512685203999999976e+04	8.046559986978024659e-02	8.261413982773120612e-02	8.654635505259551664e-02	8.849393786321541056e-02	1.001504439442720273e-01	1.173606395649508388e-01
1.512101806000000033e+04	7.953749260949789790e-02	8.168005690764486293e-02	8.560251130029787603e-02	8.754585066960011985e-02	9.918431467472511864e-02	1.163893117414789985e-01
1.511518875999999909e+04	7.861709593727356227e-02	8.075352083751920207e-02	8.466591346515901784e-02	8.660485934528419638e-02	9.822438169374232697e-02	1.154228771647104329e-01
1.510936413999999968e+04	7.770439916468578623e-02	7.983452366564050551e-02	8.373655826974135685e-02	8.567096276731488158e-02	9.727065490364129874e-02	1.144613567926410919e-01
1.510354420000000027e+04	7.679939053964453255e-02	7.892305638387282773e-02	8.281444139723602438e-02	8.474415878437860372e-02	9.632314325769450458e-02	1.135047707860740579e-01
1.509772892999999931e+04	7.590205572871007444e-02	7.801910739737477618e-02	8.189955594025549734e-02	8.382444265623852087e-02	9.538185315713521017e-02	1.125531368816801159e-01
1.509191832000000068e+04	7.501237942132772674e-02	7.712266413819576782e-02	8.099189402966812390e-02	8.291180868910277835e-02	9.444679011388856793e-02	1.116064720598990562e-01
1.508611238000000048e+04	7.413034837554020873e-02	7.623371613407650682e-02	8.009144994176391197e-02	8.200625335978760366e-02	9.351796195208998685e-02	1.106647957880515232e-01
1.508031107999999949e+04	7.325594231016359370e-02	7.535224582841235086e-02	7.919821079818781251e-02	8.110776596222472878e-02	9.259536921127756171e-02	1.097281202880792395e-01
1.507451444000000083e+04	7.238914756682753027e-02	7.447824234918613839e-02	7.831217051258793083e-02	8.021634263310663260e-02	9.167901953219388667e-02	1.087964651220406087e-01
1.506872243999999955e+04	7.152994353391359250e-02	7.361168782301825975e-02	7.743331592165200727e-02	7.933197240129434558e-02	9.076891333173689458e-02	1.078698426492089024e-01
1.506293506999999954e+04	7.067831023162118864e-02	7.275256501954580068e-02	7.656163452811963477e-02	7.845464497467039000e-02	8.986505178988243858e-02	1.069482661243875143e-01
1.505715234000000055e+04	6.983422972504735315e-02	7.190085877817685434e-02	7.569711595069765486e-02	7.758435220055452664e-02	8.896743836118241322e-02	1.060317512490552422e-01
1.505137422999999944e+04	6.899767881505365630e-02	7.105654863273594413e-02	7.483974443749545624e-02	7.672108052901026320e-02	8.807607100132226752e-02	1.051203082350420925e-01
1.504560074999999961e+04	6.816863781501089625e-02	7.021961766643830538e-02	7.398950785237903838e-02	7.586482005834119247e-02	8.719095149208942741e-02	1.042139513209711793e-01
1.503983187999999973e+04	6.734708188262759909e-02	6.939004376230456517e-02	7.314638878828270963e-02	7.501555558640522758e-02	8.631207619712684409e-02	1.033126893150760756e-01
1.503406761000000006e+04	6.653298684140558639e-02	6.856780547727921171e-02	7.231037052987650260e-02	7.417327261319593690e-02	8.543944225392956227e-02	1.024165319197449797e-01
1.502830796000000009e+04	6.572633192916027545e-02	6.775288482003112567e-02	7.148143988117910963e-02	7.333796019121763266e-02	8.457305053644281756e-02	1.015254927873954494e-01
1.502255290000000059e+04	6.492708857682794044e-02	6.694525591481302607e-02	7.065957563464972391e-02	7.250959930586504953e-02	8.371289360393439904e-02	1.006395771285093776e-01
1.501680242999999973e+04	6.413523168973409017e-02	6.614489639565207524e-02	6.984476015652643643e-02	7.168817454767148489e-02	8.285896779481326246e-02	9.975879413359173276e-02
1.501105654999999933e+04	6.335073541115060491e-02	6.535178312708322945e-02	6.903697503509433064e-02	7.087366972760869577e-02	8.201126868228536537e-02	9.888315230500682729e-02
1.500531524999999965e+04	6.257357179256946289e-02	6.456589085835454100e-02	6.823619970742254848e-02	7.006606649116325913e-02	8.116978962521394225e-02	9.801265795201476172e-02
1.499957853000000068e+04	6.180371354219145463e-02	6.378719500118101848e-02	6.744241428689290441e-02	6.926534716861193486e-02	8.033452473046662212e-02	9.714731824616497369e-02
1.499384638000000086e+04	6.104113133530542773e-02	6.301566890901748319e-02	6.665559678937980903e-02	6.847149197679650023e-02	7.950546593331576928e-02	9.628713819650086547e-02
1.498811880000000019e+04	6.028579651583813176e-02	6.225128660872730757e-02	6.587572591629015095e-02	6.768448182572252281e-02	7.868260592112570617e-02	9.543212367398144769e-02
1.498239578000000074e+04	5.953767845300900197e-02	6.149402012536710205e-02	6.510277832480615423e-02	6.690429556365523611e-02	7.786593525237428537e-02	9.458227841789901280e-02
1.497667730999999912e+04	5.879674590623663877e-02	6.074384086176902453e-02	6.433673003245105049e-02	6.613091139311028099e-02	7.705544382914467083e-02	9.373760555596537258e-02
1.497096339000000080e+04	5.806296832054504142e-02	6.000072090977393025e-02	6.357755775548214194e-02	6.536430822178766753e-02	7.625112231157234188e-02	9.289810907736700818e-02
1.496525401000000056e+04	5.733631325212146246e-02	5.926463044283821618e-02	6.282523624489344538e-02	6.460446297236624447e-02	7.545295929479445274e-02	9.206379088630181617e-02
1.495954917000000023e+04	5.661674895356033632e-02	5.853554033337390883e-02	6.207974095885065297e-02	6.385135328040206226e-02	7.466094413582217981e-02	9.123465374811112749e-02
1.495384886999999981e+04	5.590424308927106206e-02	5.781342085147458260e-02	6.134104673274679703e-02	6.310495615109851242e-02	7.387506554292665173e-02	9.041069981590248161e-02
1.494815308999999979e+04	5.519876028628157433e-02	5.709823918091560396e-02	6.060912523505006949e-02	6.236524538710978838e-02	7.309530885879056417e-02	8.959192777117616635e-02
1.494246183000000019e+04	5.450026715025360624e-02	5.638996450209277783e-02	5.988395016556961881e-02	6.163219684036579799e-02	7.232166158658367983e-02	8.877833861345654776e-02
1.493677510000000075e+04	5.380873095825632058e-02	5.568856666843445546e-02	5.916549590380965756e-02	6.090578704745845673e-02	7.155411195998925833e-02	8.796993417084669753e-02
1.493109287000000040e+04	5.312411362280738958e-02	5.499401008281869230e-02	5.845373123370329466e-02	6.018598688355043108e-02	7.079264223008062407e-02	8.716671001989205469e-02
1.492541515000000072e+04	5.244638143612954939e-02	5.430626358006383769e-02	5.774862946513385081e-02	5.947277179534989772e-02	7.003723947437885677e-02	8.636866686586082420e-02
1.491974193000000014e+04	5.177549780069837931e-02	5.362529305279728487e-02	5.705016087866714852e-02	5.876611416130503307e-02	6.928788751940079260e-02	8.557580202914651102e-02
1.491407320000000072e+04	5.111142568788636792e-02	5.295106394418266915e-02	5.635829527714027870e-02	5.806598587059554062e-02	6.854456966087375813e-02	8.478811230420135736e-02
1.490840897000000041e+04	5.045412996294275365e-02	5.228354360870126477e-02	5.567300440864236116e-02	5.737236077526659817e-02	6.780727126857473419e-02	8.400559672231593111e-02
1.490274921999999970e+04	4.980357157046869099e-02	5.162269540726524553e-02	5.499425590459392638e-02	5.668520855466607777e-02	6.707597326507892810e-02	8.322824963177635760e-02
1.489709395000000040e+04	4.915971337912288658e-02	5.096848464142669788e-02	5.432201936938676340e-02	5.600450087790832809e-02	6.635065866908816667e-02	8.245606763321154664e-02
1.489144314999999915e+04	4.852251672050149345e-02	5.032087503764544334e-02	5.365626276966240643e-02	5.533020774856315521e-02	6.563130870609047707e-02	8.168904544685602620e-02
1.488579682999999932e+04	4.789194479224718332e-02	4.967983220521587917e-02	5.299695598770158556e-02	5.466230110291239036e-02	6.491790664306770764e-02	8.092717999638572579e-02
1.488015495999999985e+04	4.726795596093556762e-02	4.904531682762958839e-02	5.234406381823320659e-02	5.400074771513289906e-02	6.421043020887139130e-02	8.017046231269203682e-02
1.487451756000000023e+04	4.665051380052923080e-02	4.841729486784671077e-02	5.169755646468968818e-02	5.334551983057110591e-02	6.350886295254461189e-02	7.941888966522682447e-02
1.486888460999999916e+04	4.603957712548843034e-02	4.779572743342668656e-02	5.105739911109809931e-02	5.269658459943129397e-02	6.281318294441742833e-02	7.867245347824834700e-02
1.486325610000000052e+04	4.543510556135284956e-02	4.718057643980582555e-02	5.042355774705517546e-02	5.205390997789341445e-02	6.212336908021681009e-02	7.793114606489263962e-02
1.485763204000000042e+04	4.483706056304241627e-02	4.657180564793391570e-02	4.979600023932268665e-02	5.141746581581852632e-02	6.143940225561608792e-02	7.719496189942327835e-02
1.485201240999999936e+04	4.424540008519396023e-02	4.596937523918893931e-02	4.917469073961612536e-02	5.078721818548627420e-02	6.076125927239554164e-02	7.646389105970589906e-02
1.484639722000000074e+04	4.366008497595286891e-02	4.537324832329126673e-02	4.855959639235017666e-02	5.016313618383580475e-02	6.008892014573036927e-02	7.573792708871683599e-02
1.484078644999999960e+04	4.308107267291914899e-02	4.478338451899521039e-02	4.795068071323826259e-02	4.954518521535607872e-02	5.942236087394313360e-02	7.501705919653961496e-02
1.483518010999999933e+04	4.250832347063623201e-02	4.419974633682737658e-02	4.734791017415562742e-02	4.893333367269531164e-02	5.876156063291660542e-02	7.430128002502399409e-02
1.482957818000000043e+04	4.194179434144700708e-02	4.362229288366084590e-02	4.675124770350041342e-02	4.832754634014439776e-02	5.810649465811373870e-02	7.359057794649784268e-02
1.482398065999999926e+04	4.138144408204245950e-02	4.305098510593585032e-02	4.616065809914590701e-02	4.772778988708761133e-02	5.745714017123199763e-02	7.288494347501756065e-02
1.481838754999999946e+04	4.082723125190049901e-02	4.248578368925748361e-02	4.557610585981099194e-02	4.713403066699935196e-02	5.681347400491240651e-02	7.218436669614969325e-02
1.481279883999999947e+04	4.027911321015279628e-02	4.192664807528426185e-02	4.499755416666839647e-02	4.654623368221728896e-02	5.617547147572757305e-02	7.148883603386335661e-02
1.480721451999999954e+04	3.973704714385318387e-02	4.137353750927611623e-02	4.442496596472049475e-02	4.596436368135119882e-02	5.554310756780510283e-02	7.079833953054319451e-02
1.480163459999999941e+04	3.920099199101005627e-02	4.082641300268943091e-02	4.385830599518098644e-02	4.538838722492942457e-02	5.491635917963622743e-02	7.011286730315562099e-02
1.479605905999999959e+04	3.867090362393286324e-02	4.028523241730499332e-02	4.329753570450128874e-02	4.481826751092189004e-02	5.429519949464166328e-02	6.943240538813373608e-02
1.479048790000000008e+04	3.814673968918443764e-02	3.974995540405727723e-02	4.274261835757691558e-02	4.425396957104600626e-02	5.367960362965646520e-02	6.875694191097550534e-02
1.478492110999999932e+04	3.762845674169101873e-02	3.922054047745988231e-02	4.219351600676704561e-02	4.369545718948242979e-02	5.306954527913494701e-02	6.808646341202251318e-02
1.477935870000000068e+04	3.711601305410688889e-02	3.869694788478483111e-02	4.165019246678480780e-02	4.314269592825675098e-02	5.246500001674273689e-02	6.742095847090401328e-02
1.477380064999999922e+04	3.660936399715449679e-02	3.817913488616830192e-02	4.111260841741144062e-02	4.259564814510533731e-02	5.186593984776108335e-02	6.676041171149610376e-02
1.476824695000000065e+04	3.610846578400147416e-02	3.766705957882841849e-02	4.058072536883032544e-02	4.205427702621770264e-02	5.127233761062800071e-02	6.610480863461162815e-02
1.476269762000000082e+04	3.561327720737229169e-02	3.716068267464772007e-02	4.005450751106247320e-02	4.151854847015865047e-02	5.068416905163439234e-02	6.545413792215364068e-02
1.475715263000000050e+04	3.512375248274224315e-02	3.665996018207612339e-02	3.953391410985093030e-02	4.098842334665793452e-02	5.010140432795886362e-02	6.480838204006880710e-02
1.475161197999999968e+04	3.463984844504382210e-02	3.616485076387154773e-02	3.901890714979279473e-02	4.046386527645418063e-02	4.952401654026016009e-02	6.416752666518152348e-02
1.474607567999999992e+04	3.416152269820497273e-02	3.567531384648872650e-02	3.850944937265603218e-02	3.994483863561074793e-02	4.895197955042201315e-02	6.353155828350348644e-02
1.474054370999999992e+04	3.368873017886562377e-02	3.519130610268532411e-02	3.800550061577583766e-02	3.943130482460078384e-02	4.838526386621223169e-02	6.290045961014406606e-02
1.473501605999999992e+04	3.322142666866125665e-02	3.471278504463490289e-02	3.750702154861218496e-02	3.892322607367987297e-02	4.782384082684119908e-02	6.227421423049007976e-02
1.472949274999999943e+04	3.275957042023003307e-02	3.423971069064705303e-02	3.701397541202955388e-02	3.842056721713093398e-02	4.726768457237969651e-02	6.165280880962138721e-02
1.472397374999999920e+04	3.230311544963479498e-02	3.377203869511110484e-02	3.652632085898341319e-02	3.792328839473307900e-02	4.671676397057525354e-02	6.103622407493020791e-02
1.471845905999999923e+04	3.185201828093437576e-02	3.330972725544729257e-02	3.604401915038192572e-02	3.743135238659357072e-02	4.617105072406070543e-02	6.042444386252642657e-02
1.471294867999999951e+04	3.140623540550264992e-02	3.285273451054079863e-02	3.556703144516507042e-02	3.694472185109710927e-02	4.563051631853578399e-02	5.981745171326191546e-02
1.470744261000000006e+04	3.096572329121304035e-02	3.240101854990196789e-02	3.509531880935878867e-02	3.646335933387993139e-02	4.509513203098437784e-02	5.921523087932818730e-02
1.470194082999999955e+04	3.053043681793508532e-02	3.195453580844766217e-02	3.462884053805614926e-02	3.598722555461690564e-02	4.456486701870542022e-02	5.861776216666876593e-02
1.469644334999999955e+04	3.010033326404748175e-02	3.151324515477143401e-02	3.416755842529749232e-02	3.551628376454129404e-02	4.403969316750271784e-02	5.802502939060353443e-02
1.469095015000000058e+04	2.967536756751218766e-02	3.107710303014309117e-02	3.371143168499300680e-02	3.505049456203330333e-02	4.351957931643810062e-02	5.743701286638062259e-02
1.468546124000000054e+04	2.925549702846216849e-02	3.064606827320885685e-02	3.326042199377583775e-02	3.458982104085370213e-02	4.300449699738873727e-02	5.685369588467616836e-02
1.467997660999999971e+04	2.884067742729692213e-02	3.022009813637979367e-02	3.281448932551969677e-02	3.413422453672686208e-02	4.249441568728169055e-02	5.627505934626781531e-02
1.467449625000000015e+04	2.843086460570588142e-02	2.979914990761121582e-02	3.237359364586501337e-02	3.368366635697819106e-02	4.198930473440763006e-02	5.570108393225373794e-02
1.466902016000000003e+04	2.802601520909253976e-02	2.938318167318571678e-02	3.193769571144225439e-02	3.323810859739709245e-02	4.148913427477235460e-02	5.513175114591870041e-02
1.466354833999999937e+04	2.762608592513583067e-02	2.897215153597514081e-02	3.150675625176155986e-02	3.279751330650632762e-02	4.099387429691679630e-02	5.456704225233587058e-02
1.465808077000000048e+04	2.723103205468419691e-02	2.856601614587186977e-02	3.108073442694591487e-02	3.236184090797696727e-02	4.050349286366173446e-02	5.400693624326583647e-02
1.465261744999999974e+04	2.684081044230823138e-02	2.816473371156913083e-02	3.065959098513032846e-02	3.193105342862265217e-02	4.001795973945569684e-02	5.345141397117386672e-02
1.464715839000000051e+04	2.645537869853344451e-02	2.776826320244338286e-02	3.024328742792257996e-02	3.150511364623750227e-02	3.953724543900654503e-02	5.290045707372477424e-02
1.464170355999999992e+04	2.607469169725482039e-02	2.737656074500275510e-02	2.983178222533141091e-02	3.108398121627435270e-02	3.906131685167902462e-02	5.235404295236474603e-02
1.463625297999999930e+04	2.569870791651398742e-02	2.698958614567393763e-02	2.942503766555591704e-02	3.066761968051221268e-02	3.859014515327925665e-02	5.181215384254456852e-02
1.463080662999999913e+04	2.532738314355647766e-02	2.660729641414887395e-02	2.902301305165730372e-02	3.025598950491091566e-02	3.812369793997954365e-02	5.127476778518525596e-02
1.462536450999999943e+04	2.496067466052909536e-02	2.622965007031904938e-02	2.862566922640224359e-02	2.984905271037504096e-02	3.766194446177728583e-02	5.074186463508630063e-02
1.461992661000000044e+04	2.459853918510326171e-02	2.585660502453962159e-02	2.823296634388229587e-02	2.944677059149058626e-02	3.720485303946147182e-02	5.021342308764724371e-02
1.461449293000000034e+04	2.424093422429127176e-02	2.548811997175725458e-02	2.784486533617464704e-02	2.904910521848270977e-02	3.675239276795050358e-02	4.968942264288304239e-02
1.460906346999999914e+04	2.388781739491285111e-02	2.512415369193968240e-02	2.746132717765668516e-02	2.865601868392884943e-02	3.630453266230872222e-02	4.916984262060910410e-02
1.460363820999999916e+04	2.353914515197497517e-02	2.476466373873881591e-02	2.708231150189803482e-02	2.826747168457829917e-02	3.586124003767132001e-02	4.865466027415295269e-02
1.459821716000000015e+04	2.319487602687331229e-02	2.440960977763359172e-02	2.670778012008226746e-02	2.788342712772267501e-02	3.542248462013658505e-02	4.814385556210759587e-02
1.459280031000000054e+04	2.285496740028672424e-02	2.405895025915711846e-02	2.633769351432647954e-02	2.750384653669274426e-02	3.498823444783839137e-02	4.763740638725637300e-02
1.458738766000000032e+04	2.251937743193939065e-02	2.371264440859337588e-02	2.597201293550704254e-02	2.712869220144378812e-02	3.455845832432085513e-02	4.713529144703359347e-02
1.458197919000000002e+04	2.218806320181272024e-02	2.337065030792706208e-02	2.561069837801040888e-02	2.675792510086672307e-02	3.413312343825551654e-02	4.663748745198239426e-02
1.457657490999999936e+04	2.186098379661702285e-02	2.303292808133250436e-02	2.525371194423845986e-02	2.639150835482542007e-02	3.371219932015705883e-02	4.614397375106994020e-02
1.457117481000000043e+04	2.153809723326377198e-02	2.269943671994259851e-02	2.490101449080749096e-02	2.602940378298746957e-02	3.329565389685840843e-02	4.565472771657095447e-02
1.456577887999999984e+04	2.121936171079102929e-02	2.237013537359349921e-02	2.455256699220784503e-02	2.567157330361243689e-02	3.288345509240230696e-02	4.516972661154211588e-02
1.456038711999999941e+04	2.090473619463207103e-02	2.204498395476291867e-02	2.420833118035545239e-02	2.531797959054398264e-02	3.247557158596944826e-02	4.468894848275611204e-02
1.455499952999999914e+04	2.059417981253644503e-02	2.172394251493410186e-02	2.386826888550539622e-02	2.496858539674749744e-02	3.207197203473351188e-02	4.421237124893906412e-02
1.454961609999999928e+04	2.028765129335245720e-02	2.140697066417834166e-02	2.353234142091502681e-02	2.462335292179992571e-02	3.167262434109913150e-02	4.373997183177213283e-02
1.454423682999999983e+04	1.998511012418067306e-02	2.109402876741033050e-02	2.320051084997306473e-02	2.428224511376387076e-02	3.127749715608743597e-02	4.327172792986135746e-02
1.453886169999999947e+04	1.968651486352508695e-02	2.078507619969159267e-02	2.287273813639818798e-02	2.394522376774210065e-02	3.088655767693253978e-02	4.280761540845268859e-02
1.453349072999999953e+04	1.939182648529916286e-02	2.048007480610244610e-02	2.254898681457055340e-02	2.361225329959775604e-02	3.049977602311153627e-02	4.234761349179018419e-02
1.452812389000000076e+04	1.910100340006276945e-02	2.017898374992076194e-02	2.222921752314315630e-02	2.328329512493081468e-02	3.011711871321617884e-02	4.189169701412438079e-02
1.452276118999999926e+04	1.881400641394991372e-02	1.988176464472328486e-02	2.191339345188065418e-02	2.295831326062078639e-02	2.973855516887517064e-02	4.143984414988163140e-02
1.451740262000000075e+04	1.853079544695830985e-02	1.958837815773520688e-02	2.160147673596202536e-02	2.263727061630806808e-02	2.936405340565607924e-02	4.099203128630043297e-02
1.451204817999999977e+04	1.825133115890586674e-02	1.929878569334395402e-02	2.129343024414756536e-02	2.232013083402458603e-02	2.899358217319962516e-02	4.054823557299071235e-02
1.450669786999999997e+04	1.797557440781898802e-02	1.901294883251655396e-02	2.098921698363838059e-02	2.200685767603118362e-02	2.862711024333669529e-02	4.010843407346788986e-02
1.450135167000000001e+04	1.770348524200925783e-02	1.873082828762593147e-02	2.068879898688105734e-02	2.169741387803341900e-02	2.826460506541481413e-02	3.967260214594023338e-02
1.449600957999999991e+04	1.743502496462016535e-02	1.845238604257133652e-02	2.039213958940556612e-02	2.139176349489185433e-02	2.790603551025002890e-02	3.924071673549665157e-02
1.449067159999999967e+04	1.717015508649887348e-02	1.817758426794911439e-02	2.009920227626567357e-02	2.108987071317893272e-02	2.755137048377704484e-02	3.881275471392073989e-02
1.448533772999999928e+04	1.690883732937931497e-02	1.790638532444287570e-02	1.980995068575018905e-02	2.079169985502364940e-02	2.720057893137613203e-02	3.838869288396792867e-02
1.448000794999999925e+04	1.665103266771341892e-02	1.763875076806029063e-02	1.952434754765293434e-02	2.049721428324343536e-02	2.685362854685421560e-02	3.796850641347555150e-02
1.447468226999999933e+04	1.639670376533429452e-02	1.737464387943725777e-02	1.924235738181987593e-02	2.020637918350662657e-02	2.651048904790449107e-02	3.755217279785563744e-02
1.446936067000000003e+04	1.614581207554688716e-02	1.711402665349292043e-02	1.896394328587919925e-02	1.991915825222100034e-02	2.617112827398073577e-02	3.713966713366749495e-02
1.446404317000000083e+04	1.589832117151449009e-02	1.685686325834079985e-02	1.868907062920566534e-02	1.963551750675031002e-02	2.583551668395970766e-02	3.673096757842014837e-02
1.445872974000000067e+04	1.565419252044385201e-02	1.660311564543339932e-02	1.841770236278737413e-02	1.935542044664268282e-02	2.550362163679751118e-02	3.632604839436507499e-02
1.445342037999999957e+04	1.541338923920948685e-02	1.635274745136229210e-02	1.814980318851659724e-02	1.907883235529215030e-02	2.517541247693363612e-02	3.592488613370727057e-02
1.444811510000000089e+04	1.517587511807940229e-02	1.610572298473226735e-02	1.788533847868062701e-02	1.880571918611232893e-02	2.485085922359785496e-02	3.552745805304822341e-02
1.444281387999999970e+04	1.494161283812033350e-02	1.586200537217311371e-02	1.762427229098035078e-02	1.853604551256424551e-02	2.452993013387482976e-02	3.513373912719758296e-02
1.443751672999999937e+04	1.471056665948668359e-02	1.562155935441152457e-02	1.736657036220414646e-02	1.826977761979558731e-02	2.421259537674349052e-02	3.474370654759265098e-02
1.443222363000000041e+04	1.448269977161967953e-02	1.538434852968725668e-02	1.711219715566944521e-02	1.800688045482676941e-02	2.389882340385159412e-02	3.435733526954434097e-02
1.442693457999999919e+04	1.425797649010517032e-02	1.515033763979651421e-02	1.686111831089543919e-02	1.774732015740686578e-02	2.358858396379450578e-02	3.397460171318817529e-02
1.442164957999999933e+04	1.403636136902467434e-02	1.491949164690788143e-02	1.661329965518642399e-02	1.749106303921722783e-02	2.328184688833587895e-02	3.359548227528080799e-02
1.441636861999999928e+04	1.381781879168422766e-02	1.469177530719603143e-02	1.636870674575719928e-02	1.723807511029635739e-02	2.297858152446310281e-02	3.321995262475262861e-02
1.441109170000000086e+04	1.360231381078640285e-02	1.446715404617918317e-02	1.612730580967879426e-02	1.698832305108539248e-02	2.267875789818077706e-02	3.284798914075967580e-02
1.440581881000000067e+04	1.338981132205916552e-02	1.424559309784084044e-02	1.588906281947066387e-02	1.674177325639624944e-02	2.238234556881167972e-02	3.247956749369667467e-02
1.440054996000000028e+04	1.318027727741736231e-02	1.402705876960999229e-02	1.565394485345299874e-02	1.649839324322832645e-02	2.208931532139305626e-02	3.211466474772024793e-02
1.439528512000000046e+04	1.297367629465921018e-02	1.381151594970456142e-02	1.542191741446622202e-02	1.625814887550116467e-02	2.179963582643897405e-02	3.175325520232213233e-02
1.439002431000000070e+04	1.276997522463896480e-02	1.359893182803226241e-02	1.519294843402077544e-02	1.602100850931849341e-02	2.151327863321859241e-02	3.139531661329860585e-02
1.438476750999999967e+04	1.256913960728351515e-02	1.338927219934308091e-02	1.496700429363328512e-02	1.578693887382960279e-02	2.123021320548721877e-02	3.104082400234183317e-02
1.437951471999999922e+04	1.237113602186948151e-02	1.318250391554749539e-02	1.474405246523223002e-02	1.555590780537586919e-02	2.095041021944487464e-02	3.068975377273931021e-02
1.437426593999999932e+04	1.217593129807683153e-02	1.297859406293669707e-02	1.452406062597514334e-02	1.532788333118969420e-02	2.067384046006166820e-02	3.034208233347128469e-02
1.436902115000000049e+04	1.198349178816477713e-02	1.277750920172606580e-02	1.430699583741259530e-02	1.510283281835594731e-02	2.040047378693257002e-02	2.999778479526256023e-02
1.436378037000000040e+04	1.179378557420780911e-02	1.257921767253053665e-02	1.409282703533441469e-02	1.488072555526668249e-02	2.013028226962954026e-02	2.965683891810919418e-02
1.435854357999999957e+04	1.160677953341701131e-02	1.238368653005208521e-02	1.388152172010394779e-02	1.466152932032326224e-02	1.986323602023454260e-02	2.931921986241846009e-02
1.435331077000000005e+04	1.142244118542365232e-02	1.219088347327449730e-02	1.367304804002172740e-02	1.444521254180525238e-02	1.959930581558333787e-02	2.898490348862416480e-02
1.434808194999999978e+04	1.124073901335421836e-02	1.200077718228330891e-02	1.346737515735449420e-02	1.423174467854910336e-02	1.933846356729918003e-02	2.865386696070143860e-02
1.434285709999999926e+04	1.106164071484779313e-02	1.181333548889562830e-02	1.326447127006282617e-02	1.402109416711234437e-02	1.908067981579846320e-02	2.832608556885776382e-02
1.433763623000000007e+04	1.088511528758796289e-02	1.162852755886093978e-02	1.306430597301516845e-02	1.381323087260919596e-02	1.882592672555612190e-02	2.800153653082636251e-02
1.433241933000000063e+04	1.071113130391199847e-02	1.144632208660061046e-02	1.286684830470820329e-02	1.360812406127270488e-02	1.857417560647060817e-02	2.768019584329149338e-02
1.432720638999999937e+04	1.053965761050967669e-02	1.126668802739133959e-02	1.267206753956524705e-02	1.340574322283017046e-02	1.832539791869939455e-02	2.736203955615072389e-02
1.432199741999999969e+04	1.037066397268380027e-02	1.108959527285114342e-02	1.247993392138662533e-02	1.320605883304181750e-02	1.807956621283560855e-02	2.704704497860596982e-02
