Wavenumber	17254.243167289234-30C-17269.041071847205-20C	17248.118550349533-40C-17269.041071847205-20C	17248.118550349533-40C-17254.243167289234-30C	17233.344376234996-50C-17269.041071847205-20C	17233.344376234996-50C-17254.243167289234-30C	17233.344376234996-50C-17248.118550349533-40C	17222.547452456358-60C-17269.041071847205-20C	17222.547452456358-60C-17254.243167289234-30C	17222.547452456358-60C-17248.118550349533-40C	17222.547452456358-60C-17233.344376234996-50C	17199.639830854983-70C-17269.041071847205-20C	17199.639830854983-70C-17254.243167289234-30C	17199.639830854983-70C-17248.118550349533-40C	17199.639830854983-70C-17233.344376234996-50C	17199.639830854983-70C-17222.547452456358-60C
1.714055015999999887e+04	5.695940430811008426e-03	7.772838726164410517e-03	2.076898295353402091e-03	1.200711502566564892e-02	6.311174594854640496e-03	4.234276299501238405e-03	1.445063260097156910e-02	8.754692170160560671e-03	6.677793874807158581e-03	2.443517575305920175e-03	1.779797490395129689e-02	1.210203447314028846e-02	1.002513617778688637e-02	5.790859878285647966e-03	3.347342302979727791e-03
1.713298605999999927e+04	6.204457155330245222e-03	8.496601206809839546e-03	2.292144051479594324e-03	1.326059488285025179e-02	7.056137727520006564e-03	4.763993676040412240e-03	1.609943313876738280e-02	9.894975983437137579e-03	7.602831931957543254e-03	2.838838255917131015e-03	2.030392736113773022e-02	1.409947020580748500e-02	1.180732615432789068e-02	7.043332478287478438e-03	4.204494222370347423e-03
1.712542886999999973e+04	6.702624743485152692e-03	9.206038212336009607e-03	2.503413468850856916e-03	1.449095616915108131e-02	7.788331425665928620e-03	5.284917956815071705e-03	1.771941498136286874e-02	1.101679023787771605e-02	8.513376769026859137e-03	3.228458812211787432e-03	2.277108697561236461e-02	1.606846223212721192e-02	1.356504876327635500e-02	8.280130806461283299e-03	5.051671994249495867e-03
1.711787859000000026e+04	7.189954189585012756e-03	9.900447038346693596e-03	2.710492848761680840e-03	1.569695501526569004e-02	8.507000825680677281e-03	5.796507976918996441e-03	1.930891787625133027e-02	1.211896368666631751e-02	9.408470837904636674e-03	3.611962860985640233e-03	2.519685966564200186e-02	1.800690547605698910e-02	1.529641262729530826e-02	9.499904650376311821e-03	5.887941789390671588e-03
1.711033522000000085e+04	7.665979551608526066e-03	1.057915713414703252e-02	2.913177582538506449e-03	1.687740039943985693e-02	9.211420847831330860e-03	6.298243265292824411e-03	2.086634836564060791e-02	1.320036881403208184e-02	1.028719123149357539e-02	3.988947966200750983e-03	2.757874412254557317e-02	1.991276457093704710e-02	1.699958698839854065e-02	1.070134372310571624e-02	6.712395756904965261e-03
1.710279872999999861e+04	8.130260396745581097e-03	1.124153361887536562e-02	3.111273222129784521e-03	1.803116038113550257e-02	9.900899984389921471e-03	6.789626762260136950e-03	2.239018811818094257e-02	1.425992772143536147e-02	1.114865449930557695e-02	4.359027737045439999e-03	2.991434487359856398e-02	2.178408447685298288e-02	1.867281125472319836e-02	1.188318449246306141e-02	7.524156755417621412e-03
1.709526912000000084e+04	8.582378563241177538e-03	1.188697269278937707e-02	3.304594129548199533e-03	1.915715423392561068e-02	1.057477567068443314e-02	7.270181541136233605e-03	2.387898365284801816e-02	1.529660508960684062e-02	1.199201096005864109e-02	4.721829418922407484e-03	3.220135687561576088e-02	2.361897831237458334e-02	2.031438418282638381e-02	1.304420264169015020e-02	8.322373222767742718e-03
1.708774638000000050e+04	9.021941183170123502e-03	1.251490597607896049e-02	3.492964792908836991e-03	2.025436010904291262e-02	1.123241892587278912e-02	7.739454132963952127e-03	2.533135655685292420e-02	1.630941537368280070e-02	1.281645058077396371e-02	5.076996447810011581e-03	3.443758146364328532e-02	2.541564028047316182e-02	2.192267548756432483e-02	1.418322135460037270e-02	9.106224906790361118e-03
1.708023050000000148e+04	9.448580461661526542e-03	1.312480022508832889e-02	3.676219763426802345e-03	2.132181466775595613e-02	1.187323420609442959e-02	8.197014442667627243e-03	2.674600311597385982e-02	1.729742265431233328e-02	1.362120289088553093e-02	5.424188448217903691e-03	3.662092613495415705e-02	2.717234567329263051e-02	2.349612590986582816e-02	1.529911146719820092e-02	9.874923018980297229e-03
1.707272147000000041e+04	9.861954028594466237e-03	1.371615786555646643e-02	3.854203836962000196e-03	2.235861413832318512e-02	1.249666010972871888e-02	8.642456272766718683e-03	2.812169582806089974e-02	1.825974179946643350e-02	1.440553796250443330e-02	5.763081689737714619e-03	3.874940722576791785e-02	2.888745319717345161e-02	2.503324936021145142e-02	1.639079308744473273e-02	1.062771139770701811e-02
1.706521928000000116e+04	1.026174522458656035e-02	1.428851743313264144e-02	4.026772208546081089e-03	2.336391521590586162e-02	1.310216999131930127e-02	9.075397782773220179e-03	2.945728471362207834e-02	1.919553948903551799e-02	1.516876728048943690e-02	6.093369497716216721e-03	4.082115229227367692e-02	3.055940706768711657e-02	2.653263485914103548e-02	1.745723707636781530e-02	1.136386757865159858e-02
1.705772393000000011e+04	1.064766281593620967e-02	1.484145319669560870e-02	4.193790380759399028e-03	2.433693452881469099e-02	1.368927171287848132e-02	9.495481332119082296e-03	3.075169672355371198e-02	2.010403390761750231e-02	1.591024352685810328e-02	6.414762194739020984e-03	4.283439954687828788e-02	3.218673673094207821e-02	2.799294635018267918e-02	1.849746501806359689e-02	1.208270282332457590e-02
1.705023540000000139e+04	1.101944270494137346e-02	1.537457764179717135e-02	4.355134936855797889e-03	2.527695314299827078e-02	1.425751043805689733e-02	9.902375501201099439e-03	3.200394185437660521e-02	2.098449914943523176e-02	1.662936421257943387e-02	6.726988711378334429e-03	4.478750774409911983e-02	3.376806503915774638e-02	2.941293010230194849e-02	1.951055460110084905e-02	1.278356588972251462e-02
1.704275368000000162e+04	1.137684643132852447e-02	1.588753935927811334e-02	4.510692927949588871e-03	2.618331299286547065e-02	1.480646656153694618e-02	1.029577363358735731e-02	3.321310853451253653e-02	2.183626210318401206e-02	1.732556917523442319e-02	7.029795541647065882e-03	4.667894941649708418e-02	3.530210298516855971e-02	3.079141005721897084e-02	2.049563642363161353e-02	1.346584088198454765e-02
1.703527877000000080e+04	1.171966129403345658e-02	1.638002325197018827e-02	4.660361957936731692e-03	2.705541737683780923e-02	1.533575608280435265e-02	1.067539412486762096e-02	3.437836440467967325e-02	2.265870311064621667e-02	1.799834115270948498e-02	7.322947027841864021e-03	4.850731245999884145e-02	3.678765116596538487e-02	3.212728920802865318e-02	2.145189508316103222e-02	1.412894805531916820e-02
1.702781064999999944e+04	1.204770170426627818e-02	1.685175251426729304e-02	4.804050810001014860e-03	2.789273460935182136e-02	1.584503290508554318e-02	1.104098209508452832e-02	3.549896133178087609e-02	2.345125962751459792e-02	1.864720881751358306e-02	7.606226722429054732e-03	5.027130841315408105e-02	3.822360670888780287e-02	3.341955589888678801e-02	2.237857380380225969e-02	1.477234708137320496e-02
1.702034932000000117e+04	1.236080725811072867e-02	1.730248590022331889e-02	4.941678642112590225e-03	2.869479333497981788e-02	1.633398607686908921e-02	1.139230743475649898e-02	3.657422928741616008e-02	2.421342202930543142e-02	1.927174338719284119e-02	7.879435952436342205e-03	5.196976328176616811e-02	3.960895602365543944e-02	3.466727738154284921e-02	2.327496994678635023e-02	1.539553399435000802e-02
1.701289476999999897e+04	1.265884395045635546e-02	1.773201950552727446e-02	5.073175555070918996e-03	2.946118584057622058e-02	1.680234189011986512e-02	1.172916633504894612e-02	3.760358091754578691e-02	2.494473696708943145e-02	1.987156141201851245e-02	8.142395076969566325e-03	5.360162515440858311e-02	4.094278120395222764e-02	3.586960564888130865e-02	2.414043931383236252e-02	1.599804423686279620e-02
1.700544699000000037e+04	1.294170349649137464e-02	1.814018583141652208e-02	5.198482334925147441e-03	3.019156655697741165e-02	1.724986306048603701e-02	1.205138072556088957e-02	3.858650968756605071e-02	2.564480619107467607e-02	2.044632385614952863e-02	8.394943130588639058e-03	5.516596174744958780e-02	4.222425825095821317e-02	3.702577591603306573e-02	2.497439519047217615e-02	1.657945205988353710e-02
1.699800595999999859e+04	1.320930341521453499e-02	1.852685394676378827e-02	5.317550531549253279e-03	3.088565252012154261e-02	1.767634910490700761e-02	1.235879857335775434e-02	3.952259065939067728e-02	2.631328724417614229e-02	2.099573671262688901e-02	8.636938139269134673e-03	5.666196212475227423e-02	4.345265870953773923e-02	3.813510817798848596e-02	2.577630960463073162e-02	1.713937146536159695e-02
1.699057168000000092e+04	1.346158562049282192e-02	1.889192749442636377e-02	5.430341873933541841e-03	3.154321996606124223e-02	1.808163434556842031e-02	1.265129247163487847e-02	4.041147605799100262e-02	2.694989043749818070e-02	2.151954856356463885e-02	8.868256091929760387e-03	5.808893010214422059e-02	4.462734448165139867e-02	3.919700260771785683e-02	2.654571013608297836e-02	1.767745404415321797e-02
1.698314414000000033e+04	1.369851717912007327e-02	1.923534582731056819e-02	5.536828648190494917e-03	3.216410653799295360e-02	1.846558935887288033e-02	1.292876071068238542e-02	4.125289840140222708e-02	2.755438122228215381e-02	2.201755257409165889e-02	9.088791863409273475e-03	5.944628972439680581e-02	4.574777254527673254e-02	4.021094389708623762e-02	2.728218318640385220e-02	1.819339132299457873e-02
1.697572333000000071e+04	1.392008949980172439e-02	1.955708288067270484e-02	5.636993380870980452e-03	3.274820944442335957e-02	1.882811994462163518e-02	1.319112656375065473e-02	4.204666818391367134e-02	2.812657868411194695e-02	2.248958530324096650e-02	9.298458739490311764e-03	6.073358208105206213e-02	4.681349258125033774e-02	4.117649920037935729e-02	2.798537263662870256e-02	1.868691389713839079e-02
1.696830924999999843e+04	1.412631759662630326e-02	1.985714614819023005e-02	5.730828551563926787e-03	3.329548378779689788e-02	1.916916619117059462e-02	1.343833763960666783e-02	4.279267177491308249e-02	2.866635417828677923e-02	2.293552562672285244e-02	9.497187987116184615e-03	6.195046242364121714e-02	4.782414482701491387e-02	4.209331627545098709e-02	2.865497863584431926e-02	1.915779064872813464e-02
1.696090188000000126e+04	1.431724042004078878e-02	2.013557721200098793e-02	5.818336791960199150e-03	3.380594373064738090e-02	1.948870331060659211e-02	1.367036651864639296e-02	4.349087318883393394e-02	2.917363276879314515e-02	2.335529597683294600e-02	9.684929458186553042e-03	6.309670360835495373e-02	4.877946318831416495e-02	4.296112639635396580e-02	2.929075987770757283e-02	1.960583041952101979e-02
1.695350120999999854e+04	1.449291941497032887e-02	2.039244969633025040e-02	5.899530281359921524e-03	3.427965897586116029e-02	1.978673956089083141e-02	1.388720927953090989e-02	4.414130947971739438e-02	2.964839006474706551e-02	2.374885978338714398e-02	9.861650503856234096e-03	6.417218917735878492e-02	4.967926976238845604e-02	4.377973948102853452e-02	2.989253020149762463e-02	2.003087969764139054e-02
1.694610723000000144e+04	1.465343823316067606e-02	2.062786889742906915e-02	5.974430664268393087e-03	3.471675429171650062e-02	2.006331605855582456e-02	1.408888539428743147e-02	4.474409027504611114e-02	3.009065204188543508e-02	2.411622137761704199e-02	1.002733598332961051e-02	6.517691315874640789e-02	5.052347492558573183e-02	4.454904426131733874e-02	3.046015886702990727e-02	2.043282288370029676e-02
1.693871993999999904e+04	1.479890191226429508e-02	2.084197063546933126e-02	6.043068723205036186e-03	3.511740760921233662e-02	2.031850569694804154e-02	1.427543697374300535e-02	4.529939535581251064e-02	3.050049344354821557e-02	2.445742472034317938e-02	1.018198774660017403e-02	6.611097665693299597e-02	5.131207474466870089e-02	4.526900602146366470e-02	3.099356904772065935e-02	2.081158130112048532e-02
1.693133932999999888e+04	1.492943664041468388e-02	2.103492096725723126e-02	6.105484326842547382e-03	3.548184972663881442e-02	2.055241308622413055e-02	1.444692875938158316e-02	4.580747446122035438e-02	3.087803782080567050e-02	2.477255349396312312e-02	1.032562473458153995e-02	6.697458817682611087e-02	5.204515153641142700e-02	4.593966720956887961e-02	3.149273845018729645e-02	2.116711371560575650e-02
1.692396538000000146e+04	1.504518895405515533e-02	2.120691507308458679e-02	6.161726119029431459e-03	3.581036250297731094e-02	2.076517354892215561e-02	1.460344742989272415e-02	4.626864502922656275e-02	3.122345607517140742e-02	2.506172995614197596e-02	1.045828252624925181e-02	6.776806056873219131e-02	5.272287161467703598e-02	4.656114549564760452e-02	3.195769806575488037e-02	2.149941553950562856e-02
1.691659809999999925e+04	1.514632439859320279e-02	2.135817533771777743e-02	6.211850939124574644e-03	3.610327548108627216e-02	2.095695108249306937e-02	1.474510014336849473e-02	4.668328770626151147e-02	3.153696330766830869e-02	2.532511236854373404e-02	1.058001222517523932e-02	6.849180405633592539e-02	5.334547965774272260e-02	4.713362871861814796e-02	3.238852857524965323e-02	2.180851635007441391e-02
1.690923746000000028e+04	1.523302781970681252e-02	2.148895185954302622e-02	6.255924039836213701e-03	3.636096717008385770e-02	2.112793935037704518e-02	1.487201531054083148e-02	4.705184841613696545e-02	3.181882059643015292e-02	2.556289655659393922e-02	1.069088124605310774e-02	6.914633060647945584e-02	5.391330278677264332e-02	4.765737874693642961e-02	3.278536343639559814e-02	2.209448219034249039e-02
1.690188346000000092e+04	1.530550157049215265e-02	2.159951985385377693e-02	6.294018283361624277e-03	3.658386035887939425e-02	2.127835878838724160e-02	1.498434050502561732e-02	4.737483201843839531e-02	3.206933044794624266e-02	2.577531216458461838e-02	1.079097165955900106e-02	6.973224373487341143e-02	5.442674216438125878e-02	4.813272388101963450e-02	3.314838337599401719e-02	2.235741171643501612e-02
1.689453609000000142e+04	1.536396527578731686e-02	2.169017938004469404e-02	6.326214104257377180e-03	3.677242190980756220e-02	2.140845663402024535e-02	1.508224252976286817e-02	4.765280229190760330e-02	3.228883701612028645e-02	2.596262291186290927e-02	1.088038038210004110e-02	7.025023930212981327e-02	5.488627402634249641e-02	4.856005992208511923e-02	3.347781739232225107e-02	2.259743701022220996e-02
1.688719535000000178e+04	1.540865481032627216e-02	2.176125388885963297e-02	6.352599078533360810e-03	3.692716025077069641e-02	2.151850544044442426e-02	1.516590636191106345e-02	4.788637864594047500e-02	3.247772383561420284e-02	2.612512475708084203e-02	1.095921839516977858e-02	7.070110055804457172e-02	5.529244574771829956e-02	4.893984666918493875e-02	3.377394030727387531e-02	2.281472191210409672e-02
1.687986121999999887e+04	1.543982165075885593e-02	2.181308935102377333e-02	6.373267700264917401e-03	3.704862408315034994e-02	2.160880243239149401e-02	1.523553473212657661e-02	4.807623462960819438e-02	3.263641297884933845e-02	2.626314527858442105e-02	1.102761054645784444e-02	7.108569655118179842e-02	5.564587490042294249e-02	4.927260720015802509e-02	3.403707246803144848e-02	2.300946192157360404e-02
1.687253369000000021e+04	1.545773179398080011e-02	2.184605270625461504e-02	6.388320912273814933e-03	3.713739964869289256e-02	2.167966785471209246e-02	1.529134694243827752e-02	4.822309429471505204e-02	3.276536250073425194e-02	2.637704158846043700e-02	1.108569464602215948e-02	7.140497647819055160e-02	5.594724468420975150e-02	4.955892377193593656e-02	3.426757682949765904e-02	2.318188218347549956e-02
1.686521275999999853e+04	1.546266498435588943e-02	2.186053078094729596e-02	6.397865796591406529e-03	3.719410893112862215e-02	2.173144394677273272e-02	1.533357815018132619e-02	4.832772990520117773e-02	3.286506492084528830e-02	2.646719912425388177e-02	1.113362097407255558e-02	7.165996645232719509e-02	5.619730146797130566e-02	4.979943567137989913e-02	3.446585752119857293e-02	2.333223654712601736e-02
1.685789842000000135e+04	1.545491388903552643e-02	2.185692915111447920e-02	6.402015262078952773e-03	3.721940784432642424e-02	2.176449395529089781e-02	1.536247869321194504e-02	4.839095970617035558e-02	3.293604581713482915e-02	2.653403055505587638e-02	1.117155186184393134e-02	7.185176661017111943e-02	5.639685272113559300e-02	4.999483745905664023e-02	3.463235876584469519e-02	2.346080690400076385e-02
1.685059064999999828e+04	1.543478313231660959e-02	2.183567078275161499e-02	6.400887650435005405e-03	3.721398394214958660e-02	2.177920080983297701e-02	1.537831315939797161e-02	4.841364497571776226e-02	3.297886184340115268e-02	2.657797419296614727e-02	1.119966103356817566e-02	7.198154684762780864e-02	5.654676371531119905e-02	5.014587606487619365e-02	3.476756290547822204e-02	2.356790187191004637e-02
1.684328945999999996e+04	1.540258854141551836e-02	2.179719493138077002e-02	6.394606389965251658e-03	3.717855440001294198e-02	2.177596585859742362e-02	1.538135946863217196e-02	4.839668726586865422e-02	3.299409872445313585e-02	2.659949233448788419e-02	1.121813286585571223e-02	7.205054230562168982e-02	5.664795376420617146e-02	5.025334737424091980e-02	3.487198790560874784e-02	2.365385503975303561e-02
1.683599481999999989e+04	1.535865603006358882e-02	2.174195563582403956e-02	6.383299605760450746e-03	3.711386375974168317e-02	2.175520772967809435e-02	1.537190812391764361e-02	4.834102577489629571e-02	3.298236974483270689e-02	2.659907013907225615e-02	1.122716201515461254e-02	7.206005047076058379e-02	5.670139444069699497e-02	5.031809483493654422e-02	3.494618671101890062e-02	2.371902469586428808e-02
1.682870673000000170e+04	1.530332098476205882e-02	2.167042078477710021e-02	6.367099800015041389e-03	3.702068206081743362e-02	2.171736107605537480e-02	1.535026127604033341e-02	4.824763465259229722e-02	3.294431366783023840e-02	2.657721386781519701e-02	1.122695259177486360e-02	7.201142633544510563e-02	5.670810535068304681e-02	5.034100555066800542e-02	3.499074427462767201e-02	2.376379168285280841e-02
1.682142519000000175e+04	1.523692732587389465e-02	2.158307082033006363e-02	6.346143494456168987e-03	3.689980276654480917e-02	2.166287544067091453e-02	1.531673194621474554e-02	4.811752043824224501e-02	3.288059311236835036e-02	2.653444961791218137e-02	1.121771767169743583e-02	7.190607904618007140e-02	5.666915172030617676e-02	5.032300822585000777e-02	3.500627627963526223e-02	2.378855860793782639e-02
1.681415018000000055e+04	1.515982640529833780e-02	2.148039719640992828e-02	6.320570791111590481e-03	3.675204021306277546e-02	2.159221380776443766e-02	1.527164301665284718e-02	4.795171882093218763e-02	3.279189241563384982e-02	2.647132162452225934e-02	1.119967860786941216e-02	7.174546736244458156e-02	5.658564095714624376e-02	5.026507016603465328e-02	3.499342714938180610e-02	2.379374854151239393e-02
1.680688168999999834e+04	1.507237637935721075e-02	2.136290146311525806e-02	6.290525083758047309e-03	3.657822792771214804e-02	2.150585154835493729e-02	1.521532646459688998e-02	4.775129233942299045e-02	3.267891596006577970e-02	2.638839087630773239e-02	1.117306441171084241e-02	7.153109589112982558e-02	5.645871951177261483e-02	5.016819442801456752e-02	3.495286796341767754e-02	2.377980355170683513e-02
1.679961972999999853e+04	1.497494156911383101e-02	2.123109435272640955e-02	6.256152783612578538e-03	3.637921703338764523e-02	2.140427546427381422e-02	1.514812268066123568e-02	4.751732827401788928e-02	3.254238670490405827e-02	2.628623392129147973e-02	1.113811124063024405e-02	7.126451186488702572e-02	5.628957029577319471e-02	5.003341751216061617e-02	3.488529483149938049e-02	2.374718359086913644e-02
1.679236426999999821e+04	1.486789082573747311e-02	2.108549351409105821e-02	6.217602688353585094e-03	3.615587258682617655e-02	2.128798176108870344e-02	1.507037907273511834e-02	4.725093408189540156e-02	3.238304325615792845e-02	2.616544056780434335e-02	1.109506149506922501e-02	7.094729902266716515e-02	5.607940819692969203e-02	4.986180550857610694e-02	3.479142643584098860e-02	2.369636494077176359e-02
1.678511530000000130e+04	1.475159744035958731e-02	2.092662332961781058e-02	6.175025889258223266e-03	3.590907303131163353e-02	2.115747559095204622e-02	1.498244970169382295e-02	4.695323646105675763e-02	3.220163902069717032e-02	2.602661313143894706e-02	1.104416342974512411e-02	7.058107550731940183e-02	5.582947806695981452e-02	4.965445217770159125e-02	3.467200247600776830e-02	2.362783904626264420e-02
1.677787283000000025e+04	1.462643846296651784e-02	2.075501394883372264e-02	6.128575485867204797e-03	3.563970853798625882e-02	2.101327007501974098e-02	1.488469458915253618e-02	4.662537918554643390e-02	3.199894072257991606e-02	2.587036523671271127e-02	1.098567064756017508e-02	7.016749064160765492e-02	5.554105217864113708e-02	4.941247669277393229e-02	3.452778210362139610e-02	2.354211145606122102e-02
1.677063683999999921e+04	1.449279307108697346e-02	2.057119901241444282e-02	6.078405941327469364e-03	3.534867726231727403e-02	2.085588419123030057e-02	1.477747824990283121e-02	4.626851837224965625e-02	3.177572530116268279e-02	2.569731935983521343e-02	1.091984110993238222e-02	6.970821835742158079e-02	5.521542528633460734e-02	4.913701934500713797e-02	3.435954109510430676e-02	2.343969998517192455e-02
1.676340731999999844e+04	1.435104242247231543e-02	2.037571540485205723e-02	6.024672982379741804e-03	3.503688475789012990e-02	2.068584233541781447e-02	1.466116935303807267e-02	4.588382156233461462e-02	3.153277913986229919e-02	2.550810615748255739e-02	1.084693680444448471e-02	6.920495533900061780e-02	5.485391291652830237e-02	4.882923993414856056e-02	3.416807058111048789e-02	2.332113377666600318e-02
1.675618426000000181e+04	1.420156874430500427e-02	2.016910196547583300e-02	5.967533221170828739e-03	3.470524177798994803e-02	2.050367303368494376e-02	1.453613981251411502e-02	4.547246486421097078e-02	3.127089611990596651e-02	2.530336289873513778e-02	1.076722308622102275e-02	6.865941680289477933e-02	5.445784805858977506e-02	4.849031483741894633e-02	3.395417502490483130e-02	2.318695193868380855e-02
1.674896765999999843e+04	1.404475482008804565e-02	1.995189874697811394e-02	5.907143926890068286e-03	3.435466294640954210e-02	2.030990812632149645e-02	1.440276419943142816e-02	4.503563116470576944e-02	3.099087634461772378e-02	2.508373241772765549e-02	1.068096821829622733e-02	6.807333366057788382e-02	5.402857884048983816e-02	4.812143491359976988e-02	3.371867071416834172e-02	2.303770249587211438e-02
1.674175750999999946e+04	1.388098286088779165e-02	1.972464542188723247e-02	5.843662560999440814e-03	3.398606405594162272e-02	2.010508119505383107e-02	1.426141863405439025e-02	4.457450663319828532e-02	3.069352377231049367e-02	2.484986121131105286e-02	1.058844257725666260e-02	6.744844740030941921e-02	5.356746453942162756e-02	4.772380197842218674e-02	3.346238334436779649e-02	2.287394076711113389e-02
1.673455380000000150e+04	1.371063400648331321e-02	1.948788055884764781e-02	5.777246552364334597e-03	3.360036075911332354e-02	1.988972675263001033e-02	1.411248020026567573e-02	4.409027894850270357e-02	3.037964494201939036e-02	2.460239838965505577e-02	1.048991818938938003e-02	6.678650723928980515e-02	5.307587323280649194e-02	4.729862668044215734e-02	3.318614648017648161e-02	2.269622829078710158e-02
1.672735651000000144e+04	1.353408741109507485e-02	1.924214032306870159e-02	5.708052911973626742e-03	3.319846632759215765e-02	1.966437891649708281e-02	1.395632600452345606e-02	4.358413436321517676e-02	3.005004695212010191e-02	2.434199404014647516e-02	1.038566803562301910e-02	6.608926570866868744e-02	5.255517829757361259e-02	4.684712538559998585e-02	3.289079938107652978e-02	2.250513134545351068e-02
1.672016563999999926e+04	1.335172033661113922e-02	1.898795857908996965e-02	5.636238242478830429e-03	3.278129170476784537e-02	1.942957136815670616e-02	1.379333312567787573e-02	4.305725765572432362e-02	2.970553731911318440e-02	2.406929907663435397e-02	1.027596595095647825e-02	6.535847821485218923e-02	5.200675787824105001e-02	4.637051963576221958e-02	3.257718651008434385e-02	2.230122055912786561e-02
1.671298118999999861e+04	1.316390708984094271e-02	1.872586538709253290e-02	5.561958297251590189e-03	3.234974294221470981e-02	1.918583585237376710e-02	1.362387755512217691e-02	4.251082879861711739e-02	2.934692170877617468e-02	2.378496341152458449e-02	1.016108585640240758e-02	6.459589811431398765e-02	5.143199102447304494e-02	4.587003272722145475e-02	3.224615517209927784e-02	2.208506931569687026e-02
1.670580313999999998e+04	1.297101788691867874e-02	1.845638539221583496e-02	5.485367505297156221e-03	3.190471843687614495e-02	1.893370054995746621e-02	1.344833304466030999e-02	4.194601935146347049e-02	2.897500146454479175e-02	2.348963395924763553e-02	1.004130091458732554e-02	6.380327132566954162e-02	5.083225343875086288e-02	4.534688593345370666e-02	3.189855288879339668e-02	2.185725197420607113e-02
1.669863148999999976e+04	1.277341933914200034e-02	1.818003847797777794e-02	5.406619138835777605e-03	3.144710990217303159e-02	1.867369056303103125e-02	1.326707142419525365e-02	4.136399358736808640e-02	2.859057424822608606e-02	2.318395510939030846e-02	9.916883685195054809e-03	6.298233756708182529e-02	5.020891822793982495e-02	4.480229908910404735e-02	3.153522766490879370e-02	2.161834397971373889e-02
1.669146621999999843e+04	1.257147284852189184e-02	1.789733750117838973e-02	5.325864652656497888e-03	3.097779852700810466e-02	1.840632567848621282e-02	1.308046102582971493e-02	4.076590351962305903e-02	2.819443067110116719e-02	2.286856601844466930e-02	9.788104992614954369e-03	6.213482305764328473e-02	4.956335020912139289e-02	4.423748555646489500e-02	3.115702453063518007e-02	2.136891953802022570e-02
1.668430732999999964e+04	1.236553520631544778e-02	1.760878910622110105e-02	5.243253899905653270e-03	3.049765622746269944e-02	1.813212102114725166e-02	1.288886712124159839e-02	4.015289039898151113e-02	2.778735519266606335e-02	2.254410129276041008e-02	9.655234171518811692e-03	6.126244232265265488e-02	4.889690711633720710e-02	4.365365321643155383e-02	3.076478609518995544e-02	2.110955192367114375e-02
1.667715481000000000e+04	1.215595728845497714e-02	1.731489187786605655e-02	5.158934589411079408e-03	3.000754249095860526e-02	1.785158520250362812e-02	1.269265061309254872e-02	3.952608060472040385e-02	2.737012331626542672e-02	2.221118872685434731e-02	9.518538113761798591e-03	6.036689208982182198e-02	4.821093480136684484e-02	4.305200021195576543e-02	3.035934959886321671e-02	2.084081148510141812e-02
1.667000864999999976e+04	1.194308388266585030e-02	1.701613607690766194e-02	5.073052194241811641e-03	2.950830384254821137e-02	1.756521995988236107e-02	1.249216776564054943e-02	3.888658487154406096e-02	2.694350098887821066e-02	2.187044879463639901e-02	9.378281028995849589e-03	5.944984989270007958e-02	4.750676601003422928e-02	4.243371381579241763e-02	2.994154605015186821e-02	2.056326502115601862e-02
1.666286883999999918e+04	1.172725327220336400e-02	1.671300303594280834e-02	4.985749763739444340e-03	2.900077275028756230e-02	1.727351947808419830e-02	1.228776971434475396e-02	3.823549680485949231e-02	2.650824353265612832e-02	2.152249376891668398e-02	9.234724054571930019e-03	5.851297167577962366e-02	4.678571840357625966e-02	4.179996863983681532e-02	2.951219892549206136e-02	2.027747487092013134e-02
1.665573537999999826e+04	1.150879715648600587e-02	1.640596502891100705e-02	4.897167872425001178e-03	2.848576732636887154e-02	1.697697016988286567e-02	1.207980229745786449e-02	3.757389241926101242e-02	2.606509526277500655e-02	2.116792739035000537e-02	9.088125092892140877e-03	5.755789087920437641e-02	4.604909372271837054e-02	4.115192585029336936e-02	2.907212355283550487e-02	1.998399845994336399e-02
1.664860825000000114e+04	1.128803937476852148e-02	1.609548345847700013e-02	4.807444083708478644e-03	2.796408820731177691e-02	1.667604883254325543e-02	1.186860474883477679e-02	3.690282605352956935e-02	2.561478667876104787e-02	2.080734259505256922e-02	8.938737846217792438e-03	5.658621229360516480e-02	4.529817291883664332e-02	4.049072883512816468e-02	2.862212408629338789e-02	1.968338624007559545e-02
1.664148745000000054e+04	1.106529680000223337e-02	1.578201009365076679e-02	4.716713293648533423e-03	2.743652055062517636e-02	1.637122375062294299e-02	1.165451045697440957e-02	3.622333285858680973e-02	2.515803605858457637e-02	2.044132276493604294e-02	8.786812307961633373e-03	5.559951540315188900e-02	4.453421860314965564e-02	3.981750530950112221e-02	2.816299485252671264e-02	1.937618254456507927e-02
1.663437297000000035e+04	1.084087811578549054e-02	1.546598533223009220e-02	4.625107216444601654e-03	2.690383104153248883e-02	1.606295292574699829e-02	1.143784570930239664e-02	3.553642487538277717e-02	2.469554675959728662e-02	2.007043954315268497e-02	8.632593833850288334e-03	5.459934847549341441e-02	4.375847035970792387e-02	3.913336314326332221e-02	2.769551743396092558e-02	1.906292360011063725e-02
1.662726480000000083e+04	1.061508384706966179e-02	1.514783822570264782e-02	4.532754378632986025e-03	2.636676785722025240e-02	1.575168401015059061e-02	1.121892963151760458e-02	3.484309091331672104e-02	2.422800706624705924e-02	1.969525268761407322e-02	8.476323056096468633e-03	5.358722814126148926e-02	4.297214429419182746e-02	3.843938991555884144e-02	2.722046028404123685e-02	1.874413722794476822e-02
