Wavenumber	17254.243167289234-30C-17269.041071847205-20C	17248.118550349533-40C-17269.041071847205-20C	17248.118550349533-40C-17254.243167289234-30C	17233.344376234996-50C-17269.041071847205-20C	17233.344376234996-50C-17254.243167289234-30C	17233.344376234996-50C-17248.118550349533-40C	17222.547452456358-60C-17269.041071847205-20C	17222.547452456358-60C-17254.243167289234-30C	17222.547452456358-60C-17248.118550349533-40C	17222.547452456358-60C-17233.344376234996-50C	17199.639830854983-70C-17269.041071847205-20C	17199.639830854983-70C-17254.243167289234-30C	17199.639830854983-70C-17248.118550349533-40C	17199.639830854983-70C-17233.344376234996-50C	17199.639830854983-70C-17222.547452456358-60C
1.978224918999999863e+04	-7.523822610555413407e-07	-1.057480550718413112e-06	-3.050982896628717713e-07	-1.797783223607982237e-06	-1.045400962552440896e-06	-7.403026728895691251e-07	-2.330661866837256419e-06	-1.578279605781715078e-06	-1.273181316118843307e-06	-5.328786432292741820e-07	-3.434868598925093540e-06	-2.682486337869552200e-06	-2.377388048206680428e-06	-1.637085375317111303e-06	-1.104206732087837121e-06
1.977207640000000174e+04	-7.876316094115594184e-07	-1.107023344022219080e-06	-3.193917346106596618e-07	-1.882007011392585437e-06	-1.094375401981026018e-06	-7.749836673703663567e-07	-2.439848646370185994e-06	-1.652217036958626576e-06	-1.332825302347966914e-06	-5.578416349776005572e-07	-3.595780862375907907e-06	-2.808149252964348488e-06	-2.488757518353688827e-06	-1.713773850983322470e-06	-1.155932216005721913e-06
1.976191439000000173e+04	-8.243747935064152030e-07	-1.158665625434346369e-06	-3.342908319279311660e-07	-1.969799599845802312e-06	-1.145424806339387109e-06	-8.111339744114559429e-07	-2.553661675991803371e-06	-1.729286882485388168e-06	-1.394996050557457002e-06	-5.838620761460010591e-07	-3.763510194231857453e-06	-2.939135400725442250e-06	-2.604844568797511084e-06	-1.793710594386055141e-06	-1.209848518240054082e-06
1.975176314999999886e+04	-8.626677073896157552e-07	-1.212485934662410093e-06	-3.498182272727943382e-07	-2.061294429291744487e-06	-1.198626721902128732e-06	-8.488084946293343938e-07	-2.672273882000958563e-06	-1.809606174611342808e-06	-1.459787947338548469e-06	-6.109794527092140756e-07	-3.938311273164892511e-06	-3.075643565775276755e-06	-2.725825338502482417e-06	-1.877016843873148023e-06	-1.266037391163933948e-06
1.974162266000000091e+04	-9.025680749918311811e-07	-1.268565380093181465e-06	-3.659973051013502843e-07	-2.156629293530870368e-06	-1.254061218539039187e-06	-8.880639134376889024e-07	-2.795863823591043015e-06	-1.893295748599211833e-06	-1.527298443497861549e-06	-6.392345300601726468e-07	-4.120447050477292657e-06	-3.217878975485461476e-06	-2.851881670384111191e-06	-1.963817756946422289e-06	-1.324583226886249642e-06
1.973149290000000110e+04	-9.441354665110654812e-07	-1.326987661329627304e-06	-3.828521948185618223e-07	-2.255946376086164808e-06	-1.311810909575099326e-06	-9.289587147565375042e-07	-2.924615738142399834e-06	-1.980480271631334353e-06	-1.597628076812772531e-06	-6.686693620562350268e-07	-4.310188812351215763e-06	-3.366053345840150281e-06	-2.983201151021588459e-06	-2.054242436265050955e-06	-1.385573074208815928e-06
1.972137385999999969e+04	-9.874313069291188252e-07	-1.387839080596716887e-06	-4.004077736675980617e-07	-2.359392267230208968e-06	-1.371960960301090143e-06	-9.715531866334920809e-07	-3.058719561354358938e-06	-2.071288254425240113e-06	-1.670880480757642051e-06	-6.993272941241499702e-07	-4.507816204366466451e-06	-3.520384897437347626e-06	-3.119977123769749564e-06	-2.148423937136257483e-06	-1.449096643012107513e-06
1.971126551000000109e+04	-1.032519057652802209e-06	-1.451208797391076184e-06	-4.186897397382739749e-07	-2.467118394179417754e-06	-1.434599336526615546e-06	-1.015909596788341571e-06	-3.198371482712638724e-06	-2.165852425059836515e-06	-1.747162685321562541e-06	-7.312530885332209699e-07	-4.713618044186731679e-06	-3.681098986533929470e-06	-3.262409246795655495e-06	-2.246499650007313924e-06	-1.515246561474092955e-06
1.970116785000000164e+04	-1.079464054344180662e-06	-1.517188599820310218e-06	-4.377245454761295555e-07	-2.579280629289341324e-06	-1.499816574945160661e-06	-1.062092029469031106e-06	-3.343773435028531832e-06	-2.264309380684351169e-06	-1.826584835208221614e-06	-7.644928057391905084e-07	-4.927891562551815242e-06	-3.848427508207634580e-06	-3.410702962731505025e-06	-2.348610933262473919e-06	-1.584118127523283411e-06
1.969108084999999846e+04	-1.128333833580116852e-06	-1.585873362877046784e-06	-4.575395292969299324e-07	-2.696040065578407530e-06	-1.567706231998290678e-06	-1.110166702701360746e-06	-3.495134096895703268e-06	-2.366800263315586416e-06	-1.909260734018656484e-06	-7.990940313172957381e-07	-5.150943872860394047e-06	-4.022610039280277196e-06	-3.565070509983347263e-06	-2.454903807281986518e-06	-1.655809775964690780e-06
1.968100449999999910e+04	-1.179197966783072753e-06	-1.657360814080017456e-06	-4.781628472969447034e-07	-2.817562614308071010e-06	-1.638364647524998257e-06	-1.160201800228053554e-06	-3.652668367701934413e-06	-2.473470400918861660e-06	-1.995307553621916957e-06	-8.351057533938634030e-07	-5.383091188703099158e-06	-4.203893221920026405e-06	-3.725730374623081702e-06	-2.565528574395028148e-06	-1.730422821001164745e-06
1.967093878000000041e+04	-1.232128265637576908e-06	-1.731751821096088814e-06	-4.996235554585119060e-07	-2.944019489347369026e-06	-1.711891223709792118e-06	-1.212267668251280212e-06	-3.816597991765174024e-06	-2.584469726127597115e-06	-2.084846170669085209e-06	-8.725785024178049978e-07	-5.624659733584032664e-06	-4.392531467946455756e-06	-3.892907912487943850e-06	-2.680640244236663638e-06	-1.808061741818858641e-06
1.966088366999999926e+04	-1.287198805173539202e-06	-1.809150422949835132e-06	-5.219516177762959300e-07	-3.075587255017679135e-06	-1.788388449844139933e-06	-1.266436832067844003e-06	-3.987151616063509211e-06	-2.699952810889970009e-06	-2.178001193113674079e-06	-9.115643610458300759e-07	-5.875985814548720376e-06	-4.588787009375181174e-06	-4.066835391598885244e-06	-2.800398559531041241e-06	-1.888834198485211165e-06
1.965083915999999954e+04	-1.344485938114419778e-06	-1.889663848793354806e-06	-5.451779106789350279e-07	-3.212447852087279426e-06	-1.867961913972859649e-06	-1.322784003293924621e-06	-4.164564819057867042e-06	-2.820078880943447264e-06	-2.274900970264512236e-06	-9.521169669705876158e-07	-6.137415851653214762e-06	-4.792929913538794984e-06	-4.247752002859859956e-06	-2.924967999565935336e-06	-1.972851032595347720e-06
1.964080523000000176e+04	-1.404068481016310620e-06	-1.973402777929610021e-06	-5.693342969132994015e-07	-3.354789033065781398e-06	-1.950720552049470778e-06	-1.381386255136171377e-06	-4.349080669431972055e-06	-2.945012188415661435e-06	-2.375677891502362034e-06	-9.942916363661906572e-07	-6.409307186527434929e-06	-5.005238705511124309e-06	-4.435904408597824908e-06	-3.054518153461653531e-06	-2.060226517095462874e-06
1.963078186999999889e+04	-1.466027681483559209e-06	-2.060481291942461383e-06	-5.944536104589021736e-07	-3.502804273219754534e-06	-2.036776591736195324e-06	-1.442322981277293151e-06	-4.540949604458306612e-06	-3.074921922974747403e-06	-2.480468312515845229e-06	-1.038145331238552078e-06	-6.692027886349950164e-06	-5.226000204866390955e-06	-4.631546594407488782e-06	-3.189223613130195631e-06	-2.151078281891643552e-06
1.962076904999999897e+04	-1.530447489491663232e-06	-2.151017253991570691e-06	-6.205697644999074586e-07	-3.656693406677718767e-06	-2.126245917186055535e-06	-1.505676152686148076e-06	-4.740430247447842936e-06	-3.209982757956179704e-06	-2.589412993456272245e-06	-1.083736840770124169e-06	-6.985957929332307827e-06	-5.455510439840644595e-06	-4.834940675340737137e-06	-3.329264522654589060e-06	-2.245527681884464891e-06
1.961076675999999861e+04	-1.597414403316341387e-06	-2.245132089985111754e-06	-6.477176866687703663e-07	-3.816662244714380883e-06	-2.219247841398039496e-06	-1.571530154729269130e-06	-4.947788904877559873e-06	-3.350374501561218486e-06	-2.702656814892448120e-06	-1.131126660163178990e-06	-7.291488442153946318e-06	-5.694074038837604931e-06	-5.046356352168834564e-06	-3.474826197439565435e-06	-2.343699537276386444e-06
1.960077497999999832e+04	-1.667017756312814264e-06	-2.342951189036619059e-06	-6.759334327238047946e-07	-3.982923245411684222e-06	-2.315905489098869958e-06	-1.639972056375065164e-06	-5.163300425334760475e-06	-3.496282669021946211e-06	-2.820349236298141417e-06	-1.180377179923076253e-06	-7.609022941193433962e-06	-5.942005184880619698e-06	-5.266071752156814903e-06	-3.626099695781749739e-06	-2.445722515858673486e-06
1.959079371000000174e+04	-1.739349616460949405e-06	-2.444603759373326426e-06	-7.052541429123770217e-07	-4.155695256311117344e-06	-2.416345639850167940e-06	-1.711091496937790918e-06	-5.387247855644572078e-06	-3.647898239183622673e-06	-2.942644096271245652e-06	-1.231552599333454734e-06	-7.938976798277440176e-06	-6.199627181816490772e-06	-5.494373038904113750e-06	-3.783281541966322832e-06	-2.551728942632868098e-06
1.958082290999999896e+04	-1.814505334503347875e-06	-2.550223595388116313e-06	-7.357182608847684380e-07	-4.335204804097460111e-06	-2.520699469594112237e-06	-1.784981208709343799e-06	-5.619924100949843203e-06	-3.805418766446495328e-06	-3.069700505561726890e-06	-1.284719296852383091e-06	-8.281779655422644507e-06	-6.467274320919296632e-06	-5.731556060034528194e-06	-3.946574851325184395e-06	-2.661855554472801304e-06
1.957086258000000089e+04	-1.892583089881582845e-06	-2.659948435823275559e-06	-7.673653459416927142e-07	-4.521684987938826873e-06	-2.629101898057244029e-06	-1.861736552115551314e-06	-5.861630477161055945e-06	-3.969047387279473101e-06	-3.201682041337780386e-06	-1.339945489222229072e-06	-8.637873256922752076e-06	-6.745290167041169231e-06	-5.977924821099476517e-06	-4.116188268983925203e-06	-2.776242779761696131e-06
1.956091269000000102e+04	-1.973684548065750624e-06	-2.773920883397933829e-06	-8.002363353321832046e-07	-4.715377024687699564e-06	-2.741692476621948940e-06	-1.941456141289765736e-06	-6.112678699073462174e-06	-4.138994151007711550e-06	-3.338757815675528345e-06	-1.397301674385762610e-06	-9.007714338851637720e-06	-7.034029790785887096e-06	-6.233793455453703891e-06	-4.292337314163938156e-06	-2.895035639778175546e-06
1.955097323999999935e+04	-2.057914538285132711e-06	-2.892287947258050107e-06	-8.343734089729173964e-07	-4.916529451275781712e-06	-2.858614912990649001e-06	-2.024241504017731605e-06	-6.373389829972286348e-06	-4.315475291687153638e-06	-3.481101882714236241e-06	-1.456860378696504636e-06	-9.391773036992144552e-06	-7.333858498707011841e-06	-6.499485089734094445e-06	-4.475243585716362840e-06	-3.018383207019858204e-06
1.954104420000000027e+04	-2.145381704876311857e-06	-3.015201953101794875e-06	-8.698202482254830184e-07	-5.125399648986568579e-06	-2.980017944110256722e-06	-2.110197695884773704e-06	-6.644096238643234023e-06	-4.498714533766922166e-06	-3.628894285541439148e-06	-1.518696589656665444e-06	-9.790535719740242615e-06	-7.645154014863930758e-06	-6.775333766638447740e-06	-4.665136070753674036e-06	-3.146439481097008592e-06
1.953112556000000041e+04	-2.236198268684751536e-06	-3.142820202028614486e-06	-9.066219333438629499e-07	-5.342253238513360904e-06	-3.106054969828609368e-06	-2.199433036484746418e-06	-6.925140794395855288e-06	-4.688942525711103752e-06	-3.782320592367240802e-06	-1.582887555882494385e-06	-1.020450374593481670e-05	-7.968305477250065168e-06	-7.061683543906202218e-06	-4.862250507421455800e-06	-3.279362951538961415e-06
1.952121730000000025e+04	-2.330480477058245563e-06	-3.275305596366312293e-06	-9.448251193080667298e-07	-5.567365115258715233e-06	-3.236884638200469670e-06	-2.292059518892402940e-06	-7.216878185451434946e-06	-4.886397708393189383e-06	-3.941572589085122653e-06	-1.649513070192719713e-06	-1.063419534378805438e-05	-8.303714866729808818e-06	-7.358889747421742088e-06	-5.066830228529339147e-06	-3.417317158336619434e-06
1.951131941000000006e+04	-2.428348633056734082e-06	-3.412826673414022342e-06	-9.844780403572882602e-07	-5.801019475122734699e-06	-3.372670842066000617e-06	-2.388192801708712357e-06	-7.519674926136565504e-06	-5.091326293079831422e-06	-4.106848252722543162e-06	-1.718655451013830805e-06	-1.108014555071916429e-05	-8.651796917662430211e-06	-7.667318877305141951e-06	-5.279126075596429594e-06	-3.560470624582598789e-06
1.950143187000000034e+04	-2.529927519284063189e-06	-3.555558192864030631e-06	-1.025630673579967442e-06	-6.043510777352227060e-06	-3.513583258068163871e-06	-2.487952584488196429e-06	-7.833910575367770274e-06	-5.303983056083707084e-06	-4.278352382503739643e-06	-1.790399798015543213e-06	-1.154290792881689214e-05	-9.012980409532828953e-06	-7.987349735952861511e-06	-5.499397151464665082e-06	-3.708997353449121868e-06
1.949155466000000160e+04	-2.635346565404593153e-06	-3.703681363098295688e-06	-1.068334797693702536e-06	-6.295144089620680582e-06	-3.659797524216087429e-06	-2.591462726522384893e-06	-8.159978151046367277e-06	-5.524631585641774124e-06	-4.456296787948071589e-06	-1.864834061425686695e-06	-1.202305508650437175e-05	-9.387708521099778596e-06	-8.319373723406076060e-06	-5.727910996883691166e-06	-3.863076935458004471e-06
1.948168777000000046e+04	-2.744740018444471498e-06	-3.857384070384667872e-06	-1.112644051940196374e-06	-6.556235433558400653e-06	-3.811495415113929155e-06	-2.698851363173732781e-06	-8.498284541288655437e-06	-5.753544522844183939e-06	-4.640900470903987565e-06	-1.942049107730254784e-06	-1.252117918533772120e-05	-9.776439166893249703e-06	-8.663795114953053329e-06	-5.964943751779320548e-06	-4.022894644049065764e-06
1.947183118000000104e+04	-2.858247467842772727e-06	-4.016861605379623210e-06	-1.158614137536850483e-06	-6.827112970049595969e-06	-3.968865502206823243e-06	-2.810251364669972760e-06	-8.849251999592643719e-06	-5.991004531749870993e-06	-4.832390394213020510e-06	-2.022139029543047750e-06	-1.303789403138953286e-05	-1.017964656354676013e-05	-9.021032426009909649e-06	-6.210781061339936890e-06	-4.188642031796889140e-06
1.946198487999999998e+04	-2.976013966990670272e-06	-4.182316821416576409e-06	-1.206302854425906138e-06	-7.108117213732237372e-06	-4.132103246741567100e-06	-2.925800392315660962e-06	-9.213318377423377996e-06	-6.237304410432707724e-06	-5.031001556006801587e-06	-2.105201163691140624e-06	-1.357383529483060462e-05	-1.059782132783993434e-05	-9.391518473414028206e-06	-6.465718081098367244e-06	-4.360516917407226620e-06
1.945214884000000166e+04	-3.098190769317867022e-06	-4.353961154842907536e-06	-1.255770385525040514e-06	-7.399602705559886473e-06	-4.301411936242019451e-06	-3.045641550716978938e-06	-9.590939240806733643e-06	-6.492748471488866621e-06	-5.236978085963826107e-06	-2.191336535246847170e-06	-1.412966348917894886e-05	-1.103147271986108183e-05	-9.775702334336041320e-06	-6.730060783619062383e-06	-4.538724248372215213e-06
1.944232305999999880e+04	-3.224935137346052888e-06	-4.532014341430729183e-06	-1.307079204084676295e-06	-7.701937464175338637e-06	-4.477002326829285749e-06	-3.169923122744609453e-06	-9.982587103595950626e-06	-6.757651966249897738e-06	-5.450572762165221442e-06	-2.280649639420611989e-06	-1.470606269075662963e-05	-1.148112755341057674e-05	-1.017404834932590044e-05	-7.004125226581290990e-06	-4.723475587160679001e-06
1.943250750999999946e+04	-3.356411550733311502e-06	-4.716706096573233115e-06	-1.360294545839921612e-06	-8.015505764854798446e-06	-4.659094214121486943e-06	-3.298799668281565331e-06	-1.038875496548298874e-05	-7.032343414749677238e-06	-5.672048868909755626e-06	-2.373249200628190295e-06	-1.530374557758115879e-05	-1.194733402684784729e-05	-1.058703948100792568e-05	-7.288239812726360345e-06	-4.914990612098170050e-06
1.942270218999999997e+04	-3.492791442226113666e-06	-4.908275725599335962e-06	-1.415484283373222296e-06	-8.340707395554803477e-06	-4.847915953328689811e-06	-3.432431669955467515e-06	-1.080995527948298320e-05	-7.317163837256869530e-06	-5.901679553883647233e-06	-2.469247883928179718e-06	-1.592345172273380675e-05	-1.243066028050769309e-05	-1.101517599713447079e-05	-7.582744327179003277e-06	-5.113496443250823559e-06
1.941290707000000111e+04	-3.634254565975042831e-06	-5.106974025226307390e-06	-1.472719459251264559e-06	-8.677960794176110479e-06	-5.043706228201067648e-06	-3.570986768949803089e-06	-1.124672393951913797e-05	-7.612469373544095141e-06	-6.139749914292830582e-06	-2.568763145343027493e-06	-1.656595325490043194e-05	-1.293169868892538911e-05	-1.145897922967412455e-05	-7.887992460724321461e-06	-5.319229315381293968e-06
1.940312213999999949e+04	-3.780988938148271625e-06	-5.313063177317172911e-06	-1.532074239168901286e-06	-9.027702767629673664e-06	-5.246713829481402039e-06	-3.714639590312500753e-06	-1.169961983233844781e-05	-7.918630894190176184e-06	-6.386556655021274898e-06	-2.671917064708774145e-06	-1.723205396968619657e-05	-1.345106503153792495e-05	-1.191899079236902366e-05	-8.204351202056522907e-06	-5.532434137347748762e-06
1.939334737999999925e+04	-3.933191945661856925e-06	-5.526818281127807847e-06	-1.593626335465950922e-06	-9.390390981840832790e-06	-5.457199036178975865e-06	-3.863572700713024943e-06	-1.216922796950310921e-05	-8.236036023841252288e-06	-6.642409688375301366e-06	-2.778836987662276423e-06	-1.792259368392696596e-05	-1.398940173826510903e-05	-1.239577540279915811e-05	-8.532202702086133170e-06	-5.753365714423856747e-06
1.938358279000000039e+04	-4.091070641260756771e-06	-5.748527740214023560e-06	-1.657457098953266789e-06	-9.766504496512302264e-06	-5.675433855251545492e-06	-4.017976756298278704e-06	-1.265616007771366673e-05	-8.565089436452909960e-06	-6.907632337499643171e-06	-2.889655581201364468e-06	-1.863844882503732335e-05	-1.454737818377656658e-05	-1.288992108482329979e-05	-8.871944328525021087e-06	-5.982288747323656619e-06
