Wavenumber	Major Gaussian	Minor Gaussian
1.878822120999999970e+04	3.951097865297737528e-04	3.441391378785588206e-02
1.877907517000000007e+04	4.303350899557281477e-04	3.511331745425047557e-02
1.876993832000000111e+04	4.684299319266347901e-04	3.582322228295816563e-02
1.876081065999999919e+04	5.096031042491208033e-04	3.654370114332399638e-02
1.875169215999999869e+04	5.540765936602493492e-04	3.727482802152994046e-02
1.874258281999999963e+04	6.020859568726953702e-04	3.801667324502263495e-02
1.873348260999999911e+04	6.538812799293359330e-04	3.876930825452507695e-02
1.872439153000000078e+04	7.097275456054724261e-04	3.953280067823410071e-02
1.871530956000000151e+04	7.699056101439856643e-04	4.030721839619212654e-02
1.870623669000000154e+04	8.347127499945451333e-04	4.109262701337183105e-02
1.869717291000000114e+04	9.044634526620679753e-04	4.188909064089597206e-02
1.868811819000000105e+04	9.794903408133427865e-04	4.269667365367165596e-02
1.867907253000000128e+04	1.060144542570015018e-03	4.351543622511762355e-02
1.867003591999999844e+04	1.146796775281201490e-03	4.434543778980668677e-02
1.866100833000000057e+04	1.239838280002044605e-03	4.518673800966700738e-02
1.865198976000000039e+04	1.339681133746920992e-03	4.603939210970259266e-02
1.864298020000000179e+04	1.446759443375469738e-03	4.690345449992078947e-02
1.863397961999999825e+04	1.561530343706565805e-03	4.777897978441706522e-02
1.862498802000000069e+04	1.684474218692800455e-03	4.866601789425401697e-02
1.861600537999999869e+04	1.816096159341676038e-03	4.956461887943330868e-02
1.860703168999999980e+04	1.956926421161437214e-03	5.047482994634075459e-02
1.859806694000000061e+04	2.107521392333920347e-03	5.139669638633867499e-02
1.858911111000000164e+04	2.268464623938115134e-03	5.233026258827380706e-02
1.858016417999999976e+04	2.440367536725977175e-03	5.327557100915560756e-02
1.857122615999999834e+04	2.623869628151172164e-03	5.423265890475133244e-02
1.856229702000000179e+04	2.819640678652927685e-03	5.520156572529934247e-02
1.855337673999999970e+04	3.028380647719297256e-03	5.618232783327724994e-02
1.854446532999999908e+04	3.250819898494523852e-03	5.717497615499405467e-02
1.853556275000000096e+04	3.487721936537861635e-03	5.817954501402661932e-02
1.852666901000000144e+04	3.739881679647458993e-03	5.919606095786689864e-02
1.851778408000000127e+04	4.008128560891467511e-03	6.022455284395657193e-02
1.850890796000000046e+04	4.293325303583062080e-03	6.126504384209299076e-02
1.850004061999999976e+04	4.596370427251752003e-03	6.231755834757070345e-02
1.849118206999999893e+04	4.918196598665671403e-03	6.338211370648315357e-02
1.848233227999999872e+04	5.259773984482516915e-03	6.445872967994693836e-02
1.847349123999999938e+04	5.622108755183935144e-03	6.554742127667015361e-02
1.846465894000000117e+04	6.006244273203722658e-03	6.664820108159943968e-02
1.845583536000000095e+04	6.413262042779538895e-03	6.776108049474166561e-02
1.844702049999999872e+04	6.844280762172615280e-03	6.888606592564086584e-02
1.843821433999999863e+04	7.300458533273305843e-03	7.002316380983200639e-02
1.842941686000000118e+04	7.782992328857245116e-03	7.117237810347656901e-02
1.842062805999999910e+04	8.293117043429436286e-03	7.233370759848514742e-02
1.841184792000000016e+04	8.832107848674818421e-03	7.350715112113399841e-02
1.840307643000000098e+04	9.401278616274945030e-03	7.469270357973874230e-02
1.839431356999999844e+04	1.000198315522867268e-02	7.589035861252449444e-02
1.838555933999999979e+04	1.063561309093894944e-02	7.710010447053054772e-02
1.837681371999999828e+04	1.130360043487428461e-02	7.832192946089241992e-02
1.836807669000000169e+04	1.200741606822233049e-02	7.955581923595857197e-02
1.835934824999999910e+04	1.274856764637066243e-02	8.080175390113461531e-02
1.835062839000000167e+04	1.352860143370159494e-02	8.205971219230402680e-02
1.834191707999999926e+04	1.434910291055140237e-02	8.332967299667178029e-02
1.833321431999999913e+04	1.521169149962685145e-02	8.461160808187127846e-02
1.832452009000000180e+04	1.611802435580967155e-02	8.590548932824279560e-02
1.831583438999999998e+04	1.706979146756207322e-02	8.721128281873120891e-02
1.830715720000000147e+04	1.806871877869933862e-02	8.852895477454644779e-02
1.829848849999999948e+04	1.911656509700952744e-02	8.985846860793218760e-02
1.828982829000000129e+04	2.021511820756504568e-02	9.119978179385544725e-02
1.828117655000000013e+04	2.136619826973129230e-02	9.255285199028144560e-02
1.827253326999999990e+04	2.257165258616782022e-02	9.391763241592585021e-02
1.826389843000000110e+04	2.383335655990487939e-02	9.529407496533666422e-02
1.825527203999999983e+04	2.515320592489796864e-02	9.668212380593903255e-02
1.824665406000000075e+04	2.653312678352520368e-02	9.808172819478366833e-02
1.823804449999999997e+04	2.797505815900202739e-02	9.949282637808969099e-02
1.822944332999999824e+04	2.948096395312210793e-02	1.009153601612243073e-01
1.822085054999999920e+04	3.105281896888006238e-02	1.023492634653185018e-01
1.821226613999999972e+04	3.269261490124104885e-02	1.037944705524479760e-01
1.820369009000000005e+04	3.440235232036572416e-02	1.052509110506287121e-01
1.819512240000000020e+04	3.618403738455563956e-02	1.067185098751789879e-01
1.818656304000000091e+04	3.803968722256422658e-02	1.081971940914046582e-01
1.817801199999999881e+04	3.997131660013339416e-02	1.096868843834269552e-01
1.816946928000000116e+04	4.198093611579257339e-02	1.111874966704048534e-01
1.816093485000000146e+04	4.407055825684730310e-02	1.126989491467018795e-01
1.815240871999999945e+04	4.624217710768082495e-02	1.142211499500173505e-01
1.814389085999999952e+04	4.849778423216751649e-02	1.157540113304458412e-01
1.813538127000000168e+04	5.083934724334630839e-02	1.172974371913831637e-01
1.812687992999999915e+04	5.326881882982892336e-02	1.188513320549484109e-01
1.811838682999999946e+04	5.578812467258450342e-02	1.204155956604754524e-01
1.810990194999999949e+04	5.839916496882737590e-02	1.219901266251612049e-01
1.810142529999999897e+04	6.110379769669870009e-02	1.235748150140272145e-01
1.809295684999999867e+04	6.390385602294947065e-02	1.251695553718828735e-01
1.808449658999999883e+04	6.680112522250851448e-02	1.267742355837314649e-01
1.807604450999999972e+04	6.979734412091422036e-02	1.283887405821057814e-01
1.806760060000000158e+04	7.289420041473176903e-02	1.300129523579434954e-01
1.805916485000000102e+04	7.609332592143742968e-02	1.316467499725342827e-01
1.805073723999999856e+04	7.939629575131101902e-02	1.332900115268977059e-01
1.804231777000000147e+04	8.280461175402707708e-02	1.349426083325906967e-01
1.803390641999999934e+04	8.631971329529153358e-02	1.366044127259690433e-01
1.802550316999999995e+04	8.994296488109085330e-02	1.382752942227343795e-01
1.801710802999999942e+04	9.367563767734372882e-02	1.399551135122658885e-01
1.800872096999999849e+04	9.751893506382154631e-02	1.416437364259098552e-01
1.800034199000000081e+04	1.014739568843812112e-01	1.433410199811803454e-01
1.799197106999999960e+04	1.055417170788261333e-01	1.450468224373159809e-01
1.798360820999999851e+04	1.097231198801722346e-01	1.467609952144661722e-01
1.797525337999999829e+04	1.140189795907350923e-01	1.484833931343002567e-01
1.796690657999999894e+04	1.184299857596352451e-01	1.502138621447706712e-01
1.795856780000000072e+04	1.229567182833670586e-01	1.519522475318051125e-01
1.795023702000000048e+04	1.275996434456091455e-01	1.536983940026624418e-01
1.794191423999999824e+04	1.323590926889761654e-01	1.554521394297159742e-01
1.793359944000000178e+04	1.372352804348330457e-01	1.572133232616403919e-01
1.792529261000000042e+04	1.422282829390187631e-01	1.589817802579390760e-01
1.791699374000000171e+04	1.473380395750761296e-01	1.607573426088041990e-01
1.790870281999999861e+04	1.525643487665616638e-01	1.625398399655797743e-01
1.790041982999999891e+04	1.579068706060392235e-01	1.643291016373916724e-01
1.789214476999999897e+04	1.633651038507525077e-01	1.661249501477571056e-01
1.788387762999999904e+04	1.689384013711826282e-01	1.679272077232188409e-01
1.787561837999999989e+04	1.746259745061456703e-01	1.697356985716464983e-01
1.786736703000000125e+04	1.804268487719395131e-01	1.715502357882848494e-01
1.785912356000000000e+04	1.863399088193046227e-01	1.733706366952673106e-01
1.785088795000000027e+04	1.923638757743752203e-01	1.751967163510654013e-01
1.784266020999999819e+04	1.984972822652296409e-01	1.770282808949734110e-01
1.783444029999999839e+04	2.047385295135412397e-01	1.788651453676550207e-01
1.782622824000000037e+04	2.110858031500873477e-01	1.807071092429306247e-01
1.781802400000000125e+04	2.175371548308122627e-01	1.825539810273523744e-01
1.780982757000000129e+04	2.240904478941965206e-01	1.844055626625321631e-01
1.780163894000000073e+04	2.307433714607655117e-01	1.862616540279745381e-01
1.779345809999999983e+04	2.374934398020086268e-01	1.881220529838952826e-01
1.778528503999999884e+04	2.443379920349634249e-01	1.899865554148212343e-01
1.777711975000000166e+04	2.512741921499752062e-01	1.918549552739559627e-01
1.776896222000000125e+04	2.582990293783981595e-01	1.937270446282987058e-01
1.776081244000000152e+04	2.654093189061434432e-01	1.956026137044867275e-01
1.775267037999999957e+04	2.726017207119517116e-01	1.974814555565474472e-01
1.774453605999999854e+04	2.798726790877889559e-01	1.993633499564695655e-01
1.773640943999999945e+04	2.872185218372776960e-01	2.012480888396561696e-01
1.772829052999999840e+04	2.946353643629070485e-01	2.031354509202918657e-01
1.772017930999999953e+04	3.021191839679049362e-01	2.050252202652790290e-01
1.771207575999999972e+04	3.096657960121019237e-01	2.069171794097015293e-01
1.770397988999999870e+04	3.172708287896168766e-01	2.088111023798118193e-01
1.769589168000000063e+04	3.249297830007609744e-01	2.107067687528387800e-01
1.768781110999999873e+04	3.326380081005026468e-01	2.126039567240686490e-01
1.767973818000000028e+04	3.403906872770752212e-01	2.145024384492847103e-01
1.767167287999999826e+04	3.481828705601212048e-01	2.164019871312595211e-01
1.766361519000000044e+04	3.560094801256229458e-01	2.183023770913473660e-01
1.765556510999999955e+04	3.638652865094221256e-01	2.202033767487851235e-01
1.764752261999999973e+04	3.717449531169854104e-01	2.221047581080686228e-01
1.763948771000000124e+04	3.796430130436393990e-01	2.240062897360138305e-01
1.763146038000000044e+04	3.875538752080607274e-01	2.259077368039418277e-01
1.762344060000000172e+04	3.954718704136538365e-01	2.278088706201013836e-01
1.761542838000000120e+04	4.033911892304403723e-01	2.297094520999189704e-01
1.760742369999999937e+04	4.113059582499213329e-01	2.316092484113180527e-01
1.759942655000000013e+04	4.192102080623507088e-01	2.335080235504541912e-01
1.759143691000000035e+04	4.270979007010407558e-01	2.354055431433840218e-01
1.758345478999999978e+04	4.349628981185506005e-01	2.373015650025221412e-01
1.757548015999999916e+04	4.427990394240622907e-01	2.391958558096104748e-01
1.756751301999999851e+04	4.506000802557481588e-01	2.410881745469599380e-01
1.755955336000000170e+04	4.583597408054649325e-01	2.429782820566064039e-01
1.755160115999999834e+04	4.660717143833699727e-01	2.448659410963687499e-01
1.754365641999999934e+04	4.737296471989860813e-01	2.467509092757441125e-01
1.753571912000000157e+04	4.813271861893251846e-01	2.486329486085989138e-01
1.752778926000000138e+04	4.888579496574588790e-01	2.505118160819995721e-01
1.751986681999999928e+04	4.963155748176168447e-01	2.523872731986507301e-01
1.751195179999999891e+04	5.036936891849708164e-01	2.542590765589142210e-01
1.750404418000000078e+04	5.109859576281450266e-01	2.561269873879706838e-01
1.749614395000000150e+04	5.181860636179355106e-01	2.579907644934260613e-01
1.748825111000000106e+04	5.252877192262456196e-01	2.598501643385194293e-01
1.748036563999999998e+04	5.322847016719689517e-01	2.617049481707225400e-01
1.747248752999999851e+04	5.391708354787858593e-01	2.635548750042213673e-01
1.746461677000000054e+04	5.459400110595744593e-01	2.653997040394535101e-01
1.745675335999999879e+04	5.525861856935239125e-01	2.672391923849902207e-01
1.744889727000000130e+04	5.591034264556717925e-01	2.690731044688788876e-01
1.744104851000000053e+04	5.654858606102871610e-01	2.709011957345395238e-01
1.743320706000000064e+04	5.717277431089133888e-01	2.727232290520925639e-01
1.742537290999999823e+04	5.778234321371994442e-01	2.745389654338681873e-01
1.741754605000000083e+04	5.837674062210304049e-01	2.763481664294518692e-01
1.740972646000000168e+04	5.895542800750174228e-01	2.781505964853161483e-01
1.740191415000000052e+04	5.951787835381555647e-01	2.799460137889590583e-01
1.739410910000000149e+04	6.006358141111288740e-01	2.817341841570216721e-01
1.738631130000000121e+04	6.059204150373008746e-01	2.835148718656159694e-01
1.737852073999999993e+04	6.110277904303782481e-01	2.852878420156568784e-01
1.737073741000000155e+04	6.159533126309165718e-01	2.870528605895791840e-01
1.736296129999999903e+04	6.206925292743692424e-01	2.888096945077462951e-01
1.735519239999999991e+04	6.252411700555010610e-01	2.905581116845185052e-01
1.734743070000000080e+04	6.295951531748623653e-01	2.922978810839810815e-01
1.733967618999999831e+04	6.337505914537298057e-01	2.940287727752937674e-01
1.733192885000000024e+04	6.377038030777900657e-01	2.957505602051250237e-01
1.732418868999999904e+04	6.414512968567331885e-01	2.974630113721516422e-01
1.731645568999999887e+04	6.449898078955200731e-01	2.991659022161885506e-01
1.730872983999999997e+04	6.483162815928693590e-01	3.008590077721241540e-01
1.730101111999999921e+04	6.514278870508768415e-01	3.025421066254188607e-01
1.729329953999999998e+04	6.543220051157240258e-01	3.042149722535598122e-01
1.728559507999999914e+04	6.569962560618884950e-01	3.058773861620044388e-01
1.727789773000000059e+04	6.594484862725101815e-01	3.075291292024233125e-01
1.727020748000000094e+04	6.616767750813801197e-01	3.091699838099433717e-01
1.726252432000000044e+04	6.636794370304414104e-01	3.107997340537708153e-01
1.725484823999999935e+04	6.654550237090836040e-01	3.124181656872491164e-01
1.724717923000000155e+04	6.670023251734382708e-01	3.140250661973307822e-01
1.723951728000000003e+04	6.683203709449329066e-01	3.156202248534531463e-01
1.723186238999999841e+04	6.694084293168619526e-01	3.172034306945093474e-01
1.722421453000000110e+04	6.702660128999260447e-01	3.187744808357384496e-01
1.721657371000000057e+04	6.708928691646431908e-01	3.203331660731967290e-01
1.720893991000000096e+04	6.712889883683140768e-01	3.218792853445885394e-01
1.720131312999999864e+04	6.714545976215912093e-01	3.234126355406939934e-01
1.719369335000000137e+04	6.713901614771943249e-01	3.249330196510613056e-01
1.718608055999999851e+04	6.710963786409046561e-01	3.264402407390408767e-01
1.717847475000000122e+04	6.705741803680826951e-01	3.279341040180154820e-01
1.717087591999999859e+04	6.698247289434440255e-01	3.294144149542522215e-01
1.716328406000000177e+04	6.688494132726534591e-01	3.308809832382589855e-01
1.715569915000000037e+04	6.676498439909814842e-01	3.323336227452374780e-01
1.714812117999999828e+04	6.662278522889825139e-01	3.337721477110174861e-01
1.714055015999999887e+04	6.645854896144723911e-01	3.351963709830075855e-01
1.713298605999999927e+04	6.627250105169436578e-01	3.366061153643232773e-01
1.712542886999999973e+04	6.606488794666818265e-01	3.380012022782378778e-01
1.711787859000000026e+04	6.583597655227517720e-01	3.393814538001210801e-01
1.711033522000000085e+04	6.558605349400321582e-01	3.407466945864484065e-01
1.710279872999999861e+04	6.531542343307230603e-01	3.420967572592706896e-01
1.709526912000000084e+04	6.502441046670734970e-01	3.434314715815805497e-01
1.708774638000000050e+04	6.471335621765376134e-01	3.447506717493070139e-01
1.708023050000000148e+04	6.438261951528975180e-01	3.460541946054919715e-01
1.707272147000000041e+04	6.403257573776498512e-01	3.473418796726244762e-01
1.706521928000000116e+04	6.366361613408443310e-01	3.486135691841025230e-01
1.705772393000000011e+04	6.327614765711558897e-01	3.498691064498229975e-01
1.705023540000000139e+04	6.287059071115548292e-01	3.511083409216323448e-01
1.704275368000000162e+04	6.244737991267501620e-01	3.523311231463935878e-01
1.703527877000000080e+04	6.200696347038319178e-01	3.535373048957255460e-01
1.702781064999999944e+04	6.154980067485572581e-01	3.547267440447767761e-01
1.702034932000000117e+04	6.107636349043458202e-01	3.558992981443289128e-01
1.701289476999999897e+04	6.058713400302426777e-01	3.570548292769012422e-01
1.700544699000000037e+04	6.008260421890215808e-01	3.581932024569908779e-01
1.699800595999999859e+04	5.956327457298801198e-01	3.593142871500728530e-01
1.699057168000000092e+04	5.902965522651584251e-01	3.604179527638215474e-01
1.698314414000000033e+04	5.848226323427676565e-01	3.615040732445741201e-01
1.697572333000000071e+04	5.792162242241202241e-01	3.625725255586083051e-01
1.696830924999999843e+04	5.734826338264006340e-01	3.636231883061175063e-01
1.696090188000000126e+04	5.676272037486859157e-01	3.646559460030507349e-01
1.695350120999999854e+04	5.616553282346593567e-01	3.656706847904570568e-01
1.694610723000000144e+04	5.555724379626802989e-01	3.666672939024516187e-01
1.693871993999999904e+04	5.493840008219481597e-01	3.676456643695836801e-01
1.693133932999999888e+04	5.430954978440684089e-01	3.686056917302967806e-01
1.692396538000000146e+04	5.367124149814899159e-01	3.695472759272014907e-01
1.691659809999999925e+04	5.302402704943262046e-01	3.704703162363979230e-01
1.690923746000000028e+04	5.236845467864768011e-01	3.713747201579161161e-01
1.690188346000000092e+04	5.170507444621774695e-01	3.722603945967934980e-01
1.689453609000000142e+04	5.103443403397033284e-01	3.731272509091978495e-01
1.688719535000000178e+04	5.035707986395209224e-01	3.739752025041900851e-01
1.687986121999999887e+04	4.967355366973365549e-01	3.748041683302671956e-01
1.687253369000000021e+04	4.898439459485229852e-01	3.756140693555041765e-01
1.686521275999999853e+04	4.829013860959258109e-01	3.764048286988169179e-01
1.685789842000000135e+04	4.759131601901808173e-01	3.771763738468280613e-01
1.685059064999999828e+04	4.688845083768176103e-01	3.779286365325705832e-01
1.684328945999999996e+04	4.618206407623976495e-01	3.786615486471954228e-01
1.683599481999999989e+04	4.547266644918861456e-01	3.793750493847841132e-01
1.682870673000000170e+04	4.476076460931583401e-01	3.800690781537882645e-01
1.682142519000000175e+04	4.404685776362520788e-01	3.807435777059707815e-01
1.681415018000000055e+04	4.333143521929193609e-01	3.813984959122432850e-01
1.680688168999999834e+04	4.261497886261911838e-01	3.820337829179995537e-01
1.679961972999999853e+04	4.189796372926897217e-01	3.826493904378499011e-01
1.679236426999999821e+04	4.118085167221480214e-01	3.832452768663314746e-01
1.678511530000000130e+04	4.046409689731773063e-01	3.838214020564290063e-01
1.677787283000000025e+04	3.974814561181420625e-01	3.843777275802484072e-01
1.677063683999999921e+04	3.903343074321434236e-01	3.849142206319545179e-01
1.676340731999999844e+04	3.832037558483668005e-01	3.854308508163028502e-01
1.675618426000000181e+04	3.760939252157533552e-01	3.859275909500908819e-01
1.674896765999999843e+04	3.690088374887808831e-01	3.864044164075238208e-01
1.674175750999999946e+04	3.619523906476398989e-01	3.868613064876941232e-01
1.673455380000000150e+04	3.549283664370819769e-01	3.872982436774631276e-01
1.672735651000000144e+04	3.479404187840169915e-01	3.877152142072904928e-01
1.672016563999999926e+04	3.409921012935772655e-01	3.881122062887997215e-01
1.671298118999999861e+04	3.340868461603409556e-01	3.884892113984173556e-01
1.670580313999999998e+04	3.272279438641424454e-01	3.888462252330355251e-01
1.669863148999999976e+04	3.204185806235084755e-01	3.891832455981223404e-01
1.669146621999999843e+04	3.136617994219335070e-01	3.895002743832906567e-01
1.668430732999999964e+04	3.069605374277094567e-01	3.897973156681597273e-01
1.667715481000000000e+04	3.003175971929729626e-01	3.900743771032338381e-01
