Wavenumber	Minor Gaussian	Major Gaussian
1.816946928000000116e+04	4.776882607969988592e-02	6.337210802422284239e-02
1.816093485000000146e+04	5.023932931864043966e-02	6.453310403940716589e-02
1.815240871999999945e+04	5.281025945983437719e-02	6.570791091257897898e-02
1.814389085999999952e+04	5.548411232621239253e-02	6.689653387951811914e-02
1.813538127000000168e+04	5.826334942084795271e-02	6.809897038863285679e-02
1.812687992999999915e+04	6.115040770806692838e-02	6.931521699040189832e-02
1.811838682999999946e+04	6.414768435110403122e-02	7.054526509943823132e-02
1.810990194999999949e+04	6.725753757463853733e-02	7.178910381432986043e-02
1.810142529999999897e+04	7.048226576914189134e-02	7.304671399585754843e-02
1.809295684999999867e+04	7.382412725617337745e-02	7.431807853379199247e-02
1.808449658999999883e+04	7.728531180128399292e-02	7.560317349588173419e-02
1.807604450999999972e+04	8.086794132171858107e-02	7.690197100575539568e-02
1.806760060000000158e+04	8.457406329735574213e-02	7.821443920799865668e-02
1.805916485000000102e+04	8.840564409207420093e-02	7.954054223467213469e-02
1.805073723999999856e+04	9.236456697638299740e-02	8.088024177177530194e-02
1.804231777000000147e+04	9.645261130426410756e-02	8.223349226854614891e-02
1.803390641999999934e+04	1.006714644524323715e-01	8.360024726703875475e-02
1.802550316999999995e+04	1.050227060298640491e-01	8.498045624806926934e-02
1.801710802999999942e+04	1.095077847303182889e-01	8.637405959868919847e-02
1.800872096999999849e+04	1.141280481068966540e-01	8.778100012903392035e-02
1.800034199000000081e+04	1.188846987294503860e-01	8.920121147343736123e-02
1.799197106999999960e+04	1.237788145115759075e-01	9.063462641306076206e-02
1.798360820999999851e+04	1.288113192572841736e-01	9.208117007679204880e-02
1.797525337999999829e+04	1.339830056723078644e-01	9.354076852862790170e-02
1.796690657999999894e+04	1.392944927113600184e-01	9.501333837330371013e-02
1.795856780000000072e+04	1.447462430559603996e-01	9.649879364373174784e-02
1.795023702000000048e+04	1.503385577119591143e-01	9.799704587449202531e-02
1.794191423999999824e+04	1.560715498584710759e-01	9.950799870420344584e-02
1.793359944000000178e+04	1.619451657900622676e-01	1.010315550602984697e-01
1.792529261000000042e+04	1.679591589929730067e-01	1.025676117479491362e-01
1.791699374000000171e+04	1.741130913055732310e-01	1.041160612347701853e-01
1.790870281999999861e+04	1.804063277085539985e-01	1.056767916474532637e-01
1.790041982999999891e+04	1.868380392427627101e-01	1.072496886774103181e-01
1.789214476999999897e+04	1.934071751616845969e-01	1.088346298923057176e-01
1.788387762999999904e+04	2.001124814701403520e-01	1.104314903941482490e-01
1.787561837999999989e+04	2.069525061693149037e-01	1.120401448607114409e-01
1.786736703000000125e+04	2.139255461006448200e-01	1.136604558809672927e-01
1.785912356000000000e+04	2.210297012320463494e-01	1.152922875565756122e-01
1.785088795000000027e+04	2.282628476982384580e-01	1.169354997399498775e-01
1.784266020999999819e+04	2.356226082432736624e-01	1.185899419889418493e-01
1.783444029999999839e+04	2.431064212554135684e-01	1.202554696200111989e-01
1.782622824000000037e+04	2.507114403881873232e-01	1.219319215668411838e-01
1.781802400000000125e+04	2.584346331659412299e-01	1.236191426473063348e-01
1.780982757000000129e+04	2.662727166534235579e-01	1.253169694067231554e-01
1.780163894000000073e+04	2.742221753163918696e-01	1.270252341763296045e-01
1.779345809999999983e+04	2.822792613233828796e-01	1.287437650966262170e-01
1.778528503999999884e+04	2.904399953490313657e-01	1.304723861426528297e-01
1.777711975000000166e+04	2.987001678874336985e-01	1.322109171511975101e-01
1.776896222000000125e+04	3.070553410827254193e-01	1.339591738499365803e-01
1.776081244000000152e+04	3.155008510825551005e-01	1.357169678884899422e-01
1.775267037999999957e+04	3.240318319849762041e-01	1.374841112255605069e-01
1.774453605999999854e+04	3.326431458344315528e-01	1.392604009638396534e-01
1.773640943999999945e+04	3.413295020719038231e-01	1.410456432937234050e-01
1.772829052999999840e+04	3.500853458443811128e-01	1.428396295451207498e-01
1.772017930999999953e+04	3.589049479895854433e-01	1.446421537363079823e-01
1.771207575999999972e+04	3.677823788945224215e-01	1.464530060827127778e-01
1.770397988999999870e+04	3.767114812774002286e-01	1.482719662803936300e-01
1.769589168000000063e+04	3.856859424892926103e-01	1.500988169602855971e-01
1.768781110999999873e+04	3.946992690147517746e-01	1.519333370855913690e-01
1.767973818000000028e+04	4.037447714996051373e-01	1.537752974243352944e-01
1.767167287999999826e+04	4.128156061306117453e-01	1.556244673830949332e-01
1.766361519000000044e+04	4.219047833847762718e-01	1.574806151163130330e-01
1.765556510999999955e+04	4.310051431642978881e-01	1.593435006753604333e-01
1.764752261999999973e+04	4.401094093131315277e-01	1.612128852787957645e-01
1.763948771000000124e+04	4.492101655863213194e-01	1.630885244541113166e-01
1.763146038000000044e+04	4.582998658405195713e-01	1.649701680471107879e-01
1.762344060000000172e+04	4.673708899552836971e-01	1.668575696694414023e-01
1.761542838000000120e+04	4.764154755959074672e-01	1.687504703301394293e-01
1.760742369999999937e+04	4.854258087495273433e-01	1.706486149509322814e-01
1.759942655000000013e+04	4.943939901056489949e-01	1.725517430279315534e-01
1.759143691000000035e+04	5.033120694456799660e-01	1.744595934402288495e-01
1.758345478999999978e+04	5.121720132475855447e-01	1.763718949595034502e-01
1.757548015999999916e+04	5.209657951002786280e-01	1.782883830557290272e-01
1.756751301999999851e+04	5.296853305010679192e-01	1.802087832190765182e-01
1.755955336000000170e+04	5.383225341565646138e-01	1.821328206091681612e-01
1.755160115999999834e+04	5.468693325202778066e-01	1.840602201652309089e-01
1.754365641999999934e+04	5.553176445741231371e-01	1.859906994139518821e-01
1.753571912000000157e+04	5.636594379808524957e-01	1.879239782414068305e-01
1.752778926000000138e+04	5.718866998159081172e-01	1.898597692534009229e-01
1.751986681999999928e+04	5.799914918503140671e-01	1.917977875977114610e-01
1.751195179999999891e+04	5.879659223368095544e-01	1.937377412818628852e-01
1.750404418000000078e+04	5.958022001303492354e-01	1.956793410399240984e-01
1.749614395000000150e+04	6.034926172081698237e-01	1.976222930744908901e-01
1.748825111000000106e+04	6.110295625719643908e-01	1.995662991206113845e-01
1.748036563999999998e+04	6.184055639239240953e-01	2.015110639196381892e-01
1.747248752999999851e+04	6.256132712865927203e-01	2.034562879255140400e-01
1.746461677000000054e+04	6.326454793798188536e-01	2.054016698500831517e-01
1.745675335999999879e+04	6.394951313501567869e-01	2.073469042772010384e-01
1.744889727000000130e+04	6.461553654585119322e-01	2.092916916497378488e-01
1.744104851000000053e+04	6.526194664691471470e-01	2.112357210394642526e-01
1.743320706000000064e+04	6.588809370359680617e-01	2.131786875625301947e-01
1.742537290999999823e+04	6.649334746662766138e-01	2.151202825707826671e-01
1.741754605000000083e+04	6.707709910637675854e-01	2.170601962192764134e-01
1.740972646000000168e+04	6.763876295210100587e-01	2.189981200377879578e-01
1.740191415000000052e+04	6.817777463909763247e-01	2.209337371118992310e-01
1.739410910000000149e+04	6.869359636777780942e-01	2.228667370480294230e-01
1.738631130000000121e+04	6.918571490356077991e-01	2.247968061547540586e-01
1.737852073999999993e+04	6.965364316163519254e-01	2.267236300169672425e-01
1.737073741000000155e+04	7.009692100868314402e-01	2.286468935920068224e-01
1.736296129999999903e+04	7.051511601193102274e-01	2.305662813061774563e-01
1.735519239999999991e+04	7.090782413385464666e-01	2.324814771516131862e-01
1.734743070000000080e+04	7.127467037102791503e-01	2.343921647834548982e-01
1.733967618999999831e+04	7.161530933575314117e-01	2.362980276172755856e-01
1.733192885000000024e+04	7.192942616766637709e-01	2.381987513777847065e-01
1.732418868999999904e+04	7.221673540949896664e-01	2.400940143873709909e-01
1.731645568999999887e+04	7.247698384387829540e-01	2.419835023849778166e-01
1.730872983999999997e+04	7.270994917963424786e-01	2.438668988056955367e-01
1.730101111999999921e+04	7.291544100362863379e-01	2.457438897629898866e-01
1.729329953999999998e+04	7.309329997018879643e-01	2.476141544257182692e-01
1.728559507999999914e+04	7.324339955579538541e-01	2.494773797071271060e-01
1.727789773000000059e+04	7.336564505337457298e-01	2.513332506291712232e-01
1.727020748000000094e+04	7.345997388911227333e-01	2.531814528550065391e-01
1.726252432000000044e+04	7.352635559369550267e-01	2.550216727864418331e-01
1.725484823999999935e+04	7.356479171238573533e-01	2.568535976611431293e-01
1.724717923000000155e+04	7.357531565455905920e-01	2.586769156495428712e-01
1.723951728000000003e+04	7.355799248350525232e-01	2.604913159514138932e-01
1.723186238999999841e+04	7.351291872442131670e-01	2.622964865389374456e-01
1.722421453000000110e+04	7.344022176585189854e-01	2.640921236754291690e-01
1.721657371000000057e+04	7.334005997902751650e-01	2.658779155291706719e-01
1.720893991000000096e+04	7.321262170458644469e-01	2.676535587290365670e-01
1.720131312999999864e+04	7.305812532521919200e-01	2.694187467478079689e-01
1.719369335000000137e+04	7.287681805439949478e-01	2.711731792988987255e-01
1.718608055999999851e+04	7.266897586140459442e-01	2.729165554561892582e-01
1.717847475000000122e+04	7.243490267989223241e-01	2.746485760779721064e-01
1.717087591999999859e+04	7.217493007831888852e-01	2.763689416412977717e-01
1.716328406000000177e+04	7.188941590974647911e-01	2.780773568888172398e-01
1.715569915000000037e+04	7.157874336559938433e-01	2.797735308514983088e-01
1.714812117999999828e+04	7.124332091421415880e-01	2.814571724355132698e-01
1.714055015999999887e+04	7.088358210556231498e-01	2.831279883826396948e-01
1.713298605999999927e+04	7.049998186263971567e-01	2.847856966152650382e-01
1.712542886999999973e+04	7.009299825101160675e-01	2.864300130054689419e-01
1.711787859000000026e+04	6.966313125990583055e-01	2.880606537670281075e-01
1.711033522000000085e+04	6.921090135822917100e-01	2.896773377581672859e-01
1.710279872999999861e+04	6.873684655318190728e-01	2.912797929218167159e-01
1.709526912000000084e+04	6.824152496141754343e-01	2.928677435080481728e-01
1.708774638000000050e+04	6.772551139355081906e-01	2.944409187448112641e-01
1.708023050000000148e+04	6.718939687445742992e-01	2.959990507662460524e-01
1.707272147000000041e+04	6.663378756429270133e-01	2.975418746913109369e-01
1.706521928000000116e+04	6.605930366738103077e-01	2.990691287011674193e-01
1.705772393000000011e+04	6.546657913460980360e-01	3.005805521085801457e-01
1.705023540000000139e+04	6.485625819432854211e-01	3.020758914925601446e-01
1.704275368000000162e+04	6.422899655172453759e-01	3.035548946734957787e-01
1.703527877000000080e+04	6.358546039388572879e-01	3.050173108844190240e-01
1.702781064999999944e+04	6.292632270325012600e-01	3.064628967219806266e-01
1.702034932000000117e+04	6.225226558897333229e-01	3.078914083909037869e-01
1.701289476999999897e+04	6.156397658657895011e-01	3.093026076315085193e-01
1.700544699000000037e+04	6.086214841046916346e-01	3.106962598194202840e-01
1.699800595999999859e+04	6.014747689737941494e-01	3.120721358683153923e-01
1.699057168000000092e+04	5.942066280528371935e-01	3.134300067344159557e-01
1.698314414000000033e+04	5.868240791454593097e-01	3.147696490816691006e-01
1.697572333000000071e+04	5.793341491615272565e-01	3.160908434598495020e-01
1.696830924999999843e+04	5.717438741583077411e-01	3.173933726183643667e-01
1.696090188000000126e+04	5.640602586159080278e-01	3.186770268463236522e-01
1.695350120999999854e+04	5.562902959598164943e-01	3.199415986980152504e-01
1.694610723000000144e+04	5.484409489299556517e-01	3.211868848388583220e-01
1.693871993999999904e+04	5.405191509918707560e-01	3.224126844508621303e-01
1.693133932999999888e+04	5.325317759716463595e-01	3.236188026527727635e-01
1.692396538000000146e+04	5.244856287205130752e-01	3.248050504239172742e-01
1.691659809999999925e+04	5.163874803237178401e-01	3.259712382420022481e-01
1.690923746000000028e+04	5.082439832954201986e-01	3.271171873249453244e-01
1.690188346000000092e+04	5.000617404063057991e-01	3.282427185298173455e-01
1.689453609000000142e+04	4.918472531957513993e-01	3.293476587526851795e-01
1.688719535000000178e+04	4.836069369120535311e-01	3.304318379096480851e-01
1.687986121999999887e+04	4.753470799221513610e-01	3.314950934201705834e-01
1.687253369000000021e+04	4.670738707177843896e-01	3.325372657451819425e-01
1.686521275999999853e+04	4.587933918549413903e-01	3.335581985587282583e-01
1.685789842000000135e+04	4.505115914728254345e-01	3.345577416267221937e-01
1.685059064999999828e+04	4.422342777037889250e-01	3.355357506990863103e-01
1.684328945999999996e+04	4.339671588372133182e-01	3.364920822143286361e-01
1.683599481999999989e+04	4.257157592579574046e-01	3.374266026242929706e-01
1.682870673000000170e+04	4.174854942904541177e-01	3.383391791803013748e-01
1.682142519000000175e+04	4.092816320844283595e-01	3.392296840172115413e-01
1.681415018000000055e+04	4.011092674143873493e-01	3.400979965356964452e-01
1.680688168999999834e+04	3.929733522189807760e-01	3.409439996806336026e-01
1.679961972999999853e+04	3.848787035553433156e-01	3.417675789884455084e-01
1.679236426999999821e+04	3.768299340149197652e-01	3.425686294394451603e-01
1.678511530000000130e+04	3.688315165802917850e-01	3.433470485185763921e-01
1.677787283000000025e+04	3.608877821218496318e-01	3.441027365302576912e-01
1.677063683999999921e+04	3.530028627545929720e-01	3.448356019043328780e-01
1.676340731999999844e+04	3.451807347687816940e-01	3.455455568802443533e-01
1.675618426000000181e+04	3.374252066171760656e-01	3.462325186042074510e-01
1.674896765999999843e+04	3.297399288865662803e-01	3.468964082313209518e-01
1.674175750999999946e+04	3.221283724798645332e-01	3.475371528329864734e-01
1.673455380000000150e+04	3.145938394516309966e-01	3.481546844023630793e-01
1.672735651000000144e+04	3.071394529695782860e-01	3.487489406653601076e-01
1.672016563999999926e+04	2.997681889921738896e-01	3.493198625870317930e-01
1.671298118999999861e+04	2.924828558335084150e-01	3.498673961793996590e-01
1.670580313999999998e+04	2.852860752652229825e-01	3.503914939270084128e-01
1.669863148999999976e+04	2.781803243971254225e-01	3.508921117331207928e-01
1.669146621999999843e+04	2.711678971484066669e-01	3.513692118326518510e-01
1.668430732999999964e+04	2.642509456670757984e-01	3.518227599912441272e-01
