Wavenumber	896.7896389624932-30C-896.7896389624932-20C	896.7896389624932-40C-896.7896389624932-20C	896.7896389624932-40C-896.7896389624932-30C	896.7896389624932-50C-896.7896389624932-20C	896.7896389624932-50C-896.7896389624932-30C	896.7896389624932-50C-896.7896389624932-40C	896.7896389624932-60C-896.7896389624932-20C	896.7896389624932-60C-896.7896389624932-30C	896.7896389624932-60C-896.7896389624932-40C	896.7896389624932-60C-896.7896389624932-50C	896.7896389624932-70C-896.7896389624932-20C	896.7896389624932-70C-896.7896389624932-30C	896.7896389624932-70C-896.7896389624932-40C	896.7896389624932-70C-896.7896389624932-50C	896.7896389624932-70C-896.7896389624932-60C
1.959079371000000174e+04	7.054954790723275918e-05	2.187016039237169897e-04	1.481520560164842305e-04	3.022024098095672535e-04	2.316528619023344943e-04	8.350080588585026380e-05	9.687119932733521607e-04	8.981624453661194015e-04	7.500103893496351710e-04	6.665095834637849073e-04	2.663461368562051318e-03	2.592911820654818667e-03	2.444759764638334328e-03	2.361258958752484281e-03	1.694749375288699157e-03
1.958082290999999896e+04	7.307199636735262939e-05	2.263412297831206114e-04	1.532692334157679821e-04	3.126339999636213330e-04	2.395620035962687036e-04	8.629277018050072155e-05	9.997071082466870741e-04	9.266351118793343363e-04	7.733658784635663542e-04	6.870731082830656327e-04	2.738721087725750226e-03	2.665649091358397813e-03	2.512379857942629614e-03	2.426087087762129110e-03	1.739013979479063369e-03
1.957086258000000089e+04	7.566985242305921885e-05	2.342028494929189117e-04	1.585329970698596928e-04	3.233644057045322821e-04	2.476945532814730632e-04	8.916155621161337037e-05	1.031512218098220093e-03	9.558423656751608745e-04	7.973093686053011817e-04	7.081478123936878113e-04	2.815672803125281523e-03	2.740002950702221871e-03	2.581469953632362611e-03	2.492308397420749024e-03	1.784160585027061213e-03
1.956091269000000102e+04	7.834480789210395823e-05	2.422912374666287734e-04	1.639464295745248152e-04	3.343999237639005322e-04	2.560551158717965740e-04	9.210868629727175880e-05	1.064142158964469752e-03	9.857973510723659020e-04	8.218509214978410868e-04	7.297422352005693280e-04	2.894340790546060926e-03	2.815995982653956859e-03	2.652049553079432152e-03	2.559940866782160068e-03	1.830198631581590957e-03
1.955097323999999935e+04	8.109856535041517957e-05	2.506111900450902095e-04	1.695126246946750299e-04	3.457468753253113312e-04	2.646483099748961516e-04	9.513568528022112170e-05	1.097611738586087111e-03	1.016513173235672040e-03	8.470005485409969016e-04	7.518648632607757799e-04	2.974749027084827059e-03	2.893650461734411771e-03	2.724137837039736741e-03	2.629002151759515619e-03	1.877137288498739731e-03
1.954104420000000027e+04	8.393285398367576235e-05	2.591675732183870706e-04	1.752347192347113083e-04	3.574116711684619235e-04	2.734788171847861611e-04	9.824409795007485284e-05	1.131935927689976416e-03	1.048003073706300654e-03	8.727683544715893454e-04	7.745242565215144925e-04	3.056921652861067061e-03	2.972988798877391082e-03	2.797754079642679990e-03	2.699509981692604921e-03	1.924985725171090428e-03
1.953112556000000041e+04	8.684941566160654224e-05	2.679652803136257184e-04	1.811158646520191762e-04	3.694007539952397050e-04	2.825513383336331627e-04	1.014354736816139866e-04	1.167129688373853618e-03	1.080280272712247185e-03	8.991644080602279000e-04	7.977289343786139134e-04	3.140882558340803501e-03	3.054033142679196851e-03	2.872917278027177675e-03	2.771481804345563797e-03	1.973752869966949666e-03
1.952121730000000025e+04	8.985001302683616291e-05	2.770092561923742170e-04	1.871592431655380541e-04	3.817206314812733028e-04	2.918706184544371399e-04	1.047113752888990858e-04	1.203208070170447026e-03	1.113358057143611080e-03	9.261988139780729171e-04	8.214874386891738312e-04	3.226655615265329284e-03	3.136805602238492904e-03	2.949646359072954742e-03	2.844934983784055873e-03	2.023447545094881825e-03
1.951131941000000006e+04	9.293642335448314921e-05	2.863044784727832330e-04	1.933680551183000838e-04	3.943778507492417878e-04	3.014414273947586386e-04	1.080733722764585548e-04	1.240186133636127664e-03	1.147249710281644406e-03	9.538816551633443226e-04	8.458082828868857678e-04	3.314264494587281212e-03	3.221328071232798171e-03	3.027960016114497870e-03	2.919886643838039315e-03	2.074078360951153548e-03
1.950143187000000034e+04	9.611044437189881530e-05	2.958559747929431208e-04	1.997455304210443055e-04	4.073790219575637280e-04	3.112685775856649127e-04	1.115230471646206072e-04	1.278079017824225710e-03	1.181968573452326678e-03	9.822230430312824806e-04	8.706999958666618734e-04	3.403732826993629852e-03	3.307622382621730819e-03	3.107876852200686622e-03	2.996353805036065798e-03	2.125653809169404142e-03
1.949155466000000160e+04	9.937389115477869919e-05	3.056688131422085567e-04	2.062949219874298575e-04	4.207308052045866196e-04	3.213569140498079204e-04	1.150619920623780629e-04	1.316901900059405141e-03	1.217528008904626442e-03	1.011233086917196584e-03	8.961710948548185212e-04	3.495084106829440557e-03	3.395710215674661858e-03	3.189415293687231784e-03	3.074353301624853721e-03	2.178182206770035417e-03
1.948168777000000046e+04	1.027285925001846130e-04	3.157480906358979024e-04	2.130194981357132894e-04	4.344398953545227336e-04	3.317113028543381206e-04	1.186918047186248312e-04	1.356669950040220989e-03	1.253941357540036376e-03	1.040921859404323087e-03	9.222300546856982556e-04	3.588341584356163818e-03	3.485612991855979205e-03	3.272593493720265916e-03	3.153901689001641084e-03	2.231671634315942829e-03
1.947183118000000104e+04	1.061763973824755933e-04	3.260989525666615433e-04	2.199225551841859500e-04	4.485130480634269296e-04	3.423366506809513363e-04	1.224140954967653863e-04	1.397398403443945785e-03	1.291222006061470192e-03	1.071299450877284242e-03	9.488853553805188558e-04	3.683528438639042772e-03	3.577352041256567396e-03	3.357429486072381446e-03	3.235015390575616059e-03	2.286130035195097204e-03
1.946198487999999998e+04	1.097191680369031695e-04	3.367265712285789523e-04	2.270074031916757828e-04	4.629570510927804574e-04	3.532378830558772879e-04	1.262304798642015051e-04	1.439102476453635922e-03	1.329383308416732861e-03	1.102375905225057079e-03	9.761454253608555735e-04	3.780667576638010487e-03	3.670948408601107209e-03	3.443941005409431426e-03	3.317710525545230354e-03	2.341565100184374564e-03
1.945214884000000166e+04	1.133587906435236685e-04	3.476361775336084909e-04	2.342773868900848225e-04	4.777787674074839052e-04	3.644199767639602367e-04	1.301425898738754142e-04	1.481797487738072995e-03	1.368438697094549435e-03	1.134161310204464613e-03	1.004018720330589198e-03	3.879781916697487999e-03	3.766423126053964655e-03	3.532145739163879833e-03	3.402003149290004202e-03	2.397984428959415003e-03
1.944232305999999880e+04	1.170971570716435950e-04	3.588330057889798893e-04	2.417358487173362942e-04	4.929850602746489166e-04	3.758879032030053215e-04	1.341520544856690273e-04	1.525498639704094515e-03	1.408401482632450812e-03	1.166665633915114518e-03	1.032513579429445490e-03	3.980893878882298641e-03	3.863796721810654720e-03	3.622060873093318860e-03	3.487908818607649616e-03	2.455395239178204125e-03
1.943250750999999946e+04	1.209361871412639473e-04	3.703223598920646863e-04	2.493861727508007390e-04	5.085828833441253215e-04	3.876466962028613742e-04	1.382605234520606352e-04	1.570221274949985639e-03	1.449285087808721692e-03	1.199898915057920953e-03	1.061638391605860317e-03	4.084025978989935801e-03	3.963089791848671203e-03	3.713703619097870681e-03	3.575443095645810046e-03	2.513804704039949729e-03
1.942270218999999997e+04	1.248778059122035260e-04	3.821095447229818330e-04	2.572317388107783070e-04	5.245791876358381345e-04	3.997013817236346085e-04	1.424696429128563015e-04	1.615980605653514687e-03	1.491102799741311161e-03	1.233871060930532854e-03	1.091401418017676553e-03	4.189200200857723377e-03	4.064322394945519418e-03	3.807090656134741544e-03	3.664621013221885243e-03	2.573219595204208690e-03
1.941290707000000111e+04	1.289239673657688410e-04	3.941999363666550283e-04	2.652759690008861873e-04	5.409810170446797441e-04	4.120570496789109031e-04	1.467810806780247158e-04	1.662791983726345010e-03	1.533868016360576169e-03	1.268592047359689981e-03	1.121810966681665266e-03	4.296438617294407944e-03	4.167514649928639320e-03	3.902238680927753132e-03	3.755457600249728200e-03	2.633646633568062934e-03
1.940312213999999949e+04	1.330766348787305181e-04	4.065989229782573933e-04	2.735222880995268752e-04	5.577954282595615296e-04	4.247187933808310115e-04	1.511965052813041364e-04	1.710670667425598585e-03	1.577594032546868067e-03	1.304071744447341192e-03	1.152875239166037055e-03	4.405762850343613798e-03	4.272686215464883280e-03	3.999163927365356405e-03	3.847967422084052052e-03	2.695092182918014997e-03
1.939334737999999925e+04	1.373377937491492701e-04	4.193119414364712173e-04	2.819741476873219473e-04	5.750295406977714002e-04	4.376917469486221301e-04	1.557175992613001828e-04	1.759631959665764389e-03	1.622294165916615119e-03	1.340320018229293171e-03	1.184602418967992989e-03	4.517194386070093846e-03	4.379856592320944576e-03	4.097882444633622195e-03	3.942164845372322229e-03	2.757562426404329241e-03
1.938358279000000039e+04	1.417094386896437016e-04	4.323444391451183606e-04	2.906350004554746590e-04	5.926904849283584197e-04	4.509810462387147181e-04	1.603460457832400592e-04	1.809691056548341521e-03	1.667981617858697819e-03	1.377346617403223160e-03	1.217000571619983101e-03	4.630754226245731298e-03	4.489044787556087379e-03	4.198409787100613154e-03	4.038063741317372661e-03	2.821063169697389777e-03
1.937382833000000028e+04	1.461936012242309648e-04	4.457019547409041271e-04	2.995083535166731623e-04	6.107855122686437106e-04	4.645919110444127458e-04	1.650835575277395835e-04	1.860863352717415532e-03	1.714669751493184567e-03	1.415161397976511404e-03	1.250077840448771821e-03	4.746463577396369676e-03	4.600269976172138495e-03	4.300761622655465549e-03	4.135678065127726399e-03	2.885600224678954145e-03
1.936408399999999892e+04	1.507923146662833343e-04	4.593900126060100446e-04	3.085976979397267103e-04	6.293218520633657876e-04	4.785295373970824533e-04	1.699318394573557430e-04	1.913164030868377483e-03	1.762371716202094148e-03	1.453774018262367438e-03	1.283842178805011695e-03	4.864342914955776739e-03	4.713550600289493839e-03	4.404952902349766261e-03	4.235021062892411169e-03	2.951178884087399257e-03
1.935434977000000072e+04	1.555076469625497632e-04	4.734142195315044297e-04	3.179065725689546665e-04	6.483068428866387099e-04	4.927991959240889466e-04	1.748926233551342801e-04	1.966608426498637520e-03	1.811100779536087540e-03	1.493194206967132873e-03	1.318301583611998593e-03	4.984412803566188113e-03	4.828905156603638567e-03	4.510998584034683900e-03	4.336105960679549620e-03	3.017804377067551027e-03
