Wavenumber	30C-20C	40C-20C	40C-30C	50C-20C	50C-30C	50C-40C	60C-20C	60C-30C	60C-40C	60C-50C	70C-20C	70C-30C	70C-40C	70C-50C	70C-60C
1.960077497999999832e+04	6.970061015808585395e-05	2.736226813610035920e-04	2.039220712029177381e-04	4.242725480109883198e-04	3.545719378529024659e-04	1.506498666499847278e-04	1.268128937288382201e-03	1.198428327130296456e-03	9.945062559273787177e-04	8.438563892773938814e-04	3.624715995626615148e-03	3.555015385468529403e-03	3.351093314265611665e-03	3.200443447615626720e-03	2.356587058338232947e-03
1.959079371000000174e+04	7.228704997523150745e-05	2.835812527960476391e-04	2.112942028208161316e-04	4.396031290291365495e-04	3.673160790539050421e-04	1.560218762330889105e-04	1.309908673392347128e-03	1.237621623417115620e-03	1.026327420596299597e-03	8.703055443632105783e-04	3.728883029449607360e-03	3.656595979474376069e-03	3.445301776653559613e-03	3.289279900420470810e-03	2.418974356057260015e-03
1.958082290999999896e+04	7.495560271982817848e-05	2.938485437401491341e-04	2.188929410203209556e-04	4.554057965026912574e-04	3.804501937828630789e-04	1.615572527625421233e-04	1.352836287667377388e-03	1.277880684947549318e-03	1.058987743927228362e-03	8.974304911646862389e-04	3.835476911531601925e-03	3.760521308811774072e-03	3.541628367791452899e-03	3.380071115028910993e-03	2.482640623864224537e-03
1.957086258000000089e+04	7.770833437712820844e-05	3.044320499576090014e-04	2.267237155804807929e-04	4.716919476492927987e-04	3.939836132721645902e-04	1.672598976916837973e-04	1.396935147311449037e-03	1.319226812934320720e-03	1.092503097353840144e-03	9.252431996621562384e-04	3.944535976212051182e-03	3.866827641834923081e-03	3.640103926254442505e-03	3.472844028562758600e-03	2.547600828900602361e-03
1.956091269000000102e+04	8.054735285183459680e-05	3.153394107911297204e-04	2.347920579392951236e-04	4.884731977620166256e-04	4.079258449101820288e-04	1.731337869708869052e-04	1.442228968605283480e-03	1.361681615753448666e-03	1.126889557814153651e-03	9.537557708432667456e-04	4.056098962477197936e-03	3.975551609625363123e-03	3.740759551686068107e-03	3.567625764715181419e-03	2.613869993871914457e-03
1.955097323999999935e+04	8.347479139875885711e-05	3.265783449501174097e-04	2.431035535513585526e-04	5.057612813339485130e-04	4.222864899351896559e-04	1.791829363838311033e-04	1.488741545300884548e-03	1.405266753902125691e-03	1.162163200350767138e-03	9.829802639669360347e-04	4.170204340364227526e-03	4.086729548965469319e-03	3.843625995414110333e-03	3.664443059030279230e-03	2.681462795063343195e-03
1.954104420000000027e+04	8.649282576244157750e-05	3.381567158347884103e-04	2.516638900723468329e-04	5.235681524791695619e-04	4.370753267167279844e-04	1.854114366443811515e-04	1.536497015749344270e-03	1.450004189986902692e-03	1.198340299914555859e-03	1.012928863270174708e-03	4.286890967023653659e-03	4.200398141261212082e-03	3.948734251188865466e-03	3.763322814544483880e-03	2.750393951274309173e-03
1.953112556000000041e+04	8.960365968573274619e-05	3.500824753412598838e-04	2.604788156555271376e-04	5.419058983843513637e-04	4.523022386986186175e-04	1.918234230430914799e-04	1.585519625811409716e-03	1.495915966125676861e-03	1.235437150470149832e-03	1.043613727427058352e-03	4.406197502246189668e-03	4.316593842560456813e-03	4.056115026904929567e-03	3.864291603861837870e-03	2.820677876434779519e-03
1.952121730000000025e+04	9.280953379575500577e-05	3.623636974140106428e-04	2.695541636182556371e-04	5.607867907978187965e-04	4.679772570020637908e-04	1.984230933838081537e-04	1.635833863447358049e-03	1.543024329651602935e-03	1.273470166033347298e-03	1.075047072649539144e-03	4.528162736820841826e-03	4.435353203025086712e-03	4.165799039406831508e-03	3.967375946023022487e-03	2.892328873373483777e-03
1.951131941000000006e+04	9.611271931784105393e-05	3.750085533737725031e-04	2.788958340559314492e-04	5.802232479482310025e-04	4.841105286303899486e-04	2.052146945744584994e-04	1.687464353099881863e-03	1.591351633782040701e-03	1.312455799726109252e-03	1.107241105151650752e-03	4.652825334044301958e-03	4.556712614726461663e-03	4.277816780670530214e-03	4.072602086096071064e-03	2.965360980944420528e-03
1.950143187000000034e+04	9.951552453419754227e-05	3.880253360657182895e-04	2.885098115315207472e-04	6.002278714980134556e-04	5.007123469638159134e-04	2.122025354322951661e-04	1.740435950353317988e-03	1.640920425819120338e-03	1.352410614287599590e-03	1.140208078855304424e-03	4.780224057777949544e-03	4.680708533243752544e-03	4.392198721712231579e-03	4.179996186279935980e-03	3.039788107424631989e-03
1.949155466000000160e+04	1.030202916901538012e-04	4.014224473787551557e-04	2.984021556886013544e-04	6.208134271482854995e-04	5.177931354581316982e-04	2.193909797695303438e-04	1.794773686194686083e-03	1.691753394504532174e-03	1.393351238815930928e-03	1.173960259046400584e-03	4.910397635288724777e-03	4.807377343598570434e-03	4.508975187909968971e-03	4.289584208140438844e-03	3.115623949094038260e-03
1.948168777000000046e+04	1.066293932731293519e-04	4.152083833996009395e-04	3.085789901264715876e-04	6.419928215953367694e-04	5.353634283222074176e-04	2.267844381957358300e-04	1.850502702630572177e-03	1.743873309357442825e-03	1.435294319230971238e-03	1.208509881035235408e-03	5.043384602407203696e-03	4.936755209134074777e-03	4.628176219007603190e-03	4.401391780811867577e-03	3.192881899776631952e-03
1.947183118000000104e+04	1.103452390917880090e-04	4.293917608153988499e-04	3.190465217236108410e-04	6.637791428247634927e-04	5.534339037329754837e-04	2.343873820093646428e-04	1.907648355279513560e-03	1.797303116187725551e-03	1.478256594464114710e-03	1.243869212454750068e-03	5.179223548115747394e-03	5.068878309023959819e-03	4.749831787300348544e-03	4.515444405290984335e-03	3.271575192836234051e-03
1.946198487999999998e+04	1.141702689385456137e-04	4.439812882063945984e-04	3.298110192678489847e-04	6.861856156901926943e-04	5.720153467516470806e-04	2.422043274837980958e-04	1.966236092753525025e-03	1.852065823814979520e-03	1.522254804547130535e-03	1.280050477063332439e-03	5.317952825629284480e-03	5.203782556690739192e-03	4.873971537422890424e-03	4.631767209939092328e-03	3.351716732875759455e-03
1.945214884000000166e+04	1.181069641797842821e-04	4.589858095515266965e-04	3.408788453717424144e-04	7.092256683634536258e-04	5.911187041836693436e-04	2.502398588119269292e-04	2.026291626724267912e-03	1.908184662544483738e-03	1.567305817172741323e-03	1.317065958360814394e-03	5.459610954134334199e-03	5.341503989954549808e-03	5.000625144582807394e-03	4.750385285770880248e-03	3.433319327410065853e-03
1.944232305999999880e+04	1.221578280319544343e-04	4.744142282928481011e-04	3.522564002608936668e-04	7.329128153026283126e-04	6.107549872706738783e-04	2.584985870097802115e-04	2.087840622656052681e-03	1.965682794624098138e-03	1.613426394363204472e-03	1.354927807353424260e-03	5.604235886779202966e-03	5.482078058747247989e-03	5.129821658486354539e-03	4.871323071476574978e-03	3.516395264123150285e-03
1.943250750999999946e+04	1.263254095855486855e-04	4.902755981406371494e-04	3.639501885550884639e-04	7.572607962068151569e-04	6.309353866212664714e-04	2.669851980661780075e-04	2.150909058242827122e-03	2.024583648657278436e-03	1.660633460102189972e-03	1.393648262036011965e-03	5.751865854990595786e-03	5.625540445405047968e-03	5.261590256849958853e-03	4.994605058783780846e-03	3.600956796747769098e-03
1.942270218999999997e+04	1.306122790704980496e-04	5.065790280826551820e-04	3.759667490121571323e-04	7.822834296326369122e-04	6.516711505621388626e-04	2.757044015499817303e-04	2.215522839359029047e-03	2.084910560288530997e-03	1.708943811276373865e-03	1.433239409726392135e-03	5.902538465041108628e-03	5.771926185970610579e-03	5.395959436958453447e-03	5.120255035408471933e-03	3.687015625682079582e-03
1.941290707000000111e+04	1.350210533672703810e-04	5.233337786573768156e-04	3.883127252901064346e-04	8.079947601597426907e-04	6.729737067924723096e-04	2.846609815023658750e-04	2.281708177503546497e-03	2.146687124136276333e-03	1.758374398846169681e-03	1.473713417343803806e-03	6.056291580339475365e-03	5.921270526972204767e-03	5.532957801682098983e-03	5.248296820179732675e-03	3.774583402835928869e-03
1.940312213999999949e+04	1.395543745072518830e-04	5.405491793109818387e-04	4.009948048037299557e-04	8.344089308417060400e-04	6.948545563344541570e-04	2.938597515307242013e-04	2.349491256205203313e-03	2.209936881697951647e-03	1.808942076894221691e-03	1.515082325363497490e-03	6.213162540868109353e-03	6.073608166360856819e-03	5.672613361557127080e-03	5.378753610026402662e-03	3.863671284662905606e-03
1.939334737999999925e+04	1.442149229250887146e-04	5.582346779093457466e-04	4.140197549842570320e-04	8.615402584089919529e-04	7.173253354839032384e-04	3.033055804996462063e-04	2.418898421355603241e-03	2.274683498430514744e-03	1.860663743446257712e-03	1.557358162946611505e-03	6.373188605425191000e-03	6.228973682500102069e-03	5.814953927515844820e-03	5.511648347016198830e-03	3.954290184069586891e-03
1.938358279000000039e+04	1.490054032997321660e-04	5.763997860929314255e-04	4.273943827931992595e-04	8.894031485538523608e-04	7.403977452541201949e-04	3.130033624609209354e-04	2.489955960659517940e-03	2.340950557359785557e-03	1.913556174566586514e-03	1.600552812105665579e-03	6.536406441422272680e-03	6.387401038122540731e-03	5.960006655329341471e-03	5.647003292868419885e-03	4.046450480762754306e-03
1.937382833000000028e+04	1.539285739688915199e-04	5.950541898814426262e-04	4.411256159125511063e-04	9.180122645992476287e-04	7.640836906303561087e-04	3.229580747178050024e-04	2.562690530221572224e-03	2.408761956252680921e-03	1.967636340340129381e-03	1.644678265622324595e-03	6.702853103723106429e-03	6.548924529754214692e-03	6.107798913841664019e-03	5.784840839123858366e-03	4.140162573501533771e-03
1.936408399999999892e+04	1.589872078263992929e-04	6.142076004201938930e-04	4.552203925937946000e-04	9.473822974599339398e-04	7.883950896335346469e-04	3.331746970397400469e-04	2.637128564109358919e-03	2.478141356282959409e-03	2.022920963689165026e-03	1.689746266649424979e-03	6.872564676713196173e-03	6.713577468886796663e-03	6.258357076293002280e-03	5.925182379253261800e-03	4.235436112603837254e-03
1.935434977000000072e+04	1.641841274946747014e-04	6.338698862683354255e-04	4.696857587736607241e-04	9.775281673051977680e-04	8.133440398105230666e-04	3.436582810368623425e-04	2.713296783756881034e-03	2.549112656262206549e-03	2.079426897488545825e-03	1.735768616451683483e-03	7.045577439553963456e-03	6.881393312059289405e-03	6.411707553285628247e-03	6.068049272248765905e-03	4.332280655797082422e-03
1.934462565000000177e+04	1.695221688166809789e-04	6.540509341631303014e-04	4.845287653464493225e-04	1.008464808699963914e-03	8.389426398832829351e-04	3.544138745368336126e-04	2.791221650256886511e-03	2.621699481440205315e-03	2.137170716093756209e-03	1.782756841556922597e-03	7.221926617152212187e-03	7.052404448335530991e-03	6.567875682989081886e-03	6.213461808452247839e-03	4.430704966895325676e-03
1.933491159999999945e+04	1.750042295464019401e-04	6.747608321148999312e-04	4.997566025684979912e-04	1.040207449795604432e-03	8.652032202492024923e-04	3.654466176807045011e-04	2.870930065294040410e-03	2.695925835747638687e-03	2.196169233179140479e-03	1.830722615498435978e-03	7.401647968228348973e-03	7.226643738681946816e-03	6.726887136113448608e-03	6.361440518432744107e-03	4.530717902934308129e-03
1.932520761000000130e+04	1.806332265017246332e-04	6.960097062238164434e-04	5.153764797220918101e-04	1.072771360477293122e-03	8.921381339755684887e-04	3.767616542534766785e-04	2.952448731644691324e-03	2.771815505142966908e-03	2.256439025420874881e-03	1.879677371167398203e-03	7.584776332101198643e-03	7.404143105599473793e-03	6.888766625877382199e-03	6.512004971623904653e-03	4.632327600456506884e-03
1.931551367000000027e+04	1.864121116988525905e-04	7.178077805993583662e-04	5.313956689005057757e-04	1.106171942388030653e-03	9.197598306891780623e-04	3.883641617886722866e-04	3.035804377172523702e-03	2.849392265473670895e-03	2.317996596573165119e-03	1.929632434784492832e-03	7.771346135802451038e-03	7.584934024103598231e-03	7.053538355203092455e-03	6.665174193414420169e-03	4.735541758629927336e-03
1.930582977000000028e+04	1.923438727475983503e-04	7.401653776766979522e-04	5.478215049290996019e-04	1.140424727374486505e-03	9.480808546268881549e-04	4.002593496977885530e-04	3.121023747056364366e-03	2.928679874308766015e-03	2.380858369379666196e-03	1.980599019681877643e-03	7.961391373488474477e-03	7.769047500740876126e-03	7.221225995811776308e-03	6.820966646113988188e-03	4.840367626432110111e-03
1.929615587999999843e+04	1.984315460612715021e-04	7.630929667475766769e-04	5.646614206863051749e-04	1.175545449578744303e-03	9.771139035174728014e-04	4.124524828311676265e-04	3.208133778382187863e-03	3.009702232320916361e-03	2.445040811634611403e-03	2.032588328803443777e-03	8.154945990026758740e-03	7.956514443965487238e-03	7.391853023279182713e-03	6.979400540448014653e-03	4.946812211644570877e-03
