Wavenumber	30C-20C	40C-20C	40C-30C	50C-20C	50C-30C	50C-40C	60C-20C	60C-30C	60C-40C	60C-50C	70C-20C	70C-30C	70C-40C	70C-50C	70C-60C
1.776081244000000152e+04	-7.418101096108964398e-03	1.599942661106301678e-04	7.578095362219594566e-03	-7.634954023673923285e-03	-2.168529275649588861e-04	-7.794948289784553452e-03	4.418049917265520765e-03	1.183615101337448516e-02	4.258055651154890597e-03	1.205300394093944405e-02	9.954107905695785963e-03	1.737220900180475036e-02	9.794113639585155795e-03	1.758906192936970925e-02	5.536057988430265198e-03
1.775267037999999957e+04	-7.743722793212337585e-03	-4.022864969767669940e-04	7.341436296235570591e-03	-8.509178904850644987e-03	-7.654561116383074015e-04	-8.106892407873877993e-03	3.191429514238564025e-03	1.093515230745090161e-02	3.593716011215331019e-03	1.170060841908920901e-02	8.164946560985708590e-03	1.590866935419804618e-02	8.567233057962475584e-03	1.667412546583635358e-02	4.973517046747144565e-03
1.774453605999999854e+04	-8.068932628396197071e-03	-9.715320470560229182e-04	7.097400581340174153e-03	-9.388437620445388987e-03	-1.319504992049191916e-03	-8.416905573389366069e-03	1.951699063812317725e-03	1.002063169220851480e-02	2.923231110868340643e-03	1.134013668425770671e-02	6.360950198931292210e-03	1.442988282732748928e-02	7.332482245987315128e-03	1.574938781937668120e-02	4.409251135118974485e-03
1.773640943999999945e+04	-8.393130913736168708e-03	-1.546828692376378545e-03	6.846302221359790163e-03	-1.027129607109883436e-02	-1.878165157362665649e-03	-8.724467378722455813e-03	7.006965463598469057e-04	9.093827460096015614e-03	2.247525238736225450e-03	1.097199261745868126e-02	4.544636618930175676e-03	1.293776753266634438e-02	6.091465311306554220e-03	1.481593269002901003e-02	3.843940072570328770e-03
1.772829052999999840e+04	-8.715699601764270721e-03	-2.127220181386391129e-03	6.588479420377879592e-03	-1.115626667374380876e-02	-2.440567071979538039e-03	-9.029046492357417630e-03	-5.596616220742700598e-04	8.156037979690000661e-03	1.567558559312121069e-03	1.059660505166953870e-02	2.718619712310632597e-03	1.143431931407490332e-02	4.845839893697023726e-03	1.387488638605444136e-02	3.278281334384902657e-03
1.772017930999999953e+04	-9.036006589504486097e-03	-2.711714779928708907e-03	6.324291809575777190e-03	-1.204181942404108918e-02	-3.005812834536603084e-03	-9.330104644112380274e-03	-1.827395698729916695e-03	7.208610890774569402e-03	8.843190811987922118e-04	1.021442372531117249e-02	8.855877273619139345e-04	9.921594316866400032e-03	3.597302507290622842e-03	1.292740715140300312e-02	2.712983426091830630e-03
1.771207575999999972e+04	-9.353405693241834129e-03	-3.299284776282385145e-03	6.054120916959448984e-03	-1.292638123535905237e-02	-3.572975542117218239e-03	-9.627096459076667223e-03	-3.100461176569035970e-03	6.252944516672798159e-03	1.988235997133491750e-04	9.825920058790016398e-03	-9.516943317141590697e-04	8.401711361527675059e-03	2.347590444568226076e-03	1.197468690364489330e-02	2.148766844854876901e-03
1.770397988999999870e+04	-9.667236737034623495e-03	-3.888866027103810019e-03	5.778370709930813476e-03	-1.380833542991577456e-02	-4.141098692881151067e-03	-9.919469402811964542e-03	-4.376747410184123055e-03	5.290489326850500440e-03	-4.878813830803130358e-04	9.431588019731651507e-03	-2.790382415468917188e-03	6.876854321565706307e-03	1.098483611634892831e-03	1.101795301444685737e-02	1.586364994715205867e-03
1.769589168000000063e+04	-9.976829224171090971e-03	-4.479364197617852206e-03	5.497465026553238765e-03	-1.468603124286493866e-02	-4.709202018693847691e-03	-1.020666704524708646e-02	-5.654090679199641478e-03	4.322738544971449492e-03	-1.174726481581789272e-03	9.031940563665297184e-03	-4.627571893596194030e-03	5.349257330574896940e-03	-1.482076959783418246e-04	1.005845934926874463e-02	1.026518785603447448e-03
1.768781110999999873e+04	-1.028150252476223159e-02	-5.069654619507368842e-03	5.211847905254862745e-03	-1.555778365197502122e-02	-5.276281127212789634e-03	-1.048812903246765238e-02	-6.930273361528405118e-03	3.351229163233826469e-03	-1.860618742021036276e-03	8.627510290446616104e-03	-6.460295895279188905e-03	3.821206629483042683e-03	-1.390641275771820062e-03	9.097487756695832317e-03	4.699774662492162136e-04
1.767973818000000028e+04	-1.058056657905570574e-02	-5.658582977693726868e-03	4.921983601361978877e-03	-1.642187451411247778e-02	-5.841307935056772038e-03	-1.076329153641875092e-02	-8.203024863064012351e-03	2.377541715991693394e-03	-2.544441885370285483e-03	8.218849651048465432e-03	-8.285526175274338101e-03	2.295040403781367644e-03	-2.626943197580611233e-03	8.136348338838139682e-03	-8.250131221032575013e-05
1.767167287999999826e+04	-1.087332454761180678e-02	-6.244969789588106224e-03	4.628354758023700555e-03	-1.727655926747617698e-02	-6.403234719864370206e-03	-1.103158947788807076e-02	-9.470030690082009706e-03	1.403293857529797073e-03	-3.225060900493903482e-03	7.806528577394167279e-03	-1.010018561191405873e-02	7.731389356977480531e-04	-3.855215822325952502e-03	7.176373655562118259e-03	-6.301549218320490198e-04
1.766361519000000044e+04	-1.115907433259077930e-02	-6.827612805112459604e-03	4.331461527478319695e-03	-1.812007047837649321e-02	-6.960996145785713907e-03	-1.129245767326403360e-02	-1.072893697037424765e-02	4.301373622165316490e-04	-3.901324165261788046e-03	7.391133508002245556e-03	-1.190115408923153595e-02	-7.420797566407566492e-04	-5.073541284119076344e-03	6.218916389144957257e-03	-1.172217118857288298e-03
1.765556510999999955e+04	-1.143710911360029669e-02	-7.405287357963197259e-03	4.031821755637099436e-03	-1.895061842440914912e-02	-7.513509310808852426e-03	-1.154533106644595186e-02	-1.197735050050641181e-02	-5.402413869061151175e-04	-4.572063142543214553e-03	6.973267923902737309e-03	-1.368526793941438058e-02	-2.248158825814083883e-03	-6.279980581451183319e-03	5.265350484994768543e-03	-1.707917438907968766e-03
1.764752261999999973e+04	-1.170672041454789980e-02	-7.976751890145461488e-03	3.729968524402438312e-03	-1.976639914126354647e-02	-8.059678726715646668e-03	-1.178964725111808498e-02	-1.321284992318416673e-02	-1.506129508636266934e-03	-5.236098033038705246e-03	6.553549218079379735e-03	-1.544933525701874810e-02	-3.742614842470848302e-03	-7.472583366873286614e-03	4.317063884244798366e-03	-2.236485333834581368e-03
1.763948771000000124e+04	-1.196719873301754777e-02	-8.540748521327690135e-03	3.426450211689857639e-03	-2.056559526972778773e-02	-8.598396536710239957e-03	-1.202484674840009760e-02	-1.443298615242882832e-02	-2.465787419411280545e-03	-5.892237631101138184e-03	6.132609117298959411e-03	-1.719013578210693005e-02	-5.222937049089382278e-03	-8.649387260779239917e-03	3.375459487620857679e-03	-2.757149629678101732e-03
1.763146038000000044e+04	-1.221783531878506412e-02	-9.096005922814009992e-03	3.121829395971054133e-03	-2.134638024181456650e-02	-9.128544923029502378e-03	-1.225037431900055651e-02	-1.563528773108580072e-02	-3.417452412300736597e-03	-6.539281808271790730e-03	5.711092510728765781e-03	-1.890442779844192511e-02	-6.686592479656860988e-03	-9.808421875627915121e-03	2.441952443372641390e-03	-3.269140067356124391e-03
1.762344060000000172e+04	-1.245792516635146896e-02	-9.641244996956177538e-03	2.816680169395291422e-03	-2.210692634055877459e-02	-9.649001174207305631e-03	-1.246568134360259705e-02	-1.681727222820228462e-02	-4.359347061850815663e-03	-7.176027231246107085e-03	5.289654112356489968e-03	-2.058896358792605685e-02	-8.131038421574587893e-03	-1.094771859096987932e-02	1.517962752632717738e-03	-3.771691359723772230e-03
1.761542838000000120e+04	-1.268676664177215141e-02	-1.017517706727411042e-02	2.511589574498040989e-03	-2.284540222914444030e-02	-1.015863558737228889e-02	-1.267022516187032988e-02	-1.797644137701293054e-02	-5.289674735240779135e-03	-7.801264309738820124e-03	4.868960852131509753e-03	-2.224048166296177520e-02	-9.553715021189623791e-03	-1.206530459568766478e-02	6.049205661826650982e-04	-4.264040285948844655e-03
1.760742369999999937e+04	-1.290366540910103943e-02	-1.069651173904384578e-02	2.207153670057193651e-03	-2.355998399823033829e-02	-1.065631858912929886e-02	-1.286347225918649251e-02	-1.911029713096146221e-02	-6.206631721860422779e-03	-8.413785391917616430e-03	4.449686867268876078e-03	-2.385572877826402927e-02	-1.095206336916298984e-02	-1.315921703922018349e-02	-2.957447800336909793e-04	-4.745431647302567058e-03
1.759942655000000013e+04	-1.310793503135865290e-02	-1.120395729983580946e-02	1.903977731522843442e-03	-2.424885575435564711e-02	-1.114092072299699421e-02	-1.304489845451983765e-02	-2.021634152371543092e-02	-7.108406492356778017e-03	-9.012384223879621459e-03	4.032514230640216191e-03	-2.543145882061148555e-02	-1.232352378925283265e-02	-1.422750152077567609e-02	-1.182603066255838442e-03	-5.215117296896054633e-03
1.759143691000000035e+04	-1.329889932690464516e-02	-1.169622519743185318e-02	1.602674129472791975e-03	-2.491021584629249386e-02	-1.161131651938784870e-02	-1.321399064886064068e-02	-2.129208535105520106e-02	-7.993186024150555902e-03	-9.595860153623347877e-03	3.618130495237292799e-03	-2.696444423891597442e-02	-1.366554491201132926e-02	-1.526821904148412123e-02	-2.054228392623480559e-03	-5.672358887860773358e-03
1.758345478999999978e+04	-1.347589325119358250e-02	-1.217203082075279941e-02	1.303862430440783093e-03	-2.554227807529207972e-02	-1.206638482409849722e-02	-1.337024725453928031e-02	-2.233504875784808608e-02	-8.859155506654503576e-03	-1.016301793709528667e-02	3.207229317443993644e-03	-2.845147590676910809e-02	-1.497558265557552559e-02	-1.627944508601630869e-02	-2.909197831477028373e-03	-6.116427148921022017e-03
1.757548015999999916e+04	-1.363826634359588397e-02	-1.263010102115402766e-02	1.008165322441856304e-03	-2.614328190582326794e-02	-1.250501556222738397e-02	-1.351318088466924028e-02	-2.334277654909233668e-02	-9.704510205496452713e-03	-1.071267552793830902e-02	2.800505356730931261e-03	-2.988938394348894523e-02	-1.625111759989306126e-02	-1.725928292233491756e-02	-3.746102037665677287e-03	-6.546607394396608548e-03
1.756751301999999851e+04	-1.378538293912101587e-02	-1.306917317059064221e-02	7.162097685303736583e-04	-2.671149134514838597e-02	-1.292610840602737010e-02	-1.364231817455774376e-02	-2.431283496349756490e-02	-1.052745202437654903e-02	-1.124366179290692269e-02	2.398656381650821068e-03	-3.127503208802706602e-02	-1.748964914890605016e-02	-1.820585891743642382e-02	-4.563540742878680057e-03	-6.962197124529501124e-03
1.755955336000000170e+04	-1.391662486390632392e-02	-1.348800085897539081e-02	4.286240049309331113e-04	-2.724520265100149885e-02	-1.332857778709517493e-02	-1.375720179202610804e-02	-2.524282297484536919e-02	-1.132619811093904527e-02	-1.175482211586997838e-02	2.002379676156129662e-03	-3.260533276263677394e-02	-1.868870789873045002e-02	-1.911733190366138313e-02	-5.360130111635275085e-03	-7.362509787791404747e-03
1.755160115999999834e+04	-1.403139310615098001e-02	-1.388535706473226217e-02	1.460360414187178435e-04	-2.774274860131975551e-02	-1.371135549516877550e-02	-1.385739153658749334e-02	-2.613037807940610247e-02	-1.209898497325512245e-02	-1.224502101467384030e-02	1.612370521913653043e-03	-3.387725427050236604e-02	-1.984586116435138603e-02	-1.999189720577010387e-02	-6.134505669182610532e-03	-7.746876191096263575e-03
1.754365641999999934e+04	-1.412910911036424633e-02	-1.426003591957458738e-02	-1.309268092103410552e-04	-2.820250102910137890e-02	-1.407339191873713258e-02	-1.394246510952679152e-02	-2.697317891602291073e-02	-1.284406980565866441e-02	-1.271314299644832335e-02	1.229322113078468170e-03	-3.508782343291949601e-02	-2.095871432255524969e-02	-2.082778751334490863e-02	-6.885322403818117110e-03	-8.114644516896585280e-03
1.753571912000000157e+04	-1.420921705730071594e-02	-1.461085796214212085e-02	-4.016409048414049110e-04	-2.862287770541338539e-02	-1.441366064811266945e-02	-1.401201974327126454e-02	-2.776895568020065763e-02	-1.355973862289994170e-02	-1.315809771805853678e-02	8.539220252127277533e-04	-3.623413938647734867e-02	-2.202492232917663273e-02	-2.162328142433522782e-02	-7.611261681063963280e-03	-8.465183706276691034e-03
1.752778926000000138e+04	-1.427118503751267919e-02	-1.493667148111521570e-02	-6.654864436025365038e-04	-2.900234434689197283e-02	-1.473115930937929363e-02	-1.406567286577675713e-02	-2.851549178116996597e-02	-1.424430674365728677e-02	-1.357882030005475027e-02	4.868525657220068581e-04	-3.731337481096586028e-02	-2.304218977345318109e-02	-2.237670332985064459e-02	-8.311030464073887458e-03	-8.797883029795894316e-03
1.751986681999999928e+04	-1.431450707066994621e-02	-1.523635746207863129e-02	-9.218503914086850770e-04	-2.933942096453157067e-02	-1.502491389386162446e-02	-1.410306350245293938e-02	-2.921063365648812749e-02	-1.489612658581818128e-02	-1.397427619440949620e-02	1.287873080434431827e-04	-3.832278889383666787e-02	-2.400828182316672166e-02	-2.308643143175803658e-02	-8.983367929305097199e-03	-9.112155237348540382e-03
1.751195179999999891e+04	-1.433870435960338252e-02	-1.550883107557221585e-02	-1.170126715968833331e-03	-2.963268409265051861e-02	-1.529397973304713609e-02	-1.412385301707830276e-02	-2.985229272270983891e-02	-1.551358836310645639e-02	-1.434346164713762306e-02	-2.196086300593202978e-04	-3.925972895035967358e-02	-2.492102459075629106e-02	-2.375089787478745773e-02	-9.627044857709154968e-03	-9.407436227649834670e-03
1.750404418000000078e+04	-1.434332701467511129e-02	-1.575304624990403468e-02	-1.409719235228923395e-03	-2.988077251425058645e-02	-1.553744549957547516e-02	-1.412772626434655177e-02	-3.043845446829085422e-02	-1.609512745361574293e-02	-1.468540821838681953e-02	-5.576819540402677688e-04	-4.012164240406157489e-02	-2.577831538938646361e-02	-2.436859615415754021e-02	-1.024086988981098845e-02	-9.683187935770720678e-03
1.749614395000000150e+04	-1.432795534449438080e-02	-1.596799753816979806e-02	-1.640042193675417259e-03	-3.008238991226197534e-02	-1.575443456776759454e-02	-1.411439237409217728e-02	-3.096718130054953999e-02	-1.663922595605515919e-02	-1.499918376237974194e-02	-8.847913882875646507e-04	-4.090607970946891214e-02	-2.657812436497453135e-02	-2.493808217129911409e-02	-1.082368979720693680e-02	-9.938898408919372152e-03
1.748825111000000106e+04	-1.429220135633024746e-02	-1.615272320033522835e-02	-1.860521844004980885e-03	-3.023630892392137337e-02	-1.594410756759112591e-02	-1.408358572358614502e-02	-3.143661819367060684e-02	-1.714441683734035937e-02	-1.528389499333537849e-02	-1.200309269749233465e-03	-4.161070132814592704e-02	-2.731849997181567957e-02	-2.545797812781069869e-02	-1.137439240422455367e-02	-1.017408313447532020e-02
1.748036563999999998e+04	-1.423570993601164236e-02	-1.630630873273053449e-02	-2.070598796718892132e-03	-3.034137537485259717e-02	-1.610566543884095481e-02	-1.403506664212206267e-02	-3.184499963539133560e-02	-1.760928969937969324e-02	-1.553869090266080111e-02	-1.503624260538738433e-03	-4.223328673360138286e-02	-2.799757679758974049e-02	-2.592697800087084836e-02	-1.189191135874878569e-02	-1.038828709821004725e-02
1.747248752999999851e+04	-1.415816014165927061e-02	-1.642788876842637968e-02	-2.269728626767109070e-03	-3.039651099297957515e-02	-1.623835085132030454e-02	-1.396862222455319547e-02	-3.219065258043529720e-02	-1.803249243877602659e-02	-1.576276381200891752e-02	-1.794141587455722053e-03	-4.277173749752594123e-02	-2.861357735586667062e-02	-2.634384872909956155e-02	-1.237522650454636608e-02	-1.058108491709064403e-02
1.746461677000000054e+04	-1.405926633760545830e-02	-1.651664995297275063e-02	-2.457383615367292329e-03	-3.040071697105561910e-02	-1.634145063345016080e-02	-1.388406701808286847e-02	-3.247200187712961927e-02	-1.841273553952416098e-02	-1.595535192415686865e-02	-2.071284906074000176e-03	-4.322408408384659229e-02	-2.916481774624113399e-02	-2.670743413087384166e-02	-1.282336711279097319e-02	-1.075208220671697301e-02
1.745675335999999879e+04	-1.393877941497168038e-02	-1.657183335668588331e-02	-2.633053941714202928e-03	-3.035307715192248068e-02	-1.641429773695080030e-02	-1.378124379523659737e-02	-3.268757453251291967e-02	-1.874879511754123929e-02	-1.611574117582703636e-02	-2.334497380590438986e-03	-4.358849090552963101e-02	-2.964971149055795063e-02	-2.701665754884374770e-02	-1.323541375360715033e-02	-1.090091637301671135e-02
1.744889727000000130e+04	-1.379648711350445200e-02	-1.659273704080432843e-02	-2.796249927299876425e-03	-3.025276061433568309e-02	-1.645627350083123108e-02	-1.366002357353135466e-02	-3.283600498354044550e-02	-1.903951787003599350e-02	-1.624326794273611707e-02	-2.583244369204762414e-03	-4.386326322450329052e-02	-3.006677611099883851e-02	-2.727052618369896209e-02	-1.361050261016760743e-02	-1.102725824096284502e-02
1.744104851000000053e+04	-1.363221603139874727e-02	-1.657871786219566879e-02	-2.946501830796921517e-03	-3.009902495151584034e-02	-1.646680892011709307e-02	-1.352030708932017156e-02	-3.291603739553783381e-02	-1.928382136413908654e-02	-1.633731953334216502e-02	-2.817012444021993467e-03	-4.404684902598043905e-02	-3.041463299458169178e-02	-2.746813116378477027e-02	-1.394782407446459871e-02	-1.113081163044260524e-02
1.743320706000000064e+04	-1.344583119629649826e-02	-1.652919380604334076e-02	-3.083362609746842509e-03	-2.989121801393268552e-02	-1.644538681763618726e-02	-1.336202420788934475e-02	-3.292653093362518657e-02	-1.948069973732868831e-02	-1.639733712758184581e-02	-3.035312919692501055e-03	-4.413784624353567221e-02	-3.069201504723917395e-02	-2.760865243749233144e-02	-1.424662822960298669e-02	-1.121131530991048564e-02
1.742537290999999823e+04	-1.323723742971671946e-02	-1.644364571667711328e-02	-3.206408286960393816e-03	-2.962878059539331144e-02	-1.639154316567659198e-02	-1.318513487871619816e-02	-3.286646237638313206e-02	-1.962922494666641260e-02	-1.642281665970601878e-02	-3.237681780989820624e-03	-4.413500538266879047e-02	-3.089776795295207101e-02	-2.769135966599167720e-02	-1.450622478727547904e-02	-1.126854300628565841e-02
1.741754605000000083e+04	-1.300637974431984034e-02	-1.632161906530515960e-02	-3.315239320985319260e-03	-2.931124834906628784e-02	-1.630486860474644750e-02	-1.298962928376112824e-02	-3.273492951262069184e-02	-1.972854976830085150e-02	-1.641331044731553224e-02	-3.423681163554403994e-03	-4.403723369786682884e-02	-3.103085395354698850e-02	-2.771561463256166924e-02	-1.472598534880054100e-02	-1.130230418524613700e-02
1.740972646000000168e+04	-1.275324346411699228e-02	-1.616272527333850739e-02	-3.409481809221515114e-03	-2.893825304367958484e-02	-1.618500957956259256e-02	-1.277552777034107745e-02	-3.253115369645254162e-02	-1.977791023233554935e-02	-1.636842842311403423e-02	-3.592900652772956782e-03	-4.384359827180295266e-02	-3.109035480768596038e-02	-2.768087299846444527e-02	-1.490534522812336782e-02	-1.131244457535041104e-02
1.740191415000000052e+04	-1.247785589852701271e-02	-1.596664394847369106e-02	-3.488788049946678349e-03	-2.850952606456791383e-02	-1.603167016604090112e-02	-1.254288211609422277e-02	-3.225448353209603436e-02	-1.977662763356902165e-02	-1.628783958362234330e-02	-3.744957467528120532e-03	-4.355333012423467931e-02	-3.107547422570766660e-02	-2.758668617576098825e-02	-1.504380405966676548e-02	-1.129884659213864495e-02
1.739410910000000149e+04	-1.218028464095544106e-02	-1.573312286298933493e-02	-3.552838222033893878e-03	-2.802489682122277781e-02	-1.584461218026733675e-02	-1.229177395823344288e-02	-3.190439554052726390e-02	-1.972411089957182284e-02	-1.617127267753792896e-02	-3.879498719304486087e-03	-4.316582532064627831e-02	-3.098554067969083725e-02	-2.743270245765694337e-02	-1.514092849942350050e-02	-1.126142978011901441e-02
1.738631130000000121e+04	-1.186063896514311100e-02	-1.546197973190654995e-02	-3.601340766763438950e-03	-2.748429559475962236e-02	-1.562365662961651136e-02	-1.202231586285307241e-02	-3.148049700808930318e-02	-1.961985804294619218e-02	-1.601851727618275323e-02	-3.996201413329680818e-03	-4.268064801935156360e-02	-3.082000905420845260e-02	-2.721866828744501365e-02	-1.519635242459194124e-02	-1.120015101126226043e-02
1.737852073999999993e+04	-1.151906953477399576e-02	-1.515310285971405158e-02	-3.634033324940055820e-03	-2.688775384680897051e-02	-1.536868431203497476e-02	-1.173465098709491894e-02	-3.098252733710882278e-02	-1.946345780233482703e-02	-1.582942447739477121e-02	-4.094773490299852270e-03	-4.209753204699817619e-02	-3.057846251222418044e-02	-2.694442918728412462e-02	-1.520977820018920568e-02	-1.111500470988935341e-02
1.737073741000000155e+04	-1.115576831073239461e-02	-1.480645177654149602e-02	-3.650683465809101413e-03	-2.623540470558982651e-02	-1.507963639485743190e-02	-1.142895292904833049e-02	-3.041035927007362805e-02	-1.925459095934123344e-02	-1.560390749353213202e-02	-4.174954564483801533e-03	-4.141638223488408599e-02	-3.026061392415169138e-02	-2.660993045834258997e-02	-1.518097752929425948e-02	-1.100602296481045794e-02
1.736296129999999903e+04	-1.077096834674184933e-02	-1.442205768206017424e-02	-3.651089335318324913e-03	-2.552748318597064525e-02	-1.475651483922879592e-02	-1.110542550391047101e-02	-2.976399976904053890e-02	-1.899303142229868957e-02	-1.534194208698036466e-02	-4.236516583069893649e-03	-4.063727532543237597e-02	-2.986630697869052664e-02	-2.621521764337220173e-02	-1.510979213946173072e-02	-1.087327555639183707e-02
1.735519239999999991e+04	-1.036494347383654091e-02	-1.400002369554453896e-02	-3.635080221707998049e-03	-2.476432614251289355e-02	-1.439938266867635264e-02	-1.076430244696835459e-02	-2.904359054728222755e-02	-1.867864707344568664e-02	-1.504356685173768859e-02	-4.279264404769334007e-03	-3.976046044568448679e-02	-2.939551697184794588e-02	-2.576043675013994783e-02	-1.499613430317159324e-02	-1.071686989840225923e-02
1.734743070000000080e+04	-9.938007874515264461e-03	-1.354052491121515711e-02	-3.602517036699892650e-03	-2.394637195540949559e-02	-1.400836408089423113e-02	-1.040584704419433848e-02	-2.824940825137012279e-02	-1.831140037685485833e-02	-1.470888334015496568e-02	-4.303036295960627200e-03	-3.878635914610573110e-02	-2.884835127159046664e-02	-2.524583423489057399e-02	-1.483998719069623551e-02	-1.053695089473560831e-02
1.733967618999999831e+04	-9.490515547818878517e-03	-1.304380825867423876e-02	-3.553292710855360248e-03	-2.307415995015849042e-02	-1.358364440233961190e-02	-1.003035169148425165e-02	-2.738186429309130698e-02	-1.789134874527242847e-02	-1.433805603441706822e-02	-4.307704342932816566e-03	-3.771556500445771842e-02	-2.822504945663883991e-02	-2.467175674578347966e-02	-1.464140505429922801e-02	-1.033370071136641144e-02
1.733192885000000024e+04	-9.022859050199616426e-03	-1.251019145618370576e-02	-3.487332405984089334e-03	-2.214832832282653818e-02	-1.312546927262692176e-02	-9.638136866642832423e-03	-2.644150307070125550e-02	-1.741864402050163907e-02	-1.393131161451754974e-02	-4.293174747874717312e-03	-3.654884122771706600e-02	-2.752598217751744958e-02	-2.403864977153336024e-02	-1.440051290489052782e-02	-1.010733815701581051e-02
1.732418868999999904e+04	-8.535471188911514240e-03	-1.194006528694691038e-02	-3.404594098035396144e-03	-2.116961788397675459e-02	-1.263414669506524035e-02	-9.229552597029844208e-03	-2.542900605388476176e-02	-1.689353486497324752e-02	-1.348894076693785138e-02	-4.259388169908007171e-03	-3.528712554042268135e-02	-2.675165435151116711e-02	-2.334706025347577096e-02	-1.411750765644592676e-02	-9.858119486537919585e-03
1.731645568999999887e+04	-8.028820548497850318e-03	-1.133388874728891160e-02	-3.305068198791061285e-03	-2.013886352221749831e-02	-1.211004297371964800e-02	-8.804974774928586712e-03	-2.434518328962909095e-02	-1.631636274113124063e-02	-1.301129454234017935e-02	-4.206319767411592636e-03	-3.393151945934103075e-02	-2.590269891084318044e-02	-2.259763071205211915e-02	-1.379265593712353244e-02	-9.586336169711939803e-03
1.730872983999999997e+04	-7.503412928038355467e-03	-1.069219084662054176e-02	-3.188777918582186288e-03	-1.905699729610721427e-02	-1.155358436806885880e-02	-8.364806449486672513e-03	-2.319097661201718896e-02	-1.568756368397883350e-02	-1.249878576539664721e-02	-4.133979315909974694e-03	-3.248329208366496079e-02	-2.497987915562660532e-02	-2.179110123704441904e-02	-1.342629478755774652e-02	-9.292315471647771830e-03
1.730101111999999921e+04	-6.959788985931747440e-03	-1.001556795037117364e-02	-3.055778964439426204e-03	-1.792504390748872467e-02	-1.096525492155697723e-02	-7.909475957117551026e-03	-2.196745495902052703e-02	-1.500766597308877959e-02	-1.195188700864935338e-02	-4.042411051531802357e-03	-3.094387407335175144e-02	-2.398408508742000400e-02	-2.092830612298057780e-02	-1.301883016586302677e-02	-8.976419114331224414e-03
1.729329953999999998e+04	-6.398525938938970370e-03	-9.304686057821642819e-03	-2.906160118882672450e-03	-1.674412452407603169e-02	-1.034559858513706132e-02	-7.439438466254388871e-03	-2.067581858892442170e-02	-1.427729264998545133e-02	-1.137113253110277888e-02	-3.931694064848390013e-03	-2.931486281614403833e-02	-2.291633687720506796e-02	-2.001017675832239551e-02	-1.257073829206800664e-02	-8.639044227219616623e-03
1.728559507999999914e+04	-5.820232102648148498e-03	-8.560274089164932043e-03	-2.740041986516783545e-03	-1.551544563289319889e-02	-9.695213530245050393e-03	-6.955171543728266847e-03	-1.931738703005336788e-02	-1.349715492740521938e-02	-1.075711294088843584e-02	-3.801941397160168989e-03	-2.759800713035309716e-02	-2.177777502770494866e-02	-1.903773304118816512e-02	-1.208256149745989827e-02	-8.280620100299729280e-03
1.727789773000000059e+04	-5.225548366316057347e-03	-7.783125722283346093e-03	-2.557577355967288746e-03	-1.424030226820927059e-02	-9.014753901893213239e-03	-6.457176545925924493e-03	-1.789360248114513219e-02	-1.266805411482907484e-02	-1.011047675886178610e-02	-3.653300212935861602e-03	-2.579521141026686060e-02	-2.056966304395080325e-02	-1.801208568798351450e-02	-1.155490914205759001e-02	-7.901608929121728409e-03
1.727020748000000094e+04	-4.615146099778533184e-03	-6.974096747850100364e-03	-2.358950648071567180e-03	-1.292007378505599657e-02	-8.304927685277463389e-03	-5.945977037205896210e-03	-1.640602511738475933e-02	-1.179087901760622614e-02	-9.431928369534658962e-03	-3.485951332328762753e-03	-2.390852960265588134e-02	-1.929338350287734816e-02	-1.693443285480578098e-02	-1.098845581759988477e-02	-7.502504485271122014e-03
1.726252432000000044e+04	-3.989725675311195374e-03	-6.134103117607980771e-03	-2.144377442296785397e-03	-1.155622085603602578e-02	-7.566495180724830405e-03	-5.422117738428045008e-03	-1.485632964300753756e-02	-1.086660396769634218e-02	-8.722226525399556785e-03	-3.300108786971511776e-03	-2.194016075679272593e-02	-1.795043508148153055e-02	-1.580605763918474516e-02	-1.038393990075670015e-02	-7.083831113785188371e-03
1.725484823999999935e+04	-3.350014916943644394e-03	-5.264118838787967825e-03	-1.914103921844323430e-03	-1.015028226757019869e-02	-6.800267350626554297e-03	-4.886163428782230866e-03	-1.324630156209227749e-02	-9.896286645148633099e-03	-7.982182723304309668e-03	-3.096019294522078802e-03	-1.989244422745584107e-02	-1.654242931051219667e-02	-1.462832538866787324e-02	-9.742161959885642375e-03	-6.646142665363563573e-03
1.724717923000000155e+04	-2.696767482253670245e-03	-4.365173721844750609e-03	-1.668406239591080364e-03	-8.703871525987727509e-03	-6.007104043734057264e-03	-4.338697804142976899e-03	-1.157783317981209148e-02	-8.881065697558421235e-03	-7.212659457967340870e-03	-2.873961653824363971e-03	-1.776785454620921634e-02	-1.507108706395554609e-02	-1.340268082436446573e-02	-9.063983020221488829e-03	-6.190021366397124858e-03
1.723951728000000003e+04	-2.030761181852969166e-03	-3.438350989137806124e-03	-1.407589807284836958e-03	-7.218673284427712389e-03	-5.187912102574743223e-03	-3.780322295289906265e-03	-9.852919347220101542e-03	-7.822158165367132376e-03	-6.414568358082295418e-03	-2.634246062792389154e-03	-1.556899597721816964e-02	-1.353823479536520047e-02	-1.213064498808036351e-02	-8.350322692790457246e-03	-5.716076629998068093e-03
