Wavenumber	Major Gaussian	Minor Gaussian
1.901990137999999934e+04	2.997150559417030176e-05	7.334345455387438623e-03
1.901052089999999953e+04	3.331045801689287012e-05	7.556390032759515221e-03
1.900114996999999858e+04	3.699685665545471248e-05	7.784035115191477797e-03
1.899178858000000037e+04	4.106407201840027508e-05	8.017385869707944687e-03
1.898243671000000177e+04	4.554838612480474234e-05	8.256548645068138501e-03
1.897309433999999965e+04	5.048921256770717397e-05	8.501630717715442237e-03
1.896376147000000128e+04	5.592932207166468635e-05	8.752739725522463987e-03
1.895443807000000015e+04	6.191512278253070360e-05	9.009984973267609262e-03
1.894512413000000015e+04	6.849690069658619226e-05	9.273476080417012574e-03
1.893581965000000127e+04	7.572910582732417792e-05	9.543323180093606084e-03
1.892652459000000090e+04	8.367069415447496591e-05	9.819638360792651288e-03
1.891723895999999877e+04	9.238537484718155107e-05	1.010253301118826247e-02
1.890796272999999928e+04	1.019420229318301077e-04	1.039212045000604753e-02
1.889869589999999880e+04	1.124149719595680312e-04	1.068851378255329145e-02
1.888943844000000172e+04	1.238844525172192476e-04	1.099182774473917400e-02
1.888019034000000102e+04	1.364369351405961229e-04	1.130217709261269014e-02
1.887095159000000058e+04	1.501655674516127537e-04	1.161967718699670818e-02
1.886172218000000066e+04	1.651706132851027615e-04	1.194444396036101370e-02
1.885250207999999839e+04	1.815599512311603556e-04	1.227659461168473069e-02
1.884329130000000077e+04	1.994494542661956850e-04	1.261624541886216186e-02
1.883408980000000156e+04	2.189636624441049662e-04	1.296351496713027233e-02
1.882489758000000074e+04	2.402361444297315836e-04	1.331852081510732054e-02
1.881571462999999858e+04	2.634101465598970857e-04	1.368138127928428087e-02
1.880654091999999946e+04	2.886392126779572620e-04	1.405221584837654074e-02
1.879737644999999975e+04	3.160876596351905429e-04	1.443114314595887564e-02
1.878822120999999970e+04	3.459313078750135746e-04	1.481828246124588556e-02
1.877907517000000007e+04	3.783581889256638214e-04	1.521375419125998996e-02
1.876993832000000111e+04	4.135691005132783888e-04	1.561767810801112204e-02
1.876081065999999919e+04	4.517783305016817509e-04	1.603017367585865549e-02
1.875169215999999869e+04	4.932145639242442809e-04	1.645136182469129557e-02
1.874258281999999963e+04	5.381213946148236940e-04	1.688136219345272304e-02
1.873348260999999911e+04	5.867583886315448551e-04	1.732029585681003903e-02
1.872439153000000078e+04	6.394016031111202352e-04	1.776828244620768868e-02
1.871530956000000151e+04	6.963446839920554854e-04	1.822544248869892997e-02
1.870623669000000154e+04	7.578995685664724697e-04	1.869189590644877025e-02
1.869717291000000114e+04	8.243974255117701754e-04	1.916776244450800123e-02
1.868811819000000105e+04	8.961897318118750228e-04	1.965316270393276804e-02
1.867907253000000128e+04	9.736488283296440517e-04	2.014821543897131820e-02
1.867003591999999844e+04	1.057169163745211565e-03	2.065303959433734821e-02
1.866100833000000057e+04	1.147168407754373728e-03	2.116775488512364148e-02
1.865198976000000039e+04	1.244087969471444370e-03	2.169247892248919729e-02
1.864298020000000179e+04	1.348394373217531471e-03	2.222732938278561624e-02
1.863397961999999825e+04	1.460580457273873449e-03	2.277242462334983647e-02
1.862498802000000069e+04	1.581165819388261279e-03	2.332788062995556216e-02
1.861600537999999869e+04	1.710698475529399357e-03	2.389381395972902528e-02
1.860703168999999980e+04	1.849755547403659313e-03	2.447033986199316502e-02
1.859806694000000061e+04	1.998944454706855396e-03	2.505757282075780565e-02
1.858911111000000164e+04	2.158904176694856347e-03	2.565562717122605099e-02
1.858016417999999976e+04	2.330306198919479283e-03	2.626461641919880519e-02
1.857122615999999834e+04	2.513854960776172858e-03	2.688465108298926723e-02
1.856229702000000179e+04	2.710290303875032090e-03	2.751584343148713585e-02
1.855337673999999970e+04	2.920387620379158184e-03	2.815830405491407881e-02
1.854446532999999908e+04	3.144958318462487499e-03	2.881214025883360730e-02
1.853556275000000096e+04	3.384852828474334534e-03	2.947746183309823617e-02
1.852666901000000144e+04	3.640959099862675023e-03	3.015437365367257261e-02
1.851778408000000127e+04	3.914205983337899417e-03	3.084298231420902481e-02
1.850890796000000046e+04	4.205562226577867942e-03	3.154339077099821420e-02
1.850004061999999976e+04	4.516039261608334292e-03	3.225570293242360081e-02
1.849118206999999893e+04	4.846689746557390939e-03	3.298001803752471234e-02
1.848233227999999872e+04	5.198611224120794523e-03	3.371643702060683756e-02
1.847349123999999938e+04	5.572944806271583167e-03	3.446505761500688603e-02
1.846465894000000117e+04	5.970876602369772079e-03	3.522597588262149637e-02
1.845583536000000095e+04	6.393638903973593128e-03	3.599928703486800219e-02
1.844702049999999872e+04	6.842509390781200893e-03	3.678508274810880774e-02
1.843821433999999863e+04	7.318813606208009540e-03	3.758345460651392467e-02
1.842941686000000118e+04	7.823924578456521728e-03	3.839449233201149003e-02
1.842062805999999910e+04	8.359261979241822821e-03	3.921828183230129106e-02
1.841184792000000016e+04	8.926294732447753039e-03	4.005490882564876481e-02
1.840307643000000098e+04	9.526539490998542706e-03	4.090445600471185467e-02
1.839431356999999844e+04	1.016156205202191874e-02	4.176700488012380363e-02
1.838555933999999979e+04	1.083297521201702189e-02	4.264263277289757209e-02
1.837681371999999828e+04	1.154244156196596732e-02	4.353141668943436710e-02
1.836807669000000169e+04	1.229167194984617101e-02	4.443343133899327335e-02
1.835934824999999910e+04	1.308242328629507199e-02	4.534874695909440340e-02
1.835062839000000167e+04	1.391650051219442408e-02	4.627743231036229865e-02
1.834191707999999926e+04	1.479575725982089363e-02	4.721955578639649986e-02
1.833321431999999913e+04	1.572209018488125026e-02	4.817517998701323356e-02
1.832452009000000180e+04	1.669744297535435268e-02	4.914436702431303899e-02
1.831583438999999998e+04	1.772380101832664659e-02	5.012717406993848906e-02
1.830715720000000147e+04	1.880319466284766788e-02	5.112365775457408668e-02
1.829848849999999948e+04	1.993769577629472822e-02	5.213387193018511473e-02
1.828982829000000129e+04	2.112941338371631533e-02	5.315786523035766209e-02
1.828117655000000013e+04	2.238049717004773898e-02	5.419568567391733899e-02
1.827253326999999990e+04	2.369313160851690275e-02	5.524737710310437949e-02
1.826389843000000110e+04	2.506953677037171077e-02	5.631298152648245986e-02
1.825527203999999983e+04	2.651195958984546922e-02	5.739253410935815647e-02
1.824665406000000075e+04	2.802268454064659950e-02	5.848607307821906964e-02
1.823804449999999997e+04	2.960401424990969158e-02	5.959362715169706087e-02
1.822944332999999824e+04	3.125828223644355752e-02	6.071522686393938939e-02
1.822085054999999920e+04	3.298783721342970349e-02	6.185089555067683348e-02
1.821226613999999972e+04	3.479504925739528021e-02	6.300065577374779069e-02
1.820369009000000005e+04	3.668230056145004025e-02	6.416452534947729436e-02
1.819512240000000020e+04	3.865198133334199482e-02	6.534251721013714653e-02
1.818656304000000091e+04	4.070649526340827662e-02	6.653464487257265692e-02
1.817801199999999881e+04	4.284824427554389387e-02	6.774091556054334662e-02
1.816946928000000116e+04	4.507962595848982040e-02	6.896133141684551715e-02
1.816093485000000146e+04	4.740303972760806506e-02	7.019589519004564016e-02
1.815240871999999945e+04	4.982086368785761804e-02	7.144460014487970245e-02
1.814389085999999952e+04	5.233547167318705617e-02	7.270744159170335064e-02
1.813538127000000168e+04	5.494920875169395647e-02	7.398440663750729951e-02
1.812687992999999915e+04	5.766440061434924963e-02	7.527548151311934388e-02
1.811838682999999946e+04	6.048333941098345268e-02	7.658064707700601437e-02
1.810990194999999949e+04	6.340828474971421658e-02	7.789988181455308192e-02
1.810142529999999897e+04	6.644144422964588792e-02	7.923315556399103399e-02
1.809295684999999867e+04	6.958499221431932447e-02	8.058044040985402889e-02
1.808449658999999883e+04	7.284104321720007158e-02	8.194170130209023351e-02
1.807604450999999972e+04	7.621165274083832597e-02	8.331689911508241564e-02
1.806760060000000158e+04	7.969881124724116639e-02	8.470599061661331086e-02
1.805916485000000102e+04	8.330443803695751492e-02	8.610892843834980215e-02
1.805073723999999856e+04	8.703037954505245255e-02	8.752566273791222151e-02
1.804231777000000147e+04	9.087838989147362101e-02	8.895613613819920718e-02
1.803390641999999934e+04	9.485014225544735611e-02	9.040029042674563309e-02
1.802550316999999995e+04	9.894721414325473308e-02	9.185806322394980683e-02
1.801710802999999942e+04	1.031710657069537379e-01	9.332938267660993714e-02
1.800872096999999849e+04	1.075230678858726252e-01	9.481417962593352566e-02
1.800034199000000081e+04	1.120044612103510001e-01	9.631237536575547320e-02
1.799197106999999960e+04	1.166163750230458096e-01	9.782389043310175947e-02
1.798360820999999851e+04	1.213597997909029724e-01	9.934863744137827080e-02
1.797525337999999829e+04	1.262356088385484798e-01	1.008865301393152558e-01
1.796690657999999894e+04	1.312445181737698918e-01	1.024374724601393172e-01
1.795856780000000072e+04	1.363871029682260094e-01	1.040013657875515640e-01
1.795023702000000048e+04	1.416637924614921606e-01	1.055781090348276996e-01
1.794191423999999824e+04	1.470748452596243039e-01	1.071675929693482604e-01
1.793359944000000178e+04	1.526203690457851592e-01	1.087697077790130556e-01
1.792529261000000042e+04	1.583002960456535990e-01	1.103843373832489455e-01
1.791699374000000171e+04	1.641143840240708307e-01	1.120113613167221800e-01
1.790870281999999861e+04	1.700622112470918379e-01	1.136506547308662046e-01
1.790041982999999891e+04	1.761431791039405059e-01	1.153020903992864610e-01
1.789214476999999897e+04	1.823564856152431468e-01	1.169655327497730463e-01
1.788387762999999904e+04	1.887011427619106063e-01	1.186408438116847569e-01
1.787561837999999989e+04	1.951759812514692882e-01	1.203278853574385326e-01
1.786736703000000125e+04	2.017795999614746538e-01	1.220265066734272791e-01
1.785912356000000000e+04	2.085104170484072261e-01	1.237365588308186742e-01
1.785088795000000027e+04	2.153666441446069890e-01	1.254578886438113272e-01
1.784266020999999819e+04	2.223462580000944155e-01	1.271903323448415890e-01
1.783444029999999839e+04	2.294470655870498310e-01	1.289337324012924946e-01
1.782622824000000037e+04	2.366666085117883345e-01	1.306879143364822748e-01
1.781802400000000125e+04	2.440022561535201140e-01	1.324527100438441796e-01
1.780982757000000129e+04	2.514511441899457411e-01	1.342279429719255845e-01
1.780163894000000073e+04	2.590101910720861711e-01	1.360134323773787568e-01
1.779345809999999983e+04	2.666760978157018402e-01	1.378089933532525291e-01
1.778528503999999884e+04	2.744453482418012791e-01	1.396144368592009688e-01
1.777711975000000166e+04	2.823142096751758423e-01	1.414295697536024632e-01
1.776896222000000125e+04	2.902787341087590955e-01	1.432541948275852517e-01
1.776081244000000152e+04	2.983347598403207623e-01	1.450881108409396991e-01
1.775267037999999957e+04	3.064779337024697292e-01	1.469311171001931038e-01
1.774453605999999854e+04	3.147036435787129993e-01	1.487829976461688963e-01
1.773640943999999945e+04	3.230071317601876935e-01	1.506435462267171066e-01
1.772829052999999840e+04	3.313833875666856721e-01	1.525125413304587174e-01
1.772017930999999953e+04	3.398272325988607179e-01	1.543897644829202165e-01
1.771207575999999972e+04	3.483332950375326309e-01	1.562749934806258734e-01
1.770397988999999870e+04	3.568959827498445758e-01	1.581679954051372905e-01
1.769589168000000063e+04	3.655095517717766307e-01	1.600685406325544069e-01
1.768781110999999873e+04	3.741680811093784365e-01	1.619763959584970825e-01
1.767973818000000028e+04	3.828654574929714616e-01	1.638913198945502470e-01
1.767167287999999826e+04	3.915954142562615981e-01	1.658130697795568986e-01
1.766361519000000044e+04	4.003515389364988297e-01	1.677414018913264970e-01
1.765556510999999955e+04	4.091272484422562861e-01	1.696760643309561112e-01
1.764752261999999973e+04	4.179158406852372942e-01	1.716168066555718574e-01
1.763948771000000124e+04	4.267104705364171413e-01	1.735633727556152306e-01
1.763146038000000044e+04	4.355041586981412971e-01	1.755155008704885333e-01
1.762344060000000172e+04	4.442898448903053188e-01	1.774729333908171280e-01
1.761542838000000120e+04	4.530603208837095663e-01	1.794353998804669448e-01
1.760742369999999937e+04	4.618083172331423070e-01	1.814026342081309362e-01
1.759942655000000013e+04	4.705264698160848691e-01	1.833743648629759249e-01
1.759143691000000035e+04	4.792073522976119104e-01	1.853503199394362366e-01
1.758345478999999978e+04	4.878434436425685417e-01	1.873302173099813117e-01
1.757548015999999916e+04	4.964272152417248951e-01	1.893137820296135199e-01
1.756751301999999851e+04	5.049510664785751279e-01	1.913007290670115657e-01
1.755955336000000170e+04	5.134073796772832265e-01	1.932907732964234127e-01
1.755160115999999834e+04	5.217885315408246072e-01	1.952836296080966982e-01
1.754365641999999934e+04	5.300868734065358190e-01	1.972790054720125752e-01
1.753571912000000157e+04	5.382947854368946849e-01	1.992766110420932935e-01
1.752778926000000138e+04	5.464046470107293274e-01	2.012761491928030388e-01
1.751986681999999928e+04	5.544088902771647787e-01	2.032773256684077823e-01
1.751195179999999891e+04	5.622999715195892145e-01	2.052798390820048946e-01
1.750404418000000078e+04	5.700704238020709580e-01	2.072833911038558796e-01
1.749614395000000150e+04	5.777128389414616372e-01	2.092876789671067606e-01
1.748825111000000106e+04	5.852198804312845892e-01	2.112923955377050411e-01
1.748036563999999998e+04	5.925843241796601157e-01	2.132972370217800506e-01
1.747248752999999851e+04	5.997990415459152347e-01	2.153018954416384967e-01
1.746461677000000054e+04	6.068570209505613766e-01	2.173060612612576770e-01
1.745675335999999879e+04	6.137513709031697795e-01	2.193094209289515040e-01
1.744889727000000130e+04	6.204753663734511315e-01	2.213116671612672948e-01
1.744104851000000053e+04	6.270223992200155694e-01	2.233124811992756309e-01
1.743320706000000064e+04	6.333860496508614268e-01	2.253115507397475403e-01
1.742537290999999823e+04	6.395600625235448033e-01	2.273085598347984182e-01
1.741754605000000083e+04	6.455383664647809105e-01	2.293031915345020433e-01
1.740972646000000168e+04	6.513150912599271480e-01	2.312951305285298187e-01
1.740191415000000052e+04	6.568845483336571700e-01	2.332840530531240519e-01
1.739410910000000149e+04	6.622412844957082934e-01	2.352696422718657254e-01
1.738631130000000121e+04	6.673800611465114940e-01	2.372515781809973745e-01
1.737852073999999993e+04	6.722958703920917101e-01	2.392295402541327054e-01
1.737073741000000155e+04	6.769839432104599597e-01	2.412032075393299724e-01
1.736296129999999903e+04	6.814397571651170660e-01	2.431722587564602300e-01
1.735519239999999991e+04	6.856590436483808171e-01	2.451363723948106199e-01
1.734743070000000080e+04	6.896377946386392788e-01	2.470952268109004590e-01
1.733967618999999831e+04	6.933722689568808661e-01	2.490485003264419350e-01
1.733192885000000024e+04	6.968590023505788489e-01	2.509958738372267129e-01
1.732418868999999904e+04	7.000947950232608852e-01	2.529370208620698723e-01
1.731645568999999887e+04	7.030767433256215337e-01	2.548716227232105669e-01
1.730872983999999997e+04	7.058022255683052970e-01	2.567993585842459070e-01
1.730101111999999921e+04	7.082689132931346832e-01	2.587199105490239348e-01
1.729329953999999998e+04	7.104747618475466542e-01	2.606329538138051904e-01
1.728559507999999914e+04	7.124180320266344513e-01	2.625381716947183808e-01
1.727789773000000059e+04	7.140972788518784586e-01	2.644352457651126254e-01
1.727020748000000094e+04	7.155113562643160563e-01	2.663238584446074309e-01
1.726252432000000044e+04	7.166594178888773259e-01	2.682036930960915999e-01
1.725484823999999935e+04	7.175409172338358399e-01	2.700744341223825229e-01
1.724717923000000155e+04	7.181556073284937058e-01	2.719357670624968359e-01
1.723951728000000003e+04	7.185035398036810905e-01	2.737873786874953086e-01
1.723186238999999841e+04	7.185850634883563792e-01	2.756289546956782743e-01
1.722421453000000110e+04	7.184008224731008863e-01	2.774601894196301322e-01
1.721657371000000057e+04	7.179517536828913249e-01	2.792807691086801047e-01
1.720893991000000096e+04	7.172390829839133675e-01	2.810903888117977090e-01
1.720131312999999864e+04	7.162643236618655429e-01	2.828887405295707480e-01
1.719369335000000137e+04	7.150292685994242836e-01	2.846755227877058592e-01
1.718608055999999851e+04	7.135359886748181557e-01	2.864504336225128234e-01
1.717847475000000122e+04	7.117868269515382762e-01	2.882131730484616683e-01
1.717087591999999859e+04	7.097843959740594011e-01	2.899634408522090978e-01
1.716328406000000177e+04	7.075315672096950115e-01	2.917009413186654188e-01
1.715569915000000037e+04	7.050314630093980073e-01	2.934253832468772805e-01
1.714812117999999828e+04	7.022874557830821596e-01	2.951364754585730221e-01
1.714055015999999887e+04	6.993031665776593409e-01	2.968339247273436010e-01
1.713298605999999927e+04	6.960824342097730044e-01	2.985174493339156077e-01
1.712542886999999973e+04	6.926293294674108481e-01	3.001867656170092991e-01
1.711787859000000026e+04	6.889481450354003611e-01	3.018415904053474708e-01
1.711033522000000085e+04	6.850433831785219807e-01	3.034816433540699077e-01
1.710279872999999861e+04	6.809197300725228219e-01	3.051066534710917821e-01
1.709526912000000084e+04	6.765820778555227122e-01	3.067163461514902378e-01
1.708774638000000050e+04	6.720354949701021763e-01	3.083104519709816693e-01
1.708023050000000148e+04	6.672852217362758021e-01	3.098887045804432638e-01
1.707272147000000041e+04	6.623366607135952044e-01	3.114508407822021985e-01
1.706521928000000116e+04	6.571953669029568790e-01	3.129966006050290406e-01
1.705772393000000011e+04	6.518670450460171129e-01	3.145257253480057691e-01
1.705023540000000139e+04	6.463575183636720567e-01	3.160379637840524669e-01
1.704275368000000162e+04	6.406727391196065380e-01	3.175330660590489074e-01
1.703527877000000080e+04	6.348187796389835880e-01	3.190107838657678108e-01
1.702781064999999944e+04	6.288017986673256621e-01	3.204708764541617794e-01
1.702034932000000117e+04	6.226280624093845084e-01	3.219131027912703891e-01
1.701289476999999897e+04	6.163039106386338783e-01	3.233372275469306167e-01
1.700544699000000037e+04	6.098357541694845452e-01	3.247430191697564528e-01
1.699800595999999859e+04	6.032300556875602737e-01	3.261302518018606156e-01
1.699057168000000092e+04	5.964933461699628570e-01	3.274986997342496098e-01
1.698314414000000033e+04	5.896321886720586880e-01	3.288481431175487302e-01
1.697572333000000071e+04	5.826531769730889376e-01	3.301783661204290010e-01
1.696830924999999843e+04	5.755629354010675103e-01	3.314891552299015220e-01
1.696090188000000126e+04	5.683680805339315079e-01	3.327803046224105943e-01
1.695350120999999854e+04	5.610752400001510765e-01	3.340516108504023585e-01
1.694610723000000144e+04	5.536910338244410701e-01	3.353028746980125652e-01
1.693871993999999904e+04	5.462220754594813155e-01	3.365338995769939778e-01
1.693133932999999888e+04	5.386749428504937764e-01	3.377444949600382218e-01
1.692396538000000146e+04	5.310561691333026690e-01	3.389344762965813551e-01
1.691659809999999925e+04	5.233722756026758516e-01	3.401036586283495144e-01
1.690923746000000028e+04	5.156296909288723418e-01	3.412518678611235479e-01
1.690188346000000092e+04	5.078348159622749769e-01	3.423789296297118367e-01
1.689453609000000142e+04	4.999939744178527046e-01	3.434846757120160188e-01
1.688719535000000178e+04	4.921134266197741969e-01	3.445689410028461852e-01
1.687986121999999887e+04	4.841993301994076959e-01	3.456315679950516806e-01
1.687253369000000021e+04	4.762577653466817384e-01	3.466724023117980780e-01
1.686521275999999853e+04	4.682947285606938181e-01	3.476912928800461877e-01
1.685789842000000135e+04	4.603161047490144098e-01	3.486880948026016003e-01
1.685059064999999828e+04	4.523276611758982324e-01	3.496626692424308902e-01
1.684328945999999996e+04	4.443350856585348008e-01	3.506148781439748507e-01
1.683599481999999989e+04	4.363439047815991234e-01	3.515445935196275240e-01
1.682870673000000170e+04	4.283595555831757329e-01	3.524516882700391984e-01
1.682142519000000175e+04	4.203873481444486138e-01	3.533360402524542976e-01
1.681415018000000055e+04	4.124324394255995951e-01	3.541975346402956304e-01
1.680688168999999834e+04	4.044998622319429527e-01	3.550360602216390826e-01
1.679961972999999853e+04	3.965945324156794904e-01	3.558515084598568579e-01
1.679236426999999821e+04	3.887211802527533178e-01	3.566437802767437049e-01
1.678511530000000130e+04	3.808844129967067782e-01	3.574127791730162818e-01
1.677787283000000025e+04	3.730887118997524010e-01	3.581584115492680298e-01
1.677063683999999921e+04	3.653383759551027676e-01	3.588805919418215917e-01
1.676340731999999844e+04	3.576375632194196408e-01	3.595792387551603464e-01
1.675618426000000181e+04	3.499902783212885393e-01	3.602542753437441014e-01
1.674896765999999843e+04	3.424003815868562062e-01	3.609056291291340424e-01
1.674175750999999946e+04	3.348715667888220171e-01	3.615332334716097606e-01
1.673455380000000150e+04	3.274073710660134195e-01	3.621370266881000499e-01
1.672735651000000144e+04	3.200111642131933665e-01	3.627169528401509857e-01
1.672016563999999926e+04	3.126861793610262175e-01	3.632729592969797250e-01
1.671298118999999861e+04	3.054354920359350078e-01	3.638049985049913726e-01
1.670580313999999998e+04	2.982620005598775048e-01	3.643130293650792551e-01
1.669863148999999976e+04	2.911684669916106416e-01	3.647970142625023282e-01
1.669146621999999843e+04	2.841574779871028356e-01	3.652569218877709800e-01
1.668430732999999964e+04	2.772314854143793639e-01	3.656927245259795067e-01
1.667715481000000000e+04	2.703927780105882528e-01	3.661044000519665942e-01
1.667000864999999976e+04	2.636434928246040865e-01	3.664919312242843619e-01
