wavenumber	20ºC	30°C	40°C	50°C	60°C	70°C
16691,46622	0,57798	0,60789	0,62752	0,65717	0,67689	0,70461
16684,30733	0,57179	0,60167	0,62092	0,65124	0,67055	0,6992
16677,15481	0,56569	0,59552	0,61444	0,64524	0,66418	0,6934
16670,00865	0,55966	0,58942	0,60811	0,63916	0,65783	0,68724
16662,86884	0,5537	0,58336	0,60196	0,63303	0,65152	0,68079
16655,73538	0,54782	0,5773	0,59601	0,62686	0,64527	0,67416
16648,60825	0,54199	0,57123	0,59026	0,62069	0,63908	0,66749
16641,48745	0,53623	0,56514	0,58467	0,61455	0,63296	0,66089
16634,37297	0,53052	0,55904	0,57924	0,60846	0,6269	0,65448
16627,2648	0,52486	0,55294	0,57391	0,60245	0,62091	0,64834
16620,16293	0,51926	0,54687	0,56867	0,5965	0,61502	0,6425
16613,06735	0,51373	0,54086	0,56348	0,59062	0,60927	0,63698
16605,97806	0,50829	0,53495	0,55833	0,58479	0,6037	0,63175
16598,89505	0,50296	0,52916	0,55321	0,57901	0,59837	0,62678
16591,8183	0,49773	0,52353	0,54811	0,5733	0,5933	0,62202
16584,74782	0,49262	0,51807	0,54302	0,56767	0,58849	0,61739
16577,68359	0,48762	0,51279	0,53794	0,56215	0,5839	0,61284
16570,6256	0,48269	0,5077	0,53286	0,55679	0,57946	0,60831
16563,57384	0,47782	0,5028	0,52776	0,55161	0,57506	0,60374
16556,52832	0,47297	0,49806	0,52263	0,54661	0,57062	0,59908
16549,48901	0,46812	0,49347	0,51747	0,54177	0,56604	0,5943
16542,45591	0,46325	0,489	0,51231	0,53704	0,56126	0,58937
16535,42902	0,45837	0,48459	0,50717	0,53236	0,55626	0,58429
16528,40832	0,45351	0,48019	0,50211	0,52764	0,55106	0,57909
16521,39381	0,4487	0,47577	0,49717	0,52281	0,54571	0,57381
16514,38547	0,44399	0,47127	0,4924	0,51785	0,54029	0,56853
16507,38331	0,43943	0,46667	0,48786	0,51276	0,53488	0,5633
16500,3873	0,43506	0,46197	0,48354	0,50759	0,52958	0,5582
16493,39745	0,43089	0,45721	0,47943	0,50244	0,52443	0,5533
16486,41375	0,42692	0,45243	0,47549	0,49739	0,51949	0,54863
16479,43618	0,42314	0,4477	0,47163	0,49253	0,51476	0,54422
16472,46474	0,41949	0,44311	0,46779	0,48794	0,51025	0,54005
16465,49942	0,41594	0,43873	0,46389	0,48363	0,50593	0,5361
16458,54022	0,41243	0,43461	0,45988	0,47957	0,50177	0,53231
16451,58712	0,40892	0,43077	0,45573	0,47568	0,49776	0,52865
16444,64012	0,40539	0,42718	0,45147	0,47188	0,49388	0,52506
16437,6992	0,40184	0,4238	0,44714	0,46808	0,49012	0,52151
16430,76437	0,39826	0,42055	0,44281	0,46423	0,48649	0,51797
16423,83561	0,39468	0,41737	0,43858	0,46033	0,48301	0,51444
16416,91292	0,39114	0,41418	0,43449	0,4564	0,47968	0,51091
16409,99629	0,38765	0,41093	0,43062	0,45252	0,4765	0,50738
16403,0857	0,38425	0,40762	0,42696	0,44879	0,47344	0,50382
16396,18115	0,38096	0,40426	0,42352	0,44527	0,47045	0,50023
16389,28264	0,37778	0,40089	0,42025	0,44202	0,46745	0,49656
16382,39016	0,37472	0,39757	0,4171	0,43903	0,46436	0,4928
16375,50369	0,37177	0,39436	0,41403	0,43626	0,4611	0,48893
16368,62323	0,36893	0,3913	0,411	0,43361	0,45761	0,48495
16361,74877	0,3662	0,3884	0,408	0,43098	0,45387	0,48089
16354,88031	0,36356	0,38568	0,40506	0,42827	0,44994	0,4768
16348,01783	0,36102	0,38312	0,40218	0,42542	0,4459	0,47276
16341,16133	0,35858	0,38067	0,3994	0,42241	0,44188	0,46884
16334,3108	0,35622	0,3783	0,39674	0,41926	0,43803	0,46512
16327,46624	0,35393	0,37598	0,3942	0,41602	0,43448	0,46165
16320,62763	0,35169	0,37367	0,39176	0,41278	0,43132	0,45846
16313,79497	0,34948	0,37137	0,38939	0,40962	0,42856	0,45553
16306,96825	0,34728	0,36906	0,38703	0,40657	0,42614	0,45281
16300,14745	0,34506	0,36674	0,38464	0,40366	0,42395	0,45023
16293,33259	0,34281	0,36442	0,38218	0,40087	0,42182	0,44772
16286,52364	0,34052	0,36208	0,37964	0,39815	0,41959	0,4452
16279,7206	0,33822	0,35973	0,37703	0,39545	0,41714	0,44263
16272,92345	0,33593	0,35736	0,37439	0,39272	0,41443	0,43998
16266,13221	0,33367	0,35496	0,37176	0,38993	0,41147	0,43727
16259,34685	0,33149	0,35252	0,36918	0,38706	0,40837	0,43452
16252,56736	0,3294	0,35006	0,36668	0,38414	0,40527	0,43178
16245,79375	0,32742	0,3476	0,36427	0,38122	0,4023	0,42909
16239,026	0,32554	0,34518	0,36194	0,37835	0,39956	0,42646
16232,2641	0,32375	0,34282	0,35967	0,3756	0,39711	0,4239
16225,50806	0,32201	0,34057	0,3574	0,373	0,39489	0,42138
16218,75785	0,32027	0,33847	0,35512	0,37059	0,39282	0,41887
16212,01347	0,3185	0,33651	0,35282	0,36836	0,39076	0,41632
16205,27493	0,31667	0,33469	0,3505	0,36629	0,38859	0,41369
16198,54219	0,31477	0,33298	0,34819	0,36434	0,38622	0,41096
16191,81527	0,3128	0,33133	0,34593	0,36247	0,38366	0,40813
16185,09415	0,31081	0,32968	0,34377	0,36063	0,38096	0,40522
16178,37882	0,30884	0,32796	0,34173	0,35876	0,37824	0,40226
16171,66929	0,30692	0,32614	0,33984	0,35684	0,37567	0,39931
16164,96553	0,30511	0,3242	0,33806	0,35484	0,37335	0,39641
16158,26754	0,30343	0,32214	0,33637	0,35274	0,37138	0,39362
16151,57532	0,30189	0,31999	0,33471	0,35056	0,36976	0,39095
16144,88886	0,30045	0,31782	0,33302	0,34831	0,36841	0,38845
16138,20815	0,2991	0,31568	0,33126	0,34603	0,3672	0,38612
16131,53318	0,29777	0,31363	0,32939	0,34375	0,36599	0,38396
16124,86394	0,29643	0,31173	0,32743	0,34154	0,36462	0,38197
16118,20044	0,29503	0,30998	0,32538	0,33941	0,363	0,38012
16111,54265	0,29356	0,30838	0,32329	0,33739	0,36111	0,37839
16104,89058	0,29201	0,30689	0,3212	0,33549	0,35897	0,37673
16098,24421	0,2904	0,30547	0,31915	0,33369	0,35666	0,37511
16091,60355	0,28876	0,30405	0,31717	0,33196	0,3543	0,37347
16084,96857	0,28712	0,30258	0,31529	0,33025	0,35197	0,37175
16078,33928	0,28553	0,30105	0,31349	0,32852	0,34972	0,36991
16071,71566	0,28399	0,29944	0,31177	0,32673	0,34757	0,36791
16065,09771	0,28253	0,29778	0,31011	0,32487	0,34549	0,36574
16058,48543	0,28112	0,29609	0,30849	0,32294	0,34342	0,36342
16051,8788	0,27976	0,29442	0,30691	0,32095	0,34132	0,36098
16045,27782	0,27842	0,29281	0,30534	0,31894	0,33914	0,35851
16038,68248	0,27706	0,29127	0,30378	0,31694	0,33687	0,35607
16032,09277	0,27567	0,28981	0,30222	0,31499	0,33455	0,35375
16025,50869	0,27423	0,2884	0,30067	0,3131	0,33223	0,35163
16018,93022	0,27274	0,28702	0,29911	0,31128	0,32998	0,34973
16012,35737	0,27121	0,28563	0,29754	0,30949	0,32785	0,34809
16005,79012	0,26968	0,28421	0,29595	0,30773	0,32588	0,34668
15999,22847	0,26815	0,28276	0,29435	0,30596	0,32407	0,34544
15992,67241	0,26667	0,28129	0,29273	0,30415	0,32239	0,34429
15986,12194	0,26525	0,27981	0,2911	0,3023	0,3208	0,34314
15979,57703	0,26392	0,27836	0,28946	0,30042	0,31924	0,34189
15973,0377	0,26267	0,27696	0,28783	0,29852	0,31767	0,34045
15966,50393	0,2615	0,2756	0,2862	0,29663	0,31607	0,33877
15959,97572	0,26039	0,27427	0,28458	0,29479	0,31442	0,33683
15953,45305	0,2593	0,27293	0,28296	0,29301	0,31274	0,33462
15946,93592	0,2582	0,27152	0,28133	0,29132	0,31104	0,33221
15940,42432	0,25707	0,26999	0,27971	0,28971	0,30934	0,32964
15933,91826	0,25586	0,26829	0,27808	0,28819	0,30763	0,32702
15927,41771	0,25457	0,26642	0,27646	0,28673	0,30591	0,32441
15920,92267	0,25317	0,26439	0,27485	0,28532	0,30415	0,32191
15914,43314	0,25169	0,26224	0,27328	0,28394	0,30231	0,31953
15907,9491	0,25013	0,26008	0,27176	0,28257	0,30037	0,31732
15901,47056	0,24851	0,25797	0,27029	0,28118	0,29833	0,31525
15894,99751	0,24685	0,25602	0,26888	0,27977	0,2962	0,31331
15888,52993	0,24518	0,25429	0,26751	0,27832	0,29402	0,31145
15882,06782	0,24351	0,25278	0,26615	0,27682	0,29186	0,30965
15875,61117	0,24183	0,2515	0,26479	0,27525	0,28982	0,3079
15869,15998	0,24016	0,25037	0,26338	0,27361	0,28796	0,30623
15862,71424	0,23848	0,24932	0,2619	0,27189	0,28637	0,30466
15856,27394	0,2368	0,24826	0,26033	0,27011	0,28507	0,30324
15849,83908	0,23512	0,2471	0,25866	0,26828	0,28408	0,30199
15843,40965	0,23343	0,24577	0,25689	0,2664	0,28334	0,30092
15836,98564	0,23177	0,24426	0,25503	0,26451	0,28275	0,29999
15830,56705	0,23013	0,24256	0,25311	0,26262	0,28219	0,2991
15824,15386	0,22855	0,24072	0,25114	0,26073	0,28149	0,29811
15817,74608	0,22702	0,23879	0,24915	0,25885	0,28052	0,29689
15811,34369	0,22555	0,23684	0,24717	0,25697	0,27913	0,29528
15804,94669	0,22412	0,23493	0,24521	0,25508	0,27725	0,29319
15798,55507	0,22271	0,23311	0,24329	0,25315	0,27487	0,29061
15792,16883	0,2213	0,2314	0,24143	0,25118	0,27204	0,28757
15785,78795	0,21986	0,2298	0,23963	0,24917	0,2689	0,28421
15779,41243	0,21837	0,2283	0,2379	0,24714	0,2656	0,28074
15773,04227	0,21683	0,22688	0,23623	0,24512	0,26234	0,27736
15766,67746	0,21524	0,22549	0,23461	0,24316	0,2593	0,27428
15760,31798	0,21362	0,22411	0,23303	0,24128	0,25662	0,27165
15753,96384	0,21199	0,2227	0,23146	0,23954	0,25437	0,26953
15747,61503	0,21037	0,22124	0,22987	0,23795	0,25256	0,26792
15741,27154	0,20878	0,21973	0,22824	0,23651	0,25111	0,2667
15734,93336	0,20722	0,21815	0,22655	0,2352	0,2499	0,26575
15728,60049	0,20568	0,2165	0,2248	0,23397	0,24878	0,26487
15722,27292	0,20414	0,21481	0,22298	0,23277	0,2476	0,26393
15715,95065	0,20257	0,21309	0,22112	0,23153	0,24624	0,26281
15709,63366	0,20096	0,21135	0,21924	0,23017	0,24462	0,26145
15703,32195	0,19928	0,20961	0,21737	0,22864	0,24273	0,25987
15697,01552	0,19755	0,2079	0,21555	0,22689	0,24061	0,25812
15690,71435	0,19579	0,20623	0,21381	0,22492	0,23835	0,25627
15684,41845	0,19402	0,2046	0,21215	0,22273	0,23604	0,25439
15678,1278	0,19228	0,20302	0,21058	0,22038	0,2338	0,25255
15671,84239	0,19062	0,20148	0,2091	0,21794	0,23171	0,25076
15665,56223	0,18906	0,19994	0,20768	0,21549	0,2298	0,24903
15659,28731	0,1876	0,1984	0,20631	0,21314	0,2281	0,24733
15653,01761	0,18624	0,19683	0,20494	0,21097	0,22658	0,24562
15646,75313	0,18495	0,19522	0,20355	0,20907	0,22517	0,24387
15640,49387	0,18368	0,19355	0,20213	0,20748	0,22379	0,24209
15634,23982	0,18239	0,19185	0,20064	0,2062	0,22237	0,24027
15627,99097	0,18105	0,19013	0,1991	0,20518	0,22085	0,23845
15621,74731	0,17963	0,18842	0,1975	0,20436	0,21918	0,23666
15615,50885	0,1781	0,18675	0,19586	0,20361	0,21735	0,23492
15609,27556	0,17649	0,18516	0,1942	0,20283	0,2154	0,23325
15603,04746	0,17479	0,18365	0,19255	0,20188	0,21338	0,23163
15596,82452	0,17305	0,18225	0,19091	0,2007	0,21137	0,23005
15590,60675	0,1713	0,18092	0,18929	0,19921	0,20945	0,22846
15584,39413	0,16957	0,17965	0,18769	0,19744	0,2077	0,22683
15578,18667	0,16789	0,17839	0,18609	0,19542	0,20616	0,22513
15571,98435	0,16628	0,17711	0,18446	0,19323	0,20487	0,22338
15565,78716	0,16475	0,17578	0,18275	0,19099	0,20378	0,22157
15559,59511	0,16329	0,17435	0,18094	0,18879	0,20284	0,21974
15553,40818	0,1619	0,17282	0,17902	0,18673	0,20197	0,21793
15547,22637	0,16056	0,1712	0,177	0,18484	0,20108	0,21616
15541,04968	0,15926	0,16951	0,17491	0,18314	0,20007	0,21443
15534,87809	0,15797	0,16778	0,17283	0,1816	0,19889	0,21273
15528,7116	0,15668	0,16604	0,17083	0,18015	0,19751	0,211
15522,5502	0,15536	0,16435	0,16899	0,17871	0,19594	0,2092
15516,39389	0,15401	0,16271	0,16738	0,17721	0,19422	0,20727
15510,24266	0,15263	0,16116	0,16603	0,17561	0,1924	0,20518
15504,09651	0,15121	0,1597	0,16495	0,17387	0,19053	0,20294
15497,95542	0,14976	0,15831	0,16408	0,17202	0,18865	0,20059
15491,8194	0,14831	0,157	0,16335	0,17012	0,18676	0,19823
15485,68843	0,14686	0,15572	0,16266	0,16822	0,18486	0,19596
15479,56251	0,14542	0,15445	0,16191	0,1664	0,18292	0,19392
15473,44164	0,144	0,15316	0,16102	0,16472	0,18091	0,19218
15467,3258	0,14259	0,15183	0,15993	0,16321	0,17881	0,19082
15461,21499	0,1412	0,15043	0,15864	0,16186	0,17666	0,18981
15455,10921	0,13981	0,14893	0,15718	0,16065	0,17448	0,1891
15449,00845	0,1384	0,14734	0,1556	0,15951	0,17235	0,18856
15442,91269	0,13697	0,14564	0,15396	0,15835	0,17036	0,18805
15436,82195	0,13551	0,14384	0,15234	0,15711	0,16858	0,18742
15430,7362	0,13403	0,14197	0,15078	0,15573	0,16708	0,18656
15424,65545	0,13252	0,14005	0,14931	0,15419	0,16586	0,18541
15418,57969	0,13102	0,13813	0,1479	0,1525	0,16491	0,18398
15412,5089	0,12953	0,13625	0,14653	0,15072	0,16416	0,18232
15406,4431	0,12808	0,13446	0,14515	0,1489	0,16352	0,18053
15400,38226	0,12668	0,1328	0,14372	0,14713	0,16287	0,17872
15394,32638	0,12532	0,13129	0,14221	0,14546	0,16212	0,17696
15388,27547	0,12401	0,12994	0,1406	0,14394	0,16119	0,17531
15382,2295	0,12275	0,12877	0,13892	0,14259	0,16003	0,17378
15376,18848	0,12151	0,12773	0,13718	0,14138	0,15865	0,17233
15370,1524	0,12028	0,1268	0,13544	0,14029	0,15704	0,17091
15364,12125	0,11905	0,12594	0,13374	0,13924	0,15527	0,16946
15358,09503	0,11782	0,1251	0,13213	0,13819	0,15337	0,16795
15352,07373	0,11659	0,12424	0,13064	0,13711	0,15141	0,1664
15346,05734	0,11535	0,12333	0,12928	0,13596	0,14944	0,16486
15340,04586	0,1141	0,12234	0,12807	0,13475	0,1475	0,16338
15334,03929	0,11287	0,12126	0,127	0,1335	0,14564	0,16205
15328,03761	0,11165	0,12011	0,12603	0,13226	0,14388	0,1609
15322,04082	0,11046	0,11888	0,12514	0,13105	0,14225	0,15994
15316,04892	0,10929	0,11761	0,12429	0,1299	0,14076	0,15911
15310,06189	0,10815	0,1163	0,12344	0,12883	0,13942	0,15832
15304,07974	0,10706	0,11499	0,12254	0,12783	0,1382	0,15745
15298,10246	0,106	0,1137	0,12155	0,12686	0,13711	0,1564
15292,13004	0,10499	0,11246	0,12046	0,12588	0,13609	0,1551
15286,16247	0,10401	0,11128	0,11925	0,12485	0,13512	0,15354
15280,19975	0,10305	0,11017	0,11794	0,12373	0,13417	0,1518
15274,24188	0,10211	0,10914	0,11657	0,12249	0,13319	0,14998
15268,28884	0,10117	0,10817	0,11517	0,12112	0,13216	0,14822
15262,34064	0,10021	0,10724	0,11382	0,11962	0,13108	0,14667
15256,39726	0,09922	0,10633	0,11257	0,11803	0,12995	0,1454
15250,4587	0,0982	0,1054	0,11144	0,11639	0,12878	0,14444
15244,52495	0,09714	0,10443	0,11045	0,11476	0,12762	0,14375
15238,59601	0,09606	0,1034	0,10956	0,11318	0,12649	0,14324
15232,67188	0,09497	0,10231	0,10871	0,11173	0,12544	0,14276
15226,75254	0,09389	0,10117	0,10783	0,11043	0,12451	0,14221
15220,83799	0,09284	0,1	0,10684	0,10931	0,12371	0,14148
15214,92823	0,09182	0,09886	0,10565	0,10837	0,12306	0,14053
15209,02324	0,09084	0,09776	0,10426	0,10758	0,12254	0,13936
15203,12303	0,08988	0,09676	0,10265	0,10688	0,12212	0,13803
15197,22759	0,08895	0,09586	0,10088	0,10622	0,12172	0,1366
15191,33691	0,08801	0,09507	0,09905	0,10551	0,12126	0,13513
15185,45098	0,08707	0,09436	0,09726	0,1047	0,12063	0,13368
15179,56981	0,0861	0,0937	0,09563	0,10373	0,11974	0,13226
15173,69338	0,08511	0,09303	0,09423	0,10261	0,1185	0,13087
15167,82168	0,08411	0,09231	0,09312	0,10134	0,11689	0,12951
15161,95472	0,0831	0,09149	0,0923	0,09997	0,11492	0,12818
15156,09249	0,08209	0,09055	0,09173	0,09857	0,11269	0,12687
15150,23498	0,0811	0,08949	0,09131	0,09722	0,11035	0,12561
15144,38219	0,08013	0,0883	0,09097	0,09597	0,10808	0,12443
15138,5341	0,0792	0,08704	0,09061	0,09484	0,10607	0,12335
15132,69072	0,0783	0,08575	0,09016	0,09385	0,10449	0,12239
15126,85204	0,07744	0,08448	0,08958	0,09296	0,10343	0,12152
15121,01806	0,07661	0,08329	0,08886	0,09213	0,1029	0,12072
15115,18876	0,0758	0,08222	0,08801	0,09132	0,10282	0,11995
15109,36414	0,07503	0,08129	0,08709	0,0905	0,10301	0,1192
15103,5442	0,07426	0,08051	0,08613	0,08969	0,10325	0,11844
15097,72893	0,07351	0,07989	0,08519	0,08891	0,10331	0,11773
15091,91832	0,07274	0,07938	0,08429	0,08823	0,10301	0,11712
15086,11238	0,07195	0,07896	0,08347	0,0877	0,10224	0,11668
15080,31108	0,07111	0,07857	0,08272	0,08737	0,101	0,11647
15074,51444	0,07022	0,07816	0,08204	0,08725	0,09938	0,11649
15068,72244	0,06928	0,07768	0,08143	0,08727	0,09755	0,11669
15062,93507	0,06829	0,07708	0,08086	0,08736	0,09573	0,11694
15057,15234	0,06727	0,07635	0,08034	0,08738	0,09411	0,11709
15051,37423	0,06627	0,07548	0,07983	0,0872	0,09282	0,11693
15045,60075	0,06532	0,07449	0,07933	0,08669	0,09192	0,11633
15039,83188	0,06447	0,07341	0,07881	0,08579	0,09138	0,1152
15034,06761	0,06374	0,0723	0,07826	0,08452	0,09109	0,11358
15028,30796	0,06314	0,07119	0,07767	0,08295	0,09089	0,11161
15022,5529	0,06268	0,07015	0,07701	0,08121	0,09065	0,1095
15016,80243	0,06233	0,06921	0,07629	0,07947	0,09025	0,10751
15011,05655	0,06204	0,06838	0,0755	0,07791	0,08966	0,10586
15005,31525	0,06178	0,06766	0,07465	0,07664	0,08891	0,10472
14999,57853	0,06149	0,06703	0,07376	0,07573	0,08807	0,10412
14993,84638	0,06113	0,06646	0,07284	0,07516	0,08727	0,10397
14988,1188	0,06069	0,06591	0,07191	0,07486	0,0866	0,10407
14982,39578	0,06015	0,06535	0,07099	0,0747	0,0861	0,10419
14976,67731	0,05953	0,06474	0,07008	0,07453	0,08578	0,10408
14970,96339	0,05886	0,0641	0,06919	0,07424	0,08554	0,10356
14965,25401	0,05815	0,06343	0,06833	0,07374	0,08528	0,10257
14959,54917	0,05745	0,06274	0,0675	0,073	0,08486	0,10113
14953,84887	0,05676	0,06206	0,0667	0,07206	0,08419	0,0994
14948,15309	0,0561	0,06141	0,06596	0,07099	0,08321	0,09757
14942,46183	0,05548	0,06081	0,06527	0,06989	0,08195	0,09586
14936,7751	0,05488	0,06026	0,06466	0,06886	0,08051	0,09442
14931,09287	0,05431	0,05976	0,06412	0,06795	0,07904	0,09335
14925,41515	0,05374	0,05929	0,06364	0,06721	0,0777	0,09266
14919,74193	0,05318	0,05882	0,06322	0,06663	0,07661	0,09225
14914,0732	0,05263	0,05835	0,06281	0,06616	0,07586	0,09201
14908,40897	0,05209	0,05784	0,06241	0,06572	0,07545	0,09178
14902,74922	0,05155	0,0573	0,06197	0,06526	0,07529	0,09146
14897,09395	0,05103	0,05674	0,06149	0,06472	0,07528	0,09097
14891,44315	0,05053	0,05616	0,06096	0,06405	0,07526	0,0903
14885,79683	0,05004	0,05558	0,0604	0,06327	0,07512	0,08949
14880,15496	0,04955	0,05502	0,05981	0,06239	0,07476	0,0886
14874,51756	0,04908	0,05448	0,05922	0,06148	0,07416	0,08771
14868,88461	0,04859	0,05398	0,05866	0,06059	0,07338	0,08688
14863,2561	0,04811	0,0535	0,05814	0,05978	0,07248	0,08615
14857,63204	0,04761	0,05304	0,05765	0,05912	0,07157	0,08551
14852,01241	0,04712	0,05258	0,05717	0,05861	0,07073	0,08496
14846,39722	0,04662	0,05211	0,0567	0,05825	0,07002	0,08449
14840,78645	0,04614	0,05161	0,0562	0,05802	0,06944	0,08406
14835,18011	0,04568	0,05109	0,05566	0,05785	0,06895	0,08368
14829,57818	0,04524	0,05053	0,05508	0,05769	0,06848	0,08336
14823,98066	0,04483	0,04997	0,05446	0,05747	0,06796	0,08311
14818,38755	0,04445	0,04941	0,05384	0,05714	0,06734	0,08292
14812,79884	0,04409	0,04888	0,05322	0,05667	0,06659	0,0828
14807,21452	0,04374	0,04839	0,05266	0,05608	0,06572	0,08272
14801,6346	0,04341	0,04794	0,05215	0,05538	0,06479	0,08261
14796,05906	0,04309	0,04754	0,05172	0,05464	0,06386	0,08243
14790,4879	0,04277	0,04716	0,05134	0,05392	0,06302	0,08209
14784,92111	0,04245	0,04679	0,051	0,05326	0,06231	0,08156
14779,3587	0,04214	0,04639	0,05066	0,05272	0,06176	0,08079
14773,80065	0,04184	0,04593	0,05031	0,05229	0,06136	0,07979
14768,24695	0,04156	0,04541	0,04991	0,05196	0,06108	0,0786
14762,69762	0,04129	0,04481	0,04946	0,05168	0,06087	0,07728
14757,15263	0,04104	0,04416	0,04897	0,05141	0,06066	0,0759
14751,61198	0,04079	0,04347	0,04846	0,05109	0,06041	0,07455
14746,07568	0,04053	0,0428	0,04796	0,05068	0,0601	0,07332
14740,54371	0,04025	0,04219	0,04749	0,05017	0,05973	0,07227
14735,01606	0,03993	0,04168	0,04708	0,04959	0,0593	0,07144
14729,49275	0,03956	0,0413	0,04673	0,04897	0,05884	0,07086
14723,97375	0,03915	0,04105	0,04644	0,04837	0,05837	0,07051
14718,45906	0,03869	0,04093	0,0462	0,04783	0,0579	0,07036
14712,94868	0,03819	0,04089	0,04597	0,04737	0,05743	0,07036
14707,44261	0,03769	0,04088	0,04573	0,04702	0,05694	0,07042
14701,94083	0,03721	0,04086	0,04546	0,04674	0,05642	0,07048
14696,44335	0,03676	0,04078	0,04512	0,04648	0,05586	0,07045
14690,95015	0,03635	0,04061	0,04471	0,04621	0,05525	0,07029
14685,46124	0,036	0,04033	0,04423	0,04588	0,05461	0,06994
14679,97661	0,03569	0,03997	0,04368	0,04546	0,05395	0,06942
14674,49625	0,03541	0,03953	0,04307	0,04496	0,05332	0,06875
14669,02016	0,03515	0,03907	0,04242	0,04439	0,05274	0,06798
14663,54834	0,03488	0,03863	0,04176	0,04379	0,05224	0,06718
14658,08077	0,0346	0,03822	0,0411	0,04321	0,05183	0,06644
14652,61745	0,0343	0,03787	0,04047	0,04269	0,05152	0,06581
14647,15839	0,03397	0,03757	0,03988	0,04225	0,05129	0,06533
14641,70356	0,03364	0,03732	0,03934	0,0419	0,05112	0,06504
14636,25298	0,03332	0,03708	0,03885	0,04161	0,05101	0,0649
14630,80663	0,03302	0,03683	0,03842	0,04137	0,05093	0,0649
14625,36451	0,03275	0,03654	0,03803	0,04114	0,05088	0,06497
14619,92661	0,03251	0,03622	0,03769	0,04091	0,05086	0,06506
14614,49293	0,03231	0,03584	0,03738	0,04066	0,05089	0,06512
14609,06347	0,03212	0,03542	0,03711	0,0404	0,05096	0,06512
14603,63821	0,03194	0,03498	0,03688	0,04014	0,05109	0,06502
14598,21716	0,03175	0,03453	0,03669	0,0399	0,05126	0,06483
14592,80031	0,03154	0,03409	0,03656	0,03967	0,05146	0,06455
14587,38766	0,0313	0,03368	0,03648	0,03945	0,05167	0,06418
14581,97919	0,03105	0,0333	0,03646	0,03922	0,05182	0,06372
14576,57491	0,03077	0,03296	0,03647	0,03895	0,05189	0,0632
14571,17481	0,03047	0,03266	0,03648	0,03861	0,05181	0,0626
14565,77888	0,03017	0,0324	0,03647	0,03819	0,05155	0,06192
14560,38712	0,02986	0,0322	0,03639	0,03769	0,05107	0,06118
14554,99953	0,02955	0,03204	0,03621	0,03714	0,05038	0,06036
14549,6161	0,02922	0,03194	0,0359	0,03657	0,04948	0,05949
14544,23683	0,02889	0,03188	0,03547	0,03605	0,04841	0,05859
14538,8617	0,02855	0,03186	0,03494	0,03563	0,04723	0,05767
14533,49073	0,02821	0,03185	0,03436	0,03534	0,04601	0,05676
14528,12389	0,02787	0,03183	0,03379	0,0352	0,04484	0,05591
14522,76119	0,02754	0,03175	0,03328	0,03521	0,04378	0,05514
14517,40262	0,02724	0,03159	0,03288	0,03531	0,04292	0,05451
14512,04818	0,02698	0,03134	0,03262	0,03547	0,0423	0,05403
14506,69787	0,02677	0,03097	0,03248	0,0356	0,04194	0,05377
14501,35167	0,02662	0,03052	0,03242	0,03565	0,04185	0,05374
14496,00958	0,02651	0,02999	0,03238	0,03557	0,04199	0,05398
14490,6716	0,02643	0,02944	0,03227	0,03533	0,04229	0,05448
14485,33773	0,02636	0,02891	0,03201	0,03493	0,04268	0,05524
14480,00795	0,02629	0,02843	0,03156	0,03437	0,04309	0,0562
14474,68227	0,02617	0,02806	0,03091	0,03371	0,04342	0,05728
14469,36067	0,02599	0,0278	0,03008	0,03297	0,04362	0,05839
14464,04317	0,02573	0,02765	0,02915	0,03221	0,04364	0,05939
14458,72974	0,02539	0,0276	0,02822	0,03147	0,04348	0,06016
14453,42038	0,02497	0,02762	0,02739	0,0308	0,04314	0,06059
14448,1151	0,02451	0,02767	0,02678	0,03023	0,04266	0,06059
14442,81388	0,02402	0,02771	0,02644	0,02977	0,0421	0,06014
14437,51673	0,02355	0,02771	0,0264	0,02945	0,04152	0,05924
14432,22363	0,02314	0,02766	0,02664	0,02925	0,04097	0,05798
14426,93458	0,02282	0,02753	0,0271	0,02916	0,0405	0,05645
14421,64958	0,02261	0,02734	0,02767	0,02915	0,04014	0,0548
14416,36862	0,0225	0,02709	0,02825	0,02918	0,03991	0,05319
14411,0917	0,02249	0,02682	0,02875	0,02921	0,03979	0,05174
14405,81881	0,02254	0,02653	0,02908	0,0292	0,03977	0,05055
14400,54996	0,02263	0,02624	0,02921	0,02913	0,03981	0,0497
14395,28512	0,02271	0,02597	0,02915	0,02898	0,03988	0,04919
14390,02431	0,02275	0,02573	0,02893	0,02875	0,03991	0,049
14384,76751	0,02274	0,0255	0,02861	0,02846	0,03989	0,04908
14379,51472	0,02267	0,02528	0,02826	0,02814	0,03978	0,04936
14374,26594	0,02255	0,02507	0,02792	0,02782	0,03957	0,04975
14369,02115	0,0224	0,02483	0,02765	0,02751	0,03927	0,05021
14363,78037	0,02223	0,02458	0,02745	0,02722	0,03888	0,05067
14358,54358	0,02206	0,0243	0,02732	0,02695	0,03843	0,05109
14353,31077	0,02189	0,024	0,02722	0,02668	0,03796	0,05146
14348,08195	0,02172	0,02369	0,02712	0,02638	0,03751	0,05174
14342,8571	0,02153	0,02337	0,02697	0,02603	0,03711	0,05191
14337,63623	0,02131	0,02308	0,02675	0,02561	0,03678	0,05194
14332,41933	0,02104	0,02282	0,02644	0,02515	0,03654	0,05181
14327,20639	0,02074	0,0226	0,02605	0,02468	0,03638	0,05148
