wavenumber	20ºC	30°C	40°C	50°C	60°C	70°C
14321,99742	0,0204	0,02242	0,02559	0,02423	0,03628	0,05094
14316,79239	0,02007	0,02228	0,02511	0,02385	0,0362	0,0502
14311,59133	0,01976	0,02216	0,02462	0,02361	0,03612	0,04929
14306,3942	0,01952	0,02204	0,02418	0,02351	0,03599	0,04825
14301,20102	0,01936	0,02191	0,02381	0,02356	0,03578	0,04716
14296,01178	0,01929	0,02175	0,02352	0,02373	0,0355	0,04608
14290,82647	0,01931	0,02155	0,02331	0,02397	0,03515	0,04509
14285,64509	0,01937	0,02132	0,02316	0,02419	0,03475	0,04424
14280,46764	0,01945	0,02109	0,02305	0,02434	0,03434	0,04356
14275,2941	0,01949	0,02086	0,02297	0,02434	0,03396	0,04307
14270,12448	0,01946	0,02065	0,02288	0,02416	0,03363	0,04274
14264,95877	0,01934	0,02049	0,02277	0,02382	0,03339	0,04256
14259,79697	0,01912	0,02038	0,02265	0,02333	0,03322	0,04247
14254,63907	0,01883	0,0203	0,02251	0,02275	0,03312	0,04245
14249,48507	0,01849	0,02024	0,02237	0,02215	0,03305	0,04247
14244,33496	0,01814	0,02017	0,02224	0,02161	0,03299	0,04249
14239,18874	0,01782	0,02005	0,02213	0,02117	0,03289	0,04248
14234,0464	0,01754	0,01988	0,02204	0,02086	0,03274	0,04244
14228,90795	0,01732	0,01964	0,02195	0,0207	0,03253	0,04235
14223,77337	0,01717	0,01935	0,02186	0,02067	0,03227	0,04218
14218,64266	0,01706	0,01901	0,02172	0,02073	0,03197	0,04194
14213,51582	0,01698	0,01868	0,02151	0,02084	0,03166	0,04161
14208,39284	0,01691	0,01838	0,02123	0,02097	0,03135	0,04123
14203,27372	0,01683	0,01813	0,02087	0,02107	0,03105	0,04083
14198,15846	0,01673	0,01796	0,02045	0,02111	0,03075	0,04045
14193,04704	0,01662	0,01785	0,02001	0,02108	0,03045	0,04014
14187,93947	0,01649	0,01779	0,01959	0,02097	0,03014	0,03996
14182,83574	0,01635	0,01774	0,01925	0,02078	0,02981	0,03994
14177,73585	0,01621	0,01766	0,01901	0,02051	0,02948	0,04007
14172,63979	0,01607	0,01754	0,0189	0,02018	0,02918	0,04034
14167,54756	0,01594	0,01736	0,01892	0,01981	0,02895	0,04068
14162,45915	0,01581	0,01712	0,01903	0,01942	0,02883	0,04102
14157,37456	0,01568	0,01685	0,01919	0,01905	0,02885	0,04128
14152,29379	0,01554	0,01657	0,01935	0,01874	0,02902	0,04138
14147,21682	0,0154	0,01632	0,01946	0,01852	0,02931	0,0413
14142,14367	0,01526	0,01612	0,01948	0,01842	0,02968	0,04103
14137,07431	0,01511	0,01598	0,0194	0,01846	0,03005	0,04061
14132,00876	0,01496	0,0159	0,01921	0,01861	0,03032	0,04011
14126,94699	0,01481	0,01584	0,01894	0,01885	0,03043	0,0396
14121,88902	0,01467	0,01578	0,01862	0,01913	0,03031	0,03917
14116,83483	0,01453	0,01567	0,01827	0,01938	0,02998	0,03885
14111,78443	0,01441	0,0155	0,0179	0,01954	0,02945	0,03867
14106,7378	0,0143	0,01524	0,01752	0,01953	0,02881	0,03861
14101,69494	0,01421	0,01491	0,01713	0,01933	0,02815	0,03861
14096,65585	0,01414	0,01454	0,01673	0,01893	0,02757	0,03862
14091,62053	0,01409	0,01416	0,01631	0,01837	0,02716	0,03859
14086,58896	0,01406	0,01382	0,01589	0,01769	0,02696	0,03848
14081,56116	0,01402	0,01355	0,0155	0,01697	0,02695	0,03827
14076,5371	0,01398	0,01338	0,01518	0,01631	0,0271	0,038
14071,51679	0,01392	0,01329	0,01497	0,01576	0,02732	0,03771
14066,50022	0,01383	0,01329	0,0149	0,01538	0,02752	0,03743
14061,48739	0,01369	0,01332	0,015	0,0152	0,02762	0,03722
14056,4783	0,01352	0,01337	0,01525	0,0152	0,02758	0,03708
14051,47294	0,01332	0,01338	0,01561	0,01536	0,02736	0,03699
14046,4713	0,01311	0,01334	0,016	0,01561	0,02701	0,03692
14041,47339	0,01291	0,01324	0,01634	0,0159	0,02656	0,03678
14036,47919	0,01274	0,01309	0,01655	0,01616	0,02611	0,03653
14031,48871	0,01262	0,01291	0,01657	0,01636	0,0257	0,0361
14026,50194	0,01255	0,01273	0,01637	0,01647	0,0254	0,03547
14021,51887	0,01254	0,01257	0,01597	0,01649	0,0252	0,03469
14016,53951	0,01256	0,01246	0,01545	0,01644	0,02511	0,03382
14011,56384	0,0126	0,01239	0,01488	0,01634	0,02505	0,03298
14006,59187	0,01263	0,01237	0,01438	0,01623	0,02496	0,03228
14001,62359	0,01263	0,01239	0,01403	0,01613	0,02478	0,03185
13996,65899	0,01259	0,01243	0,0139	0,01607	0,02443	0,03175
13991,69807	0,0125	0,01247	0,014	0,01604	0,0239	0,032
13986,74083	0,01238	0,01251	0,01428	0,01604	0,02319	0,03256
13981,78726	0,01222	0,01253	0,01469	0,01603	0,02234	0,03332
13976,83736	0,01205	0,01255	0,01512	0,01599	0,02141	0,03414
13971,89113	0,01187	0,01255	0,01548	0,01589	0,0205	0,03487
13966,94856	0,0117	0,01253	0,01567	0,0157	0,01971	0,03537
13962,00964	0,01153	0,01251	0,01566	0,01542	0,0191	0,03556
13957,07438	0,01136	0,01245	0,01543	0,01503	0,01874	0,03541
13952,14276	0,0112	0,01235	0,01503	0,01458	0,01867	0,03497
13947,21479	0,01103	0,0122	0,01452	0,01409	0,01886	0,03434
13942,29046	0,01087	0,01198	0,01398	0,01361	0,01928	0,03365
13937,36977	0,01071	0,0117	0,0135	0,01321	0,01987	0,03304
13932,4527	0,01058	0,01136	0,01312	0,01293	0,02054	0,0326
13927,53927	0,01049	0,01098	0,01288	0,01279	0,0212	0,03239
13922,62946	0,01044	0,0106	0,01277	0,01282	0,02178	0,03239
13917,72328	0,01044	0,01025	0,01276	0,01301	0,0222	0,03255
13912,8207	0,01048	0,00996	0,0128	0,01331	0,02245	0,03274
13907,92174	0,01054	0,00975	0,01283	0,01368	0,02251	0,03287
13903,02639	0,0106	0,00962	0,01282	0,01405	0,0224	0,03283
13898,13465	0,01062	0,00956	0,01275	0,01437	0,02217	0,03256
13893,2465	0,01059	0,00955	0,0126	0,01458	0,02187	0,03207
13888,36195	0,01049	0,00957	0,0124	0,01466	0,02156	0,03138
13883,481	0,01031	0,00958	0,01219	0,01461	0,02129	0,03058
13878,60363	0,01007	0,00956	0,012	0,01443	0,02108	0,02975
13873,72985	0,00978	0,0095	0,01186	0,01415	0,02095	0,02898
13868,85964	0,00947	0,00939	0,01179	0,01382	0,0209	0,02831
13863,99302	0,00917	0,00924	0,01178	0,01347	0,0209	0,02778
13859,12996	0,0089	0,00907	0,01182	0,01312	0,02092	0,02739
13854,27048	0,00869	0,00888	0,01188	0,01278	0,02091	0,02712
13849,41456	0,00853	0,0087	0,01192	0,01245	0,02086	0,02696
13844,5622	0,00842	0,00854	0,01193	0,01211	0,02074	0,0269
13839,7134	0,00836	0,00839	0,0119	0,01177	0,02056	0,02697
13834,86816	0,00834	0,00826	0,01183	0,01141	0,02031	0,02718
13830,02646	0,00834	0,00816	0,01174	0,01104	0,02002	0,02755
13825,1883	0,00835	0,00808	0,01166	0,0107	0,01971	0,02808
13820,35369	0,00837	0,00802	0,01162	0,01041	0,0194	0,02874
13815,52262	0,0084	0,00799	0,01164	0,01023	0,01911	0,02946
13810,69508	0,00843	0,00798	0,01173	0,01018	0,01884	0,03013
13805,87107	0,00846	0,00801	0,01186	0,01029	0,0186	0,03065
13801,05059	0,00849	0,00804	0,01202	0,01056	0,01839	0,03092
13796,23363	0,00851	0,00809	0,01218	0,01096	0,01819	0,03087
13791,42018	0,00852	0,00811	0,01229	0,01144	0,01803	0,0305
13786,61026	0,0085	0,00811	0,01233	0,01194	0,01789	0,02988
13781,80384	0,00846	0,00807	0,01229	0,01238	0,01781	0,0291
13777,00093	0,00838	0,00799	0,01215	0,0127	0,01779	0,02832
13772,20152	0,00826	0,00786	0,01193	0,01286	0,01785	0,02768
13767,40561	0,00812	0,00771	0,01165	0,01285	0,01798	0,02727
13762,6132	0,00794	0,00756	0,01135	0,01266	0,01817	0,02716
13757,82428	0,00775	0,00743	0,01105	0,01233	0,01839	0,02732
13753,03884	0,00754	0,00734	0,01078	0,01191	0,01859	0,02769
13748,25689	0,00733	0,0073	0,01054	0,01146	0,01874	0,02816
13743,47842	0,00713	0,00729	0,01035	0,01101	0,01878	0,0286
13738,70343	0,00694	0,0073	0,0102	0,01062	0,0187	0,02892
13733,93191	0,00679	0,0073	0,01008	0,01029	0,0185	0,02905
13729,16386	0,00667	0,00726	0,00998	0,01005	0,01821	0,029
13724,39927	0,00662	0,00717	0,00989	0,00987	0,01788	0,0288
13719,63814	0,00663	0,00701	0,00981	0,00974	0,01759	0,02852
13714,88048	0,00672	0,00679	0,00972	0,00961	0,0174	0,02823
13710,12626	0,00686	0,00654	0,00963	0,00946	0,01737	0,02799
13705,3755	0,00705	0,00629	0,00953	0,00926	0,01755	0,02783
13700,62818	0,00727	0,00608	0,00943	0,00899	0,01791	0,02774
13695,8843	0,00748	0,00594	0,00933	0,00864	0,01844	0,02769
13691,14387	0,00765	0,0059	0,00924	0,00823	0,01905	0,02763
13686,40686	0,00776	0,00595	0,00916	0,00777	0,01966	0,02751
13681,67329	0,00778	0,00608	0,00909	0,0073	0,02019	0,02733
13676,94315	0,00771	0,00626	0,00904	0,00684	0,02057	0,02709
13672,21643	0,00755	0,00645	0,00901	0,00643	0,02075	0,02683
13667,49313	0,00733	0,00659	0,00899	0,00612	0,02072	0,02658
13662,77325	0,00708	0,00666	0,00898	0,00592	0,02048	0,0264
13658,05678	0,00682	0,00661	0,00897	0,00586	0,02007	0,02631
13653,34372	0,0066	0,00645	0,00895	0,00593	0,01955	0,0263
13648,63406	0,00643	0,00619	0,0089	0,00611	0,01895	0,02634
13643,92781	0,00633	0,00585	0,00882	0,0064	0,01833	0,02636
13639,22495	0,0063	0,00547	0,00868	0,00674	0,01773	0,02631
13634,52549	0,00634	0,0051	0,00849	0,00711	0,01718	0,02613
13629,82942	0,0064	0,00479	0,00826	0,00747	0,0167	0,02579
13625,13673	0,00647	0,00458	0,00801	0,00778	0,01632	0,0253
13620,44743	0,00652	0,00449	0,00775	0,00802	0,01604	0,02472
13615,76151	0,00652	0,00455	0,00752	0,00819	0,01588	0,02415
13611,07897	0,00644	0,00473	0,00733	0,00826	0,01582	0,02367
13606,39979	0,00629	0,005	0,00722	0,00825	0,01586	0,02337
13601,72399	0,00607	0,00534	0,00719	0,00817	0,01598	0,02334
13597,05155	0,0058	0,00568	0,00724	0,00801	0,01614	0,02359
13592,38247	0,0055	0,00596	0,00738	0,00782	0,01631	0,0241
13587,71675	0,00522	0,00616	0,00758	0,0076	0,01647	0,02483
13583,05439	0,00498	0,00623	0,00783	0,00738	0,01659	0,0257
13578,39537	0,00482	0,00618	0,0081	0,00719	0,01667	0,0266
13573,7397	0,00477	0,00602	0,00836	0,00706	0,01673	0,02746
13569,08738	0,00482	0,00578	0,00859	0,00701	0,01678	0,02819
13564,4384	0,00497	0,00551	0,00878	0,00706	0,01685	0,02875
13559,79275	0,0052	0,00527	0,00891	0,00719	0,01696	0,02911
13555,15043	0,00546	0,00509	0,00898	0,00739	0,01709	0,02928
13550,51145	0,00571	0,005	0,00898	0,00763	0,01723	0,02926
13545,87578	0,00591	0,005	0,00891	0,00785	0,01734	0,0291
13541,24345	0,00601	0,00506	0,0088	0,00801	0,01737	0,02883
13536,61442	0,00599	0,00516	0,00864	0,00805	0,01729	0,02847
13531,98872	0,00584	0,00524	0,00846	0,00794	0,01711	0,02806
13527,36632	0,00559	0,00526	0,00827	0,00767	0,01686	0,02764
13522,74724	0,00526	0,00519	0,0081	0,00726	0,01661	0,02723
13518,13145	0,0049	0,00502	0,00795	0,00674	0,01646	0,02686
13513,51897	0,00455	0,00476	0,00784	0,00618	0,01651	0,02655
13508,90979	0,00426	0,00446	0,00779	0,00562	0,01683	0,02631
13504,3039	0,00406	0,00415	0,0078	0,00514	0,01745	0,02614
13499,70129	0,00395	0,00388	0,00785	0,00477	0,01833	0,02603
13495,10198	0,00395	0,0037	0,00793	0,00454	0,01935	0,02596
13490,50595	0,00402	0,00361	0,00803	0,00443	0,02036	0,02591
13485,9132	0,00414	0,00363	0,00811	0,00443	0,02115	0,02585
13481,32372	0,00428	0,00371	0,00814	0,00449	0,02156	0,02577
13476,73752	0,00442	0,00381	0,0081	0,00458	0,02145	0,02566
13472,15458	0,00451	0,0039	0,00798	0,00465	0,02078	0,02553
13467,57491	0,00456	0,00393	0,00777	0,0047	0,01959	0,02538
13462,9985	0,00457	0,00388	0,00747	0,00472	0,01803	0,02525
13458,42535	0,00452	0,00377	0,0071	0,00473	0,01628	0,02515
13453,85546	0,00445	0,00361	0,00671	0,00474	0,01457	0,02509
13449,28882	0,00435	0,00345	0,00631	0,00479	0,01311	0,02507
13444,72542	0,00424	0,00334	0,00596	0,00487	0,01205	0,02508
13440,16528	0,00412	0,00331	0,0057	0,005	0,01146	0,02509
13435,60837	0,004	0,0034	0,00554	0,00514	0,01133	0,02507
13431,0547	0,00387	0,00358	0,0055	0,00526	0,01155	0,02499
13426,50426	0,00374	0,00383	0,00558	0,00532	0,012	0,02484
13421,95706	0,00362	0,00409	0,00576	0,0053	0,01252	0,02462
13417,41308	0,0035	0,0043	0,006	0,00519	0,01298	0,02434
13412,87233	0,0034	0,00441	0,00628	0,00498	0,01328	0,02402
13408,33479	0,00332	0,00439	0,00653	0,00472	0,01339	0,02372
13403,80048	0,00328	0,00425	0,00672	0,00446	0,01333	0,02345
13399,26937	0,00328	0,00401	0,00683	0,00425	0,01315	0,02325
13394,74148	0,0033	0,00374	0,00682	0,00415	0,01292	0,02311
13390,2168	0,00335	0,00351	0,00671	0,00421	0,01271	0,02304
13385,69532	0,0034	0,00338	0,0065	0,00442	0,01257	0,02301
13381,17704	0,00345	0,0034	0,00622	0,00477	0,01252	0,023
13376,66195	0,00347	0,00357	0,0059	0,00521	0,01254	0,02296
13372,15006	0,00346	0,00386	0,00557	0,00567	0,01261	0,02289
13367,64136	0,00342	0,00421	0,00528	0,00608	0,01272	0,02275
13363,13585	0,00336	0,00452	0,00505	0,00636	0,01286	0,02253
13358,63352	0,00328	0,0047	0,00488	0,00648	0,01301	0,02223
13354,13436	0,00321	0,00467	0,00479	0,00639	0,01322	0,02185
13349,63839	0,00316	0,00439	0,00477	0,00612	0,0135	0,02139
13345,14559	0,00316	0,00387	0,0048	0,00568	0,01388	0,02087
13340,65596	0,0032	0,00316	0,00487	0,00514	0,01436	0,02029
13336,16949	0,00328	0,00234	0,00496	0,00455	0,0149	0,01969
13331,68619	0,00341	0,00153	0,00505	0,00396	0,01545	0,01909
13327,20605	0,00355	8,13897E-4	0,00514	0,00342	0,01592	0,01856
13322,72906	0,0037	2,93863E-4	0,0052	0,00298	0,01623	0,01813
13318,25523	0,00382	1,87128E-5	0,00524	0,00266	0,01631	0,01785
13313,78455	0,00392	0	0,00525	0,00246	0,01611	0,01779
13309,31701	0,00397	2,09746E-4	0,00523	0,00239	0,01563	0,01795
13304,85262	0,00398	5,8957E-4	0,00517	0,00244	0,01492	0,01834
13300,39136	0,00395	0,00106	0,00508	0,0026	0,01408	0,01893
13295,93325	0,00389	0,00156	0,00495	0,00284	0,01323	0,01966
13291,47826	0,00381	0,00201	0,00478	0,00315	0,01247	0,02046
13287,02641	0,00372	0,00239	0,00458	0,00348	0,0119	0,02125
13282,57768	0,00362	0,00266	0,00437	0,00379	0,01159	0,02196
13278,13208	0,00353	0,00285	0,00417	0,00406	0,01151	0,02253
13273,6896	0,00344	0,00297	0,00399	0,00425	0,01164	0,02293
13269,25023	0,00337	0,00305	0,00385	0,00435	0,01188	0,02317
13264,81398	0,00331	0,00311	0,00377	0,00434	0,01214	0,02326
13260,38083	0,00328	0,00318	0,00375	0,00425	0,01232	0,02325
13255,9508	0,00327	0,00325	0,00379	0,0041	0,01235	0,02316
13251,52386	0,0033	0,00331	0,00387	0,00393	0,01221	0,02303
13247,10003	0,00336	0,00336	0,00399	0,00378	0,01191	0,02288
13242,6793	0,00346	0,00338	0,00411	0,00368	0,0115	0,02271
13238,26166	0,00358	0,00335	0,00422	0,00366	0,01105	0,02252
13233,84711	0,00372	0,00329	0,0043	0,00371	0,01063	0,02232
13229,43565	0,00385	0,0032	0,00436	0,00383	0,0103	0,0221
13225,02727	0,00395	0,00311	0,00441	0,00399	0,01009	0,02187
13220,62197	0,00402	0,00302	0,00446	0,00417	0,01002	0,02166
13216,21975	0,00403	0,00297	0,00451	0,00436	0,01006	0,02149
13211,82061	0,00399	0,00294	0,0046	0,00453	0,01019	0,02138
13207,42453	0,00389	0,00296	0,00471	0,00469	0,01037	0,02136
13203,03153	0,00375	0,00299	0,00485	0,00484	0,01057	0,0214
13198,64159	0,00359	0,00302	0,005	0,00498	0,01077	0,0215
13194,25471	0,00343	0,00303	0,00513	0,00511	0,01097	0,0216
13189,87089	0,00329	0,003	0,00521	0,00522	0,01116	0,02168
13185,49013	0,00319	0,00293	0,00522	0,0053	0,01136	0,02168
13181,11241	0,00313	0,00282	0,00516	0,00532	0,01156	0,02159
13176,73775	0,00312	0,0027	0,00501	0,00526	0,01175	0,0214
13172,36613	0,00315	0,00259	0,00479	0,0051	0,01193	0,02114
13167,99756	0,0032	0,00252	0,00451	0,00485	0,01206	0,02086
13163,63202	0,00324	0,00252	0,00422	0,00453	0,01214	0,02062
13159,26952	0,00326	0,00259	0,00393	0,00417	0,01213	0,02047
13154,91006	0,00324	0,00272	0,00367	0,00381	0,01204	0,02045
13150,55362	0,00318	0,00289	0,00346	0,00349	0,01187	0,02059
13146,20021	0,00307	0,00304	0,00329	0,00325	0,01164	0,02085
13141,84983	0,00293	0,00313	0,00318	0,00309	0,01138	0,0212
13137,50246	0,00278	0,00313	0,0031	0,003	0,01114	0,02158
13133,15812	0,00263	0,00301	0,00305	0,00297	0,01093	0,02189
13128,81678	0,00251	0,00276	0,00301	0,00295	0,01079	0,02209
13124,47846	0,00242	0,00241	0,00299	0,00291	0,01074	0,02212
13120,14315	0,00238	0,00201	0,00297	0,00283	0,01078	0,02196
13115,81084	0,00239	0,00161	0,00297	0,00271	0,01094	0,02162
13111,48153	0,00243	0,00127	0,00301	0,00255	0,01119	0,02116
13107,15522	0,00249	0,00105	0,0031	0,0024	0,01153	0,02062
13102,83191	0,00254	9,75904E-4	0,00325	0,00228	0,01195	0,02006
13098,51159	0,00258	0,00105	0,00346	0,00222	0,0124	0,01955
13094,19426	0,0026	0,00127	0,00374	0,00224	0,01284	0,0191
13089,87991	0,00258	0,00158	0,00406	0,00234	0,01322	0,01874
13085,56855	0,00253	0,00193	0,0044	0,0025	0,01348	0,01844
13081,26017	0,00246	0,00227	0,00474	0,00269	0,01358	0,01819
13076,95476	0,00239	0,00256	0,00502	0,00288	0,01347	0,01794
13072,65233	0,00231	0,00276	0,00522	0,00304	0,01316	0,01768
13068,35287	0,00224	0,00285	0,00531	0,00317	0,01265	0,01738
13064,05638	0,00219	0,00283	0,00528	0,00325	0,012	0,01707
13059,76285	0,00214	0,00273	0,00513	0,0033	0,01128	0,01677
13055,47228	0,00211	0,00256	0,00488	0,00335	0,01059	0,01652
13051,18468	0,00208	0,00236	0,00456	0,00341	0,00999	0,01637
13046,90002	0,00206	0,00217	0,00419	0,00347	0,00957	0,01635
13042,61833	0,00204	0,00201	0,00383	0,00355	0,00935	0,01647
13038,33958	0,00203	0,0019	0,0035	0,00361	0,00933	0,0167
13034,06377	0,00203	0,00185	0,00322	0,00364	0,00947	0,017
13029,79091	0,00203	0,00187	0,00299	0,00361	0,00969	0,01728
13025,52099	0,00206	0,00194	0,00283	0,00352	0,00991	0,01747
13021,25401	0,00209	0,00205	0,00272	0,00336	0,01006	0,0175
13016,98996	0,00212	0,00218	0,00266	0,00316	0,01007	0,01732
13012,72884	0,00215	0,00229	0,00263	0,00294	0,0099	0,01694
13008,47065	0,00217	0,00238	0,00263	0,00274	0,00956	0,01642
13004,21539	0,00216	0,00241	0,00266	0,0026	0,00907	0,01585
12999,96305	0,00212	0,00239	0,00272	0,00252	0,00849	0,01535
12995,71362	0,00206	0,00233	0,00282	0,00252	0,00788	0,01503
12991,46712	0,00199	0,00224	0,00295	0,00258	0,00732	0,01498
12987,22352	0,00191	0,00216	0,00309	0,00267	0,00685	0,01524
12982,98284	0,00184	0,0021	0,00323	0,00278	0,00653	0,0158
12978,74507	0,0018	0,0021	0,00333	0,00286	0,00636	0,01657
12974,51019	0,0018	0,00215	0,00339	0,0029	0,00636	0,01743
12970,27822	0,00183	0,00226	0,00338	0,00288	0,0065	0,01824
12966,04915	0,00189	0,00241	0,0033	0,0028	0,00676	0,01887
12961,82297	0,00197	0,00255	0,00318	0,00267	0,00709	0,01922
12957,59969	0,00205	0,00267	0,00304	0,0025	0,00744	0,01924
12953,3793	0,00211	0,00273	0,00293	0,0023	0,0078	0,01896
12949,16179	0,00213	0,0027	0,00288	0,00208	0,0081	0,01846
12944,94716	0,00211	0,0026	0,00291	0,00185	0,00834	0,01786
12940,73542	0,00204	0,00244	0,00303	0,00161	0,0085	0,01729
12936,52655	0,00192	0,00223	0,00323	0,00139	0,00858	0,01689
12932,32056	0,00176	0,00202	0,00347	0,00117	0,00858	0,01672
12928,11744	0,00159	0,00182	0,0037	9,94138E-4	0,00853	0,01681
12923,91718	0,00142	0,00166	0,00387	8,62007E-4	0,00844	0,01713
12919,7198	0,00127	0,00155	0,00396	7,93872E-4	0,00834	0,0176
12915,52527	0,00116	0,00149	0,00395	8,01797E-4	0,00822	0,01812
12911,33361	0,0011	0,00145	0,00386	8,9079E-4	0,00812	0,01859
12907,1448	0,00109	0,00142	0,00372	0,00106	0,00801	0,01892
12902,95885	0,00113	0,0014	0,00359	0,00129	0,00792	0,01906
12898,77575	0,0012	0,00136	0,00351	0,00156	0,00784	0,01901
12894,5955	0,00127	0,00133	0,00352	0,00185	0,00778	0,01881
12890,41809	0,00134	0,00129	0,00361	0,00214	0,00775	0,01852
12886,24353	0,00137	0,00126	0,00377	0,00239	0,00779	0,01822
12882,0718	0,00136	0,00126	0,00395	0,00258	0,00791	0,01798
12877,90291	0,0013	0,00127	0,0041	0,00271	0,00814	0,01783
12873,73686	0,00121	0,00132	0,00417	0,00275	0,00848	0,0178
12869,57363	0,0011	0,00138	0,00412	0,0027	0,00894	0,01788
12865,41324	9,93171E-4	0,00144	0,00395	0,00255	0,00948	0,01803
12861,25567	9,1951E-4	0,00151	0,00368	0,00231	0,01007	0,01822
12857,10092	8,9302E-4	0,00158	0,00338	0,002	0,01065	0,01841
12852,94899	9,21266E-4	0,00164	0,00309	0,00162	0,01119	0,01857
12848,79988	9,99572E-4	0,0017	0,00289	0,00122	0,01163	0,01869
12844,65358	0,00111	0,00176	0,00282	8,32532E-4	0,01194	0,01878
12840,51009	0,00123	0,00182	0,00289	4,96173E-4	0,01212	0,01884
12836,36941	0,00134	0,00187	0,00307	2,5178E-4	0,01216	0,01891
12832,23154	0,00141	0,0019	0,00334	1,29062E-4	0,01207	0,01899
12828,09646	0,00142	0,00189	0,00362	1,42163E-4	0,01186	0,01907
12823,96419	0,00139	0,00183	0,00386	2,85688E-4	0,01156	0,01915
12819,83472	0,00133	0,00171	0,004	5,34201E-4	0,01117	0,0192
12815,70803	0,00125	0,00153	0,00402	8,45675E-4	0,01072	0,01918
12811,58414	0,00119	0,00131	0,00394	0,00117	0,01022	0,01907
12807,46304	0,00117	0,00108	0,00378	0,00145	0,00972	0,01885
12803,34472	0,00121	8,60647E-4	0,00358	0,00165	0,00925	0,01853
12799,22919	0,00131	6,9834E-4	0,00338	0,00174	0,00889	0,01812
12795,11643	0,00146	6,16771E-4	0,00323	0,00172	0,00869	0,01766
12791,00645	0,00162	6,29565E-4	0,00312	0,0016	0,0087	0,0172
12786,89925	0,00179	7,33637E-4	0,00305	0,00141	0,00897	0,01677
12782,79481	0,00191	9,09989E-4	0,003	0,00122	0,00949	0,01642
12778,69315	0,00197	0,00113	0,00292	0,00105	0,01022	0,01616
12774,59425	0,00196	0,00135	0,00278	9,50558E-4	0,01109	0,016
12770,49811	0,00188	0,00156	0,00256	9,4095E-4	0,01198	0,01593
12766,40474	0,00174	0,00172	0,00227	0,00103	0,01278	0,01591
12762,31412	0,00156	0,00182	0,00192	0,00119	0,01338	0,01594
12758,22625	0,00136	0,00189	0,00155	0,00141	0,01369	0,01597
12754,14114	0,00117	0,00193	0,00121	0,00165	0,01367	0,01601
12750,05878	0,00101	0,00196	9,49533E-4	0,00187	0,01333	0,01607
12745,97916	8,73038E-4	0,00201	8,00814E-4	0,00203	0,01272	0,01616
12741,90229	7,73435E-4	0,00208	7,83126E-4	0,00212	0,01193	0,0163
12737,82815	7,03153E-4	0,00217	8,94894E-4	0,00213	0,01107	0,01654
12733,75676	6,56203E-4	0,00226	0,00112	0,00205	0,01022	0,01687
12729,6881	6,27625E-4	0,00234	0,00141	0,00192	0,00947	0,0173
12725,62217	6,15524E-4	0,00237	0,00175	0,00175	0,00889	0,01781
12721,55897	6,21521E-4	0,00234	0,00208	0,00159	0,00848	0,01836
12717,4985	6,49604E-4	0,00224	0,00237	0,00145	0,00825	0,01889
12713,44075	7,03754E-4	0,00207	0,00261	0,00137	0,00819	0,01935
12709,38573	7,85144E-4	0,00183	0,00279	0,00136	0,00828	0,01969
12705,33342	8,8978E-4	0,00156	0,00291	0,00144	0,0085	0,0199
12701,28383	0,00101	0,00127	0,00298	0,00158	0,00881	0,01996
12697,23695	0,00112	0,00101	0,00302	0,00178	0,00921	0,01987
12693,19279	0,00121	8,0444E-4	0,00305	0,002	0,00965	0,01968
12689,15133	0,00126	6,59042E-4	0,00308	0,00222	0,01008	0,01941
12685,11257	0,00125	5,84398E-4	0,00312	0,00239	0,01047	0,0191
12681,07652	0,00117	5,75377E-4	0,00317	0,00249	0,01073	0,01876
12677,04317	0,00103	6,18555E-4	0,00321	0,00251	0,01082	0,0184
12673,01251	8,37719E-4	6,96126E-4	0,00323	0,00242	0,01068	0,01803
12668,98455	6,14583E-4	7,90342E-4	0,00321	0,00223	0,01032	0,01766
12664,95928	3,91273E-4	8,87478E-4	0,00312	0,00196	0,00974	0,01728
12660,9367	1,98175E-4	9,80454E-4	0,00295	0,00164	0,00902	0,01692
12656,91681	6,18024E-5	0,00107	0,00271	0,0013	0,00824	0,0166
12652,8996	0	0,00116	0,00241	9,93068E-4	0,00754	0,01637
12648,88507	1,86621E-5	0,00127	0,00207	7,4267E-4	0,00701	0,01627
12644,87322	1,10674E-4	0,00139	0,00175	5,81637E-4	0,00675	0,01635
12640,86404	2,5737E-4	0,00154	0,00149	5,2631E-4	0,0068	0,01661
12636,85754	4,32256E-4	0,00171	0,00132	5,78609E-4	0,00715	0,01705
12632,85371	6,06268E-4	0,0019	0,00128	7,26021E-4	0,00776	0,01764
12628,85254	7,53453E-4	0,00207	0,00137	9,43884E-4	0,00852	0,01832
12624,85404	8,55859E-4	0,00221	0,00158	0,0012	0,0093	0,01901
12620,8582	9,06564E-4	0,00228	0,00187	0,00146	0,01	0,01963
12616,86503	9,10183E-4	0,00228	0,0022	0,00169	0,01049	0,02012
12612,8745	8,80797E-4	0,00218	0,00252	0,00187	0,01071	0,02043
12608,88664	8,3783E-4	0,00198	0,00277	0,00198	0,01065	0,02054
12604,90142	8,00935E-4	0,00171	0,00293	0,00203	0,01032	0,02048
12600,91885	7,85151E-4	0,00137	0,00299	0,00204	0,00979	0,02026
12596,93893	7,97518E-4	0,00101	0,00296	0,00202	0,00915	0,01993
12592,96166	8,35963E-4	6,68666E-4	0,00287	0,002	0,00849	0,01952
