peakcenter	17269.041071847205-20°C	17254.243167289234-30°C	17248.118550349533-40°C	17233.344376234996-50°C	17222.547452456358-60°C	17199.639830854983-70°C
1.523859600999999930e+04	9.957209717375808955e-02	9.924199874455223724e-02	9.910814700084767670e-02	9.878337883929573515e-02	9.854962608529187207e-02	9.806532436179059287e-02
1.523267187999999987e+04	9.849678142978542106e-02	9.817024011507727299e-02	9.803783024206230712e-02	9.771655936020701150e-02	9.748532243174029555e-02	9.700622850229115302e-02
1.522675253999999950e+04	9.742917408139212254e-02	9.710616498995734702e-02	9.697518693623785602e-02	9.665738904158324707e-02	9.642865056422160464e-02	9.595472880608391097e-02
1.522083798999999999e+04	9.636928794996141301e-02	9.604978609938225054e-02	9.592022977365702308e-02	9.560588047029899839e-02	9.537962298758685675e-02	9.491083758251073199e-02
1.521492822999999953e+04	9.531713442661780833e-02	9.500111475142480888e-02	9.487297002598089890e-02	9.456204482351446283e-02	9.433825080387672757e-02	9.387456575404702630e-02
1.520902324000000044e+04	9.427271996503355789e-02	9.396015733622960220e-02	9.383341405503971278e-02	9.352588838860351195e-02	9.330454024023221438e-02	9.284591940064185200e-02
1.520312303000000065e+04	9.323605497294323863e-02	9.292692418788470188e-02	9.280157216267639897e-02	9.249742138379592193e-02	9.227850144849882030e-02	9.182490851566953161e-02
1.519722759000000042e+04	9.220714495841381142e-02	9.190142075979640390e-02	9.177744977790887326e-02	9.147664917390943562e-02	9.126013974148684815e-02	9.081153828460351851e-02
1.519133690999999999e+04	9.118599412144616501e-02	9.088365120421741661e-02	9.076105103155407416e-02	9.046357583305561501e-02	9.024945914707717398e-02	8.980581262123349395e-02
1.518545097999999962e+04	9.017260537327805026e-02	8.987361839131084718e-02	8.975237877518521534e-02	8.945820416331813629e-02	8.924646242667473583e-02	8.880773418557423582e-02
1.517956981000000087e+04	8.916698376372346468e-02	8.887132732497414478e-02	8.875143799227824815e-02	8.846053909453174824e-02	8.825115446678537257e-02	8.781730775838092473e-02
1.517369338000000062e+04	8.816912792143387356e-02	8.787677661129524032e-02	8.775822727809026724e-02	8.747057919185222130e-02	8.726353380649019831e-02	8.683453180977472596e-02
1.516782167999999911e+04	8.717903697205728331e-02	8.688996535365881013e-02	8.677274572541186781e-02	8.648832351879985614e-02	8.628359948412897551e-02	8.585940531197999714e-02
1.516195471999999972e+04	8.619671216692499638e-02	8.591089477590103940e-02	8.579499454547140358e-02	8.551377325268698371e-02	8.531135264876739399e-02	8.489192934252520750e-02
1.515609249000000091e+04	8.522215015764160462e-02	8.493956151905301954e-02	8.482497037365308024e-02	8.454692501209390421e-02	8.434678990331206938e-02	8.393210045969065614e-02
1.515023497999999927e+04	8.425534642365278826e-02	8.397596105743923567e-02	8.386266868093908422e-02	8.358777425700011920e-02	8.338990669648634058e-02	8.297991407753843585e-02
1.514438219000000026e+04	8.329629692450275791e-02	8.302008934535129447e-02	8.290808541831304335e-02	8.263631692766650050e-02	8.244069895772331014e-02	8.203536609249105493e-02
1.513853410000000076e+04	8.234499319759300273e-02	8.207193793094828826e-02	8.196121213719928522e-02	8.169254458092614635e-02	8.149915824484962878e-02	8.109844805456539740e-02
1.513269072000000051e+04	8.140143054100883180e-02	8.113150211187393490e-02	8.102204413404244521e-02	8.075645250797333641e-02	8.056527984258067543e-02	8.016915522585711662e-02
1.512685203999999976e+04	8.046559986978024659e-02	8.019877281841412964e-02	8.009057234436534056e-02	7.982803165485588548e-02	7.963905470202380099e-02	7.924747855938001073e-02
1.512101806000000033e+04	7.953749260949789790e-02	7.927374149081430066e-02	7.916678821347312989e-02	7.890727347712449269e-02	7.872047428376144351e-02	7.833340951815040420e-02
1.511518875999999909e+04	7.861709593727356227e-02	7.835639533593527495e-02	7.825067895946874463e-02	7.799416521826768589e-02	7.780952584737209354e-02	7.742693538763545380e-02
1.510936413999999968e+04	7.770439916468578623e-02	7.744672368897276282e-02	7.734223392636165040e-02	7.708869624192010717e-02	7.690619876858587056e-02	7.652804556169054417e-02
1.510354420000000027e+04	7.679939053964453255e-02	7.654471482585378794e-02	7.644144140073064198e-02	7.619085485886743780e-02	7.601048137372275193e-02	7.563672839236214307e-02
1.509772892999999931e+04	7.590205572871007444e-02	7.565035445052410712e-02	7.554828710102230727e-02	7.530062682121639595e-02	7.512235943735898203e-02	7.475296969476710740e-02
1.509191832000000068e+04	7.501237942132772674e-02	7.476362729380815753e-02	7.466275577422810950e-02	7.441799691376797810e-02	7.424181776987488768e-02	7.387675432668573683e-02
1.508611238000000048e+04	7.413034837554020873e-02	7.388452014897052555e-02	7.378483422732680375e-02	7.354295197545858420e-02	7.336884323168911537e-02	7.300806918783786514e-02
1.508031107999999949e+04	7.325594231016359370e-02	7.301301279403375755e-02	7.291450226182114025e-02	7.267547186353690014e-02	7.250341571876092739e-02	7.214689424954069674e-02
1.507451444000000083e+04	7.238914756682753027e-02	7.214909160848206882e-02	7.205174627205565563e-02	7.181554300726548934e-02	7.164552168417279154e-02	7.129321600972332584e-02
1.506872243999999955e+04	7.152994353391359250e-02	7.129273604216139482e-02	7.119654573234530937e-02	7.096314493927186051e-02	7.079514070130327186e-02	7.044701412200560231e-02
1.506293506999999954e+04	7.067831023162118864e-02	7.044392617516002930e-02	7.034888074664148727e-02	7.011825782042517552e-02	6.995225297085561067e-02	6.960826886572785144e-02
1.505715234000000055e+04	6.983422972504735315e-02	6.960264412616501417e-02	6.950873345497082800e-02	6.928086384161702416e-02	6.911684071927981510e-02	6.877696253739382093e-02
1.505137422999999944e+04	6.899767881505365630e-02	6.876886676752655414e-02	6.867608075830931857e-02	6.845093997243258122e-02	6.828888096456636747e-02	6.795307225192175060e-02
1.504560074999999961e+04	6.816863781501089625e-02	6.794257447287169183e-02	6.785090305438157277e-02	6.762846666827951325e-02	6.746835420273430972e-02	6.713657858634954068e-02
1.503983187999999973e+04	6.734708188262759909e-02	6.712374247764153756e-02	6.703317560983751422e-02	6.681341927080185206e-02	6.665523582856427987e-02	6.632745704265112507e-02
1.503406761000000006e+04	6.653298684140558639e-02	6.631234668121786802e-02	6.622287435453935722e-02	6.600577378314162469e-02	6.584950189716200220e-02	6.552568378090325996e-02
1.502830796000000009e+04	6.572633192916027545e-02	6.550836638630362641e-02	6.541997861723436447e-02	6.520550959661114421e-02	6.505113184414790251e-02	6.473123832602885319e-02
1.502255290000000059e+04	6.492708857682794044e-02	6.471177311491167761e-02	6.462445995661914022e-02	6.441259835833312852e-02	6.426009737961957402e-02	6.394409251628539737e-02
1.501680242999999973e+04	6.413523168973409017e-02	6.392254185220572205e-02	6.383629339000235214e-02	6.362701516307207872e-02	6.347637365346951721e-02	6.316422161363437204e-02
1.501105654999999933e+04	6.335073541115060491e-02	6.314064682408311591e-02	6.305545317657351712e-02	6.284873435029665611e-02	6.269993506237196701e-02	6.239160013128026289e-02
1.500531524999999965e+04	6.257357179256946289e-02	6.236606017183822515e-02	6.228191149384542519e-02	6.207772818493546840e-02	6.193075393364053105e-02	6.162620052394388731e-02
1.499957853000000068e+04	6.180371354219145463e-02	6.159875469151975674e-02	6.151564117330724640e-02	6.131396958404038838e-02	6.116880324541758285e-02	6.086799589462801863e-02
1.499384638000000086e+04	6.104113133530542773e-02	6.083870115321163979e-02	6.075661302331419877e-02	6.055742944842965048e-02	6.041405396461531352e-02	6.011695734559836801e-02
1.498811880000000019e+04	6.028579651583813176e-02	6.008587099360936101e-02	6.000479851802397596e-02	5.980807934279049054e-02	5.966647772065725164e-02	5.937305663893589075e-02
1.498239578000000074e+04	5.953767845300900197e-02	5.934023368142547078e-02	5.926016716634990161e-02	5.906588887323800663e-02	5.892604418922908760e-02	5.863626359310934039e-02
1.497667730999999912e+04	5.879674590623663877e-02	5.860175807775686724e-02	5.852268787048667265e-02	5.833082704137067948e-02	5.819272244311428366e-02	5.790654742713158970e-02
1.497096339000000080e+04	5.806296832054504142e-02	5.787041372718304544e-02	5.779233021526084674e-02	5.760286352937839249e-02	5.746648223424625362e-02	5.718387803627261040e-02
1.496525401000000056e+04	5.733631325212146246e-02	5.714616829184940294e-02	5.706906190567060527e-02	5.688196614596710554e-02	5.674729144566656447e-02	5.646822345651294345e-02
1.495954917000000023e+04	5.661674895356033632e-02	5.642899012812779835e-02	5.635285134006497859e-02	5.616810339108940092e-02	5.603511865017226506e-02	5.575955241058003914e-02
1.495384886999999981e+04	5.590424308927106206e-02	5.571884700627426079e-02	5.564366633152425384e-02	5.546124318150352783e-02	5.532993183888105376e-02	5.505783304273632883e-02
1.494815308999999979e+04	5.519876028628157433e-02	5.501570366934527972e-02	5.494147167006555726e-02	5.476135042095865019e-02	5.463169599715876623e-02	5.436303050660000469e-02
1.494246183000000019e+04	5.450026715025360624e-02	5.431952683257109532e-02	5.424623411526705019e-02	5.406839197644170564e-02	5.394037806907624882e-02	5.367511190516687652e-02
1.493677510000000075e+04	5.380873095825632058e-02	5.363028388045627814e-02	5.355792109512262644e-02	5.338233538128708128e-02	5.325594566358044651e-02	5.299404500332024343e-02
1.493109287000000040e+04	5.312411362280738958e-02	5.294793685082981732e-02	5.287649469820538545e-02	5.270314284702569407e-02	5.257836108051203855e-02	5.231979228320299963e-02
1.492541515000000072e+04	5.244638143612954939e-02	5.227245214678157698e-02	5.220192137249751035e-02	5.203078093041151736e-02	5.190759095473849311e-02	5.165232054090889563e-02
1.491974193000000014e+04	5.177549780069837931e-02	5.160379329131052628e-02	5.153416468981111137e-02	5.136521332155402630e-02	5.124359906135324272e-02	5.099159372704206022e-02
1.491407320000000072e+04	5.111142568788636792e-02	5.094192337780990842e-02	5.087318779296444438e-02	5.070640328306468686e-02	5.058634874904128359e-02	5.033757536810052474e-02
1.490840897000000041e+04	5.045412996294275365e-02	5.028680738733162792e-02	5.021895570991725261e-02	5.005431595659903116e-02	4.993580524115455443e-02	4.969023085622062408e-02
1.490274921999999970e+04	4.980357157046869099e-02	4.963840639333874649e-02	4.957142956634015551e-02	4.940891259439242345e-02	4.929192988089906718e-02	4.904952172264846061e-02
1.489709395000000040e+04	4.915971337912288658e-02	4.899668338702434234e-02	4.893057240307161632e-02	4.877015635763991275e-02	4.865468591598205023e-02	4.841541139392824961e-02
1.489144314999999915e+04	4.852251672050149345e-02	4.836159982766505272e-02	4.829634573112390195e-02	4.813800888279045481e-02	4.802403507303075469e-02	4.778786178315384131e-02
1.488579682999999932e+04	4.789194479224718332e-02	4.773311903444085041e-02	4.766871291892462587e-02	4.751243365767893884e-02	4.739994092572704515e-02	4.716683664152904881e-02
1.488015495999999985e+04	4.726795596093556762e-02	4.711119951152709096e-02	4.704763252641326610e-02	4.689338937747106889e-02	4.678236226647839585e-02	4.655229496262304478e-02
1.487451756000000023e+04	4.665051380052923080e-02	4.649580495325533053e-02	4.643306829670092173e-02	4.628083990356281208e-02	4.617126304173539697e-02	4.594420086882075593e-02
1.486888460999999916e+04	4.603957712548843034e-02	4.588689431027372090e-02	4.582497923563254305e-02	4.567474437566122758e-02	4.556660248747936015e-02	4.534251379531061693e-02
1.486325610000000052e+04	4.543510556135284956e-02	4.528442734165250005e-02	4.522332515639990169e-02	4.507506273821662579e-02	4.496834064256717556e-02	4.474719397630891327e-02
1.485763204000000042e+04	4.483706056304241627e-02	4.468836562980518096e-02	4.462806769309213967e-02	4.448175675064691692e-02	4.437643935656086086e-02	4.415820344792530799e-02
1.485201240999999936e+04	4.424540008519396023e-02	4.409866726849757945e-02	4.403916499587093997e-02	4.389478469990075460e-02	4.379085701480648490e-02	4.357550079917465319e-02
1.484639722000000074e+04	4.366008497595286891e-02	4.351529323543358585e-02	4.345657809495695467e-02	4.331410774357763449e-02	4.321155486653383004e-02	4.299904746895077262e-02
1.484078644999999960e+04	4.308107267291914899e-02	4.293820110910531729e-02	4.288026462595663502e-02	4.273968365582272999e-02	4.263849078555614902e-02	4.242880153740272164e-02
1.483518010999999933e+04	4.250832347063623201e-02	4.236735131549518307e-02	4.231018506813493535e-02	4.217147304514574230e-02	4.207162547336550096e-02	4.186472389851978587e-02
1.482957818000000043e+04	4.194179434144700708e-02	4.180270096942210328e-02	4.174629659407040616e-02	4.160943322423688723e-02	4.151091634346071313e-02	4.130677217452902172e-02
1.482398065999999926e+04	4.138144408204245950e-02	4.124420900402107210e-02	4.118855819221291931e-02	4.105352331572882651e-02	4.095632261501894883e-02	4.075490578451299722e-02
1.481838754999999946e+04	4.082723125190049901e-02	4.069183411601725447e-02	4.063692861492949893e-02	4.050370220696761919e-02	4.040780327250732828e-02	4.020908391405084159e-02
1.481279883999999947e+04	4.027911321015279628e-02	4.014553380578560204e-02	4.009136541985844349e-02	3.995992759450790743e-02	3.986531611243887552e-02	3.966926456665788303e-02
1.480721451999999954e+04	3.973704714385318387e-02	3.960526540220785791e-02	3.955182599338300659e-02	3.942215700422963681e-02	3.932881876107249819e-02	3.913540557647710028e-02
1.480163459999999941e+04	3.920099199101005627e-02	3.907098797932649636e-02	3.901826946469866275e-02	3.889034969912859990e-02	3.879827057768531207e-02	3.860746650218806891e-02
1.479605905999999959e+04	3.867090362393286324e-02	3.854265755566373824e-02	3.849065191160904592e-02	3.836446190082848373e-02	3.827362788739711863e-02	3.808540388327200099e-02
1.479048790000000008e+04	3.814673968918443764e-02	3.802023191812202441e-02	3.796893117791722005e-02	3.784445159117735824e-02	3.775484877139742568e-02	3.756917600667855628e-02
1.478492110999999932e+04	3.762845674169101873e-02	3.750366776559740933e-02	3.745306402089269154e-02	3.733027566906535477e-02	3.724189023049365860e-02	3.705874008432034211e-02
1.477935870000000068e+04	3.711601305410688889e-02	3.699292350902662341e-02	3.694300890754000088e-02	3.682189273752473069e-02	3.673471096561144178e-02	3.655405501989672512e-02
1.477380064999999922e+04	3.660936399715449679e-02	3.648795466704667090e-02	3.643872141647058055e-02	3.631925852067544730e-02	3.623326680559033064e-02	3.605507685917232197e-02
1.476824695000000065e+04	3.610846578400147416e-02	3.598871759795368996e-02	3.594015796482576824e-02	3.582232957842873544e-02	3.573751441309146876e-02	3.556176247765768794e-02
1.476269762000000082e+04	3.561327720737229169e-02	3.549517123105302291e-02	3.544727753729046832e-02	3.533106502983147240e-02	3.524741300386097231e-02	3.507407129141562607e-02
1.475715263000000050e+04	3.512375248274224315e-02	3.500726993358703465e-02	3.496003456264531323e-02	3.484541945297130183e-02	3.476291726344483968e-02	3.459195820860844900e-02
1.475161197999999968e+04	3.463984844504382210e-02	3.452497068357424093e-02	3.447838607692722823e-02	3.436535002465255367e-02	3.428398446996006044e-02	3.411538071723908133e-02
1.474607567999999992e+04	3.416152269820497273e-02	3.404823122548381736e-02	3.400228988159230414e-02	3.389081468459673868e-02	3.381057266264098776e-02	3.364429706270249953e-02
1.474054370999999992e+04	3.368873017886562377e-02	3.357700664534755963e-02	3.353170112324867225e-02	3.342176872638798202e-02	3.334263724085576031e-02	3.317866286352616489e-02
1.473501605999999992e+04	3.322142666866125665e-02	3.311125287139511653e-02	3.306657578956816168e-02	3.295816828192301567e-02	3.288013444030576243e-02	3.271843457047287490e-02
1.472949274999999943e+04	3.275957042023003307e-02	3.265092829466835489e-02	3.260687232771377481e-02	3.249997193453213473e-02	3.242302294232690674e-02	3.226357106792648172e-02
1.472397374999999920e+04	3.230311544963479498e-02	3.219598708368756612e-02	3.215254496802627537e-02	3.204713406455331204e-02	3.197125723521860446e-02	3.181402706786765761e-02
1.471845905999999923e+04	3.185201828093437576e-02	3.174638590665522508e-02	3.170355043715745308e-02	3.159961154045633214e-02	3.152479428952535689e-02	3.136975975232651759e-02
1.471294867999999951e+04	3.140623540550264992e-02	3.130208139920047372e-02	3.125984542923135323e-02	3.115736119829428524e-02	3.108359104345559745e-02	3.093072627116678561e-02
1.470744261000000006e+04	3.096572329121304035e-02	3.086303017353289602e-02	3.082138661498543333e-02	3.072033985081442514e-02	3.064760441197069210e-02	3.049688375112926189e-02
1.470194082999999955e+04	3.053043681793508532e-02	3.042918725912726816e-02	3.038812908455927608e-02	3.028850273535175705e-02	3.021678973835309825e-02	3.006818775501404403e-02
1.469644334999999955e+04	3.010033326404748175e-02	3.000051007601573991e-02	2.996003031542545172e-02	2.986180746875091024e-02	2.979110473976403009e-02	2.964459620783392590e-02
1.469095015000000058e+04	2.967536756751218766e-02	2.957695371157761585e-02	2.953704545555223965e-02	2.944020934599253514e-02	2.937050481700088575e-02	2.922606472963692678e-02
1.468546124000000054e+04	2.925549702846216849e-02	2.915847560753152129e-02	2.911913200407154068e-02	2.902366600551556375e-02	2.895494770877335769e-02	2.881255126689283297e-02
1.467997660999999971e+04	2.884067742729692213e-02	2.874503169090447327e-02	2.870624594746835553e-02	2.861213357807378815e-02	2.854438964967801265e-02	2.840401226936166076e-02
1.467449625000000015e+04	2.843086460570588142e-02	2.833657794981191830e-02	2.829834333323451995e-02	2.820556825523024697e-02	2.813878693497880862e-02	2.800040424717830170e-02
1.466902016000000003e+04	2.802601520909253976e-02	2.793307117341955678e-02	2.789538100883204655e-02	2.780392702589766854e-02	2.773809665540349911e-02	2.760168450203481783e-02
1.466354833999999937e+04	2.762608592513583067e-02	2.753446819302979298e-02	2.749731586380350229e-02	2.740716692093339568e-02	2.734227594352691901e-02	2.720781037726947849e-02
1.465808077000000048e+04	2.723103205468419691e-02	2.714072445771508260e-02	2.710410340732721107e-02	2.701524359535781988e-02	2.695128055934610870e-02	2.681873785039737279e-02
1.465261744999999974e+04	2.684081044230823138e-02	2.675179695515173331e-02	2.671570068510989437e-02	2.662811423568399449e-02	2.656506779072620450e-02	2.643442441929198458e-02
1.464715839000000051e+04	2.645537869853344451e-02	2.636764343643191802e-02	2.633206550524459441e-02	2.624573678831336118e-02	2.618359568362295386e-02	2.605482833619300262e-02
1.464170355999999992e+04	2.607469169725482039e-02	2.598821892509391163e-02	2.595315295195126451e-02	2.586806648470579145e-02	2.580681957547984948e-02	2.567990515815139069e-02
1.463625297999999930e+04	2.569870791651398742e-02	2.561348203687096453e-02	2.557892169679832142e-02	2.549506213190994713e-02	2.543469837086453217e-02	2.530961399180282553e-02
1.463080662999999913e+04	2.532738314355647766e-02	2.524338870562470305e-02	2.520932773310161426e-02	2.512667986750364083e-02	2.506718831119525079e-02	2.494391129373347768e-02
1.462536450999999943e+04	2.496067466052909536e-02	2.487789635516119216e-02	2.484432854211144487e-02	2.476287731212207383e-02	2.470424711743723217e-02	2.458275499280294582e-02
1.461992661000000044e+04	2.459853918510326171e-02	2.451696184668380324e-02	2.448388104323489037e-02	2.440361152640018599e-02	2.434583195188221375e-02	2.422610246194726799e-02
1.461449293000000034e+04	2.424093422429127176e-02	2.416054282811972570e-02	2.412794294154161495e-02	2.404884035406066808e-02	2.399190075805638506e-02	2.387391185149713088e-02
1.460906346999999914e+04	2.388781739491285111e-02	2.380859705683999183e-02	2.377647205139776093e-02	2.369852174776516593e-02	2.364241158816771105e-02	2.352614141993257871e-02
1.460363820999999916e+04	2.353914515197497517e-02	2.346108113225641584e-02	2.342942503077294694e-02	2.335261250757074414e-02	2.329732134454923220e-02	2.318274828151549102e-02
1.459821716000000015e+04	2.319487602687331229e-02	2.311795372328396408e-02	2.308676060434779187e-02	2.301107149347056402e-02	2.295658898459343802e-02	2.284369159546243561e-02
1.459280031000000054e+04	2.285496740028672424e-02	2.277917235193742396e-02	2.274843635145048712e-02	2.267385642386094205e-02	2.262017232679948420e-02	2.250892938769909896e-02
1.458738766000000032e+04	2.251937743193939065e-02	2.244469531669372742e-02	2.241441062682387325e-02	2.234092579001127274e-02	2.228802996071019976e-02	2.217842045140439033e-02
1.458197919000000002e+04	2.218806320181272024e-02	2.211447983986820909e-02	2.208464071050145194e-02	2.201223701200551858e-02	2.196011940721966094e-02	2.185212251636524383e-02
1.457657490999999936e+04	2.186098379661702285e-02	2.178848514385044871e-02	2.175908587989243761e-02	2.168774950075552307e-02	2.163640017333662985e-02	2.152999528871702914e-02
1.457117481000000043e+04	2.153809723326377198e-02	2.146666938477930636e-02	2.143770434759415325e-02	2.136742160585260869e-02	2.131683070726261842e-02	2.121199742099601215e-02
1.456577887999999984e+04	2.121936171079102929e-02	2.114899090031654300e-02	2.112045450748206016e-02	2.105121185757232588e-02	2.100136963745589253e-02	2.089808774510976130e-02
1.456038711999999941e+04	2.090473619463207103e-02	2.083540879197775045e-02	2.080729551625487908e-02	2.073907954651297084e-02	2.068997635089762227e-02	2.058822584775930886e-02
1.455499952999999914e+04	2.059417981253644503e-02	2.052588232305672597e-02	2.049818669217138428e-02	2.043098412430354935e-02	2.038261039521871085e-02	2.028237147550623204e-02
1.454961609999999928e+04	2.028765129335245720e-02	2.022037035926913320e-02	2.019308695644877680e-02	2.012688464683346987e-02	2.007923092324771785e-02	1.998048398205208576e-02
1.454423682999999983e+04	1.998511012418067306e-02	1.991883252206848309e-02	1.989195598502246920e-02	1.982674092223633486e-02	1.977979783827658530e-02	1.968252346787183887e-02
1.453886169999999947e+04	1.968651486352508695e-02	1.962122750739142552e-02	1.959475252955991675e-02	1.953051183740820915e-02	1.948427012454111845e-02	1.938844911890473532e-02
1.453349072999999953e+04	1.939182648529916286e-02	1.932751641857391803e-02	1.930143774587963004e-02	1.923815867551452799e-02	1.919260915687314578e-02	1.909822249993001209e-02
1.452812389000000076e+04	1.910100340006276945e-02	1.903765780409942890e-02	1.901197023839500469e-02	1.894964017668049686e-02	1.890477377308550852e-02	1.881180265118515688e-02
1.452276118999999926e+04	1.881400641394991372e-02	1.875161260008115227e-02	1.872631099592757600e-02	1.866491745762246038e-02	1.862072518195541371e-02	1.852915097221241245e-02
1.451740262000000075e+04	1.853079544695830985e-02	1.846934085943485390e-02	1.844442012529320246e-02	1.838395075594290509e-02	1.834042371522778131e-02	1.825022798983531522e-02
1.451204817999999977e+04	1.825133115890586674e-02	1.819080337244309217e-02	1.816625846967968166e-02	1.810670104320221546e-02	1.806383043686783652e-02	1.797499495949713907e-02
1.450669786999999997e+04	1.797557440781898802e-02	1.791596112693970289e-02	1.789178706955956571e-02	1.783312948759891228e-02	1.779090660701347290e-02	1.770341333184944840e-02
1.450135167000000001e+04	1.770348524200925783e-02	1.764477430372908551e-02	1.762096615946495345e-02	1.756319645403341470e-02	1.752161268440655811e-02	1.743544376008927463e-02
1.449600957999999991e+04	1.743502496462016535e-02	1.737720433428618580e-02	1.735375722291098918e-02	1.729686355229458419e-02	1.725591036973003062e-02	1.717104813324731374e-02
1.449067159999999967e+04	1.717015508649887348e-02	1.711321285710085474e-02	1.709012195014844235e-02	1.703409259822923072e-02	1.699376156923699394e-02	1.691018854491375609e-02
1.448533772999999928e+04	1.690883732937931497e-02	1.685276172085043572e-02	1.683002224133199956e-02	1.677484561690002068e-02	1.673512839790114101e-02	1.665282729637316758e-02
1.448000794999999925e+04	1.665103266771341892e-02	1.659581202940856731e-02	1.657341925281763384e-02	1.651908389200951871e-02	1.647997223109145398e-02	1.639892595294289990e-02
1.447468226999999933e+04	1.639670376533429452e-02	1.634232657042754278e-02	1.632027582246810271e-02	1.626677038325437946e-02	1.622825611620287711e-02	1.614844774374369490e-02
1.446936067000000003e+04	1.614581207554688716e-02	1.609226692504609965e-02	1.607055358326053493e-02	1.601786684939591338e-02	1.597994190253847896e-02	1.590135470569666726e-02
1.446404317000000083e+04	1.589832117151449009e-02	1.584559678723115525e-02	1.582421627814946385e-02	1.577233715225538277e-02	1.573499353748202337e-02	1.565761096348570677e-02
1.445872974000000067e+04	1.565419252044385201e-02	1.560227775197722822e-02	1.558122555394918056e-02	1.553014306438600840e-02	1.549337288409596489e-02	1.541717856772398254e-02
1.445342037999999957e+04	1.541338923920948685e-02	1.536227305847577378e-02	1.534154469945240608e-02	1.529124799493632343e-02	1.525504343816320649e-02	1.518002119371574671e-02
1.444811510000000089e+04	1.517587511807940229e-02	1.512554661707854985e-02	1.510513767370658643e-02	1.505561602111224299e-02	1.501996936194235736e-02	1.494610317996345611e-02
1.444281387999999970e+04	1.494161283812033350e-02	1.489206123261458889e-02	1.487196733172814825e-02	1.482321011970821889e-02	1.478811371988600354e-02	1.471538777256252602e-02
1.443751672999999937e+04	1.471056665948668359e-02	1.466178128376380806e-02	1.464199810026080989e-02	1.459399483409320498e-02	1.455944113931214277e-02	1.448783977278793669e-02
1.443222363000000041e+04	1.448269977161967953e-02	1.443467008204383714e-02	1.441519334032594774e-02	1.436793364540776656e-02	1.433391518782542971e-02	1.426342292741294981e-02
1.442693457999999919e+04	1.425797649010517032e-02	1.421069206138226258e-02	1.419151753384042917e-02	1.414499115201318935e-02	1.411150054760606717e-02	1.404210209230512610e-02
1.442164957999999933e+04	1.403636136902467434e-02	1.398981189341142947e-02	1.397093540010516284e-02	1.392513218887657389e-02	1.389216213687989067e-02	1.382384235821691558e-02
1.441636861999999928e+04	1.381781879168422766e-02	1.377199407955457047e-02	1.375341148844161018e-02	1.370832142154287947e-02	1.367586470485176141e-02	1.360860864771108042e-02
1.441109170000000086e+04	1.360231381078640285e-02	1.355720378841151867e-02	1.353891101444762261e-02	1.349452417964911236e-02	1.346257366324626371e-02	1.339636654261199683e-02
1.440581881000000067e+04	1.338981132205916552e-02	1.334540603212810289e-02	1.332739903747816486e-02	1.328370563710165424e-02	1.325225426842609536e-02	1.318708147014626721e-02
1.440054996000000028e+04	1.318027727741736231e-02	1.313656687553436085e-02	1.311884166815202070e-02	1.307583201562419889e-02	1.304487282209040866e-02	1.298071989773617527e-02
1.439528512000000046e+04	1.297367629465921018e-02	1.293065105376811630e-02	1.291320368918992545e-02	1.287086821339587621e-02	1.284039430552751798e-02	1.277724697888682481e-02
1.439002431000000070e+04	1.276997522463896480e-02	1.272762552761764338e-02	1.271045210595999828e-02	1.266878134395635000e-02	1.263878591014105414e-02	1.257663006634964116e-02
1.438476750999999967e+04	1.256913960728351515e-02	1.252745595129135803e-02	1.251055261901347707e-02	1.246953722030621006e-02	1.244001352987483475e-02	1.237883522179699519e-02
1.437951471999999922e+04	1.237113602186948151e-02	1.233010901490056745e-02	1.231347196340674445e-02	1.227310268655962440e-02	1.224404408734493764e-02	1.218382953051469660e-02
1.437426593999999932e+04	1.217593129807683153e-02	1.213555165812951926e-02	1.211917712343238765e-02	1.207944483524986054e-02	1.205084475299837005e-02	1.199158032440072325e-02
1.436902115000000049e+04	1.198349178816477713e-02	1.194375034482499792e-02	1.192763460818757094e-02	1.188853028527269221e-02	1.186038222476608513e-02	1.180205446516078942e-02
1.436378037000000040e+04	1.179378557420780911e-02	1.175467326291241080e-02	1.173881264852179133e-02	1.170032737163153105e-02	1.167262491262350578e-02	1.161522051812551720e-02
1.435854357999999957e+04	1.160677953341701131e-02	1.156828739944950300e-02	1.155267827603722111e-02	1.151480323401416102e-02	1.148754003406054700e-02	1.143104586200452237e-02
1.435331077000000005e+04	1.142244118542365232e-02	1.138456038178373327e-02	1.136919916176180184e-02	1.133192564943781219e-02	1.130509544238759469e-02	1.124949850820104041e-02
1.434808194999999978e+04	1.124073901335421836e-02	1.120346079756249016e-02	1.118834393572766539e-02	1.115166335077985744e-02	1.112525994451203128e-02	1.107054741702565882e-02
1.434285709999999926e+04	1.106164071484779313e-02	1.102495645155071591e-02	1.101008044614086058e-02	1.097398429165477411e-02	1.094800156992337820e-02	1.089416077519436525e-02
1.433763623000000007e+04	1.088511528758796289e-02	1.084901644424645685e-02	1.083437783519219412e-02	1.079885771541952422e-02	1.077328963479998181e-02	1.072030804978422319e-02
1.433241933000000063e+04	1.071113130391199847e-02	1.067560945221204816e-02	1.066120482170878486e-02	1.062625244345537928e-02	1.060109303434358073e-02	1.054895828896601842e-02
1.432720638999999937e+04	1.053965761050967669e-02	1.050470442545248413e-02	1.049053039759145940e-02	1.045613756932204687e-02	1.043138093528994670e-02	1.038008081110921091e-02
