Wavenumber	20°C	30°C	40°C	50°C	60°C	70°C
1.541250890000000072e+04	1.340025371979975954e-01	1.434899382208504326e-01	1.514903328168631103e-01	1.577291206833119908e-01	1.759673572753868709e-01	1.981439098422549394e-01
1.540644310000000041e+04	1.327156784544875623e-01	1.421491469801434149e-01	1.501131009535365823e-01	1.563102517258866120e-01	1.745354015187485230e-01	1.967391355902401440e-01
1.540038226000000031e+04	1.314355013170351860e-01	1.408149271139159386e-01	1.487423456868428584e-01	1.548979876333944627e-01	1.731089457390355413e-01	1.953384434145960247e-01
1.539432638000000043e+04	1.301620664067988375e-01	1.394873444597240497e-01	1.473781334834259049e-01	1.534923948034454255e-01	1.716880586127075003e-01	1.939418977151456946e-01
1.538827547000000050e+04	1.288954346052431643e-01	1.381664652455547593e-01	1.460205313762776291e-01	1.520935403311649003e-01	1.702728099364673175e-01	1.925495645188302907e-01
1.538222949999999946e+04	1.276356566170586959e-01	1.368523451991355278e-01	1.446695957657301301e-01	1.507014804661039320e-01	1.688632589338605883e-01	1.911614999586947194e-01
1.537618848000000071e+04	1.263827897233434916e-01	1.355450470137922470e-01	1.433253903666098783e-01	1.493162791013480928e-01	1.674594729510677504e-01	1.897777686556876287e-01
1.537015240000000085e+04	1.251368852392195918e-01	1.342446272635768045e-01	1.419879727549268333e-01	1.479379939080036344e-01	1.660615134170929652e-01	1.883984298928852719e-01
1.536412125000000015e+04	1.238979927188988001e-01	1.329511407832622560e-01	1.406573988650787199e-01	1.465666809657417413e-01	1.646694405169388531e-01	1.870235421998792946e-01
1.535809503000000041e+04	1.226661620043887624e-01	1.316646428038898975e-01	1.393337251833389745e-01	1.452023970205612302e-01	1.632833154769744721e-01	1.856531656026473021e-01
1.535207373000000007e+04	1.214414391271275567e-01	1.303851846695257832e-01	1.380170043378896594e-01	1.438451949368162175e-01	1.619031959387170205e-01	1.842873570439677033e-01
1.534605733999999939e+04	1.202238683879950504e-01	1.291128160038343686e-01	1.367072873229706886e-01	1.424951259863661557e-01	1.605291382704383540e-01	1.829261726527864063e-01
1.534004586000000018e+04	1.190134943771457010e-01	1.278475868177473274e-01	1.354046256654018177e-01	1.411522420792616916e-01	1.591611998313651466e-01	1.815696699805333658e-01
1.533403929000000062e+04	1.178103599361176174e-01	1.265895453775155999e-01	1.341090692276155627e-01	1.398165934967496860e-01	1.577994366603821808e-01	1.802179057072833268e-01
1.532803760999999940e+04	1.166145021951655592e-01	1.253387340554709961e-01	1.328206619296217750e-01	1.384882244777833893e-01	1.564438989613936293e-01	1.788709311435624782e-01
1.532204082000000017e+04	1.154259605984367526e-01	1.240951977177526394e-01	1.315394503833487716e-01	1.371671821180162898e-01	1.550946401676021325e-01	1.775288012184611242e-01
1.531604891999999927e+04	1.142447728796561895e-01	1.228589795146246416e-01	1.302654795554767653e-01	1.358535118964139254e-01	1.537517123780351713e-01	1.761915699471641172e-01
1.531006189000000086e+04	1.130709711651866484e-01	1.216301167965744279e-01	1.289987885539448653e-01	1.345472533276057814e-01	1.524151618985477019e-01	1.748592859745429773e-01
1.530407973999999922e+04	1.119045918180618798e-01	1.204086514151307546e-01	1.277394212412998331e-01	1.332484509040499920e-01	1.510850404243412604e-01	1.735320037069482402e-01
1.529810246000000006e+04	1.107456656229315883e-01	1.191946194456521835e-01	1.264874156391454785e-01	1.319571431676674622e-01	1.497613938549502699e-01	1.722097721597704023e-01
1.529213004000000001e+04	1.095942217548334513e-01	1.179880553371783769e-01	1.252428082010601518e-01	1.306733671135740793e-01	1.484442667859608433e-01	1.708926394188951536e-01
1.528616246999999930e+04	1.084502877950354882e-01	1.167889919259071652e-01	1.240056338233886946e-01	1.293971581990946695e-01	1.471337025102621154e-01	1.695806526332234443e-01
1.528019974999999977e+04	1.073138916474841720e-01	1.155974624418821678e-01	1.227759279134251619e-01	1.281285524754003091e-01	1.458297452021979079e-01	1.682738601961646374e-01
1.527424187999999958e+04	1.061850596103229849e-01	1.144134984861208265e-01	1.215537243005273826e-01	1.268675844311520640e-01	1.445324377003707750e-01	1.669723095234964538e-01
1.526828883999999925e+04	1.050638126363665908e-01	1.132371261036751037e-01	1.203390511778492239e-01	1.256142828030711589e-01	1.432418171836595255e-01	1.656760426996687630e-01
1.526234064000000035e+04	1.039501757953939093e-01	1.120683757067539449e-01	1.191319413443567010e-01	1.243686811413565046e-01	1.419579260385434305e-01	1.643851073784048655e-01
1.525639725999999973e+04	1.028441669905135331e-01	1.109072702335861110e-01	1.179324199753267882e-01	1.231308051894405287e-01	1.406807988555773270e-01	1.630995437141599669e-01
1.525045869999999923e+04	1.017458063648222638e-01	1.097538350163813625e-01	1.167405148100963685e-01	1.219006833943904189e-01	1.394104732503823330e-01	1.618193952284260884e-01
1.524452495000000090e+04	1.006551107081256335e-01	1.086080919083222823e-01	1.155562500833017398e-01	1.206783406428174749e-01	1.381469833986867513e-01	1.605447023001908557e-01
1.523859600999999930e+04	9.957209717375808955e-02	1.074700631841711829e-01	1.143796505528778262e-01	1.194638024163527656e-01	1.368903643203426834e-01	1.592755064752424954e-01
1.523267187999999987e+04	9.849678142978542106e-02	1.063397695971405876e-01	1.132107394902398534e-01	1.182570927160265378e-01	1.356406497316970383e-01	1.580118482978070671e-01
1.522675253999999950e+04	9.742917408139212254e-02	1.052172266140904977e-01	1.120495347826563209e-01	1.170582300364656214e-01	1.343978678631090606e-01	1.567537630664351256e-01
1.522083798999999999e+04	9.636928794996141301e-02	1.041024520643798190e-01	1.108960568408612346e-01	1.158672355276633426e-01	1.331620499046119732e-01	1.555012893663637041e-01
1.521492822999999953e+04	9.531713442661780833e-02	1.029954623064053693e-01	1.097503246336519744e-01	1.146841289003918130e-01	1.319332257645201567e-01	1.542544647806175506e-01
1.520902324000000044e+04	9.427271996503355789e-02	1.018962685335276508e-01	1.086123518604429211e-01	1.135089244718700124e-01	1.307114199493280282e-01	1.530133216948157127e-01
1.520312303000000065e+04	9.323605497294323863e-02	1.008048861282165032e-01	1.074821566316394306e-01	1.123416411609490240e-01	1.294966619433979838e-01	1.517778978277115887e-01
1.519722759000000042e+04	9.220714495841381142e-02	9.972132534321535846e-02	1.063597518199276420e-01	1.111822925227897579e-01	1.282889758468235553e-01	1.505482257039550964e-01
1.519133690999999999e+04	9.118599412144616501e-02	9.864559507763040469e-02	1.052451489656268252e-01	1.100308907800591068e-01	1.270883845538448853e-01	1.493243368841993268e-01
1.518545097999999962e+04	9.017260537327805026e-02	9.757770289518341578e-02	1.041383582932538104e-01	1.088874468387055761e-01	1.258949097627926339e-01	1.481062619682090853e-01
1.517956981000000087e+04	8.916698376372346468e-02	9.651765863556148461e-02	1.030393924536774503e-01	1.077519741533112252e-01	1.247085760101385304e-01	1.468940347124503276e-01
1.517369338000000062e+04	8.816912792143387356e-02	9.546546539084614647e-02	1.019482571682497618e-01	1.066244790596314607e-01	1.235294005685960428e-01	1.456876817069117092e-01
1.516782167999999911e+04	8.717903697205728331e-02	9.442112679324203561e-02	1.008649587792276037e-01	1.055049685736270948e-01	1.223574015791325104e-01	1.444872306655023420e-01
1.516195471999999972e+04	8.619671216692499638e-02	9.338464873480409323e-02	9.978950603487474202e-02	1.043934522362812284e-01	1.211925999891442507e-01	1.432927124205669589e-01
1.515609249000000091e+04	8.522215015764160462e-02	9.235603227161760798e-02	9.872190272671257927e-02	1.032899345035341726e-01	1.200350115793300809e-01	1.421041527494427970e-01
1.515023497999999927e+04	8.425534642365278826e-02	9.133527723562245848e-02	9.766215143234466267e-02	1.021944186124722764e-01	1.188846509990393457e-01	1.409215764937810644e-01
1.514438219000000026e+04	8.329629692450275791e-02	9.032238397810407604e-02	9.661025532420519646e-02	1.011069084502654314e-01	1.177415337257196465e-01	1.397450095709958373e-01
1.513853410000000076e+04	8.234499319759300273e-02	8.931734819072799370e-02	9.556621278931885788e-02	1.000274029907434054e-01	1.166056702120224914e-01	1.385744729448217805e-01
1.513269072000000051e+04	8.140143054100883180e-02	8.832016954740368186e-02	9.453002640315018301e-02	9.895590557146155541e-02	1.154770756362359097e-01	1.374099926607309785e-01
1.512685203999999976e+04	8.046559986978024659e-02	8.733084310022860841e-02	9.350169399085923871e-02	9.789241465074674520e-02	1.143557601758532910e-01	1.362515898223305155e-01
1.512101806000000033e+04	7.953749260949789790e-02	8.634936444807790601e-02	9.248121399470198012e-02	9.683692935644871991e-02	1.132417348411220576e-01	1.350992865978172808e-01
1.511518875999999909e+04	7.861709593727356227e-02	8.537572470252351164e-02	9.146858023815954142e-02	9.578944406952291657e-02	1.121350057534574868e-01	1.339531002967456474e-01
1.510936413999999968e+04	7.770439916468578623e-02	8.440991723622799647e-02	9.046378894051242125e-02	9.474995567820401754e-02	1.110355817962730973e-01	1.328130512775230476e-01
1.510354420000000027e+04	7.679939053964453255e-02	8.345193430092157083e-02	8.946683520001991186e-02	9.371845994013855430e-02	1.099434707755815727e-01	1.316791589772384197e-01
1.509772892999999931e+04	7.590205572871007444e-02	8.250176541848174006e-02	8.847771131679529888e-02	9.269494974585926195e-02	1.088586775727784922e-01	1.305514399838601791e-01
1.509191832000000068e+04	7.501237942132772674e-02	8.155939907621237439e-02	8.749640855383004900e-02	9.167941693935810488e-02	1.077812060617743262e-01	1.294299100144983561e-01
1.508611238000000048e+04	7.413034837554020873e-02	8.062482595302782051e-02	8.652292049614400404e-02	9.067185579405753759e-02	1.067110627973751197e-01	1.283145877559458969e-01
1.508031107999999949e+04	7.325594231016359370e-02	7.969802926813315813e-02	8.555723299623364808e-02	8.967225260560102162e-02	1.056482459581775252e-01	1.272054833372270599e-01
1.507451444000000083e+04	7.238914756682753027e-02	7.877899925674752835e-02	8.459933925198345750e-02	8.868060129708009443e-02	1.045927619205214293e-01	1.261026156033999701e-01
1.506872243999999955e+04	7.152994353391359250e-02	7.786771878052699269e-02	8.364922481273974475e-02	8.769688789810543839e-02	1.035446087556288891e-01	1.250059948942342514e-01
1.506293506999999954e+04	7.067831023162118864e-02	7.696417136443341189e-02	8.270687595035082496e-02	8.672109920845905151e-02	1.025037854311155044e-01	1.239156326345841747e-01
1.505715234000000055e+04	6.983422972504735315e-02	7.606834269797609072e-02	8.177228122647305086e-02	8.575322442144989177e-02	1.014702935500237241e-01	1.228315431664071533e-01
1.505137422999999944e+04	6.899767881505365630e-02	7.518021287790424556e-02	8.084542339908523667e-02	8.479324674185911848e-02	1.004441284001511836e-01	1.217537343602175803e-01
1.504560074999999961e+04	6.816863781501089625e-02	7.429976572168581206e-02	7.992628913723433259e-02	8.384115344576102691e-02	9.942528969071111333e-02	1.206822188716175220e-01
1.503983187999999973e+04	6.734708188262759909e-02	7.342697956361932121e-02	7.901485941409386315e-02	8.289692592945639704e-02	9.841377091019887224e-02	1.196170029579772809e-01
1.503406761000000006e+04	6.653298684140558639e-02	7.256183343349550952e-02	7.811111595287466292e-02	8.196054638470162690e-02	9.740956645508833112e-02	1.185580939579685966e-01
1.502830796000000009e+04	6.572633192916027545e-02	7.170430998025785485e-02	7.721504428333843262e-02	8.103200096639444350e-02	9.641267503737431521e-02	1.175055038987135869e-01
1.502255290000000059e+04	6.492708857682794044e-02	7.085438354343531753e-02	7.632662127684981812e-02	8.011126687568582982e-02	9.542308581769048947e-02	1.164592348558290830e-01
1.501680242999999973e+04	6.413523168973409017e-02	7.001203214216028536e-02	7.544582767016515257e-02	7.919832533584195144e-02	9.444079232198419882e-02	1.154192936300695999e-01
1.501105654999999933e+04	6.335073541115060491e-02	6.917723297261493820e-02	7.457264336113059167e-02	7.829315671757568207e-02	9.346578721178862292e-02	1.143856862308609695e-01
1.500531524999999965e+04	6.257357179256946289e-02	6.834996099113285761e-02	7.370704592425253443e-02	7.739573899916539490e-02	9.249806061791183975e-02	1.133584161007350211e-01
1.499957853000000068e+04	6.180371354219145463e-02	6.753019183779172818e-02	7.284901366713460169e-02	7.650605093408746615e-02	9.153760354778425756e-02	1.123374877221105933e-01
1.499384638000000086e+04	6.104113133530542773e-02	6.671789897228394550e-02	7.199852263210890224e-02	7.562406894167834903e-02	9.058440452794382092e-02	1.113229030479218340e-01
1.498811880000000019e+04	6.028579651583813176e-02	6.591305654952421544e-02	7.115554960451901667e-02	7.474977022566439699e-02	8.963845296605715829e-02	1.103146650700432135e-01
1.498239578000000074e+04	5.953767845300900197e-02	6.511563660294424072e-02	7.032006916204745772e-02	7.388312971351122804e-02	8.869973583866923306e-02	1.093127742885524195e-01
1.497667730999999912e+04	5.879674590623663877e-02	6.432561049666353503e-02	6.949205519296274003e-02	7.302412162988183852e-02	8.776823938460349972e-02	1.083172305055340734e-01
1.497096339000000080e+04	5.806296832054504142e-02	6.354295030643500319e-02	6.867148234274406127e-02	7.217272099700682009e-02	8.684395073038210511e-02	1.073280345607888070e-01
1.496525401000000056e+04	5.733631325212146246e-02	6.276762607364044788e-02	6.785832313458751985e-02	7.132890064671175423e-02	8.592685464581389931e-02	1.063451848593045673e-01
1.495954917000000023e+04	5.661674895356033632e-02	6.199960856177973850e-02	6.705255085797852399e-02	7.049263421682033792e-02	8.501693679262674330e-02	1.053686808429779437e-01
1.495384886999999981e+04	5.590424308927106206e-02	6.123886788602221631e-02	6.625413813115767214e-02	6.966389465922732949e-02	8.411418210327932521e-02	1.043985212541069241e-01
1.494815308999999979e+04	5.519876028628157433e-02	6.048537089589917093e-02	6.546305415133314709e-02	6.884265138440066878e-02	8.321857166078498735e-02	1.034347007701502952e-01
1.494246183000000019e+04	5.450026715025360624e-02	5.973908653000380153e-02	6.467927031318800035e-02	6.802887609264998692e-02	8.233008904673325135e-02	1.024772168209114598e-01
1.493677510000000075e+04	5.380873095825632058e-02	5.899998442225569406e-02	6.390275874786453814e-02	6.722254125822253734e-02	8.144871869750512638e-02	1.015260678323524485e-01
1.493109287000000040e+04	5.312411362280738958e-02	5.826802844876292908e-02	6.313348554063830109e-02	6.642361308535407738e-02	8.057443819626387838e-02	1.005812448975659384e-01
1.492541515000000072e+04	5.244638143612954939e-02	5.754318714147540342e-02	6.237142167034340906e-02	6.563206286721298688e-02	7.970723068500860931e-02	9.964274516676924209e-02
1.491974193000000014e+04	5.177549780069837931e-02	5.682542591746893995e-02	6.161653484358656924e-02	6.484785850568405841e-02	7.884707558960364626e-02	9.871056183104634507e-02
1.491407320000000072e+04	5.111142568788636792e-02	5.611470970550275217e-02	6.086879225253737785e-02	6.407096737428646938e-02	7.799395174365668371e-02	9.778468748671061139e-02
1.490840897000000041e+04	5.045412996294275365e-02	5.541100543481943669e-02	6.012816319355247796e-02	6.330135903885485138e-02	7.714784037769827074e-02	9.686511738179262587e-02
1.490274921999999970e+04	4.980357157046869099e-02	5.471427581037789645e-02	5.939461251571070965e-02	6.253899844961326171e-02	7.630871763514693318e-02	9.595184128346580243e-02
1.489709395000000040e+04	4.915971337912288658e-02	5.402448556841512456e-02	5.866810720223351178e-02	6.178385277904931833e-02	7.547656208188255333e-02	9.504485162930560727e-02
1.489144314999999915e+04	4.852251672050149345e-02	5.334159777004243708e-02	5.794861246819749123e-02	6.103588736627755390e-02	7.465135024308057476e-02	9.414413867112361722e-02
1.488579682999999932e+04	4.789194479224718332e-02	5.266557744743554509e-02	5.723609560075118563e-02	6.029506970854375814e-02	7.383306100244270420e-02	9.324969527104713662e-02
1.488015495999999985e+04	4.726795596093556762e-02	5.199638442375521807e-02	5.653051839070941803e-02	5.956136159183872403e-02	7.302166690809894223e-02	9.236150739624778006e-02
1.487451756000000023e+04	4.665051380052923080e-02	5.133398407546166387e-02	5.583184847588761046e-02	5.883473088470018986e-02	7.221714720053219738e-02	9.147956836064302655e-02
1.486888460999999916e+04	4.603957712548843034e-02	5.067833664377422581e-02	5.514004807146403314e-02	5.811513981919786548e-02	7.141947485367693138e-02	9.060386464100704529e-02
1.486325610000000052e+04	4.543510556135284956e-02	5.002940320719116707e-02	5.445508026503081966e-02	5.740255153597590559e-02	7.062862380550992414e-02	8.973438378212762745e-02
1.485763204000000042e+04	4.483706056304241627e-02	4.938714677672826486e-02	5.377691017454032385e-02	5.669693128959657491e-02	6.984457030359302043e-02	8.887111588682060359e-02
1.485201240999999936e+04	4.424540008519396023e-02	4.875152657264092415e-02	5.310549890504979303e-02	5.599824016061992482e-02	6.906728591916558302e-02	8.801404592571544783e-02
1.484639722000000074e+04	4.366008497595286891e-02	4.812250489028346151e-02	5.244081079744656454e-02	5.530644259722038159e-02	6.829674592381025644e-02	8.716316295607930142e-02
1.484078644999999960e+04	4.308107267291914899e-02	4.750004032713417423e-02	5.178280627310258288e-02	5.462149896862621840e-02	6.753292100223659555e-02	8.631845098001945937e-02
1.483518010999999933e+04	4.250832347063623201e-02	4.688409451772092978e-02	5.113144894966065168e-02	5.394337297062744979e-02	6.677578549757635928e-02	8.547989804544826875e-02
1.482957818000000043e+04	4.194179434144700708e-02	4.627462549025852800e-02	5.048669861741263143e-02	5.327202431393120163e-02	6.602530925478693191e-02	8.464748722189811836e-02
1.482398065999999926e+04	4.138144408204245950e-02	4.567159319988010197e-02	4.984851708859520253e-02	5.260741481291696109e-02	6.528146441179022430e-02	8.382120411252309833e-02
1.481838754999999946e+04	4.082723125190049901e-02	4.507495731223427199e-02	4.921686585391920471e-02	5.194950594593376880e-02	6.454422267748080588e-02	8.300103384217415170e-02
1.481279883999999947e+04	4.027911321015279628e-02	4.448467616556027460e-02	4.859170498213931377e-02	5.129825770838943727e-02	6.381355404116956231e-02	8.218695961450291076e-02
1.480721451999999954e+04	3.973704714385318387e-02	4.390070787628880949e-02	4.797299428858563947e-02	5.065362982896701172e-02	6.308942812871499994e-02	8.137896421149730386e-02
1.480163459999999941e+04	3.920099199101005627e-02	4.332301241140057435e-02	4.736069553121856346e-02	5.001558405777033200e-02	6.237181677494853943e-02	8.057703286675875487e-02
1.479605905999999959e+04	3.867090362393286324e-02	4.275154639810105350e-02	4.675476690959808751e-02	4.938407843398721908e-02	6.166068757777961457e-02	7.978114606399570874e-02
1.479048790000000008e+04	3.814673968918443764e-02	4.218626833841494783e-02	4.615516858993274490e-02	4.875907304240045814e-02	6.095601036598877198e-02	7.899128675580263659e-02
1.478492110999999932e+04	3.762845674169101873e-02	4.162713552012783230e-02	4.556185942998562666e-02	4.814052660008477647e-02	6.025775335702826530e-02	7.820743606550566163e-02
1.477935870000000068e+04	3.711601305410688889e-02	4.107410704699721721e-02	4.497480019346832003e-02	4.752839980702699973e-02	5.956588693605584239e-02	7.742957752480028599e-02
1.477380064999999922e+04	3.660936399715449679e-02	4.052713885373714076e-02	4.439394825851038923e-02	4.692264982868064177e-02	5.888037742115224266e-02	7.665769006594884416e-02
1.476824695000000065e+04	3.610846578400147416e-02	3.998618774486042970e-02	4.381926190223776885e-02	4.632323476224826930e-02	5.820119210136848187e-02	7.589175367207059986e-02
1.476269762000000082e+04	3.561327720737229169e-02	3.945121327317178961e-02	4.325070229895373181e-02	4.573011572185258639e-02	5.752830160941522358e-02	7.513175206666186656e-02
1.475715263000000050e+04	3.512375248274224315e-02	3.892217000864494486e-02	4.268822530412912097e-02	4.514324826776119209e-02	5.686167020037034836e-02	7.437766173679279114e-02
1.475161197999999968e+04	3.463984844504382210e-02	3.839901531134042728e-02	4.213178971258026151e-02	4.456259102006732836e-02	5.620126551405349447e-02	7.362946294558962712e-02
1.474607567999999992e+04	3.416152269820497273e-02	3.788170733466902224e-02	4.158135513885568429e-02	4.398810344850531684e-02	5.554705607734566897e-02	7.288713692467049809e-02
1.474054370999999992e+04	3.368873017886562377e-02	3.737020130841495202e-02	4.103687806112839981e-02	4.341974174293403155e-02	5.489900659784784781e-02	7.215066052854260392e-02
1.473501605999999992e+04	3.322142666866125665e-02	3.686445333535832980e-02	4.049831585833629788e-02	4.285746302572085442e-02	5.425708275136902764e-02	7.142001165356727521e-02
1.472949274999999943e+04	3.275957042023003307e-02	3.636442215347066020e-02	3.996562868923524831e-02	4.230122731455250584e-02	5.362125343265836813e-02	7.069517181341750112e-02
1.472397374999999920e+04	3.230311544963479498e-02	3.587006187464909096e-02	3.943877175744180813e-02	4.175098944570048570e-02	5.299148152529777750e-02	6.997611561996341933e-02
1.471845905999999923e+04	3.185201828093437576e-02	3.538132928493278179e-02	3.891770308588544253e-02	4.120670719101861973e-02	5.236773317097652425e-02	6.926282133703545729e-02
1.471294867999999951e+04	3.140623540550264992e-02	3.489818109506855753e-02	3.840238058896111584e-02	4.066833820109150982e-02	5.174997427988895643e-02	6.855526690862816241e-02
1.470744261000000006e+04	3.096572329121304035e-02	3.442057395024213790e-02	3.789276208230624859e-02	4.013584001513063881e-02	5.113817054013308772e-02	6.785342996670440385e-02
1.470194082999999955e+04	3.053043681793508532e-02	3.394846273269885167e-02	3.738880346996114462e-02	3.960916816595986406e-02	5.053228523434998010e-02	6.715728531765634279e-02
1.469644334999999955e+04	3.010033326404748175e-02	3.348180488457280779e-02	3.689046335733900395e-02	3.908828100020055735e-02	4.993228477960728884e-02	6.646681129974341129e-02
1.469095015000000058e+04	2.967536756751218766e-02	3.302055526792808948e-02	3.639769756405027840e-02	3.857313394352028524e-02	4.933813212852952712e-02	6.578198219862278762e-02
1.468546124000000054e+04	2.925549702846216849e-02	3.256467126686005131e-02	3.591046457187693081e-02	3.806368519481462959e-02	4.874979332661667081e-02	6.510277579073943388e-02
1.467997660999999971e+04	2.884067742729692213e-02	3.211410857478906589e-02	3.542872102466265716e-02	3.755989102183385914e-02	4.816723208830332725e-02	6.442916709401412534e-02
1.467449625000000015e+04	2.843086460570588142e-02	3.166882290947524436e-02	3.495242355897259373e-02	3.706170767426869572e-02	4.759041199781949977e-02	6.376113089624127483e-02
1.466902016000000003e+04	2.802601520909253976e-02	3.122877082007170790e-02	3.448152966746953485e-02	3.656909228678899976e-02	4.701929755542309797e-02	6.309864296733011524e-02
1.466354833999999937e+04	2.762608592513583067e-02	3.079390886041591391e-02	3.401599681508510331e-02	3.608200195474082356e-02	4.645385310913752175e-02	6.244167882452449775e-02
1.465808077000000048e+04	2.723103205468419691e-02	3.036419203413583470e-02	3.355578077296573342e-02	3.560039199023962153e-02	4.589404082481733649e-02	6.179021136567709044e-02
1.465261744999999974e+04	2.684081044230823138e-02	2.993957698113293778e-02	3.310083902932149658e-02	3.512421949074352040e-02	4.533982482749670390e-02	6.114421567866094864e-02
1.464715839000000051e+04	2.645537869853344451e-02	2.952002113365393213e-02	3.265112988783509806e-02	3.465344239645929553e-02	4.479117011443665280e-02	6.050366778853584482e-02
1.464170355999999992e+04	2.607469169725482039e-02	2.910547890283507813e-02	3.220660837887542177e-02	3.418801520940252525e-02	4.424803756136017063e-02	5.986853882028771168e-02
1.463625297999999930e+04	2.569870791651398742e-02	2.869590858151534543e-02	3.176723365890927325e-02	3.372789673961490431e-02	4.371039295211459619e-02	5.923880554336375531e-02
1.463080662999999913e+04	2.532738314355647766e-02	2.829126549016598019e-02	3.133296166129274224e-02	3.327304241050199618e-02	4.317819800153514798e-02	5.861443987666356548e-02
1.462536450999999943e+04	2.496067466052909536e-02	2.789150653509590849e-02	3.090374998414018373e-02	3.282340937652835494e-02	4.265141632774703540e-02	5.799541587223505656e-02
1.461992661000000044e+04	2.459853918510326171e-02	2.749658796500101601e-02	3.047955548317095656e-02	3.237895400216654618e-02	4.213001050471672226e-02	5.738170626013099768e-02
1.461449293000000034e+04	2.424093422429127176e-02	2.710646684680521196e-02	3.006033585599057062e-02	3.193963352137269007e-02	4.161394400542179489e-02	5.677328472983900892e-02
1.460906346999999914e+04	2.388781739491285111e-02	2.672110032529182236e-02	2.964604884738183260e-02	3.150540520510081849e-02	4.110318022739870014e-02	5.617012478596957598e-02
1.460363820999999916e+04	2.353914515197497517e-02	2.634044423458215337e-02	2.923665075532367111e-02	3.107622479480821528e-02	4.059768064538343130e-02	5.557219755926716409e-02
1.459821716000000015e+04	2.319487602687331229e-02	2.596445663277410082e-02	2.883210023146257767e-02	3.065205048605204596e-02	4.009740949928246312e-02	5.497947734535803960e-02
1.459280031000000054e+04	2.285496740028672424e-02	2.559309427951736438e-02	2.843235449330443199e-02	3.023283895785117484e-02	3.960232911973288195e-02	5.439193607839184347e-02
1.458738766000000032e+04	2.251937743193939065e-02	2.522631474297169080e-02	2.803737159019187297e-02	2.981854774807195241e-02	3.911240272565304904e-02	5.380954663920906045e-02
1.458197919000000002e+04	2.218806320181272024e-02	2.486407436848074234e-02	2.764710821575598609e-02	2.940913295887863377e-02	3.862759171070513642e-02	5.323227962896788512e-02
1.457657490999999936e+04	2.186098379661702285e-02	2.450633165260689139e-02	2.726152334199572272e-02	2.900455306866845523e-02	3.814786015347376713e-02	5.266010873333702713e-02
1.457117481000000043e+04	2.153809723326377198e-02	2.415304388014376941e-02	2.688057459674022057e-02	2.860476513197876200e-02	3.767317031991520432e-02	5.209300537009597942e-02
1.456577887999999984e+04	2.121936171079102929e-02	2.380416849227722995e-02	2.650421973657544547e-02	2.820972632416975795e-02	3.720348448832510452e-02	5.153094085535099567e-02
1.456038711999999941e+04	2.090473619463207103e-02	2.345966372659359991e-02	2.613241733759710458e-02	2.781939466656152202e-02	3.673876581275423159e-02	5.097388743798074440e-02
1.455499952999999914e+04	2.059417981253644503e-02	2.311948795658778921e-02	2.576512608351105849e-02	2.743372827941067266e-02	3.627897743717825585e-02	5.042181724243082613e-02
1.454961609999999928e+04	2.028765129335245720e-02	2.278359907667131326e-02	2.540230410102555653e-02	2.705268468373950297e-02	3.582408166079503048e-02	4.987470126236547702e-02
1.454423682999999983e+04	1.998511012418067306e-02	2.245195576981945038e-02	2.504391032842959858e-02	2.667622223828023525e-02	3.537404165063900985e-02	4.933251141561403180e-02
1.453886169999999947e+04	1.968651486352508695e-02	2.212451565873486264e-02	2.468990251769945590e-02	2.630429804083502660e-02	3.492881893297281742e-02	4.879521752150811631e-02
1.453349072999999953e+04	1.939182648529916286e-02	2.180123897280546522e-02	2.434024119860100227e-02	2.593687209278106726e-02	3.448837837695885311e-02	4.826279331214440582e-02
1.452812389000000076e+04	1.910100340006276945e-02	2.148208308798806726e-02	2.399488377477219936e-02	2.557390109595886543e-02	3.405268076591080884e-02	4.773520746199440279e-02
1.452276118999999926e+04	1.881400641394991372e-02	2.116700796640116206e-02	2.365379040647985417e-02	2.521534463390234099e-02	3.362169020366082700e-02	4.721243253558174424e-02
1.451740262000000075e+04	1.853079544695830985e-02	2.085597255620705651e-02	2.331692011635081579e-02	2.486116107952686047e-02	3.319536920765589483e-02	4.669443905301801090e-02
1.451204817999999977e+04	1.825133115890586674e-02	2.054893657625132472e-02	2.298423272061545647e-02	2.451130962485799022e-02	3.277368114561692719e-02	4.618119844020235343e-02
1.450669786999999997e+04	1.797557440781898802e-02	2.024585992196298659e-02	2.265568818633006964e-02	2.416574960546373149e-02	3.235658942486266398e-02	4.567268204683366112e-02
1.450135167000000001e+04	1.770348524200925783e-02	1.994670155711385576e-02	2.233124542915289681e-02	2.382443923553781429e-02	3.194405596206811165e-02	4.516885927474936779e-02
1.449600957999999991e+04	1.743502496462016535e-02	1.965142178312015431e-02	2.201086477335408367e-02	2.348733819527127828e-02	3.153604430614011939e-02	4.466970138441297977e-02
1.449067159999999967e+04	1.717015508649887348e-02	1.935998108900770925e-02	2.169450670596510464e-02	2.315440632079365790e-02	3.113251806004497385e-02	4.417517957469421080e-02
1.448533772999999928e+04	1.690883732937931497e-02	1.907234015510293410e-02	2.138213188077618676e-02	2.282560360832664587e-02	3.073344088565233001e-02	4.368526498776073574e-02
1.448000794999999925e+04	1.665103266771341892e-02	1.878845879793923992e-02	2.107369997173432971e-02	2.250088900688618568e-02	3.033877503516245813e-02	4.319992690052385648e-02
1.447468226999999933e+04	1.639670376533429452e-02	1.850829865310612762e-02	2.076917258719200576e-02	2.218022348605565991e-02	2.994848507713874716e-02	4.271913730192495456e-02
