Wavenumber	Minor Gaussian	Major Gaussian
1.894512413000000015e+04	8.645511906760565380e-05	1.401823095439470694e-02
1.893581965000000127e+04	9.525460530044006704e-05	1.438402556195461993e-02
1.892652459000000090e+04	1.048844211436736394e-04	1.475749410173847129e-02
1.891723895999999877e+04	1.154160938679390776e-04	1.513874411273237117e-02
1.890796272999999928e+04	1.269266932370972272e-04	1.552788494526796854e-02
1.889869589999999880e+04	1.394991160793695464e-04	1.592502487288722027e-02
1.888943844000000172e+04	1.532225416075096863e-04	1.633027357380699776e-02
1.888019034000000102e+04	1.681927662490690560e-04	1.674373997413831569e-02
1.887095159000000058e+04	1.845126461855237749e-04	1.716553303982383885e-02
1.886172218000000066e+04	2.022925362174507252e-04	1.759576173784896738e-02
1.885250207999999839e+04	2.216507929435225770e-04	1.803453595838497986e-02
1.884329130000000077e+04	2.427141313795585392e-04	1.848196362960741884e-02
1.883408980000000156e+04	2.656183212226223035e-04	1.893815498550445800e-02
1.882489758000000074e+04	2.905085096516775542e-04	1.940321817772949070e-02
1.881571462999999858e+04	3.175398762518433660e-04	1.987726163757229728e-02
1.880654091999999946e+04	3.468782453231644062e-04	2.036039461630475417e-02
1.879737644999999975e+04	3.787005234809115483e-04	2.085272453553413743e-02
1.878822120999999970e+04	4.131954274413738985e-04	2.135435899778048013e-02
1.877907517000000007e+04	4.505641760317925814e-04	2.186540635945386987e-02
1.876993832000000111e+04	4.910209991067572858e-04	2.238597349523805541e-02
1.876081065999999919e+04	5.347938348328704636e-04	2.291616622990904836e-02
1.875169215999999869e+04	5.821252279889251166e-04	2.345609162683204643e-02
1.874258281999999963e+04	6.332727675452857292e-04	2.400585445641579760e-02
1.873348260999999911e+04	6.885101472759227190e-04	2.456556070295742161e-02
1.872439153000000078e+04	7.481275973618700540e-04	2.513531389622071510e-02
1.871530956000000151e+04	8.124329666520508069e-04	2.571521811043874992e-02
1.870623669000000154e+04	8.817523476844914103e-04	2.630537606518975821e-02
1.869717291000000114e+04	9.564309631912132868e-04	2.690588968582619672e-02
1.868811819000000105e+04	1.036834196810364163e-03	2.751686141606602895e-02
1.867907253000000128e+04	1.123348031384757565e-03	2.813839082593362628e-02
1.867003591999999844e+04	1.216380252038042542e-03	2.877057719974551731e-02
1.866100833000000057e+04	1.316361491182809536e-03	2.941352026644874357e-02
1.865198976000000039e+04	1.423745605301649213e-03	3.006731662034895641e-02
1.864298020000000179e+04	1.539010998760957129e-03	3.073206245593326780e-02
1.863397961999999825e+04	1.662661738945423471e-03	3.140785433817443878e-02
1.862498802000000069e+04	1.795227834248659888e-03	3.209478543026948044e-02
1.861600537999999869e+04	1.937266843831934870e-03	3.279294916422630796e-02
1.860703168999999980e+04	2.089364409385751232e-03	3.350243693026171143e-02
1.859806694000000061e+04	2.252135336607910543e-03	3.422333876915444745e-02
1.858911111000000164e+04	2.426224743745080108e-03	3.495574414481344289e-02
1.858016417999999976e+04	2.612308859836812679e-03	3.569974112273453098e-02
1.857122615999999834e+04	2.811095279545313980e-03	3.645541376158764613e-02
1.856229702000000179e+04	3.023325381754746622e-03	3.722284791659689202e-02
1.855337673999999970e+04	3.249774245842865575e-03	3.800212706503424548e-02
1.854446532999999908e+04	3.491250918546431187e-03	3.879333039459086779e-02
1.853556275000000096e+04	3.748601408237477086e-03	3.959653981132393169e-02
1.852666901000000144e+04	4.022706825785875469e-03	4.041183100864922245e-02
1.851778408000000127e+04	4.314486770923369602e-03	4.123928149988346364e-02
1.850890796000000046e+04	4.624898013316297400e-03	4.207896418529852994e-02
1.850004061999999976e+04	4.954937226970449783e-03	4.293095288879159727e-02
1.849118206999999893e+04	5.305639199196451883e-03	4.379531564688525502e-02
1.848233227999999872e+04	5.678080481942481862e-03	4.467212234405034538e-02
1.847349123999999938e+04	6.073377757997914898e-03	4.556143888178863788e-02
1.846465894000000117e+04	6.492689125817187670e-03	4.646332903414283205e-02
1.845583536000000095e+04	6.937215121721142762e-03	4.737785544085389849e-02
1.844702049999999872e+04	7.408197664522290539e-03	4.830507645514716536e-02
1.843821433999999863e+04	7.906922442948841057e-03	4.924505023942121057e-02
1.842941686000000118e+04	8.434718303170649079e-03	5.019783268919156966e-02
1.842062805999999910e+04	8.992956171844979085e-03	5.116347517116941884e-02
1.841184792000000016e+04	9.583051588198672477e-03	5.214202880632728271e-02
1.840307643000000098e+04	1.020646292784722388e-02	5.313354116439930608e-02
1.839431356999999844e+04	1.086469269973619478e-02	5.413805844512224047e-02
1.838555933999999979e+04	1.155928515747760635e-02	5.515562199957298184e-02
1.837681371999999828e+04	1.229182904303667383e-02	5.618627286844161267e-02
1.836807669000000169e+04	1.306395584667589295e-02	5.723004949123421115e-02
1.835934824999999910e+04	1.387733742034458033e-02	5.828698522276610366e-02
1.835062839000000167e+04	1.473368789501251254e-02	5.935711183105558258e-02
1.834191707999999926e+04	1.563476424683933955e-02	6.044046078574689951e-02
1.833321431999999913e+04	1.658236039654491581e-02	6.153705703720842302e-02
1.832452009000000180e+04	1.757831125237596312e-02	6.264692515043562837e-02
1.831583438999999998e+04	1.862448720250007780e-02	6.377008422195984405e-02
1.830715720000000147e+04	1.972279741132519290e-02	6.490655294424788058e-02
1.829848849999999948e+04	2.087518628109999788e-02	6.605634706140500745e-02
1.828982829000000129e+04	2.208362902696371297e-02	6.721947662640313792e-02
1.828117655000000013e+04	2.335013525514417071e-02	6.839595126717455675e-02
1.827253326999999990e+04	2.467674304410084896e-02	6.958577616056871307e-02
1.826389843000000110e+04	2.606551982471555159e-02	7.078895471446418342e-02
1.825527203999999983e+04	2.751855364825092631e-02	7.200548294054014142e-02
1.824665406000000075e+04	2.903796404900809563e-02	7.323536064988001026e-02
1.823804449999999997e+04	3.062588264209224406e-02	7.447857731564572203e-02
1.822944332999999824e+04	3.228446608870434026e-02	7.573512484113688326e-02
1.822085054999999920e+04	3.401588049765564420e-02	7.700498746115597148e-02
1.821226613999999972e+04	3.582230781055746605e-02	7.828814897250782612e-02
1.820369009000000005e+04	3.770593675417674429e-02	7.958458831209550000e-02
1.819512240000000020e+04	3.966895899605077380e-02	8.089427944260191294e-02
1.818656304000000091e+04	4.171357484832892426e-02	8.221719745547419189e-02
1.817801199999999881e+04	4.384197834713130654e-02	8.355331094268481085e-02
1.816946928000000116e+04	4.605635503039405554e-02	8.490258338904468904e-02
1.816093485000000146e+04	4.835888837517641342e-02	8.626497948186401254e-02
1.815240871999999945e+04	5.075173720094235119e-02	8.764045398875702775e-02
1.814389085999999952e+04	5.323705293150870349e-02	8.902896450579918242e-02
1.813538127000000168e+04	5.581695574275153532e-02	9.043046018569411704e-02
1.812687992999999915e+04	5.849354427016661279e-02	9.184488982600425011e-02
1.811838682999999946e+04	6.126888205867860732e-02	9.327219695151374446e-02
1.810990194999999949e+04	6.414499900689350775e-02	9.471232312406367704e-02
1.810142529999999897e+04	6.712387270174378917e-02	9.616520112049063707e-02
1.809295684999999867e+04	7.020744736580894485e-02	9.763076684051738563e-02
1.808449658999999883e+04	7.339760821302246385e-02	9.910894909266733388e-02
1.807604450999999972e+04	7.669618282409766674e-02	1.005996729599892836e-01
1.806760060000000158e+04	8.010493578624826305e-02	1.021028597893225698e-01
1.805916485000000102e+04	8.362556326457079581e-02	1.036184271819682312e-01
1.805073723999999856e+04	8.725969189865992459e-02	1.051462908068420965e-01
1.804231777000000147e+04	9.100886040878422567e-02	1.066863589632156273e-01
1.803390641999999934e+04	9.487453128559111826e-02	1.082385398271896171e-01
1.802550316999999995e+04	9.885807701665126623e-02	1.098027378704305168e-01
1.801710802999999942e+04	1.029607596318088542e-01	1.113788482010013015e-01
1.800872096999999849e+04	1.071837586699326272e-01	1.129667696325438869e-01
1.800034199000000081e+04	1.115281317738276712e-01	1.145663915831922064e-01
1.799197106999999960e+04	1.159948339763656744e-01	1.161776035041888755e-01
1.798360820999999851e+04	1.205846914831113920e-01	1.178002872475153173e-01
1.797525337999999829e+04	1.252984233302883166e-01	1.194343267334732200e-01
1.796690657999999894e+04	1.301366031294965697e-01	1.210795963151636151e-01
1.795856780000000072e+04	1.350996756387497499e-01	1.227359685326776390e-01
1.795023702000000048e+04	1.401879524216343154e-01	1.244033141992036823e-01
1.794191423999999824e+04	1.454015886177675021e-01	1.260814964152824069e-01
1.793359944000000178e+04	1.507406025354825485e-01	1.277703785869825082e-01
1.792529261000000042e+04	1.562048525728970405e-01	1.294698184281532771e-01
1.791699374000000171e+04	1.617940387475400588e-01	1.311796699701244517e-01
1.790870281999999861e+04	1.675076983906830796e-01	1.328997835790307891e-01
1.790041982999999891e+04	1.733452091773778070e-01	1.346300080705759572e-01
1.789214476999999897e+04	1.793057641908016586e-01	1.363701844704878208e-01
1.788387762999999904e+04	1.853883890475626628e-01	1.381201522678900395e-01
1.787561837999999989e+04	1.915919468878720389e-01	1.398797516456259105e-01
1.786736703000000125e+04	1.979150903570626174e-01	1.416488107353456039e-01
1.785912356000000000e+04	2.043563109830180136e-01	1.434271605228136792e-01
1.785088795000000027e+04	2.109139148035065192e-01	1.452146285442992291e-01
1.784266020999999819e+04	2.175859955976589544e-01	1.470110323447311740e-01
1.783444029999999839e+04	2.243704974364143789e-01	1.488161969360634607e-01
1.782622824000000037e+04	2.312651235845941677e-01	1.506299307813670219e-01
1.781802400000000125e+04	2.382674257327291045e-01	1.524520499531502316e-01
1.780982757000000129e+04	2.453747454534265238e-01	1.542823628017153392e-01
1.780163894000000073e+04	2.525842301017119929e-01	1.561206743712549583e-01
1.779345809999999983e+04	2.598928327304575459e-01	1.579667864378688225e-01
1.778528503999999884e+04	2.672973123928698569e-01	1.598204975489972146e-01
1.777711975000000166e+04	2.747942348392756751e-01	1.616816030642554969e-01
1.776896222000000125e+04	2.823799736144889660e-01	1.635498951976613324e-01
1.776081244000000152e+04	2.900507115609735065e-01	1.654251630612263713e-01
1.775267037999999957e+04	2.978024618785167776e-01	1.673071973432353476e-01
1.774453605999999854e+04	3.056310037408771496e-01	1.691957741682623972e-01
1.773640943999999945e+04	3.135319900081931510e-01	1.710906805961703026e-01
1.772829052999999840e+04	3.215008447906655409e-01	1.729916891581484151e-01
1.772017930999999953e+04	3.295328442968743499e-01	1.748985765102178402e-01
1.771207575999999972e+04	3.376230920448667350e-01	1.768111165320818967e-01
1.770397988999999870e+04	3.457664929178894675e-01	1.787290732568240503e-01
1.769589168000000063e+04	3.539578178820143584e-01	1.806522150859818932e-01
1.768781110999999873e+04	3.621916795551018975e-01	1.825803078032202653e-01
1.767973818000000028e+04	3.704625172070203365e-01	1.845131098315498097e-01
1.767167287999999826e+04	3.787646331845511694e-01	1.864503794286615501e-01
1.766361519000000044e+04	3.870921995505957058e-01	1.883918747852317832e-01
1.765556510999999955e+04	3.954392338378048821e-01	1.903373468593102524e-01
1.764752261999999973e+04	4.037996474845170214e-01	1.922865490743716210e-01
1.763948771000000124e+04	4.121672222608776526e-01	1.942392301484537620e-01
1.763146038000000044e+04	4.205356179561722807e-01	1.961951341231862878e-01
1.762344060000000172e+04	4.288984222132403157e-01	1.981540101802386489e-01
1.761542838000000120e+04	4.372490859809239905e-01	2.001155956353841692e-01
1.760742369999999937e+04	4.455810052214462247e-01	2.020796330870958113e-01
1.759942655000000013e+04	4.538874881910138215e-01	2.040458607186869944e-01
1.759143691000000035e+04	4.621617854610930998e-01	2.060140172711924789e-01
1.758345478999999978e+04	4.703970580164533177e-01	2.079838322535405015e-01
1.757548015999999916e+04	4.785864593615896112e-01	2.099550432664796795e-01
1.756751301999999851e+04	4.867230731178945335e-01	2.119273788093429811e-01
1.755955336000000170e+04	4.947999644317557233e-01	2.139005682181070178e-01
1.755160115999999834e+04	5.028101899159249655e-01	2.158743417549100208e-01
1.754365641999999934e+04	5.107467777564721478e-01	2.178484232351545757e-01
1.753571912000000157e+04	5.186027784762061721e-01	2.198225400279946173e-01
1.752778926000000138e+04	5.263712355774359253e-01	2.217964131918184756e-01
1.751986681999999928e+04	5.340452357572506026e-01	2.237697674963654293e-01
1.751195179999999891e+04	5.416178804296879479e-01	2.257423215418469242e-01
1.750404418000000078e+04	5.490823351548660414e-01	2.277137977970205007e-01
1.749614395000000150e+04	5.564318113189345993e-01	2.296839152013462615e-01
1.748825111000000106e+04	5.636595774616562915e-01	2.316523892375841054e-01
1.748036563999999998e+04	5.707589974495033136e-01	2.336189394913982253e-01
1.747248752999999851e+04	5.777235131533872137e-01	2.355832822467107401e-01
1.746461677000000054e+04	5.845466642487096021e-01	2.375451330570355901e-01
1.745675335999999879e+04	5.912220901185019084e-01	2.395042043330288806e-01
1.744889727000000130e+04	5.977435737801413129e-01	2.414602153853722677e-01
1.744104851000000053e+04	6.041049929072370706e-01	2.434128750680321085e-01
1.743320706000000064e+04	6.103003881811485121e-01	2.453618992897679818e-01
1.742537290999999823e+04	6.163239394451177633e-01	2.473070011322355266e-01
1.741754605000000083e+04	6.221699834155890452e-01	2.492478934201394491e-01
1.740972646000000168e+04	6.278330298602834425e-01	2.511842912754005397e-01
1.740191415000000052e+04	6.333077416242994806e-01	2.531159022949537318e-01
1.739410910000000149e+04	6.385889865590215209e-01	2.550424414892480951e-01
1.738631130000000121e+04	6.436718164612384996e-01	2.569636214529406604e-01
1.737852073999999993e+04	6.485514822329415674e-01	2.588791549229829125e-01
1.737073741000000155e+04	6.532234413267333784e-01	2.607887548585727244e-01
1.736296129999999903e+04	6.576833648174414959e-01	2.626921345210658232e-01
1.735519239999999991e+04	6.619271440846238308e-01	2.645890075537981057e-01
1.734743070000000080e+04	6.659508970917703552e-01	2.664790880618086999e-01
1.733967618999999831e+04	6.697509742489816675e-01	2.683620906914082616e-01
1.733192885000000024e+04	6.733239683131030384e-01	2.702377331268278060e-01
1.732418868999999904e+04	6.766667012228858580e-01	2.721057264925368924e-01
1.731645568999999887e+04	6.797762563225890897e-01	2.739657899588315848e-01
1.730872983999999997e+04	6.826499637079038729e-01	2.758176411287373009e-01
1.730101111999999921e+04	6.852854118659229554e-01	2.776610009247039157e-01
1.729329953999999998e+04	6.876804374738416659e-01	2.794955841226617888e-01
1.728559507999999914e+04	6.898331485649642492e-01	2.813211137592283029e-01
1.727789773000000059e+04	6.917419127570313409e-01	2.831373116470237705e-01
1.727020748000000094e+04	6.934053625325127257e-01	2.849439008440818877e-01
1.726252432000000044e+04	6.948223964678371667e-01	2.867406057301602473e-01
1.725484823999999935e+04	6.959921799791409791e-01	2.885271520825550828e-01
1.724717923000000155e+04	6.969141455857830181e-01	2.903032671513829932e-01
1.723951728000000003e+04	6.975879926940764530e-01	2.920686797343076679e-01
1.723186238999999841e+04	6.980136865106034705e-01	2.938231179649805624e-01
1.722421453000000110e+04	6.981914587792483751e-01	2.955663185420763783e-01
1.721657371000000057e+04	6.981218030680089726e-01	2.972980107903295255e-01
1.720893991000000096e+04	6.978054751169210368e-01	2.990179327193688841e-01
1.720131312999999864e+04	6.972434899446539047e-01	3.007258197325071714e-01
1.719369335000000137e+04	6.964371172122191256e-01	3.024214137087499199e-01
1.718608055999999851e+04	6.953878792190589797e-01	3.041044563197989881e-01
1.717847475000000122e+04	6.940975468209642507e-01	3.057746913590129734e-01
1.717087591999999859e+04	6.925681373633051363e-01	3.074318626366948637e-01
1.716328406000000177e+04	6.908019066469776037e-01	3.090757184410203862e-01
1.715569915000000037e+04	6.888013423393174461e-01	3.107060115279489110e-01
1.714812117999999828e+04	6.865691632573559522e-01	3.123224948550568092e-01
1.714055015999999887e+04	6.841083185863692240e-01	3.139249196187063329e-01
1.713298605999999927e+04	6.814219626027575583e-01	3.155130480351627797e-01
1.712542886999999973e+04	6.785134662824056084e-01	3.170866406199738807e-01
1.711787859000000026e+04	6.753864093188561846e-01	3.186454584769982112e-01
1.711033522000000085e+04	6.720445700135549982e-01	3.201892654877778188e-01
1.710279872999999861e+04	6.684919034311516128e-01	3.217178344317473959e-01
1.709526912000000084e+04	6.647325605049068109e-01	3.232309347652004283e-01
1.708774638000000050e+04	6.607708628882628110e-01	3.247283408838541607e-01
1.708023050000000148e+04	6.566112993218732319e-01	3.262098301239840792e-01
1.707272147000000041e+04	6.522585175244304256e-01	3.276751828180967108e-01
1.706521928000000116e+04	6.477173159135476421e-01	3.291241823494757135e-01
1.705772393000000011e+04	6.429926416028450831e-01	3.305566133047821431e-01
1.705023540000000139e+04	6.380895630436933530e-01	3.319722672703879218e-01
1.704275368000000162e+04	6.330132796509623239e-01	3.333709370986795428e-01
1.703527877000000080e+04	6.277691142434879135e-01	3.347524170620432282e-01
1.702781064999999944e+04	6.223624832642417060e-01	3.361165084572820816e-01
1.702034932000000117e+04	6.167989159396726206e-01	3.374630122611774197e-01
1.701289476999999897e+04	6.110840241854994526e-01	3.387917347109796196e-01
1.700544699000000037e+04	6.052235005722675920e-01	3.401024854905112527e-01
1.699800595999999859e+04	5.992231012345988761e-01	3.413950794994909943e-01
1.699057168000000092e+04	5.930886610712786666e-01	3.426693316726373562e-01
1.698314414000000033e+04	5.868260611573374863e-01	3.439250622897770393e-01
1.697572333000000071e+04	5.804412277012885868e-01	3.451620952444800494e-01
1.696830924999999843e+04	5.739401321562943581e-01	3.463802564516526017e-01
1.696090188000000126e+04	5.673287563347844120e-01	3.475793788264086581e-01
1.695350120999999854e+04	5.606131097785185258e-01	3.487592973304918798e-01
1.694610723000000144e+04	5.537992128219265675e-01	3.499198506857351676e-01
1.693871993999999904e+04	5.468930977236299285e-01	3.510608798753525051e-01
1.693133932999999888e+04	5.399007820747007136e-01	3.521822313160268836e-01
1.692396538000000146e+04	5.328282601860864220e-01	3.532837567628031028e-01
1.691659809999999925e+04	5.256815337824866097e-01	3.543653073885435489e-01
1.690923746000000028e+04	5.184665369919282396e-01	3.554267442039257818e-01
1.690188346000000092e+04	5.111891965731836240e-01	3.564679277433109861e-01
1.689453609000000142e+04	5.038553860231828052e-01	3.574887239880848999e-01
1.688719535000000178e+04	4.964709383504729012e-01	3.584890015602372193e-01
1.687986121999999887e+04	4.890416091799443254e-01	3.594686358464498355e-01
1.687253369000000021e+04	4.815731002498181978e-01	3.604275048640083190e-01
1.686521275999999853e+04	4.740710534871808712e-01	3.613654894155746145e-01
1.685789842000000135e+04	4.665410245899181962e-01	3.622824757254206052e-01
1.685059064999999828e+04	4.589884770247335544e-01	3.631783553190681690e-01
1.684328945999999996e+04	4.514188179266373502e-01	3.640530201628101037e-01
1.683599481999999989e+04	4.438373204612692802e-01	3.649063711893942852e-01
1.682870673000000170e+04	4.362491913732491344e-01	3.657383098551742484e-01
1.682142519000000175e+04	4.286595353003073705e-01	3.665487418729186930e-01
1.681415018000000055e+04	4.210733294603496435e-01	3.673375793634668374e-01
1.680688168999999834e+04	4.134954507974853422e-01	3.681047374538183869e-01
1.679961972999999853e+04	4.059306825708874356e-01	3.688501334164427936e-01
1.679236426999999821e+04	3.983836482709974813e-01	3.695736928635657281e-01
1.678511530000000130e+04	3.908588709239905756e-01	3.702753434474729266e-01
1.677787283000000025e+04	3.833607699225468068e-01	3.709550151563610898e-01
1.677063683999999921e+04	3.758936064476853800e-01	3.716126450831402361e-01
1.676340731999999844e+04	3.684615225864951715e-01	3.722481735248772128e-01
1.675618426000000181e+04	3.610685287801482790e-01	3.728615449647750824e-01
1.674896765999999843e+04	3.537185120917274994e-01	3.734527072661176783e-01
1.674175750999999946e+04	3.464152140915494615e-01	3.740216133678607724e-01
1.673455380000000150e+04	3.391622397972276493e-01	3.745682203861032122e-01
1.672735651000000144e+04	3.319630466017853276e-01	3.750924903214676864e-01
1.672016563999999926e+04	3.248209734718148778e-01	3.755943878513612333e-01
1.671298118999999861e+04	3.177392199773309556e-01	3.760738819309444314e-01
1.670580313999999998e+04	3.107208264083526350e-01	3.765309470273070502e-01
1.669863148999999976e+04	3.037687130618524356e-01	3.769655604392524451e-01
1.669146621999999843e+04	2.968856412374313858e-01	3.773777048320746119e-01
1.668430732999999964e+04	2.900742523196686573e-01	3.777673658004664925e-01
1.667715481000000000e+04	2.833370392621559208e-01	3.781345336568820437e-01
1.667000864999999976e+04	2.766763570593181454e-01	3.784792027945312887e-01
