Wavenumber	40C-20C	45C-20C	45C-40C	50C-20C	50C-40C	50C-45C
1.943250750999999946e+04	2.690183136561944115e-03	3.362403759648562290e-03	6.722206230866181742e-04	4.586827142993788603e-03	1.896644006431844921e-03	1.224423383345226747e-03
1.942270218999999997e+04	2.764363443110233985e-03	3.452488460605843482e-03	6.881250174956094964e-04	4.706643526549962424e-03	1.942280083439728439e-03	1.254155065944118942e-03
1.941290707000000111e+04	2.840152712464610613e-03	3.544447856832228048e-03	7.042951443676174345e-04	4.828870628487030511e-03	1.988717916022420332e-03	1.284422771654802897e-03
1.940312213999999949e+04	2.917572574263742249e-03	3.638304906965482508e-03	7.207323327017402595e-04	4.953535911491455460e-03	2.035963337227712777e-03	1.315231004525972518e-03
1.939334737999999925e+04	2.996644662985562847e-03	3.734082510594885496e-03	7.374378476093226484e-04	5.080666709909611306e-03	2.084022046924048459e-03	1.346584199314725810e-03
1.938358279000000039e+04	3.077390365067384469e-03	3.831803202073719682e-03	7.544128370063352129e-04	5.210289823113457494e-03	2.132899458046073025e-03	1.378486621039737813e-03
1.937382833000000028e+04	3.159831302199491657e-03	3.931489735672255570e-03	7.716584334727634789e-04	5.342432291511441111e-03	2.182600989311949020e-03	1.410942555839185542e-03
1.936408399999999892e+04	3.243988658635697797e-03	4.033164271685399545e-03	7.891756130497017477e-04	5.477120316615496226e-03	2.233131657979798429e-03	1.443956044930096681e-03
1.935434977000000072e+04	3.329883757171821397e-03	4.136849073337232723e-03	8.069653161654113255e-04	5.614380184618143234e-03	2.284496427446321837e-03	1.477531111280910511e-03
1.934462565000000177e+04	3.417537438511730405e-03	4.242565757482626328e-03	8.250283189708959228e-04	5.754237273514516311e-03	2.336699835002785906e-03	1.511671516031889984e-03
1.933491159999999945e+04	3.506970848944181325e-03	4.350336245475882463e-03	8.433653965317011378e-04	5.896717310979031693e-03	2.389746462034850367e-03	1.546381065503149230e-03
1.932520761000000130e+04	3.598204717507376242e-03	4.460181891230813669e-03	8.619771737234374273e-04	6.041845219571396336e-03	2.443640502064020094e-03	1.581663328340582667e-03
1.931551367000000027e+04	3.691259606485207227e-03	4.572123784120785649e-03	8.808641776355784214e-04	6.189645516962337217e-03	2.498385910477129990e-03	1.617521732841551568e-03
1.930582977000000028e+04	3.786155900034751838e-03	4.686182735673018705e-03	9.000268356382668672e-04	6.340142297270589221e-03	2.553986397235837383e-03	1.653959561597570516e-03
1.929615587999999843e+04	3.882913994943394155e-03	4.802379508930076750e-03	9.194655139866825949e-04	6.493359532110320846e-03	2.610445537166926691e-03	1.690980023180244096e-03
1.928649198999999862e+04	3.981553897582133274e-03	4.920734334412000220e-03	9.391804368298669464e-04	6.649320430434003774e-03	2.667766532851870501e-03	1.728586096022003554e-03
1.927683809000000110e+04	4.082095402729289148e-03	5.041267125803571870e-03	9.591717230742827227e-04	6.808047721761643738e-03	2.725952319032354590e-03	1.766780595958071867e-03
1.926719414999999935e+04	4.184558297105406798e-03	5.163997724079899369e-03	9.794394269744925718e-04	6.969563975421652104e-03	2.785005678316245306e-03	1.805566251341752734e-03
1.925756017000000065e+04	4.288961822585398223e-03	5.288945254713061164e-03	9.999834321276629412e-04	7.133890752164431803e-03	2.844928929579033580e-03	1.844945497451370639e-03
1.924793612999999823e+04	4.395325191475171062e-03	5.416128745614586654e-03	1.020803554139415592e-03	7.301049415213284322e-03	2.905724223738113260e-03	1.884920669598697668e-03
1.923832200999999986e+04	4.503667369903961021e-03	5.545566867831128177e-03	1.041899497927167156e-03	7.471060785944831639e-03	2.967393416040870618e-03	1.925493918113703462e-03
1.922871779999999853e+04	4.614006951616243628e-03	5.677277785394905900e-03	1.063270833778662272e-03	7.643944943762237369e-03	3.029937992145993741e-03	1.966667158367331469e-03
1.921912349000000177e+04	4.726362255026727612e-03	5.811279272067833464e-03	1.084917017041105852e-03	7.819721376329854395e-03	3.093359121303125917e-03	2.008442104262020064e-03
1.920953904999999941e+04	4.840751554156868738e-03	5.947588986905208777e-03	1.106837432748340039e-03	7.998409336923929455e-03	3.157657782767060717e-03	2.050820350018720678e-03
1.919996446999999898e+04	4.957192600612882367e-03	6.086223904620134857e-03	1.129031304007252490e-03	8.180027093045411091e-03	3.222834492432529591e-03	2.093803188425277101e-03
1.919039975000000049e+04	5.075702716591909587e-03	6.227200427830980288e-03	1.151497711239070701e-03	8.364592069909103367e-03	3.288889353317192912e-03	2.137391642078122211e-03
1.918084485000000132e+04	5.196299410937577946e-03	6.370535120079903572e-03	1.174235709142325626e-03	8.552121804780717096e-03	3.355822393843138282e-03	2.181586684700812656e-03
1.917129977000000144e+04	5.318999379114550986e-03	6.516243516697305289e-03	1.197244137582754303e-03	8.742632384678143687e-03	3.423633005563591833e-03	2.226388867980837530e-03
1.916176449000000139e+04	5.443819240478819932e-03	6.664341002168035558e-03	1.220521761689215626e-03	8.936139588888553434e-03	3.492320348409733502e-03	2.271798586720517876e-03
1.915223900000000140e+04	5.570775150252279401e-03	6.814842349469558969e-03	1.244067199217279568e-03	9.132658279826986331e-03	3.561883129574706930e-03	2.317815930357427362e-03
1.914272327999999834e+04	5.699883053556804163e-03	6.967762021886108117e-03	1.267878968329303954e-03	9.332202790295075420e-03	3.632319736738271257e-03	2.364440768408967303e-03
1.913321731999999975e+04	5.831158411392832475e-03	7.123113848555387775e-03	1.291955437162555301e-03	9.534786492142822978e-03	3.703628080749990503e-03	2.411672643587435202e-03
1.912372109999999884e+04	5.964616464959183843e-03	7.280911337880730493e-03	1.316294872921546649e-03	9.740422196922175063e-03	3.775805731962990353e-03	2.459510859041443703e-03
1.911423460999999952e+04	6.100271952750188631e-03	7.441167343058692832e-03	1.340895390308504201e-03	9.949121710763566065e-03	3.848849758013377434e-03	2.507954367704873233e-03
1.910475782999999865e+04	6.238139385359565622e-03	7.603894387260400761e-03	1.365755001900835139e-03	1.016089624847762302e-02	3.922756863118057394e-03	2.557001861217222255e-03
1.909529074000000037e+04	6.378232902786001510e-03	7.769104494898032912e-03	1.390871592112031402e-03	1.037575620305919953e-02	3.997523300273198021e-03	2.606651708161166620e-03
1.908583334000000104e+04	6.520565965474848374e-03	7.936808827872454675e-03	1.416242862397606300e-03	1.059371066193394093e-02	4.073144696459092551e-03	2.656901834061486251e-03
1.907638560000000143e+04	6.665152095353713349e-03	8.107018559179274622e-03	1.441866463825561273e-03	1.081476853080735011e-02	4.149616435453636759e-03	2.707749971628075486e-03
1.906694752000000153e+04	6.812003967993921633e-03	8.279743803293999893e-03	1.467739835300078260e-03	1.103893713085813549e-02	4.226933162864213861e-03	2.759193327564135600e-03
1.905751907999999821e+04	6.961134167017017302e-03	8.454994504622276655e-03	1.493860337605259353e-03	1.126622333944500044e-02	4.305089172427983141e-03	2.811228834822723788e-03
1.904810024999999951e+04	7.112555043692819767e-03	8.632780271015935009e-03	1.520225227323115241e-03	1.149663335834718095e-02	4.384078314654361180e-03	2.863853087331245939e-03
1.903869104000000152e+04	7.266277902912831113e-03	8.813109418181070895e-03	1.546831515268239782e-03	1.173017146039414225e-02	4.463893557481311142e-03	2.917062042213071360e-03
1.902929142000000138e+04	7.422314285789358493e-03	8.995990475287049884e-03	1.573676189497691391e-03	1.196684192448673086e-02	4.544527638697372363e-03	2.970851449199680971e-03
1.901990137999999934e+04	7.580674999168420664e-03	9.181431045261496254e-03	1.600756046093075591e-03	1.220664754154032403e-02	4.625972542371903362e-03	3.025216496278827771e-03
1.901052089999999953e+04	7.741370604032396172e-03	9.369438377094864781e-03	1.628067773062468609e-03	1.244959033738888242e-02	4.708219733356486247e-03	3.080151960294017638e-03
1.900114996999999858e+04	7.904411075230570113e-03	9.560018966740120236e-03	1.655607891509550122e-03	1.269567103755092109e-02	4.791259962320350979e-03	3.135652070810800857e-03
1.899178858000000037e+04	8.069805963198393647e-03	9.753178745996076912e-03	1.683372782797683265e-03	1.294488929167187351e-02	4.875083328473479860e-03	3.191710545675796595e-03
1.898243671000000177e+04	8.237564571735269542e-03	9.948923288954979877e-03	1.711358717219710335e-03	1.319724391845860864e-02	4.959679346723339100e-03	3.248320629503628765e-03
1.897309433999999965e+04	8.407695785128028315e-03	1.014725760856938566e-02	1.739561823441357347e-03	1.345273262050403207e-02	5.045036835376003753e-03	3.305475011934646407e-03
1.896376147000000128e+04	8.580207692634270536e-03	1.034818571822219112e-02	1.767978025587920582e-03	1.371135139695734730e-02	5.131143704323076760e-03	3.363165678735156178e-03
1.895443807000000015e+04	8.755108502410293217e-03	1.055171169529809001e-02	1.796603192887796796e-03	1.397309588882187682e-02	5.217987386411583606e-03	3.421384193523786810e-03
1.894512413000000015e+04	8.932405620310245042e-03	1.075783860620655938e-02	1.825432985896314336e-03	1.423795996953967566e-02	5.305554349229430616e-03	3.480121363333116280e-03
1.893581965000000127e+04	9.112105812423623719e-03	1.096656869528759085e-02	1.854462882863967127e-03	1.450593596350246983e-02	5.393830151078846113e-03	3.539367268214878987e-03
1.892652459000000090e+04	9.294216172621602018e-03	1.117790450625057858e-02	1.883688333628976558e-03	1.477701605799878332e-02	5.482799885377181298e-03	3.599111551748204740e-03
1.891723895999999877e+04	9.478742371539615116e-03	1.139184684669755122e-02	1.913104475157936107e-03	1.505118966248043290e-02	5.572447290940817782e-03	3.659342815782881675e-03
1.890796272999999928e+04	9.665690406117807137e-03	1.160839681660882916e-02	1.942706410491022023e-03	1.532844598200979250e-02	5.662755575891985360e-03	3.720049165400963337e-03
1.889869589999999880e+04	9.855065207527737708e-03	1.182755419132256944e-02	1.972488983794831729e-03	1.560877191440367476e-02	5.753706706875937049e-03	3.781217723081105320e-03
1.888943844000000172e+04	1.004687184112087843e-02	1.204931880869373508e-02	2.002446967572856645e-03	1.589215379535553752e-02	5.845281954234657351e-03	3.842834986661800706e-03
1.888019034000000102e+04	1.024111448085811282e-02	1.227368937868490717e-02	2.032574897826794347e-03	1.617857584339018120e-02	5.937461362532068382e-03	3.904886464705274035e-03
1.887095159000000058e+04	1.043779679689574996e-02	1.250066392935749587e-02	2.062867132461745912e-03	1.646802069889009151e-02	6.030223901994341551e-03	3.967356769532595639e-03
1.886172218000000066e+04	1.063692194092333981e-02	1.273023978647887244e-02	2.093317845555532630e-03	1.676046936508565621e-02	6.123547424162316399e-03	4.030229578606783769e-03
1.885250207999999839e+04	1.083849296937788864e-02	1.296241405699927532e-02	2.123921087621386677e-03	1.705590178927494233e-02	6.217408819897053684e-03	4.093487732275667007e-03
1.884329130000000077e+04	1.104251151520676058e-02	1.319718209489369534e-02	2.154670579686934762e-03	1.735429487615253175e-02	6.311783360945771165e-03	4.157112781258836404e-03
1.883408980000000156e+04	1.124897974051516231e-02	1.343453974536155601e-02	2.185560004846393706e-03	1.765562530795666482e-02	6.406645567441502515e-03	4.221085562595108809e-03
1.882489758000000074e+04	1.145789832502333225e-02	1.367448102495473841e-02	2.216582699931406164e-03	1.795986656015092706e-02	6.501968235127594808e-03	4.285385535196188644e-03
1.881571462999999858e+04	1.166926753772954198e-02	1.391699935060154020e-02	2.247731812871998219e-03	1.826699042958928459e-02	6.597722891859742617e-03	4.349991078987744397e-03
1.880654091999999946e+04	1.188308745359851343e-02	1.416208778145022079e-02	2.279000327851707364e-03	1.857696730306748756e-02	6.693879849468974130e-03	4.414879521617266767e-03
1.879737644999999975e+04	1.209935675912252040e-02	1.440973764364323478e-02	2.310380884520714384e-03	1.888976438182493611e-02	6.790407622702415713e-03	4.480026738181701329e-03
1.878822120999999970e+04	1.231807362944212572e-02	1.465993953134117969e-02	2.341865901899053970e-03	1.920534691512642764e-02	6.887273285684301916e-03	4.545407383785247946e-03
1.877907517000000007e+04	1.253923594079024012e-02	1.491268354198229534e-02	2.373447601192055223e-03	1.952367845959941672e-02	6.984442518809176603e-03	4.610994917617121380e-03
1.876993832000000111e+04	1.276284026449382367e-02	1.516795811914402672e-02	2.405117854650203058e-03	1.984471938584056114e-02	7.081879121346737471e-03	4.676761266696534414e-03
1.876081065999999919e+04	1.298888203108910372e-02	1.542575023561659070e-02	2.436868204527486981e-03	2.016842707979802501e-02	7.179545048708921295e-03	4.742676844181434315e-03
1.875169215999999869e+04	1.321735646219301258e-02	1.568604644896439554e-02	2.468689986771382960e-03	2.049475723554970014e-02	7.277400773356687558e-03	4.808710786585304597e-03
1.874258281999999963e+04	1.344825701685430433e-02	1.594883112249955229e-02	2.500574105645247958e-03	2.082366159048469265e-02	7.375404573630388316e-03	4.874830467985140359e-03
1.873348260999999911e+04	1.368157682060079997e-02	1.621408804586359567e-02	2.532511225262795707e-03	2.115508992720345829e-02	7.473513106602658329e-03	4.941001881339862623e-03
1.872439153000000078e+04	1.391730706335297940e-02	1.648179860399999475e-02	2.564491540647015344e-03	2.148898775375610720e-02	7.571680690403127800e-03	5.007189149756112456e-03
1.871530956000000151e+04	1.415543818557436426e-02	1.675194311841448833e-02	2.596504932840124069e-03	2.182529795469836595e-02	7.669859769124001692e-03	5.073354836283877622e-03
1.870623669000000154e+04	1.439595901148593010e-02	1.702449985376094932e-02	2.628540842275019218e-03	2.216395952617872950e-02	7.768000514692799396e-03	5.139459672417780178e-03
1.869717291000000114e+04	1.463885689983788693e-02	1.729944518117325011e-02	2.660588281335363181e-03	2.250490775895294324e-02	7.866050859115056304e-03	5.205462577779693123e-03
1.868811819000000105e+04	1.488411817599338480e-02	1.757675405745163025e-02	2.692635881458245450e-03	2.284807481041390906e-02	7.963956634420524261e-03	5.271320752962278811e-03
1.867907253000000128e+04	1.513172666350601908e-02	1.785639835474813614e-02	2.724671691242117055e-03	2.319338761828509260e-02	8.061660954779073518e-03	5.336989263536956463e-03
1.867003591999999844e+04	1.538166462294263473e-02	1.813834791461679460e-02	2.756683291674159875e-03	2.354076919514207569e-02	8.159104572199440963e-03	5.402421280525281089e-03
1.866100833000000057e+04	1.563391290743192802e-02	1.842257071165821769e-02	2.788657804226289672e-03	2.389013881353476559e-02	8.256225906102837575e-03	5.467568101876547904e-03
1.865198976000000039e+04	1.588844942337619068e-02	1.870903110843921344e-02	2.820581685063022759e-03	2.424140985086864833e-02	8.352960427492457651e-03	5.532378742429434892e-03
1.864298020000000179e+04	1.614525007491395339e-02	1.899769091187393164e-02	2.852440836959978243e-03	2.459449108910427909e-02	8.449241014190325694e-03	5.596800177230347451e-03
1.863397961999999825e+04	1.640428889801186924e-02	1.928850951150635346e-02	2.884220613494484220e-03	2.494928687769138592e-02	8.544997979679516686e-03	5.660777366185032466e-03
1.862498802000000069e+04	1.666553644885376134e-02	1.958144205906790086e-02	2.915905610214139521e-03	2.530569491408701105e-02	8.640158465233249707e-03	5.724252855019110187e-03
1.861600537999999869e+04	1.692896104601323420e-02	1.987644085412499512e-02	2.947479808111760913e-03	2.566360794602983580e-02	8.734646900016601601e-03	5.787167091904840688e-03
1.860703168999999980e+04	1.719452770529408814e-02	2.017345413885499039e-02	2.978926433560902254e-03	2.602291231660588955e-02	8.828384611311801411e-03	5.849458177750899157e-03
1.859806694000000061e+04	1.746219821526491522e-02	2.047242617384316399e-02	3.010227958578248764e-03	2.638348807811629476e-02	8.921289862851379537e-03	5.911061904273130774e-03
1.858911111000000164e+04	1.773193121827508489e-02	2.077329731785694522e-02	3.041366099581860327e-03	2.674520910986392247e-02	9.013277891588837576e-03	5.971911792006977249e-03
1.858016417999999976e+04	1.800368168615048420e-02	2.107600343144172550e-02	3.072321745291241302e-03	2.710794242521467196e-02	9.104260739064187757e-03	6.031938993772946456e-03
1.857122615999999834e+04	1.827739975489168361e-02	2.138047457113115973e-02	3.103074816239476119e-03	2.747154664701917381e-02	9.194146892127490200e-03	6.091072075888014081e-03
1.856229702000000179e+04	1.855303260444754465e-02	2.168663707303154775e-02	3.133604468584003100e-03	2.783587454234116854e-02	9.282841937893623885e-03	6.149237469309620785e-03
1.855337673999999970e+04	1.883052268322255030e-02	2.199441156534603231e-02	3.163888882123482016e-03	2.820077068558543565e-02	9.370248002362885353e-03	6.206359120239403337e-03
1.854446532999999908e+04	1.910980679401596410e-02	2.230371194954894332e-02	3.193905155532979212e-03	2.856607031443579581e-02	9.456263520419831703e-03	6.262358364886852491e-03
1.853556275000000096e+04	1.939081831256709437e-02	2.261444785045267636e-02	3.223629537885581986e-03	2.893160228684700519e-02	9.540783974279910817e-03	6.317154436394328831e-03
1.852666901000000144e+04	1.967348376328393461e-02	2.292652081650652096e-02	3.253037053222586350e-03	2.929718466031941415e-02	9.623700897035479540e-03	6.370663843812893190e-03
1.851778408000000127e+04	1.995772535543365034e-02	2.323982711865638096e-02	3.282101763222730617e-03	2.966262806149878861e-02	9.704902706065138274e-03	6.422800942842407657e-03
1.850890796000000046e+04	2.024345845770928604e-02	2.355425495472181913e-02	3.310796497012533091e-03	3.002773248745468221e-02	9.784274029745396173e-03	6.473477532732863082e-03
1.850004061999999976e+04	2.053059320400073273e-02	2.386968621389752576e-02	3.339093009896793030e-03	3.039228945059717357e-02	9.861696246596440840e-03	6.522603236699647811e-03
1.849118206999999893e+04	2.081903191636963468e-02	2.418599363809147140e-02	3.366961721721836720e-03	3.075607878195826816e-02	9.937046865588633482e-03	6.570085143866796762e-03
1.848233227999999872e+04	2.110867137108386055e-02	2.450304330781711420e-02	3.394371936733253659e-03	3.111887160563747007e-02	1.001020023455360952e-02	6.615828297820355863e-03
1.847349123999999938e+04	2.139940052551025929e-02	2.482069214403265223e-02	3.421291618522392941e-03	3.148042756436195133e-02	1.008102703885169205e-02	6.659735420329299105e-03
1.846465894000000117e+04	2.169110083298381175e-02	2.513878825500122371e-02	3.447687422017411962e-03	3.184049534293317829e-02	1.014939450994936654e-02	6.701707087931954576e-03
1.845583536000000095e+04	2.198364624244504573e-02	2.545717093455983349e-02	3.473524692114787760e-03	3.219881278431523108e-02	1.021516654187018536e-02	6.741641849755397597e-03
1.844702049999999872e+04	2.227690187134197253e-02	2.577566921866815408e-02	3.498767347326181554e-03	3.255510539278766435e-02	1.027820352144569183e-02	6.779436174119510272e-03
1.843821433999999863e+04	2.257072499981521013e-02	2.609410297101154991e-02	3.523377971196339775e-03	3.290908769440418352e-02	1.033836269458897339e-02	6.814984723392633614e-03
