Wavenumber	40C-20C	45C-20C	45C-40C	50C-20C	50C-40C	50C-45C
1.761542838000000120e+04	7.133875637576281292e-03	4.183424268888513708e-03	-2.950451368687767584e-03	-2.406280104099267625e-03	-9.540155741675548917e-03	-6.589704372987781333e-03
1.760742369999999937e+04	6.416719862492037407e-03	3.372646445174876106e-03	-3.044073417317161301e-03	-3.316065765327613768e-03	-9.732785627819651175e-03	-6.688712210502489874e-03
1.759942655000000013e+04	5.708566036224271834e-03	2.575629803229229076e-03	-3.132936232995042758e-03	-4.202576952574310631e-03	-9.911142988798582465e-03	-6.778206755803539707e-03
1.759143691000000035e+04	5.010750055387314106e-03	1.793930456962522513e-03	-3.216819598424791593e-03	-5.064064677077650956e-03	-1.007481473246496506e-02	-6.857995134040173468e-03
1.758345478999999978e+04	4.324607623523601951e-03	1.029098687858498451e-03	-3.295508935665103500e-03	-5.898800697723860509e-03	-1.022340832124746246e-02	-6.927899385582358960e-03
1.757548015999999916e+04	3.651464897582168412e-03	2.826682797911761469e-04	-3.368796617790992265e-03	-6.705089307090017492e-03	-1.035655420467218590e-02	-6.987757586881193639e-03
1.756751301999999851e+04	2.992641242505644783e-03	-4.438406032720720873e-04	-3.436481845777716870e-03	-7.481264225132400192e-03	-1.047390546763804497e-02	-7.037423621860328105e-03
1.755955336000000170e+04	2.349442469626428220e-03	-1.148929150821875744e-03	-3.498371620448303965e-03	-8.225697071716719933e-03	-1.057513954134314815e-02	-7.076767920894844188e-03
1.755160115999999834e+04	1.723157619322623901e-03	-1.831123644731480482e-03	-3.554281264054104383e-03	-8.936801377521508272e-03	-1.065995899684413217e-02	-7.105677732790027790e-03
1.754365641999999934e+04	1.115058040983440968e-03	-2.488976705156908942e-03	-3.604034746140349910e-03	-9.613034008806864428e-03	-1.072809204979030540e-02	-7.124057303649955486e-03
1.753571912000000157e+04	5.263909724699811221e-04	-3.121074514911947873e-03	-3.647465487381928995e-03	-1.025290278952084577e-02	-1.077929376199082689e-02	-7.131828274608897900e-03
1.752778926000000138e+04	-4.162064282497990320e-05	-3.726037255857850283e-03	-3.684416613032870380e-03	-1.085496705510125004e-02	-1.081334641227627014e-02	-7.128929799243399756e-03
1.751986681999999928e+04	-5.877843153022643818e-04	-4.302525968464920858e-03	-3.714741653162656476e-03	-1.141784471694717862e-02	-1.083006040164491424e-02	-7.115318748482257760e-03
1.751195179999999891e+04	-1.110938288750529246e-03	-4.849243104036671248e-03	-3.738304815286142002e-03	-1.194021295125957671e-02	-1.082927466250904747e-02	-7.090969847222905464e-03
1.750404418000000078e+04	-1.609957369364423130e-03	-5.364938939949270846e-03	-3.754981570584847717e-03	-1.242081462267297098e-02	-1.081085725330854785e-02	-7.055875682723700137e-03
1.749614395000000150e+04	-2.083753867209714450e-03	-5.848412817172965461e-03	-3.764658949963251011e-03	-1.285845961256770753e-02	-1.077470574535799308e-02	-7.010046795394742070e-03
1.748825111000000106e+04	-2.531280660518553383e-03	-6.298516627202044305e-03	-3.767235966683490922e-03	-1.325202836177619137e-02	-1.072074770125763798e-02	-6.953511734574147063e-03
1.748036563999999998e+04	-2.951535729871501701e-03	-6.714159710119016466e-03	-3.762623980247514766e-03	-1.360047650347606663e-02	-1.064894077360456492e-02	-6.886316793357050159e-03
1.747248752999999851e+04	-3.343563079794442672e-03	-7.094310062101039094e-03	-3.750746982306596422e-03	-1.390283615002063655e-02	-1.055927307022619388e-02	-6.808526087919597458e-03
1.746461677000000054e+04	-3.706455945231335036e-03	-7.437997844962240812e-03	-3.731541899730905776e-03	-1.415821920562410074e-02	-1.045176326039276571e-02	-6.720221360661859933e-03
1.745675335999999879e+04	-4.039358852893415452e-03	-7.744317739188488758e-03	-3.704958886295073306e-03	-1.436581966231376128e-02	-1.032646080942034583e-02	-6.621501923125272526e-03
1.744889727000000130e+04	-4.341471608655500525e-03	-8.012433005646579787e-03	-3.670961396991079262e-03	-1.452491691388579920e-02	-1.018344530523029867e-02	-6.512483908239219410e-03
1.744104851000000053e+04	-4.612048620849740210e-03	-8.241575253035371418e-03	-3.629526632185631208e-03	-1.463487616083236631e-02	-1.002282753998262610e-02	-6.393300907796994892e-03
1.743320706000000064e+04	-4.850403728658303493e-03	-8.431049134971613235e-03	-3.580645406313309742e-03	-1.469515185363767795e-02	-9.844748124979374460e-03	-6.264102718666064717e-03
1.742537290999999823e+04	-5.055910507282823652e-03	-8.580232930249898082e-03	-3.524322422967074431e-03	-1.470528845950580532e-02	-9.649377952222981669e-03	-6.125055529255907238e-03
1.741754605000000083e+04	-5.228004392510476883e-03	-8.688580703424153562e-03	-3.460576310913676679e-03	-1.466492209635761323e-02	-9.436917703847136352e-03	-5.976341392933459673e-03
1.740972646000000168e+04	-5.366184387230354957e-03	-8.755623952794500120e-03	-3.389439565564145163e-03	-1.457378154053634578e-02	-9.207597153305990823e-03	-5.818157587741845660e-03
1.740191415000000052e+04	-5.470013775306536985e-03	-8.780972697330247101e-03	-3.310958922023710116e-03	-1.443168966724650559e-02	-8.961675891939968608e-03	-5.650716969916258492e-03
1.739410910000000149e+04	-5.539122381780225979e-03	-8.764317152893830176e-03	-3.225194771113604197e-03	-1.423856341014229088e-02	-8.699441028362064898e-03	-5.474246257248460701e-03
1.738631130000000121e+04	-5.573206838600852642e-03	-8.705428276642002139e-03	-3.132221438041149497e-03	-1.399441456754457747e-02	-8.421207728943724824e-03	-5.288986290902575327e-03
1.737852073999999993e+04	-5.572031613861883059e-03	-8.604158596822619742e-03	-3.032126982960736683e-03	-1.369934986962928480e-02	-8.127318255767401745e-03	-5.095191272806665062e-03
1.737073741000000155e+04	-5.535429654413448475e-03	-8.460442704970483341e-03	-2.925013050557034866e-03	-1.335357087497890394e-02	-7.818141220565455463e-03	-4.893128170008420597e-03
1.736296129999999903e+04	-5.463302838426886687e-03	-8.274297521296603009e-03	-2.810994682869716321e-03	-1.295737361303661572e-02	-7.494070774609729035e-03	-4.683076091740012714e-03
1.735519239999999991e+04	-5.355622236785206880e-03	-8.045822332700014456e-03	-2.690200095914807576e-03	-1.251114797390162625e-02	-7.155525737116419371e-03	-4.465325641201611795e-03
1.734743070000000080e+04	-5.212428182872930194e-03	-7.775198603665045560e-03	-2.562770420792115367e-03	-1.201537684779885318e-02	-6.802948664925922984e-03	-4.240178244133807617e-03
1.733967618999999831e+04	-5.033830151041529533e-03	-7.462689561134605576e-03	-2.428859410093076043e-03	-1.147063501744283176e-02	-6.436804866401302228e-03	-4.007945456308226184e-03
1.733192885000000024e+04	-4.820006145957345112e-03	-7.108639071408684451e-03	-2.288632925451339339e-03	-1.087758701066376954e-02	-6.057580864706424428e-03	-3.768947939255085089e-03
1.732418868999999904e+04	-4.571203351810049220e-03	-6.713472661626918025e-03	-2.142269309816868805e-03	-1.023698863683319971e-02	-5.665785285023150486e-03	-3.523515975206281681e-03
1.731645568999999887e+04	-4.287735789035296285e-03	-6.277693698527486710e-03	-1.989957909492190424e-03	-9.549680571521945716e-03	-5.261944782486649430e-03	-3.271986872994459006e-03
1.730872983999999997e+04	-3.969984502579793073e-03	-5.801883870700130785e-03	-1.831899368120337712e-03	-8.816589309463385149e-03	-4.846604806883592076e-03	-3.014705438763254364e-03
1.730101111999999921e+04	-3.618395781307737202e-03	-5.286700564719803985e-03	-1.668304783412066783e-03	-8.038723128203306700e-03	-4.420327346895569498e-03	-2.752022563483502715e-03
1.729329953999999998e+04	-3.233481798991522105e-03	-4.732877883014241505e-03	-1.499396084022719400e-03	-7.217173702430801363e-03	-3.983691903439279258e-03	-2.484295819416559858e-03
1.728559507999999914e+04	-2.815816484456834523e-03	-4.141220737693185328e-03	-1.325404253236350804e-03	-6.353107377690903057e-03	-3.537290893234068534e-03	-2.211886639997717729e-03
1.727789773000000059e+04	-2.366035738956995260e-03	-3.512605380155409129e-03	-1.146569641198413869e-03	-5.447766273918963620e-03	-3.081730534961968360e-03	-1.935160893763554490e-03
1.727020748000000094e+04	-1.884835282554786495e-03	-2.847976488095649295e-03	-9.631412055408627992e-04	-4.502464254347304795e-03	-2.617628971792518300e-03	-1.654487766251655501e-03
1.726252432000000044e+04	-1.372968781429451113e-03	-2.148344720966255395e-03	-7.753759395368042817e-04	-3.518583701040856049e-03	-2.145614919611404936e-03	-1.370238980074600654e-03
1.725484823999999935e+04	-8.312458296497737820e-04	-1.414784110963407393e-03	-5.835382813136336111e-04	-2.497572129573022437e-03	-1.666326299923248655e-03	-1.082788018609615044e-03
1.724717923000000155e+04	-2.605297928883754111e-04	-6.484292989006323893e-04	-3.878995060122569782e-04	-1.440938654354573245e-03	-1.180408861466197834e-03	-7.925093554539408558e-04
1.723951728000000003e+04	3.382644780215438018e-04	1.495273751822567831e-04	-1.887371028392870187e-04	-3.502503165565551413e-04	-6.885147945780989431e-04	-4.997776917388119244e-04
1.723186238999999841e+04	9.641722200774971441e-04	9.778378145716137837e-04	1.366559449411663962e-05	7.728702247380425661e-04	-1.913019953394545780e-04	-2.049675898335712176e-04
1.722421453000000110e+04	1.616184586684221713e-03	1.835205703847875292e-03	2.190211171636535781e-04	1.926754515081507968e-03	3.105699283972862546e-04	9.154881123363267648e-05
1.721657371000000057e+04	2.293245463195314748e-03	2.720282119747063909e-03	4.270366565517491608e-04	3.109681940489328333e-03	8.164364772940135850e-04	3.893998207422644242e-04
1.720893991000000096e+04	2.994260068085119464e-03	3.631676664933247700e-03	6.374165968481282363e-04	4.319894280122915653e-03	1.325634212037796189e-03	6.882176151896679528e-04
1.720131312999999864e+04	3.718093418698442676e-03	4.567955251842836795e-03	8.498618331443941187e-04	5.555592242518891943e-03	1.837498823820449267e-03	9.876369906760551487e-04
1.719369335000000137e+04	4.463576883884545765e-03	5.527648428154563476e-03	1.064071544270017711e-03	6.814946030898494378e-03	2.351369147013948613e-03	1.287297602743930902e-03
1.718608055999999851e+04	5.229508359552159646e-03	6.509251395611426183e-03	1.279743036059266537e-03	8.096094840773226942e-03	2.866586481221067295e-03	1.586843445161800759e-03
1.717847475000000122e+04	6.014656176076105254e-03	7.511228862607577383e-03	1.496572686531472129e-03	9.397152735818870006e-03	3.382496559742764752e-03	1.885923873211292623e-03
1.717087591999999859e+04	6.817761080976536547e-03	8.532017407968273126e-03	1.714256326991736579e-03	1.071621122879629073e-02	3.898450147819754186e-03	2.184193820828017607e-03
1.716328406000000177e+04	7.637541397513825103e-03	9.570031874332696198e-03	1.932490476818871095e-03	1.205134704753973995e-02	4.413805650025914851e-03	2.481315173207043756e-03
1.715569915000000037e+04	8.472696257679657172e-03	1.062366926322122485e-02	2.150973005541567673e-03	1.340062658390583916e-02	4.927930326226181990e-03	2.776957320684614317e-03
1.714812117999999828e+04	9.321906566725934873e-03	1.169130977043297825e-02	2.369403203707043382e-03	1.476210667632982254e-02	5.440200109603887668e-03	3.070796905896844287e-03
1.714055015999999887e+04	1.018383689148261162e-02	1.277131902124251095e-02	2.587482129759899330e-03	1.613383697377690496e-02	5.950000082294293335e-03	3.362517952534394006e-03
1.713298605999999927e+04	1.105714541425095732e-02	1.386206037857318218e-02	2.804914964322224868e-03	1.751387503480605901e-02	6.456729620555101690e-03	3.651814656232876821e-03
1.712542886999999973e+04	1.194048030557726126e-02	1.496189019506632967e-02	3.021409889489068412e-03	1.890027969929630736e-02	6.959799393719046101e-03	3.938389504229977689e-03
1.711787859000000026e+04	1.283248385869695252e-02	1.606916283405213086e-02	3.236678975355178345e-03	2.029111692877261230e-02	7.458633070075659788e-03	4.221954094720481443e-03
1.711033522000000085e+04	1.373179670526880614e-02	1.718223575441679696e-02	3.450439049147990822e-03	2.168446566633541739e-02	7.952668961066611253e-03	4.502229911918620431e-03
1.710279872999999861e+04	1.463706447662826982e-02	1.829947757416394705e-02	3.662413097535677231e-03	2.307842735195031469e-02	8.441362875322044879e-03	4.778949777786367648e-03
1.709526912000000084e+04	1.554693362759129727e-02	1.941926273155913929e-02	3.872329103967842023e-03	2.447111867577289601e-02	8.924185048181598745e-03	5.051855944213756722e-03
1.708774638000000050e+04	1.646005911931525123e-02	2.053998082035635164e-02	4.079921701041100413e-03	2.586068269447516776e-02	9.400623575159916534e-03	5.320701874118816121e-03
1.708023050000000148e+04	1.737510609024195407e-02	2.166003847045661068e-02	4.284932380214656611e-03	2.724529059702796019e-02	9.870184506786006118e-03	5.585252126571349507e-03
1.707272147000000041e+04	1.829075264187973726e-02	2.277786260393332984e-02	4.487109962053592582e-03	2.862314518777941963e-02	1.033239254589968237e-02	5.845282583846089786e-03
1.706521928000000116e+04	1.920569254517279223e-02	2.389190358684367688e-02	4.686211041670884647e-03	2.999248423373079842e-02	1.078679168855800619e-02	6.100580646887121539e-03
1.705772393000000011e+04	2.011863664405999508e-02	2.500063679349240342e-02	4.882000149432408342e-03	3.135158186207576136e-02	1.123294521801576629e-02	6.350945068583357944e-03
1.705023540000000139e+04	2.102831904144608632e-02	2.610256997193027839e-02	5.074250930484192068e-03	3.269875706441116581e-02	1.167043802296507948e-02	6.596187092480887415e-03
1.704275368000000162e+04	2.193349586729542722e-02	2.719624158324618346e-02	5.262745715950756242e-03	3.403237111996870734e-02	1.209887525267328012e-02	6.836129536722523881e-03
1.703527877000000080e+04	2.283294762468135453e-02	2.828022350881442826e-02	5.447275884133073731e-03	3.535083040813535860e-02	1.251788278345400407e-02	7.070606899320930339e-03
1.702781064999999944e+04	2.372548502324567377e-02	2.935312793710931345e-02	5.627642913863639684e-03	3.665259428260170260e-02	1.292710925935602884e-02	7.299466345492389152e-03
1.702034932000000117e+04	2.460994627359958109e-02	3.041360395211345491e-02	5.803657678513873819e-03	3.793617041875019247e-02	1.332622414515061138e-02	7.522566466636737559e-03
1.701289476999999897e+04	2.548520268290510593e-02	3.146034411904585770e-02	5.975141436140751772e-03	3.920012232205649649e-02	1.371491963915139056e-02	7.739778203010638791e-03
1.700544699000000037e+04	2.635015931394002475e-02	3.249208511632539764e-02	6.141925802385372890e-03	4.044306960003030138e-02	1.409291028609027663e-02	7.950984483704903738e-03
1.699800595999999859e+04	2.720375786695516940e-02	3.350761102473986952e-02	6.303853157784700123e-03	4.166369145346315861e-02	1.445993358650798921e-02	8.156080428723289089e-03
1.699057168000000092e+04	2.804497484448009725e-02	3.450575099934849455e-02	6.460776154868397292e-03	4.286072342184266137e-02	1.481574857736256412e-02	8.354972422494166828e-03
1.698314414000000033e+04	2.887282651920164422e-02	3.548538504063569743e-02	6.612558521434053205e-03	4.403296388136346273e-02	1.516013736216181851e-02	8.547578840727765304e-03
1.697572333000000071e+04	2.968636912418931573e-02	3.644544406271632564e-02	6.759074938527009913e-03	4.517927368151064549e-02	1.549290455732132976e-02	8.733829618794319849e-03
1.696830924999999843e+04	3.048469901369055268e-02	3.738490994347798413e-02	6.900210929787431446e-03	4.629857578994556189e-02	1.581387677625500920e-02	8.913665846467577758e-03
1.696090188000000126e+04	3.126695700152759549e-02	3.830282048548083740e-02	7.035863483953241904e-03	4.738986079677387497e-02	1.612290379524627948e-02	9.087040311293037576e-03
1.695350120999999854e+04	3.203232604379324666e-02	3.919826652902913544e-02	7.165940485235888779e-03	4.845218306940091146e-02	1.641985702560766480e-02	9.253916540371776023e-03
1.694610723000000144e+04	3.278003317757394175e-02	4.007039408375512313e-02	7.290360906181181377e-03	4.948466291055708677e-02	1.670462973298314502e-02	9.414268826801963641e-03
1.693871993999999904e+04	3.350934924851967089e-02	4.091840386432932242e-02	7.409054615809651523e-03	5.048648564314073273e-02	1.697713639462106183e-02	9.568081778811410310e-03
1.693133932999999888e+04	3.421959151003306498e-02	4.174155416522462581e-02	7.521962655191560820e-03	5.145690465473040653e-02	1.723731314469734155e-02	9.715350489505780729e-03
1.692396538000000146e+04	3.491012394577774902e-02	4.253916105805377601e-02	7.629037112276026988e-03	5.239524127159922440e-02	1.748511732582147538e-02	9.856080213545448387e-03
1.691659809999999925e+04	3.558035386826186031e-02	4.331059430536488009e-02	7.730240437103019779e-03	5.330087962316509831e-02	1.772052575490323800e-02	9.990285317800218223e-03
1.690923746000000028e+04	3.622973860196609941e-02	4.405528490501908756e-02	7.825546303052988151e-03	5.417327519257153501e-02	1.794353659060543560e-02	1.011799028755244745e-02
1.690188346000000092e+04	3.685777912271570589e-02	4.477271758988798922e-02	7.914938467172283332e-03	5.501194569937262191e-02	1.815416657665691602e-02	1.023922810948463269e-02
1.689453609000000142e+04	3.746402368015655515e-02	4.546243482718448359e-02	7.998411147027928436e-03	5.581647550509105660e-02	1.835245182493450145e-02	1.035404067790657301e-02
1.688719535000000178e+04	3.804806593494147737e-02	4.612403451119917452e-02	8.075968576257697151e-03	5.658651263520853014e-02	1.853844670026705277e-02	1.046247812400935562e-02
1.687986121999999887e+04	3.860954709125441475e-02	4.675717219536978941e-02	8.147625104115374661e-03	5.732177110928027286e-02	1.871222401802585811e-02	1.056459891391048345e-02
1.687253369000000021e+04	3.914815305748498009e-02	4.736155767590999321e-02	8.213404618425013126e-03	5.802202670363953985e-02	1.887387364615455976e-02	1.066046902772954663e-02
1.686521275999999853e+04	3.966361411666596837e-02	4.793695444406420592e-02	8.273340327398237548e-03	5.868711608323295970e-02	1.902350196656699133e-02	1.075016163916875378e-02
1.685789842000000135e+04	4.015570581815497420e-02	4.848318048279087744e-02	8.327474664635903245e-03	5.931693749209965283e-02	1.916123167394467863e-02	1.083375700930877539e-02
1.685059064999999828e+04	4.062424814741094625e-02	4.900010710737578989e-02	8.375858959964843642e-03	5.991144918128310515e-02	1.928720103387215890e-02	1.091134207390731525e-02
1.684328945999999996e+04	4.106910222839010860e-02	4.948765510684594027e-02	8.418552878455831667e-03	6.047066475968665422e-02	1.940156253129654562e-02	1.098300965284071395e-02
1.683599481999999989e+04	4.149017388241427184e-02	4.994579843010649167e-02	8.455624547692219828e-03	6.099465722779007226e-02	1.950448334537580042e-02	1.104885879768358059e-02
1.682870673000000170e+04	4.188740835406767893e-02	5.037455815453739660e-02	8.487149800469717675e-03	6.148355186293397168e-02	1.959614350886629275e-02	1.110899370839657507e-02
1.682142519000000175e+04	4.226079127927073742e-02	5.077400332436488029e-02	8.513212045094142866e-03	6.193752701138777184e-02	1.967673573211703442e-02	1.116352368702289155e-02
1.681415018000000055e+04	4.261034854011092055e-02	5.114425050558024655e-02	8.533901965469326001e-03	6.235681339506327081e-02	1.974646485495235027e-02	1.121256288948302426e-02
1.680688168999999834e+04	4.293614350666263846e-02	5.148546054536640160e-02	8.549317038703763139e-03	6.274169025562981172e-02	1.980554674896717327e-02	1.125622971026341013e-02
1.679961972999999853e+04	4.323827559983173252e-02	5.179783679731064794e-02	8.559561197478915417e-03	6.309248319877214239e-02	1.985420759894040987e-02	1.129464640146149446e-02
1.679236426999999821e+04	4.351688156680577624e-02	5.208162611885880366e-02	8.564744552053027427e-03	6.340956515110551805e-02	1.989268358429974182e-02	1.132793903224671439e-02
1.678511530000000130e+04	4.377213152291692388e-02	5.233711441982724644e-02	8.564982896910322552e-03	6.369335119647756560e-02	1.992121967356064172e-02	1.135623677665031916e-02
1.677787283000000025e+04	4.400422792617286749e-02	5.256462532864769610e-02	8.560397402474828610e-03	6.394429695764358712e-02	1.994006903147071963e-02	1.137967162899589102e-02
1.677063683999999921e+04	4.421340587401711986e-02	5.276452009376475516e-02	8.551114219747635303e-03	6.416289832767230195e-02	1.994949245365518209e-02	1.139837823390754679e-02
1.676340731999999844e+04	4.439993024661048615e-02	5.293719433832333454e-02	8.537264091712848391e-03	6.434968772141702598e-02	1.994975747480653983e-02	1.141249338309369143e-02
1.675618426000000181e+04	4.456409463022281692e-02	5.308307660651512272e-02	8.518981976292305802e-03	6.450523233157345881e-02	1.994113770135064190e-02	1.142215572505833610e-02
1.674896765999999843e+04	4.470621966768040245e-02	5.320262636839501180e-02	8.496406700714609350e-03	6.463013180455068341e-02	1.992391213687028095e-02	1.142750543615567160e-02
1.674175750999999946e+04	4.482665202550051298e-02	5.329633255774646194e-02	8.469680532245948967e-03	6.472501648871997748e-02	1.989836446321946450e-02	1.142868393097351554e-02
1.673455380000000150e+04	4.492576262101066753e-02	5.336471144012411294e-02	8.438948819113445410e-03	6.479054497340130947e-02	1.986478235239064194e-02	1.142583353327719653e-02
1.672735651000000144e+04	4.500394520866324299e-02	5.340830477717439795e-02	8.404359568511154954e-03	6.482740194449931881e-02	1.982345673583607581e-02	1.141909716732492086e-02
1.672016563999999926e+04	4.506161452866852546e-02	5.342767775052525980e-02	8.366063221856734344e-03	6.483629584756733788e-02	1.977468131889881242e-02	1.140861809704207808e-02
1.671298118999999861e+04	4.509920515392240592e-02	5.342341737720646133e-02	8.324212223284055412e-03	6.481795703417714272e-02	1.971875188025473680e-02	1.139453965697068138e-02
1.670580313999999998e+04	4.511717000019022095e-02	5.339613053224023798e-02	8.278960532050017029e-03	6.477313546363705488e-02	1.965596546344683393e-02	1.137700493139681690e-02
1.669863148999999976e+04	4.511597861659977227e-02	5.334644212387984474e-02	8.230463507280072477e-03	6.470259870175198991e-02	1.958662008515221764e-02	1.135615657787214516e-02
1.669146621999999843e+04	4.509611580070715942e-02	5.327499311695527151e-02	8.178877316248112095e-03	6.460712960368075741e-02	1.951101380297359800e-02	1.133213648672548590e-02
1.668430732999999964e+04	4.505808013334400286e-02	5.318243900608210506e-02	8.124358872738102200e-03	6.448752467113505471e-02	1.942944453779105185e-02	1.130508566505294965e-02
1.667715481000000000e+04	4.500238250851507082e-02	5.306944781743505590e-02	8.067065308919985078e-03	6.434459174398121650e-02	1.934220923546614568e-02	1.127514392654616060e-02
1.667000864999999976e+04	4.492954469387444583e-02	5.293669842149806293e-02	8.007153727623617101e-03	6.417914813100167315e-02	1.924960343712722732e-02	1.124244970950361022e-02
1.666286883999999918e+04	4.484009792877685641e-02	5.278487882808446940e-02	7.944780899307612998e-03	6.399201870777881940e-02	1.915192077900196299e-02	1.120713987969434999e-02
1.665573537999999826e+04	4.473458171020827656e-02	5.261468477201014515e-02	7.880103061801868591e-03	6.378403437155155675e-02	1.904945266134328019e-02	1.116934959954141160e-02
1.664860825000000114e+04	4.461354201739131664e-02	5.242681738534449298e-02	7.813275367953176342e-03	6.355602938206961205e-02	1.894248736467829541e-02	1.112921199672511907e-02
1.664148745000000054e+04	4.447753059426895472e-02	5.222198257179244685e-02	7.744451977523492125e-03	6.330884078517240443e-02	1.883131019090344971e-02	1.108685821337995758e-02
1.663437297000000035e+04	4.432710322214178378e-02	5.200088874669045458e-02	7.673785524548670800e-03	6.304330584102862955e-02	1.871620261888684578e-02	1.104241709433817498e-02
1.662726480000000083e+04	4.416281862359106025e-02	5.176424558319736580e-02	7.601426959606305545e-03	6.276026068215079246e-02	1.859744205855973220e-02	1.099601509895342666e-02
1.662016292999999860e+04	4.398523726995445804e-02	5.151276258509834838e-02	7.527525315143890339e-03	6.246053875799900679e-02	1.847530148804454875e-02	1.094777617290065841e-02
1.661306735000000117e+04	4.379492023073805473e-02	5.124714771382854472e-02	7.452227483090489990e-03	6.214496934485980173e-02	1.835004911412174700e-02	1.089782163103125701e-02
1.660597806000000128e+04	4.359242836050258862e-02	5.096810647423810625e-02	7.375678113735517627e-03	6.181437659914434946e-02	1.822194823864176083e-02	1.084627012490624320e-02
1.659889504999999917e+04	4.337832069697450388e-02	5.067633990226344531e-02	7.298019205288941436e-03	6.146957730800167718e-02	1.809125661102717331e-02	1.079323740573823187e-02
1.659181829999999900e+04	4.315315335908470606e-02	5.037254326930346027e-02	7.219389910218754203e-03	6.111137949729356089e-02	1.795822613820885483e-02	1.073883622799010062e-02
1.658474782000000050e+04	4.291747986554267369e-02	5.005740667447106107e-02	7.139926808928387381e-03	6.074058325829895244e-02	1.782310339275627875e-02	1.068317658382789137e-02
1.657768359000000055e+04	4.267184830178977206e-02	4.973161138491111188e-02	7.059763083121339822e-03	6.035797656137087408e-02	1.768612825958110202e-02	1.062636517645976220e-02
1.657062559999999939e+04	4.241680170273104400e-02	4.939583051453777518e-02	6.979028811806731181e-03	5.996433618473118177e-02	1.754753448200013777e-02	1.056850567019340659e-02
1.656357384000000093e+04	4.215287691560826167e-02	4.905072764172213606e-02	6.897850726113874398e-03	5.956042620991758296e-02	1.740754929430932130e-02	1.050969856819544690e-02
1.655652832000000126e+04	4.188060460622422543e-02	4.869695692481090799e-02	6.816352318586682557e-03	5.914699827045633018e-02	1.726639366423210475e-02	1.045004134564542220e-02
1.654948901000000114e+04	4.160050621962346762e-02	4.833515925828191229e-02	6.734653038658444668e-03	5.872478717197648912e-02	1.712428095235302150e-02	1.038962791369457683e-02
1.654245591000000059e+04	4.131309597298987724e-02	4.796596497551791627e-02	6.652869002528039033e-03	5.829451416402275932e-02	1.698141819103288208e-02	1.032854918850484305e-02
1.653542901999999958e+04	4.101887911120416508e-02	4.758999167169480904e-02	6.571112560490643961e-03	5.785688450104414793e-02	1.683800538983998285e-02	1.026689282934933889e-02
1.652840831999999864e+04	4.071835044905885992e-02	4.720784243693282312e-02	6.489491987873963197e-03	5.741258549170147329e-02	1.669423504264261338e-02	1.020474305476865018e-02
1.652139381000000139e+04	4.041199550583818301e-02	4.682010739198572136e-02	6.408111886147538350e-03	5.696228838762912305e-02	1.655029288179094005e-02	1.014218099564340170e-02
1.651438547000000108e+04	4.010028830251105569e-02	4.642736096776989285e-02	6.327072665258837159e-03	5.650664531839227900e-02	1.640635701588122330e-02	1.007928435062238615e-02
1.650738331000000107e+04	3.978369311637097727e-02	4.603016419618838340e-02	6.246471079817406125e-03	5.604629204497446615e-02	1.626259892860348888e-02	1.001612784878608275e-02
1.650038729999999850e+04	3.946266094794192991e-02	4.562906033693892027e-02	6.166399388996990361e-03	5.558184297922236228e-02	1.611918203128043237e-02	9.952782642283442005e-03
1.649339745000000039e+04	3.913763277756104886e-02	4.522457903231030807e-02	6.086946254749259211e-03	5.511389608748867852e-02	1.597626330992762966e-02	9.889317055178370452e-03
1.648641374999999971e+04	3.880903652865796971e-02	4.481723256754915896e-02	6.008196038891189250e-03	5.464302864229358958e-02	1.583399211363561987e-02	9.825796074744430619e-03
1.647943618000000060e+04	3.847728721429188870e-02	4.440751613387988739e-02	5.930228919587998693e-03	5.416979761260148907e-02	1.569251039830960037e-02	9.762281478721601680e-03
1.647246473999999944e+04	3.814278812982080380e-02	4.399590936288172438e-02	5.853121233060920581e-03	5.369474151444891818e-02	1.555195338462811439e-02	9.698832151567193804e-03
1.646549942000000010e+04	3.780592924458409110e-02	4.358287439440738931e-02	5.776945149823298209e-03	5.321837825320141491e-02	1.541244900861732381e-02	9.635503858794025600e-03
1.645854021999999895e+04	3.746708800293013786e-02	4.316885692051553036e-02	5.701768917585392504e-03	5.274120640047685882e-02	1.527411839754672096e-02	9.572349479961328456e-03
1.645158712000000014e+04	3.712662774547864641e-02	4.275428431185002154e-02	5.627656566371375124e-03	5.226370310321182266e-02	1.513707535773317625e-02	9.509418791361801127e-03
1.644464012000000002e+04	3.678489957203101568e-02	4.233956794979165661e-02	5.554668377760640929e-03	5.178632683719713858e-02	1.500142726516612290e-02	9.446758887405481975e-03
1.643769919999999911e+04	3.644224033430765175e-02	4.192510083730149884e-02	5.482860502993847085e-03	5.130951471765382577e-02	1.486727438334617402e-02	9.384413880352326931e-03
1.643076437000000078e+04	3.609897508027692936e-02	4.151126061494370134e-02	5.412285534666771980e-03	5.083368602938809211e-02	1.473471094911116275e-02	9.322425414444390768e-03
1.642383560999999827e+04	3.575541410444604828e-02	4.109840604715464529e-02	5.342991942708597009e-03	5.035923824083066158e-02	1.460382413638461330e-02	9.260832193676016288e-03
1.641691291999999885e+04	3.541185545990155337e-02	4.068688010955218148e-02	5.275024649650628117e-03	4.988655060807761776e-02	1.447469514817606440e-02	9.199670498525436280e-03
