Wavenumber	Minor Gaussian	Major Gaussian
1.972137385999999969e+04	6.480685181741719270e-10	3.015815428678315750e-03
1.971126551000000109e+04	7.682822046251116733e-10	3.117083383557355675e-03
1.970116785000000164e+04	9.099940071743001085e-10	3.221277408550110230e-03
1.969108084999999846e+04	1.076900011640184917e-09	3.328465625083842829e-03
1.968100449999999910e+04	1.273304738472813202e-09	3.438717004301059497e-03
1.967093878000000041e+04	1.504217218790592901e-09	3.552101679286596807e-03
1.966088366999999926e+04	1.775460776700630014e-09	3.668690844181597514e-03
1.965083915999999954e+04	2.093798863749200506e-09	3.788556633416521706e-03
1.964080523000000176e+04	2.467080277289359460e-09	3.911772353079590731e-03
1.963078186999999889e+04	2.904404270021859299e-09	4.038412240993398752e-03
1.962076904999999897e+04	3.416311580070583911e-09	4.168551842515761524e-03
1.961076675999999861e+04	4.014999671416586782e-09	4.302267503119927040e-03
1.960077497999999832e+04	4.714571975392994330e-09	4.439636746668978659e-03
1.959079371000000174e+04	5.531318678365370544e-09	4.580737861204049570e-03
1.958082290999999896e+04	6.484044073855047133e-09	4.725650739347110087e-03
1.957086258000000089e+04	7.594427435970867732e-09	4.874455742800697447e-03
1.956091269000000102e+04	8.887447612042284795e-09	5.027234705049584036e-03
1.955097323999999935e+04	1.039185162978675105e-08	5.184070028826824432e-03
1.954104420000000027e+04	1.214070255278903925e-08	5.345045601264209086e-03
1.953112556000000041e+04	1.417198519332116476e-08	5.510246008516603115e-03
1.952121730000000025e+04	1.652930550656482472e-08	5.679757003830039272e-03
1.951131941000000006e+04	1.926267315052391573e-08	5.853665165903504559e-03
1.950143187000000034e+04	2.242939645225246246e-08	6.032058232077215816e-03
1.949155466000000160e+04	2.609508703233328346e-08	6.215024924731049095e-03
1.948168777000000046e+04	3.033479192854257989e-08	6.402654748677304858e-03
1.947183118000000104e+04	3.523428325414817000e-08	6.595038350615542791e-03
1.946198487999999998e+04	4.089149470148064259e-08	6.792267126840821102e-03
1.945214884000000166e+04	4.741816616463690206e-08	6.994433809354288871e-03
1.944232305999999880e+04	5.494164384579028896e-08	7.201631438059606823e-03
1.943250750999999946e+04	6.360697849376091065e-08	7.413954580352865101e-03
1.942270218999999997e+04	7.357918980539317549e-08	7.631498050783200142e-03
1.941290707000000111e+04	8.504591238158817506e-08	7.854358193838308771e-03
1.940312213999999949e+04	9.822025388407811184e-08	8.082631772378581075e-03
1.939334737999999925e+04	1.133440802658589836e-07	8.316416619422950518e-03
1.938358279000000039e+04	1.306916088275549720e-07	8.555810905518533918e-03
1.937382833000000028e+04	1.505735799408512863e-07	8.800914585380572100e-03
1.936408399999999892e+04	1.733416560576243537e-07	9.051827417361253333e-03
1.935434977000000072e+04	1.993936252335086481e-07	9.308650687709684249e-03
1.934462565000000177e+04	2.291788717303487578e-07	9.571485370855063041e-03
1.933491159999999945e+04	2.632049118555859168e-07	9.840434498699051138e-03
1.932520761000000130e+04	3.020441601175001716e-07	1.011560100857704370e-02
1.931551367000000027e+04	3.463417694608395787e-07	1.039708850151309545e-02
1.930582977000000028e+04	3.968242515791598804e-07	1.068500121774422842e-02
1.929615587999999843e+04	4.543091640708216237e-07	1.097944462733773177e-02
1.928649198999999862e+04	5.197155024715094530e-07	1.128052421584184450e-02
1.927683809000000110e+04	5.940755138163601494e-07	1.158834603136045353e-02
1.926719414999999935e+04	6.785478533171453268e-07	1.190301731703973659e-02
1.925756017000000065e+04	7.744315109650031484e-07	1.222464487054121356e-02
1.924793612999999823e+04	8.831820480369839621e-07	1.255333662827152162e-02
1.923832200999999986e+04	1.006428913059140443e-06	1.288920100633775441e-02
1.922871779999999853e+04	1.145994525236312514e-06	1.323234650981058337e-02
1.921912349000000177e+04	1.303915523837844762e-06	1.358288203128487151e-02
1.920953904999999941e+04	1.482466427057857296e-06	1.394091757403321391e-02
1.919996446999999898e+04	1.684184549800507619e-06	1.430656275855602191e-02
1.919039975000000049e+04	1.911898075543553079e-06	1.467992710077340932e-02
1.918084485000000132e+04	2.168758077508507930e-06	1.506112195066818676e-02
1.917129977000000144e+04	2.458270323944567795e-06	1.545025733487571593e-02
1.916176449000000139e+04	2.784333631878927008e-06	1.584744427221708787e-02
1.915223900000000140e+04	3.151279365309539520e-06	1.625279353601402632e-02
1.914272327999999834e+04	3.563916179890596503e-06	1.666641645055594312e-02
1.913321731999999975e+04	4.027577320552733980e-06	1.708842400236753462e-02
1.912372109999999884e+04	4.548173904014087133e-06	1.751892767152510993e-02
1.911423460999999952e+04	5.132251014180052464e-06	1.795803850473480859e-02
1.910475782999999865e+04	5.787050910460640288e-06	1.840586798261622387e-02
1.909529074000000037e+04	6.520580112631639823e-06	1.886252754086694891e-02
1.908583334000000104e+04	7.341680917225930440e-06	1.932812753539173492e-02
1.907638560000000143e+04	8.260115024764348330e-06	1.980277963735311772e-02
1.906694752000000153e+04	9.286644482087226977e-06	2.028659383664133814e-02
1.905751907999999821e+04	1.043312958849023077e-05	2.077968088575189026e-02
1.904810024999999951e+04	1.171262968448913187e-05	2.128215182121163257e-02
1.903869104000000152e+04	1.313950511626414433e-05	2.179411522643121685e-02
1.902929142000000138e+04	1.472954583487401624e-05	2.231568145490166882e-02
1.901990137999999934e+04	1.650009003663166176e-05	2.284695937344319305e-02
1.901052089999999953e+04	1.847016563755100548e-05	2.338805795466189150e-02
1.900114996999999858e+04	2.066063368950508039e-05	2.393908509901181494e-02
1.899178858000000037e+04	2.309434813978847792e-05	2.450014813687062531e-02
1.898243671000000177e+04	2.579632872902281500e-05	2.507135439722114195e-02
1.897309433999999965e+04	2.879394151501453558e-05	2.565281058936482936e-02
1.896376147000000128e+04	3.211708701544282920e-05	2.624462147541473458e-02
1.895443807000000015e+04	3.579842640956701713e-05	2.684689296286663779e-02
1.894512413000000015e+04	3.987358851779841440e-05	2.745972891446160982e-02
1.893581965000000127e+04	4.438140981195759711e-05	2.808323165503533517e-02
1.892652459000000090e+04	4.936421498040677791e-05	2.871750530219348979e-02
1.891723895999999877e+04	5.486804416508196875e-05	2.936264965432284352e-02
1.890796272999999928e+04	6.094298990524069125e-05	3.001876625107417415e-02
1.889869589999999880e+04	6.764346520455137015e-05	3.068595348944626322e-02
1.888943844000000172e+04	7.502857081677350142e-05	3.136431081705810808e-02
1.888019034000000102e+04	8.316240883091992461e-05	3.205393511272826984e-02
1.887095159000000058e+04	9.211446379208461811e-05	3.275492203630553378e-02
1.886172218000000066e+04	1.019599931592551169e-04	3.346736597624872661e-02
1.885250207999999839e+04	1.127804649797242400e-04	3.419136158088874333e-02
1.884329130000000077e+04	1.246639254393520045e-04	3.492699900804985269e-02
1.883408980000000156e+04	1.377055688395489072e-04	3.567437097367937709e-02
1.882489758000000074e+04	1.520081106088953869e-04	3.643356554480393916e-02
1.881571462999999858e+04	1.676823604301035944e-04	3.720467004609118167e-02
1.880654091999999946e+04	1.848477871842289886e-04	3.798777193603704999e-02
1.879737644999999975e+04	2.036329955937973770e-04	3.878295452109131042e-02
1.878822120999999970e+04	2.241763859732104813e-04	3.959030024737120873e-02
1.877907517000000007e+04	2.466268107674171313e-04	4.040989162128725415e-02
1.876993832000000111e+04	2.711441366216065158e-04	4.124180762993800986e-02
1.876081065999999919e+04	2.978999329822683891e-04	4.208612447703148629e-02
1.875169215999999869e+04	3.270783016336167534e-04	4.294291924446306391e-02
1.874258281999999963e+04	3.588764410761148115e-04	4.381226428961546016e-02
1.873348260999999911e+04	3.935056107556092757e-04	4.469423283138155428e-02
1.872439153000000078e+04	4.311917228567963239e-04	4.558889317179389000e-02
1.871530956000000151e+04	4.721763571772998763e-04	4.649631345303450319e-02
1.870623669000000154e+04	5.167175076835901337e-04	4.741655869066577905e-02
1.869717291000000114e+04	5.650905110462290694e-04	4.834969168367296566e-02
1.868811819000000105e+04	6.175890893549592893e-04	4.929577506818167559e-02
1.867907253000000128e+04	6.745260250952573059e-04	5.025486608103444525e-02
1.867003591999999844e+04	7.362343501147081658e-04	5.122702061183774525e-02
1.866100833000000057e+04	8.030684565470887519e-04	5.221229432927155384e-02
1.865198976000000039e+04	8.754047784578244430e-04	5.321073721374944970e-02
1.864298020000000179e+04	9.536431200816414657e-04	5.422239779557940648e-02
1.863397961999999825e+04	1.038207870898883367e-03	5.524732433142129362e-02
1.862498802000000069e+04	1.129548664796113091e-03	5.628555910233012244e-02
1.861600537999999869e+04	1.228141963747711712e-03	5.733714402025597706e-02
1.860703168999999980e+04	1.334491922013021420e-03	5.840211715672917470e-02
1.859806694000000061e+04	1.449131642244042006e-03	5.948051382697296108e-02
1.858911111000000164e+04	1.572624498881551201e-03	6.057236777115144327e-02
1.858016417999999976e+04	1.705565231319683926e-03	6.167770994699152409e-02
1.857122615999999834e+04	1.848580654390265775e-03	6.279656470574543348e-02
1.856229702000000179e+04	2.002331934458488442e-03	6.392895843722147531e-02
1.855337673999999970e+04	2.167515091066215833e-03	6.507491339069235159e-02
1.854446532999999908e+04	2.344861738142401970e-03	6.623444493190376592e-02
1.853556275000000096e+04	2.535141839840833900e-03	6.740757186141504986e-02
1.852666901000000144e+04	2.739162913657801606e-03	6.859430336196806199e-02
1.851778408000000127e+04	2.957773103538422974e-03	6.979465077707350251e-02
1.850890796000000046e+04	3.191860774650794822e-03	7.100861827302097640e-02
1.850004061999999976e+04	3.442357136728142752e-03	7.223621090700589609e-02
1.849118206999999893e+04	3.710235460246247025e-03	7.347742497434656128e-02
1.848233227999999872e+04	3.996514417003506001e-03	7.473225904757328786e-02
1.847349123999999938e+04	4.302257405469140338e-03	7.600070561813170034e-02
1.846465894000000117e+04	4.628574086366065224e-03	7.728275381419827395e-02
1.845583536000000095e+04	4.976621727570689109e-03	7.857839084428536180e-02
1.844702049999999872e+04	5.347604914946527122e-03	7.988759756841194715e-02
1.843821433999999863e+04	5.742777947279936908e-03	8.121035434061897595e-02
1.842941686000000118e+04	6.163444877912891383e-03	8.254663809286728882e-02
1.842062805999999910e+04	6.610959142852083047e-03	8.389641921781988698e-02
1.841184792000000016e+04	7.086726054192775924e-03	8.525966761696879281e-02
1.840307643000000098e+04	7.592201837070712903e-03	8.663634810893289240e-02
1.839431356999999844e+04	8.128895106981934293e-03	8.802642350946278393e-02
1.838555933999999979e+04	8.698365328826606138e-03	8.942984985682747578e-02
1.837681371999999828e+04	9.302225430101831657e-03	9.084658273431757414e-02
1.836807669000000169e+04	9.942140738037357275e-03	9.227657412638187728e-02
1.835934824999999910e+04	1.061982730630518443e-02	9.371976907453631600e-02
1.835062839000000167e+04	1.133705376964567677e-02	9.517611052668861760e-02
1.834191707999999926e+04	1.209564208509530253e-02	9.664554109828331352e-02
1.833321431999999913e+04	1.289746277829763484e-02	9.812799466342479737e-02
1.832452009000000180e+04	1.374443849260255889e-02	9.962340473216954595e-02
1.831583438999999998e+04	1.463853943683416856e-02	1.011316976233707227e-01
1.830715720000000147e+04	1.558178625115624535e-02	1.026527993324229254e-01
1.829848849999999948e+04	1.657624702196456440e-02	1.041866321297079956e-01
1.828982829000000129e+04	1.762403341710635021e-02	1.057331109628683735e-01
1.828117655000000013e+04	1.872730368089674247e-02	1.072921505263130099e-01
1.827253326999999990e+04	1.988825736688312057e-02	1.088636599382462461e-01
1.826389843000000110e+04	2.110913590004768331e-02	1.104475463391701162e-01
1.825527203999999983e+04	2.239221463607913090e-02	1.120437075350062539e-01
1.824665406000000075e+04	2.373981211673436426e-02	1.136520467493368769e-01
1.823804449999999997e+04	2.515427254568972440e-02	1.152724541196306213e-01
1.822944332999999824e+04	2.663797682019616864e-02	1.169048234540202846e-01
1.822085054999999920e+04	2.819332813368186086e-02	1.185490390985864950e-01
1.821226613999999972e+04	2.982275708705003220e-02	1.202049853906854704e-01
1.820369009000000005e+04	3.152871292830115163e-02	1.218725409627511858e-01
1.819512240000000020e+04	3.331365932700600802e-02	1.235515786718414250e-01
1.818656304000000091e+04	3.518007879501654223e-02	1.252419734623184677e-01
1.817801199999999881e+04	3.713045828882382410e-02	1.269435926146623428e-01
1.816946928000000116e+04	3.916728619862339111e-02	1.286562976181219731e-01
1.816093485000000146e+04	4.129305730446338613e-02	1.303799522181358639e-01
1.815240871999999945e+04	4.351025091463252975e-02	1.321144083598637387e-01
1.814389085999999952e+04	4.582134568674486874e-02	1.338595223607834395e-01
1.813538127000000168e+04	4.822879636676876552e-02	1.356151407249357732e-01
1.812687992999999915e+04	5.073504155110836883e-02	1.373811103690606994e-01
1.811838682999999946e+04	5.334248976263096520e-02	1.391572724894424018e-01
1.810990194999999949e+04	5.605351944402215542e-02	1.409434667376502082e-01
1.810142529999999897e+04	5.887045995097841405e-02	1.427395228097448621e-01
1.809295684999999867e+04	6.179560796767667036e-02	1.445452752416787889e-01
1.808449658999999883e+04	6.483120178916479404e-02	1.463605507907234926e-01
1.807604450999999972e+04	6.797942100804095500e-02	1.481851726601769448e-01
1.806760060000000158e+04	7.124237980320033414e-02	1.500189605290669081e-01
1.805916485000000102e+04	7.462212010889547609e-02	1.518617305833515341e-01
1.805073723999999856e+04	7.812060890352835740e-02	1.537132977518371191e-01
1.804231777000000147e+04	8.173971880872284157e-02	1.555734691551236559e-01
1.803390641999999934e+04	8.548123760296559570e-02	1.574420529288449999e-01
1.802550316999999995e+04	8.934685322399145424e-02	1.593188539023566441e-01
1.801710802999999942e+04	9.333813210650181158e-02	1.612036668823573216e-01
1.800872096999999849e+04	9.745654456363217477e-02	1.630962923559357292e-01
1.800034199000000081e+04	1.017034246888664090e-01	1.649965208453453847e-01
1.799197106999999960e+04	1.060799873464377124e-01	1.669041442040965495e-01
1.798360820999999851e+04	1.105873007583322853e-01	1.688189465901794584e-01
1.797525337999999829e+04	1.152263059871529438e-01	1.707407159318415912e-01
1.796690657999999894e+04	1.199977776195978868e-01	1.726692302361182985e-01
1.795856780000000072e+04	1.249023382929970311e-01	1.746042667850694341e-01
1.795023702000000048e+04	1.299404527827876521e-01	1.765456022360589738e-01
1.794191423999999824e+04	1.351124033670176861e-01	1.784930056859270753e-01
1.793359944000000178e+04	1.404183076217752069e-01	1.804462480436649086e-01
1.792529261000000042e+04	1.458580940039290452e-01	1.824050950874374355e-01
1.791699374000000171e+04	1.514315018514759970e-01	1.843693098445260969e-01
1.790870281999999861e+04	1.571380756715884397e-01	1.863386526470379445e-01
1.790041982999999891e+04	1.629771668368165949e-01	1.883128835762651332e-01
1.789214476999999897e+04	1.689479073806640919e-01	1.902917553738440459e-01
1.788387762999999904e+04	1.750492259146006202e-01	1.922750206315110011e-01
1.787561837999999989e+04	1.812798516073104438e-01	1.942624343000148301e-01
1.786736703000000125e+04	1.876382649733248087e-01	1.962537393189448254e-01
1.785912356000000000e+04	1.941227465501542404e-01	1.982486835048444529e-01
1.785088795000000027e+04	2.007313516751191851e-01	2.002470124260976869e-01
1.784266020999999819e+04	2.074618828062588238e-01	2.022484621578756747e-01
1.783444029999999839e+04	2.143119520528489752e-01	2.042527787891484647e-01
1.782622824000000037e+04	2.212788888419925659e-01	2.062596917172819511e-01
1.781802400000000125e+04	2.283598297039950709e-01	2.082689405221634371e-01
1.780982757000000129e+04	2.355516590097408436e-01	2.102802579679975692e-01
1.780163894000000073e+04	2.428510250000678883e-01	2.122933749435254591e-01
1.779345809999999983e+04	2.502543398253931350e-01	2.143080205320574139e-01
1.778528503999999884e+04	2.577577801221369036e-01	2.163239220823261477e-01
1.777711975000000166e+04	2.653572881362740721e-01	2.183408052801285026e-01
1.776896222000000125e+04	2.730485734028348932e-01	2.203583942207314739e-01
1.776081244000000152e+04	2.808271149885194218e-01	2.223764114819963000e-01
1.775267037999999957e+04	2.886881837193757128e-01	2.243945831579171046e-01
1.774453605999999854e+04	2.966267779119749481e-01	2.264126215801979536e-01
1.773640943999999945e+04	3.046377337794117235e-01	2.284302526636244612e-01
1.772829052999999840e+04	3.127156228876017408e-01	2.304471886983437412e-01
1.772017930999999953e+04	3.208548356171174176e-01	2.324631482780845637e-01
1.771207575999999972e+04	3.290495576477289741e-01	2.344778489339103267e-01
1.770397988999999870e+04	3.372937454792035994e-01	2.364909997477569192e-01
1.769589168000000063e+04	3.455811939165062685e-01	2.385023163479078889e-01
1.768781110999999873e+04	3.539055133649015583e-01	2.405115135290099848e-01
1.767973818000000028e+04	3.622601168989188491e-01	2.425183003563073370e-01
1.767167287999999826e+04	3.706382594589803237e-01	2.445223877053843420e-01
1.766361519000000044e+04	3.790330469928457902e-01	2.465234883373910724e-01
1.765556510999999955e+04	3.874374146212281045e-01	2.485213095268461458e-01
1.764752261999999973e+04	3.958441781913117352e-01	2.505155630745085071e-01
1.763948771000000124e+04	4.042460133520025534e-01	2.525059579372035401e-01
1.763146038000000044e+04	4.126354663095699871e-01	2.544922003195094207e-01
1.762344060000000172e+04	4.210050068395662648e-01	2.564740036488324937e-01
1.761542838000000120e+04	4.293469667720988814e-01	2.584510713436837803e-01
1.760742369999999937e+04	4.376536250462914057e-01	2.604231142002500499e-01
1.759942655000000013e+04	4.459171782445475185e-01	2.623898405849111604e-01
1.759143691000000035e+04	4.541297739005961120e-01	2.643509614399129348e-01
1.758345478999999978e+04	4.622834823293957562e-01	2.663061805504391422e-01
1.757548015999999916e+04	4.703703815593778259e-01	2.682552117945452563e-01
1.756751301999999851e+04	4.783824990303249258e-01	2.701977620647257328e-01
1.755955336000000170e+04	4.863118660728575349e-01	2.721335411519477665e-01
1.755160115999999834e+04	4.941505311556810831e-01	2.740622617958988760e-01
1.754365641999999934e+04	5.018905440519382255e-01	2.759836324849457290e-01
1.753571912000000157e+04	5.095240091367116975e-01	2.778973672368110770e-01
1.752778926000000138e+04	5.170430603802523839e-01	2.798031760055272876e-01
1.751986681999999928e+04	5.244399137423727542e-01	2.817007744042732131e-01
1.751195179999999891e+04	5.317068431922853389e-01	2.835898741720892513e-01
1.750404418000000078e+04	5.388362318942173657e-01	2.854701928326836002e-01
1.749614395000000150e+04	5.458205580211549224e-01	2.873414465907028204e-01
1.748825111000000106e+04	5.526524092385926012e-01	2.892033504550656220e-01
1.748036563999999998e+04	5.593245222475747847e-01	2.910556253990629338e-01
1.747248752999999851e+04	5.658297695961402862e-01	2.928979913357258047e-01
1.746461677000000054e+04	5.721611816312390797e-01	2.947301695677462807e-01
1.745675335999999879e+04	5.783119515403682964e-01	2.965518805525798607e-01
1.744889727000000130e+04	5.842754788624011653e-01	2.983628532336729533e-01
1.744104851000000053e+04	5.900453274192211106e-01	3.001628089274675504e-01
1.743320706000000064e+04	5.956152907622668247e-01	3.019514775626470082e-01
1.742537290999999823e+04	6.009793729030163956e-01	3.037285885211417624e-01
1.741754605000000083e+04	6.061318069270172915e-01	3.054938730221252730e-01
1.740972646000000168e+04	6.110670716158085325e-01	3.072470664295603449e-01
1.740191415000000052e+04	6.157798764367624633e-01	3.089878993688535136e-01
1.739410910000000149e+04	6.202652088780636896e-01	3.107161112505162359e-01
1.738631130000000121e+04	6.245183178458795226e-01	3.124314413581782413e-01
1.737852073999999993e+04	6.285347284810768320e-01	3.141336311665784975e-01
1.737073741000000155e+04	6.323102499524675402e-01	3.158224244099243627e-01
1.736296129999999903e+04	6.358409826564089817e-01	3.174975671493872609e-01
1.735519239999999991e+04	6.391233248059341454e-01	3.191588078397014638e-01
1.734743070000000080e+04	6.421539783944780755e-01	3.208058973948590964e-01
1.733967618999999831e+04	6.449299545210754880e-01	3.224385892528590092e-01
1.733192885000000024e+04	6.474485811511109246e-01	3.240566415194321426e-01
1.732418868999999904e+04	6.497074944577027056e-01	3.256598086936460801e-01
1.731645568999999887e+04	6.517046616831249084e-01	3.272478542613707631e-01
1.730872983999999997e+04	6.534383704804946902e-01	3.288205423846050635e-01
1.730101111999999921e+04	6.549072360654314418e-01	3.303776420662932756e-01
1.729329953999999998e+04	6.561101952728216613e-01	3.319189191580391718e-01
1.728559507999999914e+04	6.570465186295456617e-01	3.334441485219940549e-01
1.727789773000000059e+04	6.577158023776642493e-01	3.349531059994066418e-01
1.727020748000000094e+04	6.581179698581980375e-01	3.364455704924841917e-01
1.726252432000000044e+04	6.582532701585468438e-01	3.379213240185904854e-01
1.725484823999999935e+04	6.581222761055406378e-01	3.393801517632875631e-01
1.724717923000000155e+04	6.577258816140497677e-01	3.408218421322001812e-01
1.723951728000000003e+04	6.570652984028201304e-01	3.422461868016918318e-01
1.723186238999999841e+04	6.561420534684149208e-01	3.436529789412695046e-01
1.722421453000000110e+04	6.549579794082655004e-01	3.450420205917344996e-01
1.721657371000000057e+04	6.535152186215051895e-01	3.464131099017161985e-01
1.720893991000000096e+04	6.518162076606063282e-01	3.477660539408522489e-01
1.720131312999999864e+04	6.498636795946248768e-01	3.491006597188400784e-01
1.719369335000000137e+04	6.476606483656287550e-01	3.504167413171788703e-01
1.718608055999999851e+04	6.452104083849595773e-01	3.517141146248159989e-01
1.717847475000000122e+04	6.425165247377659927e-01	3.529925991622027137e-01
1.717087591999999859e+04	6.395828290032171681e-01	3.542520164751294387e-01
1.716328406000000177e+04	6.364134035184445537e-01	3.554921935356508689e-01
1.715569915000000037e+04	6.330125707518030609e-01	3.567129626603496306e-01
1.714812117999999828e+04	6.293848922458054052e-01	3.579141582775344776e-01
1.714055015999999887e+04	6.255351655990559756e-01	3.590956155342753253e-01
1.713298605999999927e+04	6.214683841241397388e-01	3.602571797177140933e-01
1.712542886999999973e+04	6.171897554870444669e-01	3.613986967992933730e-01
1.711787859000000026e+04	6.127046878389801332e-01	3.625200151870472953e-01
1.711033522000000085e+04	6.080187738992388624e-01	3.636209873295229711e-01
1.710279872999999861e+04	6.031377599406506640e-01	3.647014740074016048e-01
1.709526912000000084e+04	5.980675717664800661e-01	3.657613356018639128e-01
1.708774638000000050e+04	5.928142786692656152e-01	3.668004379830472894e-01
1.708023050000000148e+04	5.873840879299069284e-01	3.678186510607804327e-01
1.707272147000000041e+04	5.817833331471651270e-01	3.688158488063166818e-01
1.706521928000000116e+04	5.760184625039254103e-01	3.697919092726881796e-01
1.705772393000000011e+04	5.700960350060841897e-01	3.707467133534825821e-01
1.705023540000000139e+04	5.640226850947940296e-01	3.716801486360146733e-01
1.704275368000000162e+04	5.578051340708564121e-01	3.725921055276301130e-01
1.703527877000000080e+04	5.514501794110852062e-01	3.734824774079143483e-01
1.702781064999999944e+04	5.449646577104751977e-01	3.743511642298743558e-01
1.702034932000000117e+04	5.383554671378327772e-01	3.751980677678939946e-01
1.701289476999999897e+04	5.316295304159186497e-01	3.760230951882843620e-01
1.700544699000000037e+04	5.247937919725366163e-01	3.768261578535709866e-01
1.699800595999999859e+04	5.178551974614953313e-01	3.776071723657161150e-01
1.699057168000000092e+04	5.108207107925094581e-01	3.783660574093078433e-01
1.698314414000000033e+04	5.036972758312143750e-01	3.791027369776457934e-01
1.697572333000000071e+04	4.964918150629363813e-01	3.798171392841775962e-01
1.696830924999999843e+04	4.892112292811100493e-01	3.805091958463834301e-01
1.696090188000000126e+04	4.818623582533000382e-01	3.811788443022956496e-01
1.695350120999999854e+04	4.744520003019298549e-01	3.818260255367401657e-01
1.694610723000000144e+04	4.669868933352649965e-01	3.824506846573095808e-01
1.693871993999999904e+04	4.594737160535173337e-01	3.830527701916724981e-01
1.693133932999999888e+04	4.519190590564100551e-01	3.836322357737615429e-01
1.692396538000000146e+04	4.443294161721719204e-01	3.841890399893186370e-01
1.691659809999999925e+04	4.367112177188189337e-01	3.847231433790362365e-01
1.690923746000000028e+04	4.290707507364336371e-01	3.852345136411186033e-01
1.690188346000000092e+04	4.214142240178017640e-01	3.857231204722624263e-01
1.689453609000000142e+04	4.137477199334557709e-01	3.861889384875404341e-01
1.688719535000000178e+04	4.060772087382950590e-01	3.866319458806998233e-01
1.687986121999999887e+04	3.984085111402280166e-01	3.870521262373812221e-01
1.687253369000000021e+04	3.907473239452045610e-01	3.874494666343768490e-01
1.686521275999999853e+04	3.830992147872581133e-01	3.878239577776687041e-01
1.685789842000000135e+04	3.754695963008420900e-01	3.881755950709757097e-01
1.685059064999999828e+04	3.678637216912788444e-01	3.885043784446120529e-01
1.684328945999999996e+04	3.602867222515067636e-01	3.888103105681557370e-01
1.683599481999999989e+04	3.527435308857114760e-01	3.890933999029028700e-01
1.682870673000000170e+04	3.452389515200243175e-01	3.893536576707938845e-01
1.682142519000000175e+04	3.377776248546242588e-01	3.895910992289970953e-01
1.681415018000000055e+04	3.303640054447906094e-01	3.898057446063218356e-01
1.680688168999999834e+04	3.230023904230170384e-01	3.899976174233682480e-01
1.679961972999999853e+04	3.156969274413110038e-01	3.901667448053985909e-01
1.679236426999999821e+04	3.084515528004306284e-01	3.903131587847634143e-01
1.678511530000000130e+04	3.012700511093752698e-01	3.904368947209835294e-01
1.677787283000000025e+04	2.941560538056821605e-01	3.905379915836569849e-01
1.677063683999999921e+04	2.871129894256239656e-01	3.906164926991041453e-01
1.676340731999999844e+04	2.801441232707980733e-01	3.906724450064633092e-01
1.675618426000000181e+04	2.732525477332309327e-01	3.907058992129747721e-01
1.674896765999999843e+04	2.664411922617617168e-01	3.907169097623727216e-01
1.674175750999999946e+04	2.597128051424220652e-01	3.907055348946378293e-01
1.673455380000000150e+04	2.530699643508228514e-01	3.906718365193594389e-01
1.672735651000000144e+04	2.465150699415713242e-01	3.906158800879574455e-01
1.672016563999999926e+04	2.400503731340581093e-01	3.905377347761346818e-01
1.671298118999999861e+04	2.336779594552973183e-01	3.904374734467461194e-01
1.670580313999999998e+04	2.273997335272586739e-01	3.903151722407366964e-01
1.669863148999999976e+04	2.212174569485580167e-01	3.901709110974256323e-01
1.669146621999999843e+04	2.151327159350823748e-01	3.900047730345246877e-01
1.668430732999999964e+04	2.091469586134676040e-01	3.898168449133084246e-01
1.667715481000000000e+04	2.032614722219338865e-01	3.896072167796124086e-01
1.667000864999999976e+04	1.974773949686038921e-01	3.893759820088603107e-01
