peakcenter	17289.8119463758-20°C	17277.150453038626-40°C	17271.260566842393-45°C	17262.46575968384-50°C
1.615826754000000074e+04	2.971842092940949476e-01	2.812123405908427132e-01	2.811322726256185733e-01	2.778205925736919601e-01
1.615157531999999992e+04	2.955545358824945290e-01	2.794765545046664079e-01	2.793800838117296292e-01	2.760301889999032809e-01
1.614488885999999911e+04	2.939335591000860060e-01	2.777527367209560727e-01	2.776405912025842748e-01	2.742539585509132793e-01
1.613820815000000039e+04	2.923207006445023293e-01	2.760402702448416234e-01	2.759131550747532802e-01	2.724912285691727942e-01
1.613153318000000036e+04	2.907154099390762414e-01	2.743385658483741274e-01	2.741971638374249287e-01	2.707413548889639476e-01
1.612486393999999927e+04	2.891171634764727605e-01	2.726470614556579242e-01	2.724920334334617888e-01	2.690037212663536348e-01
1.611820044000000053e+04	2.875254689234864047e-01	2.709652265518457948e-01	2.707972118006415907e-01	2.672777439582549874e-01
1.611154264999999941e+04	2.859398501116237057e-01	2.692925463926985619e-01	2.691121629759847811e-01	2.655628555681412983e-01
1.610489057999999932e+04	2.843598654718083041e-01	2.676285415536430734e-01	2.674363868117968779e-01	2.638585251576278101e-01
1.609824421000000075e+04	2.827850906636507067e-01	2.659727496613937259e-01	2.657694005843693752e-01	2.621642395555474625e-01
1.609160354999999981e+04	2.812151321480023669e-01	2.643247397509703167e-01	2.641107534653837630e-01	2.604795181040034935e-01
1.608496857000000091e+04	2.796496099297048343e-01	2.626840941896070869e-01	2.624600083365630221e-01	2.588038942046266278e-01
1.607833928000000014e+04	2.780881757897032958e-01	2.610504278703892900e-01	2.608167611168722422e-01	2.571369349726762010e-01
1.607171565999999984e+04	2.765304960750037400e-01	2.594233702174684741e-01	2.591806226632337173e-01	2.554782228815202227e-01
1.606509771000000001e+04	2.749762628093714301e-01	2.578025768687534081e-01	2.575512305304041294e-01	2.538273677146915541e-01
1.605848543000000063e+04	2.734251883003085970e-01	2.561877240668117839e-01	2.559282433326970918e-01	2.521840008583833281e-01
1.605187880000000041e+04	2.718769997897007573e-01	2.545785031414306565e-01	2.543113352049309883e-01	2.505477697113303592e-01
1.604527781999999934e+04	2.703314481751604159e-01	2.529746296271353501e-01	2.527002049690024732e-01	2.489183469787191461e-01
1.603868247999999949e+04	2.687883003193547449e-01	2.513758352937437990e-01	2.510945681268009211e-01	2.472954225760260749e-01
1.603209276999999929e+04	2.672473407497252817e-01	2.497818699513742746e-01	2.494941586758983865e-01	2.456787054775025902e-01
1.602550869000000057e+04	2.657083733569713391e-01	2.481925032287604360e-01	2.478987308940486523e-01	2.440679255232025835e-01
1.601893022000000019e+04	2.641712137538323457e-01	2.466075167042948157e-01	2.463080514389012488e-01	2.424628254468368938e-01
1.601235736999999972e+04	2.626357003423070435e-01	2.450267153489580352e-01	2.447219108315266400e-01	2.408631724701761068e-01
1.600579011999999966e+04	2.611016796856386879e-01	2.434499124633045242e-01	2.431401083367506211e-01	2.392687430485372357e-01
1.599922847000000002e+04	2.595690175938526467e-01	2.418769411171808048e-01	2.415624634395724668e-01	2.376793344492245108e-01
1.599267240999999922e+04	2.580375915299512046e-01	2.403076463501062354e-01	2.399888080156279968e-01	2.360947568558757481e-01
1.598612194000000090e+04	2.565072947085889066e-01	2.387418893910280004e-01	2.384189905589947367e-01	2.345148376263521961e-01
1.597957703000000038e+04	2.549780261893904165e-01	2.371795375358044244e-01	2.368528660286025878e-01	2.329394110720270916e-01
1.597303770000000077e+04	2.534497090193351676e-01	2.356204827010813796e-01	2.352903144424532411e-01	2.313683371620607887e-01
1.596650393000000076e+04	2.519222686684447488e-01	2.340646193917642615e-01	2.337312187847383760e-01	2.298014792917604521e-01
1.595997572000000036e+04	2.503956465267277998e-01	2.325118584928380083e-01	2.321754788241817413e-01	2.282387181767301931e-01
1.595345305000000008e+04	2.488697900422407183e-01	2.309621172276311307e-01	2.306230010444685619e-01	2.266799417267905126e-01
1.594693591999999990e+04	2.473446615777895874e-01	2.294153281685648860e-01	2.290737076650549431e-01	2.251250541005304084e-01
1.594042432000000008e+04	2.458202309109062678e-01	2.278714316121506489e-01	2.275275289942718104e-01	2.235739680170438504e-01
1.593391826000000037e+04	2.442964817860431570e-01	2.263303822158172218e-01	2.259844100683760237e-01	2.220266114082987408e-01
1.592741770999999972e+04	2.427733974056208999e-01	2.247921343189020205e-01	2.244442959444863939e-01	2.204829126617834090e-01
1.592092266999999993e+04	2.412509763775073646e-01	2.232566580768993170e-01	2.229071478491106983e-01	2.189428168066884228e-01
1.591443313999999918e+04	2.397292252619345199e-01	2.217239319062274117e-01	2.213729356031627349e-01	2.174062779043074156e-01
1.590794909999999982e+04	2.382081534605775819e-01	2.201939373412560019e-01	2.198416324664264621e-01	2.158732538775116339e-01
1.590147055999999975e+04	2.366877845383306422e-01	2.186666704247560711e-01	2.183132265298868002e-01	2.143437179078433452e-01
1.589499750999999924e+04	2.351681441038533937e-01	2.171421295037292698e-01	2.167877084919158925e-01	2.128176461852330226e-01
1.588852993000000060e+04	2.336492617700904051e-01	2.156203172155999048e-01	2.152650736392455466e-01	2.112950198864931295e-01
1.588206782000000021e+04	2.321311778324493813e-01	2.141012471731160438e-01	2.137453285268974268e-01	2.097758318445654413e-01
1.587561117000000013e+04	2.306139358709296816e-01	2.125849365370627297e-01	2.122284835376838097e-01	2.082600790949159786e-01
1.586915998000000036e+04	2.290975871059319768e-01	2.110714103670999486e-01	2.107145572264442768e-01	2.067477672072008110e-01
1.586271423999999934e+04	2.275821853680337625e-01	2.095606965863910653e-01	2.092035712743900711e-01	2.052389052321716978e-01
1.585627393999999913e+04	2.260677891285087227e-01	2.080528280070788882e-01	2.076955525071701170e-01	2.037335077084992674e-01
1.584983907999999974e+04	2.245544635445252124e-01	2.065478443531795216e-01	2.061905349092773287e-01	2.022315966612930060e-01
1.584340964999999960e+04	2.230422754605677071e-01	2.050457872746175303e-01	2.046885546293200631e-01	2.007331966050244776e-01
1.583698564000000079e+04	2.215312954750204288e-01	2.035467024003540237e-01	2.031896520254733163e-01	1.992383365756698610e-01
1.583056704999999965e+04	2.200216000189173793e-01	2.020506413871009932e-01	2.016938737056222786e-01	1.977470521532621039e-01
1.582415386000000035e+04	2.185132640368834256e-01	2.005576546554508066e-01	2.002012652568469497e-01	1.962593782019924626e-01
1.581774608000000080e+04	2.170063724943763483e-01	1.990678027772844472e-01	1.987118826225373613e-01	1.947753602007757656e-01
1.581134368999999970e+04	2.155010060238421732e-01	1.975811422587704924e-01	1.972257778813591989e-01	1.932950400587280793e-01
1.580494669000000067e+04	2.139972524509206608e-01	1.960977369338144094e-01	1.957430106300084571e-01	1.918184674483497665e-01
1.579855507000000034e+04	2.124951995167957408e-01	1.946176507612248918e-01	1.942636407754125272e-01	1.903456926139512617e-01
1.579216883000000053e+04	2.109949393655181915e-01	1.931409522425284464e-01	1.927877329435192522e-01	1.888767707521333550e-01
1.578578794999999991e+04	2.094965612915298536e-01	1.916677072731390874e-01	1.913153493272450323e-01	1.874117548834705882e-01
1.577941243000000031e+04	2.080001609408319296e-01	1.901979881904392322e-01	1.898465587229083429e-01	1.859507048366541015e-01
1.577304226999999992e+04	2.065058354219276304e-01	1.887318689459102916e-01	1.883814316980094439e-01	1.844936824280807020e-01
1.576667746000000079e+04	2.050136807822210139e-01	1.872694226246516824e-01	1.869200381061579541e-01	1.830407489823911160e-01
1.576031797999999981e+04	2.035237918444221250e-01	1.858107212890485749e-01	1.854624469250759633e-01	1.815919651655028000e-01
1.575396384000000035e+04	2.020362714135140458e-01	1.843558449826606660e-01	1.840087352474369387e-01	1.801473999118872182e-01
1.574761503000000084e+04	2.005512184028399314e-01	1.829048700915059111e-01	1.825589766448822426e-01	1.787071188491476115e-01
1.574127153999999973e+04	1.990687323765882588e-01	1.814578737915563400e-01	1.811132456066934793e-01	1.772711887035502698e-01
1.573493336000000090e+04	1.975889134090783039e-01	1.800149339042548813e-01	1.796716173898798563e-01	1.758396771432334804e-01
1.572860049000000072e+04	1.961118642819423830e-01	1.785761310286954340e-01	1.782341701439342230e-01	1.744126548796165743e-01
1.572227291999999943e+04	1.946376856866188221e-01	1.771415438573410162e-01	1.768009802256315099e-01	1.729901910077623062e-01
1.571595065000000068e+04	1.931664807670343820e-01	1.757112535950879351e-01	1.753721266089359465e-01	1.715723573772591215e-01
1.570963365999999951e+04	1.916983480219481839e-01	1.742853370519621414e-01	1.739476839797635122e-01	1.701592217331225343e-01
1.570332194999999956e+04	1.902333905036519002e-01	1.728638755804799698e-01	1.725277316597047805e-01	1.687508565641135938e-01
1.569701552000000083e+04	1.887717110507871610e-01	1.714469504294274804e-01	1.711123489597962122e-01	1.673473344845474442e-01
1.569071435000000019e+04	1.873134075636648799e-01	1.700346381653658756e-01	1.697016106028744753e-01	1.659487236904106655e-01
1.568441844999999921e+04	1.858585844912055973e-01	1.686270217979285169e-01	1.682955978324595092e-01	1.645550989681062171e-01
1.567812780000000021e+04	1.844073388571089711e-01	1.672241772422931039e-01	1.668943848863071733e-01	1.631665282786665394e-01
1.567184238999999980e+04	1.829597694381231709e-01	1.658261822060103918e-01	1.654980478695389223e-01	1.617830815496998642e-01
1.566556222999999954e+04	1.815159789636727194e-01	1.644331182959122006e-01	1.641066668550144603e-01	1.604048327481503999e-01
1.565928730999999971e+04	1.800760648287796362e-01	1.630450620456636579e-01	1.627203169179911313e-01	1.590318509928325130e-01
1.565301761000000079e+04	1.786401213545832922e-01	1.616620871088357003e-01	1.613390703235074719e-01	1.576642027198792428e-01
1.564675312999999915e+04	1.772082465966253462e-01	1.602842708138640104e-01	1.599630030699024930e-01	1.563019581575195160e-01
1.564049387000000024e+04	1.757805376799513597e-01	1.589116896585361649e-01	1.585921903855926351e-01	1.549451868606932792e-01
1.563423982000000069e+04	1.743570884665691934e-01	1.575444170680286582e-01	1.572267044870798713e-01	1.535939554886192604e-01
1.562799097000000074e+04	1.729379917942422684e-01	1.561825255498711096e-01	1.558666167283825343e-01	1.522483299294019321e-01
1.562174731000000065e+04	1.715233394262279387e-01	1.548260866435676730e-01	1.545119975479849472e-01	1.509083752438192816e-01
1.561550885000000017e+04	1.701132265195595961e-01	1.534751751974622880e-01	1.531629207372408596e-01	1.495741598827498020e-01
1.560927556000000004e+04	1.687077380131668802e-01	1.521298563248509317e-01	1.518194504116701926e-01	1.482457427982490084e-01
1.560304745999999977e+04	1.673069689155021467e-01	1.507902048339108958e-01	1.504816604120389201e-01	1.469231926267575150e-01
1.559682452000000012e+04	1.659110017188097363e-01	1.494562836076259449e-01	1.491496127117148962e-01	1.456065663353869055e-01
1.559060675000000083e+04	1.645199266194045662e-01	1.481281629455657445e-01	1.478233767294931389e-01	1.442959283129435222e-01
1.558439413000000059e+04	1.631338257679736115e-01	1.468059055087744258e-01	1.465030142934815038e-01	1.429913355042081446e-01
1.557818666999999914e+04	1.617527866620914745e-01	1.454895791057248255e-01	1.451885924069517830e-01	1.416928500231657007e-01
1.557198435000000063e+04	1.603768887320533298e-01	1.441792438955538658e-01	1.438801704680424676e-01	1.404005265229700261e-01
1.556578715999999986e+04	1.590062122466162631e-01	1.428749608850830299e-01	1.425778087528478955e-01	1.391144205758569619e-01
1.555959511000000020e+04	1.576408404592639090e-01	1.415767939595755642e-01	1.412815704413108442e-01	1.378345906691889888e-01
1.555340818000000036e+04	1.562808485446888496e-01	1.402847993595570109e-01	1.399915111080040908e-01	1.365610878263873451e-01
1.554722637000000032e+04	1.549263146215969500e-01	1.389990361656252282e-01	1.387076891899037545e-01	1.352939659412940310e-01
1.554104968000000008e+04	1.535773153044351080e-01	1.377195620644309781e-01	1.374301617571363210e-01	1.340332775996566639e-01
1.553487809000000016e+04	1.522339213410568159e-01	1.364464292167525683e-01	1.361589803860385195e-01	1.327790700060719198e-01
1.552871160000000054e+04	1.508962063353500582e-01	1.351796925311584685e-01	1.348941994189266635e-01	1.315313931333793873e-01
1.552255019999999968e+04	1.495642401871043747e-01	1.339194034435077507e-01	1.336358697518347793e-01	1.302902935910635329e-01
1.551639388999999937e+04	1.482380934199995226e-01	1.326656140161915354e-01	1.323840429262581331e-01	1.290558186603836532e-01
1.551024265999999989e+04	1.469178328491770047e-01	1.314183728397933237e-01	1.311387670360757152e-01	1.278280122561462895e-01
1.550409650999999940e+04	1.456035258818046962e-01	1.301777291000996706e-01	1.299000907871460386e-01	1.266069189289359131e-01
1.549795542000000023e+04	1.442952340920606313e-01	1.289437265134867061e-01	1.286680574413066602e-01	1.253925778938796698e-01
1.549181940000000031e+04	1.429930238884162264e-01	1.277164133936381507e-01	1.274427148661389231e-01	1.241850329359906746e-01
1.548568843000000015e+04	1.416969537281164704e-01	1.264958305932820382e-01	1.262241034950581375e-01	1.229843205422811031e-01
1.547956250999999975e+04	1.404070847464373717e-01	1.252820215273801607e-01	1.250122663336208639e-01	1.217904797627709090e-01
1.547344163999999910e+04	1.391234764859856921e-01	1.240750281449354703e-01	1.238072449369525818e-01	1.206035482446613238e-01
1.546732580000000053e+04	1.378461827276228346e-01	1.228748870148583527e-01	1.226090755013177075e-01	1.194235583828985869e-01
1.546121499000000040e+04	1.365752598799775674e-01	1.216816372162624893e-01	1.214177967408188730e-01	1.182505450780306638e-01
1.545510921000000053e+04	1.353107627610987129e-01	1.204953163690746926e-01	1.202334459237754255e-01	1.170845418306257074e-01
1.544900844999999936e+04	1.340527425430732555e-01	1.193159587096848662e-01	1.190560569509705874e-01	1.159255788493014083e-01
1.544291268999999920e+04	1.328012468004342028e-01	1.181435951453047584e-01	1.178856604094139643e-01	1.147736831047537764e-01
1.543682194999999956e+04	1.315563297576796409e-01	1.169782628516223000e-01	1.167222931532948538e-01	1.136288877581206475e-01
1.543073619999999937e+04	1.303180338398703120e-01	1.158199879952915012e-01	1.155659810549793387e-01	1.124912151850603337e-01
1.542465545000000020e+04	1.290864080967672467e-01	1.146688029856965663e-01	1.144167562272338096e-01	1.113606939235225746e-01
1.541857969000000048e+04	1.278614959551012120e-01	1.135247350134357819e-01	1.132746455805899721e-01	1.102373474138387127e-01
1.541250890000000072e+04	1.266433373215905822e-01	1.123878080282934427e-01	1.121396727976306101e-01	1.091211959428644990e-01
1.540644310000000041e+04	1.254319786004736426e-01	1.112580520871539469e-01	1.110118676643904595e-01	1.080122658197411878e-01
1.540038226000000031e+04	1.242274546668090673e-01	1.101354865346772377e-01	1.098912492795959678e-01	1.069105728641551595e-01
1.539432638000000043e+04	1.230298048998901272e-01	1.090201349653277946e-01	1.087778409905734434e-01	1.058161370935999518e-01
1.538827547000000050e+04	1.218390691214254473e-01	1.079120214264108479e-01	1.076716666023915525e-01	1.047289789936584337e-01
1.538222949999999946e+04	1.206552777906659268e-01	1.068111612988677794e-01	1.065727412743362190e-01	1.036491105716481342e-01
1.537618848000000071e+04	1.194784677580025822e-01	1.057175759597088066e-01	1.054810861563903884e-01	1.025765497414688476e-01
1.537015240000000085e+04	1.183086704788787469e-01	1.046312818169626568e-01	1.043967174431092299e-01	1.015113095659302966e-01
1.536412125000000015e+04	1.171459159712666953e-01	1.035522939957076310e-01	1.033196500529554168e-01	1.004534018731174649e-01
1.535809503000000041e+04	1.159902347406253365e-01	1.024806281243262479e-01	1.022498994111129822e-01	9.940283900712922061e-02
1.535207373000000007e+04	1.148416539364892769e-01	1.014162967698946233e-01	1.011874778909944567e-01	9.835963033295166968e-02
1.534605733999999939e+04	1.137001993085267199e-01	1.003593112570686230e-01	1.001323966296987500e-01	9.732378402008522167e-02
1.534004586000000018e+04	1.125658971015779802e-01	9.930968342289435424e-02	9.908466727944319208e-02	9.629530876174864640e-02
1.533403929000000062e+04	1.114387721458514890e-01	9.826742384719490409e-02	9.804430024092465612e-02	9.527421203992798848e-02
1.532803760999999940e+04	1.103188441487372579e-01	9.723253842916373957e-02	9.701130124599532945e-02	9.426049677224765388e-02
1.532204082000000017e+04	1.092061352148213926e-01	9.620503534299650050e-02	9.598567830050501459e-02	9.325416812634074182e-02
1.531604891999999927e+04	1.081006660756297227e-01	9.518492154979266151e-02	9.496743820235195588e-02	9.225523010179882688e-02
1.531006189000000086e+04	1.070024524458032117e-01	9.417219944049783076e-02	9.395658319048921792e-02	9.126368224360564829e-02
1.530407973999999922e+04	1.059115142359263184e-01	9.316687533629071372e-02	9.295311942954123663e-02	9.027952796547451808e-02
1.529810246000000006e+04	1.048278663691963875e-01	9.216895101903049836e-02	9.195704855571744385e-02	8.930276625680094726e-02
1.529213004000000001e+04	1.037515224971633926e-01	9.117842716294143057e-02	9.096837110209363142e-02	8.833339504341405912e-02
1.528616246999999930e+04	1.026824950151730143e-01	9.019530335050020275e-02	8.998708651436590489e-02	8.737141120319059928e-02
1.528019974999999977e+04	1.016207968530822847e-01	8.921957971925351116e-02	8.901319479447503125e-02	8.641681217717961383e-02
1.527424187999999958e+04	1.005664396722888848e-01	8.825125530268101981e-02	8.804669484445772076e-02	8.546959434564865843e-02
1.526828883999999925e+04	9.951943037459901054e-02	8.729032482895192346e-02	8.708758127118597370e-02	8.452974989746338264e-02
1.526234064000000035e+04	9.847977993923116846e-02	8.633678683578041579e-02	8.613585248583084664e-02	8.359727476759437614e-02
1.525639725999999973e+04	9.744749288616780247e-02	8.539063400160330775e-02	8.519150105325083711e-02	8.267215918057961577e-02
1.525045869999999923e+04	9.642257605875101389e-02	8.445186120501380067e-02	8.425452173609562778e-02	8.175439553265560766e-02
1.524452495000000090e+04	9.540503340184673664e-02	8.352046073748095600e-02	8.332490671655413961e-02	8.084397371047000180e-02
1.523859600999999930e+04	9.439486942973500383e-02	8.259642548132634099e-02	8.240264876820503626e-02	7.994088419809054769e-02
1.523267187999999987e+04	9.339208749988954505e-02	8.167974732858687692e-02	8.148773967783456973e-02	7.904511653107576530e-02
1.522675253999999950e+04	9.239668647709070592e-02	8.077041413615884680e-02	8.058016720644115005e-02	7.815665632190987866e-02
1.522083798999999999e+04	9.140866752069386203e-02	7.986841593168406139e-02	7.967992128310109889e-02	7.727549132447340818e-02
1.521492822999999953e+04	9.042803068231461405e-02	7.897374180177833825e-02	7.878699089913422660e-02	7.640160839275880744e-02
1.520902324000000044e+04	8.945477163697326817e-02	7.808637691413421178e-02	7.790136113600376611e-02	7.553499057299496722e-02
1.520312303000000065e+04	8.848888996846188126e-02	7.720631007548930946e-02	7.702302070849696702e-02	7.467562448560342847e-02
1.519722759000000042e+04	8.753038091697294687e-02	7.633352620643735209e-02	7.615195445419652154e-02	7.382349297558142565e-02
1.519133690999999999e+04	8.657923872553242861e-02	7.546800939669610908e-02	7.528814638277475657e-02	7.297857809712224308e-02
1.518545097999999962e+04	8.563545665657879002e-02	7.460974292138447539e-02	7.443157969221236847e-02	7.214086112964930575e-02
1.517956981000000087e+04	8.469903018179819609e-02	7.375871214021184619e-02	7.358223966219547274e-02	7.131032540712974044e-02
1.517369338000000062e+04	8.376994900938203314e-02	7.291489725067948346e-02	7.274010642167076657e-02	7.048694924545226281e-02
1.516782167999999911e+04	8.284820352557585588e-02	7.207827914796879898e-02	7.190516079711709030e-02	6.967071166234849178e-02
1.516195471999999972e+04	8.193378630805772667e-02	7.124884079365016720e-02	7.107738567844269773e-02	6.886159371159922271e-02
1.515609249000000091e+04	8.102668586313496735e-02	7.042656153242683736e-02	7.025676034707480089e-02	6.805957293838645061e-02
1.515023497999999927e+04	8.012688981544469069e-02	6.961141999099615396e-02	6.944326336903765273e-02	6.726462620826498262e-02
1.514438219000000026e+04	7.923438644363488270e-02	6.880339546892057234e-02	6.863687398299085640e-02	6.647673106342114058e-02
1.513853410000000076e+04	7.834916011631497257e-02	6.800246380711613692e-02	6.783756797706265440e-02	6.569586169412311438e-02
1.513269072000000051e+04	7.747119890487871863e-02	6.720860427890251731e-02	6.704532456592338097e-02	6.492199565776853032e-02
1.512685203999999976e+04	7.660048700318110304e-02	6.642179273029580333e-02	6.626011954497118550e-02	6.415510719066927492e-02
1.512101806000000033e+04	7.573700927921790671e-02	6.564200569878740621e-02	6.548192940073892243e-02	6.339517122370660895e-02
1.511518875999999909e+04	7.488074684535486747e-02	6.486921641334769673e-02	6.471072731907705211e-02	6.264215948418994095e-02
1.510936413999999968e+04	7.403168299466431068e-02	6.410340015621163179e-02	6.394648853595219506e-02	6.189604572126009702e-02
1.510354420000000027e+04	7.318980022316043388e-02	6.334453157208511098e-02	6.318918765213341060e-02	6.115680308317773817e-02
1.509772892999999931e+04	7.235507881591832224e-02	6.259258339575521357e-02	6.243879736343871389e-02	6.042440287823274553e-02
1.509191832000000068e+04	7.152749833729442341e-02	6.184752779812334456e-02	6.169528980400110219e-02	5.969881588650708532e-02
1.508611238000000048e+04	7.070704046172014701e-02	6.110933893304875547e-02	6.095863908779351747e-02	5.898001483975100212e-02
1.508031107999999949e+04	6.989368049938170235e-02	6.037798531267917629e-02	6.022881369983502237e-02	5.826796699689559822e-02
1.507451444000000083e+04	6.908740010222960692e-02	5.965344123816670313e-02	5.950578790306694510e-02	5.756264527423247956e-02
1.506872243999999955e+04	6.828817463335981608e-02	5.893567544119757834e-02	5.878953040359546911e-02	5.686401718643867981e-02
1.506293506999999954e+04	6.749598022015210197e-02	5.822465742848169368e-02	5.808001068193870825e-02	5.617205102407762940e-02
1.505715234000000055e+04	6.671079506642900447e-02	5.752035865506693185e-02	5.737720016381812893e-02	5.548671699447305095e-02
1.505137422999999944e+04	6.593259265100198663e-02	5.682274642226076145e-02	5.668106613095473534e-02	5.480798128361813459e-02
1.504560074999999961e+04	6.516134988964271402e-02	5.613179119937727890e-02	5.599157902734303721e-02	5.413581318085149141e-02
1.503983187999999973e+04	6.439703906905079600e-02	5.544745939347942715e-02	5.530870524431149432e-02	5.347017804429694127e-02
1.503406761000000006e+04	6.363963325974072993e-02	5.476971820283800529e-02	5.463241196370200586e-02	5.281104202319508722e-02
1.502830796000000009e+04	6.288910887118784321e-02	5.409853789802435142e-02	5.396266943403244670e-02	5.215837427518286995e-02
1.502255290000000059e+04	6.214543520922063968e-02	5.343388248163706555e-02	5.329944165021045094e-02	5.151213788324792570e-02
1.501680242999999973e+04	6.140858496943599892e-02	5.277571907626808084e-02	5.264269572142144665e-02	5.087229898556011598e-02
1.501105654999999933e+04	6.067853029340920801e-02	5.212401439489330879e-02	5.199239834904878510e-02	5.023882334257997323e-02
1.500531524999999965e+04	5.995524152863119377e-02	5.147873363532341068e-02	5.134851472352145590e-02	4.961167526270524042e-02
1.499957853000000068e+04	5.923868978376738842e-02	5.083984276157620802e-02	5.071101080075875178e-02	4.899081981986704720e-02
1.499384638000000086e+04	5.852884442297473511e-02	5.020730626872642322e-02	5.007985107185850687e-02	4.837622068121412433e-02
1.498811880000000019e+04	5.782567557788849399e-02	4.958108942293684013e-02	4.945500079826443268e-02	4.776784228393710779e-02
1.498239578000000074e+04	5.712915168456070281e-02	4.896115606689039473e-02	4.883642382197344450e-02	4.716564770295032100e-02
1.497667730999999912e+04	5.643924075126482282e-02	4.834746975067528291e-02	4.822408369396741223e-02	4.656959974992225942e-02
1.497096339000000080e+04	5.575591156237147406e-02	4.773999480187351985e-02	4.761794474194325916e-02	4.597966201240388795e-02
1.496525401000000056e+04	5.507913127866963243e-02	4.713869419118484755e-02	4.701796994061786805e-02	4.539579678080140485e-02
1.495954917000000023e+04	5.440886784236807772e-02	4.654353167063953606e-02	4.642412304523704791e-02	4.481796712486649237e-02
1.495384886999999981e+04	5.374508877855270483e-02	4.595447070735524803e-02	4.583636752766760691e-02	4.424613585803926358e-02
1.494815308999999979e+04	5.308775891050831336e-02	4.537147245800675355e-02	4.525466455537219268e-02	4.368026357155825601e-02
1.494246183000000019e+04	5.243684503019311466e-02	4.479449991364010952e-02	4.467897712703634838e-02	4.312031265802382385e-02
1.493677510000000075e+04	5.179231467901433683e-02	4.422351681396245737e-02	4.410926898922598594e-02	4.256624625660354599e-02
1.493109287000000040e+04	5.115413051923958787e-02	4.365848266260987515e-02	4.354549966279892825e-02	4.201802341629545801e-02
1.492541515000000072e+04	5.052225941343258669e-02	4.309936077056889664e-02	4.298763246836422025e-02	4.147560690102098518e-02
1.491974193000000014e+04	4.989666564648321395e-02	4.254611225222082460e-02	4.243562853573636107e-02	4.093895736364461940e-02
1.491407320000000072e+04	4.927731321448786811e-02	4.199869805355433555e-02	4.188944882762207778e-02	4.040803531417666572e-02
1.490840897000000041e+04	4.866416799130197229e-02	4.145708086536629283e-02	4.134905604848825716e-02	3.988280297493350390e-02
1.490274921999999970e+04	4.805719230264820369e-02	4.092122032894043165e-02	4.081440986106359831e-02	3.936321963091839182e-02
1.489709395000000040e+04	4.745635037531056172e-02	4.039107785087579089e-02	4.028547169029348535e-02	3.884924629925014944e-02
1.489144314999999915e+04	4.686160510598662982e-02	3.986661374903967964e-02	3.976220187574484172e-02	3.834084296146089699e-02
1.488579682999999932e+04	4.627292123517988409e-02	3.934779005162247073e-02	3.924456246428734835e-02	3.783797127685349648e-02
1.488015495999999985e+04	4.569025909280361591e-02	3.883456498432624054e-02	3.873251170985845399e-02	3.734058923902248972e-02
1.487451756000000023e+04	4.511358396798531567e-02	3.832690122684365153e-02	3.822601231108048447e-02	3.684865917814436620e-02
1.486888460999999916e+04	4.454285680049040186e-02	3.782475771214898613e-02	3.772502322930048474e-02	3.636213981307599014e-02
1.486325610000000052e+04	4.397803937947605130e-02	3.732809420678873807e-02	3.722950425840935995e-02	3.588099069045962847e-02
1.485763204000000042e+04	4.341909529418321728e-02	3.683687214336522908e-02	3.673941685537224916e-02	3.540517299041622684e-02
1.485201240999999936e+04	4.286598495102874468e-02	3.635105023995138102e-02	3.625471976974700694e-02	3.493464528299871502e-02
1.484639722000000074e+04	4.231867154709101353e-02	3.587058974966687852e-02	3.577537428113133217e-02	3.446936861308289024e-02
1.484078644999999960e+04	4.177711517454253676e-02	3.539544928208549629e-02	3.530133903255671529e-02	3.400930148472108838e-02
1.483518010999999933e+04	4.124127867898532557e-02	3.492558994580240161e-02	3.483257516111820662e-02	3.355440484112259814e-02
1.482957818000000043e+04	4.071112187781256858e-02	3.446097027557448733e-02	3.436904123691076479e-02	3.310463715263827628e-02
1.482398065999999926e+04	4.018660637225148630e-02	3.400155045278255295e-02	3.391069747365923343e-02	3.265995850299441283e-02
1.481838754999999946e+04	3.966769361723989501e-02	3.354729061131764972e-02	3.345750403853758881e-02	3.222032894874563014e-02
1.481279883999999947e+04	3.915434401709440987e-02	3.309815004636599417e-02	3.300942026281424718e-02	3.178570775361184986e-02
1.480721451999999954e+04	3.864651788550858141e-02	3.265408805561585692e-02	3.256640548109100003e-02	3.135605420274293481e-02
1.480163459999999941e+04	3.814417724578536562e-02	3.221506551180097766e-02	3.212842060012101320e-02	3.093132912385527372e-02
1.479605905999999959e+04	3.764728131568664121e-02	3.178104091526727515e-02	3.169542416069097424e-02	3.051149106802353295e-02
1.479048790000000008e+04	3.715579104025572982e-02	3.135197435621481926e-02	3.126737629050427292e-02	3.009650014302565901e-02
1.478492110999999932e+04	3.666966640400257799e-02	3.092782516551602703e-02	3.084423636054930626e-02	2.968631574060668840e-02
1.477935870000000068e+04	3.618886906379077673e-02	3.050855421183587199e-02	3.042596527675137802e-02	2.928089875792015684e-02
1.477380064999999922e+04	3.571335801314525632e-02	3.009412011937502573e-02	3.001252170672154621e-02	2.888020793992209304e-02
1.476824695000000065e+04	3.524309309206407476e-02	2.968448233021220295e-02	2.960386513481092982e-02	2.848420284086114473e-02
1.476269762000000082e+04	3.477803661814717062e-02	2.927960252147408793e-02	2.919995727584964035e-02	2.809284519346531839e-02
1.475715263000000050e+04	3.431814666417664500e-02	2.887943875120740911e-02	2.880075623505625945e-02	2.770609324996674977e-02
1.475161197999999968e+04	3.386338381362316574e-02	2.848395134133422171e-02	2.840622237688474397e-02	2.732390746889745009e-02
