Wavenumber	40C-20C	45C-20C	45C-40C	50C-20C	50C-40C	50C-45C
1.749614395000000150e+04	5.290000000000016911e-03	-2.249999999999974243e-03	-7.539999999999991154e-03	-4.239999999999910507e-03	-9.529999999999927418e-03	-1.989999999999936264e-03
1.748825111000000106e+04	4.580000000000028493e-03	-2.850000000000019185e-03	-7.430000000000047677e-03	-4.589999999999982983e-03	-9.170000000000011475e-03	-1.739999999999963798e-03
1.748036563999999998e+04	3.469999999999973106e-03	-3.649999999999931077e-03	-7.119999999999904183e-03	-5.039999999999933422e-03	-8.509999999999906528e-03	-1.390000000000002345e-03
1.747248752999999851e+04	2.049999999999996270e-03	-4.589999999999982983e-03	-6.639999999999979252e-03	-5.550000000000054889e-03	-7.600000000000051159e-03	-9.600000000000719069e-04
1.746461677000000054e+04	4.600000000000159517e-04	-5.580000000000029381e-03	-6.040000000000045333e-03	-6.099999999999994316e-03	-6.560000000000010267e-03	-5.199999999999649347e-04
1.745675335999999879e+04	-1.190000000000024372e-03	-6.529999999999924754e-03	-5.339999999999900382e-03	-6.649999999999933742e-03	-5.459999999999909370e-03	-1.200000000000089884e-04
1.744889727000000130e+04	-2.749999999999919176e-03	-7.399999999999962164e-03	-4.650000000000042988e-03	-7.199999999999984190e-03	-4.450000000000065015e-03	1.999999999999779732e-04
1.744104851000000053e+04	-4.090000000000038050e-03	-8.110000000000061604e-03	-4.020000000000023554e-03	-7.720000000000060147e-03	-3.630000000000022098e-03	3.900000000000014566e-04
1.743320706000000064e+04	-5.159999999999942411e-03	-8.650000000000046541e-03	-3.490000000000104130e-03	-8.229999999999959570e-03	-3.070000000000017160e-03	4.200000000000869704e-04
1.742537290999999823e+04	-5.930000000000101856e-03	-9.040000000000047997e-03	-3.109999999999946141e-03	-8.730000000000015525e-03	-2.799999999999913669e-03	3.100000000000324718e-04
1.741754605000000083e+04	-6.430000000000046789e-03	-9.290000000000020464e-03	-2.859999999999973674e-03	-9.240000000000025970e-03	-2.809999999999979181e-03	4.999999999999449329e-05
1.740972646000000168e+04	-6.719999999999948237e-03	-9.459999999999912923e-03	-2.739999999999964686e-03	-9.789999999999965397e-03	-3.070000000000017160e-03	-3.300000000000524736e-04
1.740191415000000052e+04	-6.879999999999997229e-03	-9.589999999999987423e-03	-2.709999999999990195e-03	-1.034999999999997033e-02	-3.469999999999973106e-03	-7.599999999999829114e-04
1.739410910000000149e+04	-6.969999999999920703e-03	-9.689999999999976410e-03	-2.720000000000055707e-03	-1.090999999999997527e-02	-3.940000000000054570e-03	-1.219999999999998863e-03
1.738631130000000121e+04	-7.059999999999955200e-03	-9.789999999999965397e-03	-2.730000000000010196e-03	-1.144000000000000572e-02	-4.380000000000050520e-03	-1.650000000000040323e-03
1.737852073999999993e+04	-7.160000000000055209e-03	-9.860000000000090914e-03	-2.700000000000035705e-03	-1.188000000000000167e-02	-4.719999999999946461e-03	-2.019999999999910756e-03
1.737073741000000155e+04	-7.249999999999978684e-03	-9.890000000000065405e-03	-2.640000000000086722e-03	-1.219000000000003414e-02	-4.940000000000055458e-03	-2.299999999999968736e-03
1.736296129999999903e+04	-7.290000000000018687e-03	-9.819999999999939888e-03	-2.529999999999921201e-03	-1.229999999999997762e-02	-5.009999999999958931e-03	-2.480000000000037730e-03
1.735519239999999991e+04	-7.219999999999893170e-03	-9.639999999999981917e-03	-2.420000000000088747e-03	-1.217999999999996863e-02	-4.960000000000075460e-03	-2.539999999999986713e-03
1.734743070000000080e+04	-7.010000000000071729e-03	-9.299999999999974953e-03	-2.289999999999903224e-03	-1.180000000000003268e-02	-4.789999999999960956e-03	-2.500000000000057732e-03
1.733967618999999831e+04	-6.619999999999959250e-03	-8.809999999999984510e-03	-2.190000000000025260e-03	-1.119000000000003325e-02	-4.570000000000074003e-03	-2.380000000000048743e-03
1.733192885000000024e+04	-6.070000000000019824e-03	-8.199999999999985079e-03	-2.129999999999965254e-03	-1.039000000000001034e-02	-4.319999999999990514e-03	-2.190000000000025260e-03
1.732418868999999904e+04	-5.349999999999965894e-03	-7.489999999999996660e-03	-2.140000000000030767e-03	-9.440000000000003944e-03	-4.090000000000038050e-03	-1.950000000000007283e-03
1.731645568999999887e+04	-4.560000000000008491e-03	-6.730000000000013749e-03	-2.170000000000005258e-03	-8.450000000000068567e-03	-3.890000000000060076e-03	-1.720000000000054818e-03
1.730872983999999997e+04	-3.749999999999920064e-03	-5.979999999999985327e-03	-2.230000000000065263e-03	-7.479999999999931148e-03	-3.730000000000011084e-03	-1.499999999999945821e-03
1.730101111999999921e+04	-2.979999999999982663e-03	-5.239999999999911395e-03	-2.259999999999928733e-03	-6.589999999999984759e-03	-3.610000000000002096e-03	-1.350000000000073364e-03
1.729329953999999998e+04	-2.279999999999948734e-03	-4.519999999999968487e-03	-2.240000000000019753e-03	-5.799999999999916334e-03	-3.519999999999967599e-03	-1.279999999999947846e-03
1.728559507999999914e+04	-1.670000000000060325e-03	-3.800000000000025580e-03	-2.129999999999965254e-03	-5.090000000000038938e-03	-3.419999999999978613e-03	-1.290000000000013358e-03
1.727789773000000059e+04	-1.149999999999984368e-03	-3.049999999999997158e-03	-1.900000000000012790e-03	-4.419999999999979501e-03	-3.269999999999995133e-03	-1.369999999999982343e-03
1.727020748000000094e+04	-6.500000000000394351e-04	-2.210000000000045262e-03	-1.560000000000005826e-03	-3.669999999999951079e-03	-3.019999999999911644e-03	-1.459999999999905818e-03
1.726252432000000044e+04	-1.299999999999634781e-04	-1.239999999999907843e-03	-1.109999999999944365e-03	-2.739999999999964686e-03	-2.610000000000001208e-03	-1.500000000000056843e-03
1.725484823999999935e+04	4.600000000000159517e-04	-1.099999999999434763e-04	-5.699999999999594280e-04	-1.549999999999940314e-03	-2.009999999999956266e-03	-1.439999999999996838e-03
1.724717923000000155e+04	1.170000000000004370e-03	1.170000000000004370e-03	0.000000000000000000e+00	-9.999999999954489738e-06	-1.179999999999958860e-03	-1.179999999999958860e-03
1.723951728000000003e+04	2.029999999999976268e-03	2.610000000000001208e-03	5.800000000000249401e-04	1.889999999999947278e-03	-1.400000000000289901e-04	-7.200000000000539302e-04
1.723186238999999841e+04	3.009999999999957154e-03	4.149999999999987033e-03	1.140000000000029878e-03	4.090000000000038050e-03	1.080000000000080895e-03	-5.999999999994898303e-05
1.722421453000000110e+04	4.120000000000012541e-03	5.759999999999987352e-03	1.639999999999974811e-03	6.480000000000041283e-03	2.360000000000028741e-03	7.200000000000539302e-04
1.721657371000000057e+04	5.280000000000062421e-03	7.400000000000073186e-03	2.120000000000010765e-03	8.900000000000019007e-03	3.619999999999956586e-03	1.499999999999945821e-03
1.720893991000000096e+04	6.460000000000021281e-03	9.010000000000073506e-03	2.550000000000052225e-03	1.119000000000003325e-02	4.730000000000011973e-03	2.179999999999959748e-03
1.720131312999999864e+04	7.599999999999940137e-03	1.056999999999996831e-02	2.970000000000028173e-03	1.317999999999996952e-02	5.580000000000029381e-03	2.610000000000001208e-03
1.719369335000000137e+04	8.680000000000021032e-03	1.207000000000002515e-02	3.390000000000004121e-03	1.477000000000006086e-02	6.090000000000039826e-03	2.700000000000035705e-03
1.718608055999999851e+04	9.669999999999956408e-03	1.346000000000002750e-02	3.790000000000071090e-03	1.590999999999997971e-02	6.240000000000023306e-03	2.449999999999952216e-03
1.717847475000000122e+04	1.055000000000005933e-02	1.474000000000008637e-02	4.190000000000027036e-03	1.664000000000009916e-02	6.090000000000039826e-03	1.900000000000012790e-03
1.717087591999999859e+04	1.134000000000001673e-02	1.585999999999998522e-02	4.519999999999968487e-03	1.705999999999996408e-02	5.719999999999947349e-03	1.199999999999978861e-03
1.716328406000000177e+04	1.207000000000002515e-02	1.680999999999999162e-02	4.739999999999966462e-03	1.736000000000004206e-02	5.290000000000016911e-03	5.500000000000504485e-04
1.715569915000000037e+04	1.275000000000003908e-02	1.754000000000000004e-02	4.789999999999960956e-03	1.771000000000000352e-02	4.959999999999964437e-03	1.700000000000034817e-04
1.714812117999999828e+04	1.343000000000005301e-02	1.805000000000001048e-02	4.619999999999957474e-03	1.826000000000005397e-02	4.830000000000000959e-03	2.100000000000434852e-04
1.714055015999999887e+04	1.414999999999999591e-02	1.836999999999999744e-02	4.220000000000001528e-03	1.917000000000002036e-02	5.020000000000024443e-03	8.000000000000229150e-04
1.713298605999999927e+04	1.492999999999999883e-02	1.852999999999993541e-02	3.599999999999936584e-03	2.046999999999998820e-02	5.539999999999989377e-03	1.940000000000052793e-03
1.712542886999999973e+04	1.580999999999999073e-02	1.861000000000001542e-02	2.800000000000024691e-03	2.215999999999995751e-02	6.349999999999966782e-03	3.549999999999942091e-03
1.711787859000000026e+04	1.680000000000003713e-02	1.873999999999997890e-02	1.939999999999941771e-03	2.415000000000000480e-02	7.349999999999967670e-03	5.410000000000025899e-03
1.711033522000000085e+04	1.791999999999993598e-02	1.905999999999996586e-02	1.140000000000029878e-03	2.632999999999996454e-02	8.410000000000028564e-03	7.269999999999998685e-03
1.710279872999999861e+04	1.914000000000004587e-02	1.966000000000001080e-02	5.199999999999649347e-04	2.853000000000005532e-02	9.390000000000009450e-03	8.870000000000044516e-03
1.709526912000000084e+04	2.043000000000005922e-02	2.064000000000010271e-02	2.100000000000434852e-04	3.063000000000004608e-02	1.019999999999998685e-02	9.989999999999943370e-03
1.708774638000000050e+04	2.176000000000000156e-02	2.205000000000001403e-02	2.900000000000124700e-04	3.254999999999996785e-02	1.078999999999996628e-02	1.049999999999995381e-02
1.708023050000000148e+04	2.307999999999998941e-02	2.385000000000003784e-02	7.700000000000484235e-04	3.424000000000004817e-02	1.116000000000005876e-02	1.039000000000001034e-02
1.707272147000000041e+04	2.434999999999998277e-02	2.598000000000000309e-02	1.630000000000020322e-03	3.571999999999997399e-02	1.136999999999999122e-02	9.739999999999970903e-03
1.706521928000000116e+04	2.551000000000003265e-02	2.829000000000003734e-02	2.780000000000004690e-03	3.707000000000004736e-02	1.156000000000001471e-02	8.780000000000010019e-03
1.705772393000000011e+04	2.654000000000000803e-02	3.059000000000000608e-02	4.049999999999998046e-03	3.837000000000001521e-02	1.183000000000000718e-02	7.780000000000009130e-03
1.705023540000000139e+04	2.741999999999999993e-02	3.271000000000001684e-02	5.290000000000016911e-03	3.971000000000002306e-02	1.229000000000002313e-02	7.000000000000006217e-03
1.704275368000000162e+04	2.816999999999991733e-02	3.449999999999997513e-02	6.330000000000057803e-03	4.117999999999999439e-02	1.301000000000007706e-02	6.680000000000019256e-03
1.703527877000000080e+04	2.878000000000002778e-02	3.583000000000002849e-02	7.050000000000000711e-03	4.278000000000004022e-02	1.400000000000001243e-02	6.950000000000011724e-03
1.702781064999999944e+04	2.927000000000001823e-02	3.666000000000002590e-02	7.390000000000007674e-03	4.449000000000002952e-02	1.522000000000001130e-02	7.830000000000003624e-03
