Wavenumber	874.3768121211048-40C-874.3768121211048-20C	874.3768121211048-45C-874.3768121211048-20C	874.3768121211048-45C-874.3768121211048-40C	874.3768121211048-50C-874.3768121211048-20C	874.3768121211048-50C-874.3768121211048-40C	874.3768121211048-50C-874.3768121211048-45C
1.751986681999999928e+04	1.325124719035819520e-02	1.684080861685000041e-02	3.589561426491805207e-03	1.884216600454213797e-02	5.590918814183942764e-03	2.001357387692137557e-03
1.751195179999999891e+04	1.285501804830058159e-02	1.635245388391515231e-02	3.497435835614570721e-03	1.835693268173910209e-02	5.501914633438520497e-03	2.004478797823949776e-03
1.750404418000000078e+04	1.246068771622965698e-02	1.586637697508741507e-02	3.405689258857758084e-03	1.787338719996500735e-02	5.412699483735350370e-03	2.007010224877592286e-03
1.749614395000000150e+04	1.206903401365422290e-02	1.538351576033014645e-02	3.314481746675923546e-03	1.739240457827506692e-02	5.323370564620844014e-03	2.008888817944920469e-03
1.748825111000000106e+04	1.168082910497436622e-02	1.490480118207726523e-02	3.223972077102899014e-03	1.691485374780832274e-02	5.234024642833956520e-03	2.010052565731057506e-03
1.748036563999999998e+04	1.129683583207541364e-02	1.443115281447338027e-02	3.134316982397966633e-03	1.644159331630912213e-02	5.144757484233708489e-03	2.010440501835741856e-03
1.747248752999999851e+04	1.091780703613642878e-02	1.396347810804576817e-02	3.045671071909339389e-03	1.597347100366852679e-02	5.055663967532098013e-03	2.009992895622758624e-03
1.746461677000000054e+04	1.054448292524490238e-02	1.350266922459220087e-02	2.958186299347298487e-03	1.551132067407545723e-02	4.966837748830554844e-03	2.008651449483256357e-03
1.745675335999999879e+04	1.017758944007451927e-02	1.304960110266950579e-02	2.872011662594986525e-03	1.505596059554548116e-02	4.878371155470961895e-03	2.006359492875975370e-03
1.744889727000000130e+04	9.817834344363673971e-03	1.260512671177882460e-02	2.787292367415150629e-03	1.460818886709680520e-02	4.790354522733131226e-03	2.003062155317980597e-03
1.744104851000000053e+04	9.465908471735229313e-03	1.217007867327923876e-02	2.704170201544009444e-03	1.416878524381703919e-02	4.702876772081809875e-03	1.998706570537800431e-03
1.743320706000000064e+04	9.122480562193335807e-03	1.174526296133449055e-02	2.622782399141154741e-03	1.373850498616158156e-02	4.616024423968245749e-03	1.993242024827091008e-03
1.742537290999999823e+04	8.788197234504080413e-03	1.133145894577769486e-02	2.543261711273614445e-03	1.331807908619986325e-02	4.529881851695782835e-03	1.986620140422168390e-03
1.741754605000000083e+04	8.463680729067224462e-03	1.092941667818414508e-02	2.465735949116920622e-03	1.290821171091049990e-02	4.444530981843275441e-03	1.978795032726354819e-03
1.740972646000000168e+04	8.149526798843842457e-03	1.053985435564397388e-02	2.390327556800131426e-03	1.250957780653672025e-02	4.360051007692877789e-03	1.969723450892746364e-03
1.740191415000000052e+04	7.846304676331183892e-03	1.016345835589760327e-02	2.317153679566419378e-03	1.212282332643399574e-02	4.276518650102811847e-03	1.959364970536392470e-03
1.739410910000000149e+04	7.554553127053553752e-03	9.800878415147873390e-03	2.246325288094319639e-03	1.174856047527095271e-02	4.194007348217398956e-03	1.947682060123079317e-03
1.738631130000000121e+04	7.274780633125255136e-03	9.452727922450332443e-03	2.177947289325077307e-03	1.138736817480701102e-02	4.112587541681755887e-03	1.934640252356678580e-03
1.737852073999999993e+04	7.007463650235190578e-03	9.119581821235733798e-03	2.112118171000543221e-03	1.103979007158817360e-02	4.032326421352983026e-03	1.920208250352439805e-03
1.737073741000000155e+04	6.753045379864097697e-03	8.801975144669071938e-03	2.048929764804974241e-03	1.070633317919766903e-02	3.953287799333571328e-03	1.904358034528597088e-03
1.736296129999999903e+04	6.511934652379869348e-03	8.500401683451452861e-03	1.988467031071583513e-03	1.038746664252387930e-02	3.875531990144009953e-03	1.887064959072426440e-03
1.735519239999999991e+04	6.284504924506273404e-03	8.215312790199824633e-03	1.930807865693551229e-03	1.008362062788570324e-02	3.799115703379429831e-03	1.868307837685878603e-03
1.734743070000000080e+04	6.071093394179438718e-03	7.947116323970937479e-03	1.876022929791498761e-03	9.795185342315604338e-03	3.724091948136165620e-03	1.848069018344666858e-03
1.733967618999999831e+04	5.872000235319418948e-03	7.696175737916699511e-03	1.824175502597280563e-03	9.522510184773236297e-03	3.650509949453817349e-03	1.826334446856536786e-03
1.733192885000000024e+04	5.687487725790640880e-03	7.462809022575234152e-03	1.775321296784593272e-03	9.265902710634765782e-03	3.578414984844124902e-03	1.803093688059531630e-03
1.732418868999999904e+04	5.517780661679183574e-03	7.247289268907941562e-03	1.729508607228757988e-03	9.025629357383491147e-03	3.507848695704307573e-03	1.778340088475549585e-03
1.731645568999999887e+04	5.363064532543093677e-03	7.049842389445171165e-03	1.686777856902077488e-03	8.801913014889972686e-03	3.438848482346879010e-03	1.752070625444801522e-03
1.730872983999999997e+04	5.223486222782680599e-03	6.870648024253300790e-03	1.647161801470620190e-03	8.594934066877613077e-03	3.371447844094932478e-03	1.724286042624312287e-03
1.730101111999999921e+04	5.099153467683303909e-03	6.709838859350836238e-03	1.610685391667532329e-03	8.404829647266409687e-03	3.305676179583105778e-03	1.694990787915573449e-03
1.729329953999999998e+04	4.990135457510480599e-03	6.567501412398368821e-03	1.577365954887888222e-03	8.231694574002745846e-03	3.241559116492265247e-03	1.664193161604377025e-03
1.728559507999999914e+04	4.896461973866950146e-03	6.443674905874496872e-03	1.547212932007546726e-03	8.075579977378177787e-03	3.179118003511227641e-03	1.631905071503680915e-03
1.727789773000000059e+04	4.818124278975988162e-03	6.338352393391089024e-03	1.520228114415100862e-03	7.936494547730488236e-03	3.118370268754500074e-03	1.598142154339399212e-03
1.727020748000000094e+04	4.755075290287180678e-03	6.251480952130572533e-03	1.496405661843391854e-03	7.814404651345085995e-03	3.059329361057905317e-03	1.562923699214513462e-03
1.726252432000000044e+04	4.707230043910382022e-03	6.182962236102929054e-03	1.475732192192547032e-03	7.709234833220168781e-03	3.002004789309786759e-03	1.526272597117239727e-03
1.725484823999999935e+04	4.674466273193678134e-03	6.132653166719848059e-03	1.458186893526169925e-03	7.620868446500894677e-03	2.946402173307216543e-03	1.488215279781046618e-03
1.724717923000000155e+04	4.656625099226485709e-03	6.100366756865205353e-03	1.443741657638719644e-03	7.549148405053718314e-03	2.892523305827232605e-03	1.448781648188512960e-03
1.723951728000000003e+04	4.653511829651790777e-03	6.085873064149760481e-03	1.432361234497969704e-03	7.493878055209846067e-03	2.840366225558055291e-03	1.408004991060085587e-03
1.723186238999999841e+04	4.664896837552223730e-03	6.088900253331086532e-03	1.424003415778862802e-03	7.454822202861643987e-03	2.789925365309420258e-03	1.365921949530557455e-03
1.722421453000000110e+04	4.690516643051312329e-03	6.109135832049972237e-03	1.418619188998659908e-03	7.431708027122896354e-03	2.741191384071584025e-03	1.322572195072924117e-03
1.721657371000000057e+04	4.730074861183042323e-03	6.146227877732335365e-03	1.416153016549293042e-03	7.424226587077531470e-03	2.694151725894489147e-03	1.277998709345196104e-03
1.720893991000000096e+04	4.783243578432072596e-03	6.199786584878186346e-03	1.416543006446113750e-03	7.432033858984832264e-03	2.648790280552759668e-03	1.232247274106645918e-03
1.720131312999999864e+04	4.849664414940502155e-03	6.269385599455779001e-03	1.419721184515276846e-03	7.454752232518457866e-03	2.605087817577955711e-03	1.185366633062678865e-03
1.719369335000000137e+04	4.928950155367428643e-03	6.354563913256727758e-03	1.425613757889299116e-03	7.491972032689919736e-03	2.563021877322491093e-03	1.137408119433191978e-03
1.718608055999999851e+04	5.020685957137782651e-03	6.454827344555713609e-03	1.434141387417930957e-03	7.543253041536357451e-03	2.522567084398574799e-03	1.088425696980643842e-03
1.717847475000000122e+04	5.124430905706467421e-03	6.569650381154090724e-03	1.445219475447623303e-03	7.608126136069204293e-03	2.483695230362736872e-03	1.038475754915113569e-03
1.717087591999999859e+04	5.239719411446630559e-03	6.698477859029661197e-03	1.458758447583030637e-03	7.686094882774163750e-03	2.446375471327533191e-03	9.876170237445025535e-04
1.716328406000000177e+04	5.366063096220230477e-03	6.840727190511985967e-03	1.474664094291755490e-03	7.776637477303394164e-03	2.410574381083163686e-03	9.359102867914081969e-04
1.715569915000000037e+04	5.502952528865456827e-03	6.995790437425708497e-03	1.492837908560251670e-03	7.879208650108382450e-03	2.376256121242925623e-03	8.834182126826739534e-04
1.714812117999999828e+04	5.649858592713608019e-03	7.163035966327502280e-03	1.513177373613894261e-03	7.993241292805652876e-03	2.343382700092044857e-03	8.302053264781505959e-04
1.714055015999999887e+04	5.806233943022487409e-03	7.341810197573073182e-03	1.535576254550585773e-03	8.118148115341394799e-03	2.311914172318907390e-03	7.763379177683216170e-04
1.713298605999999927e+04	5.971516004389054721e-03	7.531441121245263659e-03	1.559925116856208938e-03	8.253324564055253276e-03	2.281808559666198555e-03	7.218834428099896172e-04
1.712542886999999973e+04	6.145127582794174259e-03	7.731239092747754782e-03	1.586111509953580523e-03	8.398149866157833543e-03	2.253022283363659284e-03	6.669107734100787610e-04
1.711787859000000026e+04	6.326478801877755131e-03	7.940499133175737967e-03	1.614020331297982835e-03	8.551989089057743243e-03	2.225510287179988111e-03	6.114899558820052761e-04
1.711033522000000085e+04	6.514969127565217732e-03	8.158503337213462991e-03	1.643534209648245259e-03	8.714195300373206443e-03	2.199226172807988711e-03	5.556919631597434517e-04
1.710279872999999861e+04	6.709989984869046964e-03	8.384523972293278504e-03	1.674533987424231540e-03	8.884112265539645392e-03	2.174122280670598428e-03	4.995882932463668880e-04
1.709526912000000084e+04	6.910925074597007445e-03	8.617823914694011656e-03	1.706898840097004211e-03	9.061075151385100668e-03	2.150150076788093223e-03	4.432512366910890123e-04
1.708774638000000050e+04	7.117153172116141846e-03	8.857659955830099463e-03	1.740506783713957617e-03	9.244413361272019181e-03	2.127260189155877335e-03	3.867534054419197176e-04
1.708023050000000148e+04	7.328049675086267811e-03	9.103284662399069305e-03	1.775234987312801493e-03	9.433452294534627747e-03	2.105402619448359935e-03	3.301676321355584420e-04
1.707272147000000041e+04	7.542988375400350165e-03	9.353948495175568034e-03	1.810960119775217869e-03	9.627515292710109307e-03	2.084526917309759142e-03	2.735667975345412728e-04
1.706521928000000116e+04	7.761343204538473373e-03	9.608901896501431672e-03	1.847558691962958299e-03	9.825925556842030062e-03	2.064582352303556689e-03	2.170236603405983900e-04
1.705772393000000011e+04	7.982489650148805183e-03	9.867396992958243906e-03	1.884907342809438724e-03	1.002800775801993005e-02	2.045518107871124869e-03	1.606107650616861449e-04
1.705023540000000139e+04	8.205807316988944500e-03	1.012869063523091917e-02	1.922883318241974671e-03	1.023309068725730686e-02	2.027283370268362361e-03	1.044000520263876908e-04
1.704275368000000162e+04	8.430680684148095239e-03	1.039204533006277131e-02	1.961364645914676075e-03	1.044050825356490630e-02	2.009827569416811066e-03	4.846292350213499134e-05
1.703527877000000080e+04	8.656500678470901988e-03	1.065673112298792802e-02	2.000230444517026029e-03	1.064960120956870426e-02	1.993100531097802275e-03	-7.129913419223754545e-06
1.702781064999999944e+04	8.882667117758979991e-03	1.092202850142043324e-02	2.039361383661453253e-03	1.085971967990018161e-02	1.977052562141201619e-03	-6.230882152025163379e-05
1.702034932000000117e+04	9.108588984955812151e-03	1.118722875482536239e-02	2.078639769869550236e-03	1.107022367250631856e-02	1.961634687550506406e-03	-1.170050823190438294e-04
1.701289476999999897e+04	9.333686758020265373e-03	1.145163674367810636e-02	2.117949985657840983e-03	1.128048548383842054e-02	1.946798725818155162e-03	-1.711512598396858209e-04
1.700544699000000037e+04	9.557393467430452816e-03	1.171457217611049373e-02	2.157178708680040913e-03	1.148989091513807903e-02	1.932497447707626215e-03	-2.246812609724146981e-04
1.699800595999999859e+04	9.779156285990575626e-03	1.197537150857930222e-02	2.196215222588726590e-03	1.169784097364912068e-02	1.918684687658545052e-03	-2.775305349301815383e-04
1.699057168000000092e+04	9.998436856688552865e-03	1.223338836160425824e-02	2.234951504915705378e-03	1.190375237947971510e-02	1.905315522791162230e-03	-3.296359821245431476e-04
1.698314414000000033e+04	1.021471334751589133e-02	1.248799596505056897e-02	2.273282617534677641e-03	1.210705967955338913e-02	1.892346332037497803e-03	-3.809362854971798384e-04
1.697572333000000071e+04	1.042748123016723483e-02	1.273858810248995610e-02	2.311106872322721273e-03	1.230721615508978406e-02	1.879734924922549233e-03	-4.313719474001720400e-04
1.696830924999999843e+04	1.063625400594525594e-02	1.298457999147795139e-02	2.348325985532695448e-03	1.250369466589451584e-02	1.867440659949259896e-03	-4.808853255834355522e-04
1.696090188000000126e+04	1.084056498222685239e-02	1.322541040082547692e-02	2.384845418598624534e-03	1.269598947154515489e-02	1.855424489318302506e-03	-5.294209292803220279e-04
1.695350120999999854e+04	1.103996726332523437e-02	1.346054166338062075e-02	2.420574400055386377e-03	1.288361635993473531e-02	1.843649096609500937e-03	-5.769253034458854401e-04
1.694610723000000144e+04	1.123403481035989415e-02	1.368946094687206738e-02	2.455426136512173230e-03	1.306611376927258039e-02	1.832078958912686240e-03	-6.233471775994869901e-04
1.693871993999999904e+04	1.142236288147624457e-02	1.391168079337523622e-02	2.489317911898991653e-03	1.324304331525327783e-02	1.820680433777033258e-03	-6.686374781219583951e-04
1.693133932999999888e+04	1.160456917010099787e-02	1.412674048140938332e-02	2.522171311308385455e-03	1.341399096200346364e-02	1.809421791902465770e-03	-7.127495194059196848e-04
1.692396538000000146e+04	1.178029429720528487e-02	1.433420662544204749e-02	2.553912328236762619e-03	1.357856757134145997e-02	1.798273274136175104e-03	-7.556390541005875150e-04
1.691659809999999925e+04	1.194920131811494368e-02	1.453367261043936320e-02	2.584471292324419522e-03	1.373640851813739960e-02	1.787207200022455922e-03	-7.972640923019636006e-04
1.690923746000000028e+04	1.211097774044589404e-02	1.472476099040098685e-02	2.613783249955092813e-03	1.388717564311892083e-02	1.776197902673026796e-03	-8.375853472820660173e-04
1.690188346000000092e+04	1.226533419117070700e-02	1.490712192931376023e-02	2.641787738143053232e-03	1.403055605812886242e-02	1.765221866958155417e-03	-8.765658711848978157e-04
1.689453609000000142e+04	1.241200556050070514e-02	1.508043456579755137e-02	2.668429005296846235e-03	1.416626325506309403e-02	1.754257694562388892e-03	-9.141713107344573430e-04
1.688719535000000178e+04	1.255075072596323338e-02	1.524440669997262354e-02	2.693655974009390164e-03	1.429403687770003373e-02	1.743286151736800349e-03	-9.503698222725898148e-04
1.687986121999999887e+04	1.268135319274033002e-02	1.539877556198399056e-02	2.717422369243660540e-03	1.441364332764871747e-02	1.732290134908387458e-03	-9.851322343352730826e-04
1.687253369000000021e+04	1.280362049448580120e-02	1.554330711472362569e-02	2.739686620237824499e-03	1.452487521311696117e-02	1.721254718631159975e-03	-1.018431901606664525e-03
1.686521275999999853e+04	1.291738417337884304e-02	1.567779603991770188e-02	2.760411866538858838e-03	1.462755132547766124e-02	1.710167152098818200e-03	-1.050244714440040639e-03
1.685789842000000135e+04	1.302249997139148796e-02	1.580206597305910954e-02	2.779566001667621578e-03	1.472151678993216528e-02	1.699016818540677320e-03	-1.080549183126944257e-03
1.685059064999999828e+04	1.311884756330905510e-02	1.591596919565718693e-02	2.797121632348131826e-03	1.480664278095589204e-02	1.687795217646836932e-03	-1.109326414701294894e-03
1.684328945999999996e+04	1.320632976886682020e-02	1.601938571063765693e-02	2.813055941770836732e-03	1.488282577252508787e-02	1.676496003658267675e-03	-1.136559938112569057e-03
1.683599481999999989e+04	1.328487311282866568e-02	1.611222391026845280e-02	2.827350797439787122e-03	1.494998796089830329e-02	1.665114848069637610e-03	-1.162235949370149513e-03
1.682870673000000170e+04	1.335442656596286248e-02	1.619441909257401946e-02	2.839992526611156975e-03	1.500807607832244095e-02	1.653649512359578466e-03	-1.186343014251578509e-03
1.682142519000000175e+04	1.341496151456933461e-02	1.626593342918070118e-02	2.850971914611366564e-03	1.505706127588501975e-02	1.642099761315685136e-03	-1.208872153295681429e-03
1.681415018000000055e+04	1.346647139368828405e-02	1.632675553430862347e-02	2.860284140620339421e-03	1.509693867855899096e-02	1.630467284870706912e-03	-1.229816855749632509e-03
1.680688168999999834e+04	1.350897086185609552e-02	1.637689949109577547e-02	2.867928629239679950e-03	1.512772655623351170e-02	1.618755694377416177e-03	-1.249172934862263773e-03
1.679961972999999853e+04	1.354249523246398024e-02	1.641640418052825456e-02	2.873908948064274327e-03	1.514946571637620920e-02	1.606970483912228964e-03	-1.266938464152045363e-03
1.679236426999999821e+04	1.356710013068407328e-02	1.644533287469562843e-02	2.878232744011555155e-03	1.516221900375613885e-02	1.595118873072065568e-03	-1.283113870939489587e-03
1.678511530000000130e+04	1.358286048428825055e-02	1.646377204346094469e-02	2.880911559172694147e-03	1.516607032419448053e-02	1.583209839906229988e-03	-1.297701719266464160e-03
1.677787283000000025e+04	1.358986993952360223e-02	1.647183066229573889e-02	2.881960722772136663e-03	1.516112399387326004e-02	1.571254054349657814e-03	-1.310706668422478849e-03
1.677063683999999921e+04	1.358824020086246698e-02	1.646963942731549668e-02	2.881399226453029705e-03	1.514750392576025284e-02	1.559263724897785863e-03	-1.322135501555243842e-03
1.676340731999999844e+04	1.357810016516813878e-02	1.645734972882473279e-02	2.879249563656594013e-03	1.512535275549975466e-02	1.547252590331615885e-03	-1.331996973324978129e-03
1.675618426000000181e+04	1.355959515744176169e-02	1.643513274282204506e-02	2.875537585380283367e-03	1.509483098418318292e-02	1.535235826741421228e-03	-1.340301758638862140e-03
1.674896765999999843e+04	1.353288615944325812e-02	1.640317851403261251e-02	2.870292354589354389e-03	1.505611614465307557e-02	1.523229985209817450e-03	-1.347062369379536939e-03
1.674175750999999946e+04	1.349814892488565565e-02	1.636169490253158720e-02	2.863545977645931551e-03	1.500940180234566768e-02	1.511252877460012023e-03	-1.352293100185919528e-03
1.673455380000000150e+04	1.345557313925671572e-02	1.631090658367473356e-02	2.855333444418017841e-03	1.495489664899707360e-02	1.499323509740357885e-03	-1.356009934677659956e-03
1.672735651000000144e+04	1.340536148419269047e-02	1.625105393333370341e-02	2.845692449141012936e-03	1.489282346647491373e-02	1.487461982282223261e-03	-1.358230466858789676e-03
1.672016563999999926e+04	1.334772897220948273e-02	1.618239223477002664e-02	2.834663262560543906e-03	1.482341842584844471e-02	1.475689453638961979e-03	-1.358973808921581927e-03
1.671298118999999861e+04	1.328290198273474054e-02	1.610519052856107525e-02	2.822288545826334705e-03	1.474693000388360709e-02	1.464028021148866543e-03	-1.358260524677468162e-03
1.670580313999999998e+04	1.321111717025702514e-02	1.601973031008463444e-02	2.808613139827609295e-03	1.466361777246116826e-02	1.452500602204143121e-03	-1.356112537623466174e-03
1.669863148999999976e+04	1.313262094479794584e-02	1.592630490785551522e-02	2.793683963057569386e-03	1.457375185719156363e-02	1.441130912393617791e-03	-1.352553050663951595e-03
1.669146621999999843e+04	1.304766819522629184e-02	1.582521795973623746e-02	2.777549764509945618e-03	1.447761150992599166e-02	1.429943314699699819e-03	-1.347606449810245799e-03
1.668430732999999964e+04	1.295652185379603250e-02	1.571678288992417460e-02	2.760261036128142109e-03	1.437548465031301959e-02	1.418962796516987090e-03	-1.341298239611155019e-03
1.667715481000000000e+04	1.285945169745172922e-02	1.560132147701986938e-02	2.741869779568140153e-03	1.426766653386246642e-02	1.408214836410737192e-03	-1.333654943157402961e-03
1.667000864999999976e+04	1.275673359732643064e-02	1.547916295500995076e-02	2.722429357683520124e-03	1.415445893249989151e-02	1.397725335173460870e-03	-1.324704022510059254e-03
1.666286883999999918e+04	1.264864867553994188e-02	1.535064300340793775e-02	2.701994327867995871e-03	1.403616920752337460e-02	1.387520531983432726e-03	-1.314473795884563145e-03
1.665573537999999826e+04	1.253548263835058130e-02	1.521610294659281326e-02	2.680620308242231964e-03	1.391310957383995461e-02	1.377626935489373317e-03	-1.302993372752858647e-03
1.664860825000000114e+04	1.241752449029598360e-02	1.507588821679650692e-02	2.658363726500523327e-03	1.378559569114212735e-02	1.368071200846143753e-03	-1.290292525654379574e-03
1.664148745000000054e+04	1.229506637312982598e-02	1.493034815395366532e-02	2.635281780823839348e-03	1.365394647884810020e-02	1.358880105718274223e-03	-1.276401675105565126e-03
1.663437297000000035e+04	1.216840231077198631e-02	1.477983450459785519e-02	2.611432193825868886e-03	1.351848274208466982e-02	1.350080431312683515e-03	-1.261351762513185371e-03
1.662726480000000083e+04	1.203782761090355091e-02	1.462470070110466480e-02	2.586873090201113889e-03	1.337952651189477926e-02	1.341698900991228349e-03	-1.245174189209885540e-03
1.662016292999999860e+04	1.190363813437433915e-02	1.446530098347342808e-02	2.561662849099088923e-03	1.323740024136732529e-02	1.333762106992986141e-03	-1.227900742106102783e-03
1.661306735000000117e+04	1.176612958883116455e-02	1.430198954964212454e-02	2.535859960810959990e-03	1.309242602832727531e-02	1.326296439496110757e-03	-1.209563521314849233e-03
1.660597806000000128e+04	1.162559704806476191e-02	1.413511997361360795e-02	2.509522925548846040e-03	1.294492507568767437e-02	1.319328027622912458e-03	-1.190194897925933581e-03
1.659889504999999917e+04	1.148233390836483903e-02	1.396504395483610939e-02	2.482710046471270360e-03	1.279521656073701052e-02	1.312882652372171499e-03	-1.169827394099098861e-03
1.659181829999999900e+04	1.133663124025152680e-02	1.379211053729406666e-02	2.455479297042539866e-03	1.264361692724219610e-02	1.306985686990669304e-03	-1.148493610051870562e-03
1.658474782000000050e+04	1.118877801683387796e-02	1.361666636870362268e-02	2.427888351869744721e-03	1.249044008597927080e-02	1.301662069145392842e-03	-1.126226282724351879e-03
1.657768359000000055e+04	1.103905930784693235e-02	1.343905354519947526e-02	2.399994237352542914e-03	1.233599550118447130e-02	1.296936193337538956e-03	-1.103058044015003958e-03
1.657062559999999939e+04	1.088775655944479448e-02	1.325960993165581359e-02	2.371853372211019106e-03	1.218058844988567646e-02	1.292831890440881981e-03	-1.079021481770137125e-03
1.656357384000000093e+04	1.073514687928278644e-02	1.307866830133691538e-02	2.343521422054128944e-03	1.202451924664277305e-02	1.289372367359986615e-03	-1.054149054694142329e-03
1.655652832000000126e+04	1.058150299344062795e-02	1.289655627225722023e-02	2.315053278816592286e-03	1.186808315884135823e-02	1.286580165400730280e-03	-1.028473113415862006e-03
1.654948901000000114e+04	1.042709148785420092e-02	1.271359421031620363e-02	2.286502722462002701e-03	1.171156857774169335e-02	1.284477089887492429e-03	-1.002025632574510272e-03
1.654245591000000059e+04	1.027217391074303210e-02	1.253009652400505214e-02	2.257922613262020040e-03	1.155525810854779456e-02	1.283084197804762461e-03	-9.748384154572575788e-04
1.653542901999999958e+04	1.011700573312429574e-02	1.234637041993180695e-02	2.229364686807511209e-03	1.139942747514782750e-02	1.282421742023531763e-03	-9.469429447839794456e-04
1.652840831999999864e+04	9.961835544144703736e-03	1.216271493811643678e-02	2.200879393971733045e-03	1.124434468021578981e-02	1.282509136071086076e-03	-9.183702579006469691e-04
1.652139381000000139e+04	9.806905604577309532e-03	1.197942159544707064e-02	2.172515990869761104e-03	1.109027052922928469e-02	1.283364924651975159e-03	-8.891510662177859459e-04
1.651438547000000108e+04	9.652450664378919853e-03	1.179677297447356832e-02	2.144322310094648465e-03	1.093745741846996467e-02	1.285006754091044812e-03	-8.593155560036036533e-04
1.650738331000000107e+04	9.498698794683346769e-03	1.161504369589927421e-02	2.116344901215927443e-03	1.078615013090783448e-02	1.287451336224487708e-03	-8.288935649914397352e-04
1.650038729999999850e+04	9.345869606415646569e-03	1.143449830111709087e-02	2.088628694701444299e-03	1.063658405000317275e-02	1.290714443587526183e-03	-7.979142511139181160e-04
1.649339745000000039e+04	9.194175793055092694e-03	1.125539306474343526e-02	2.061217271688342567e-03	1.048898665328262814e-02	1.294810860227535443e-03	-7.664064114608071243e-04
1.648641374999999971e+04	9.043821628527737300e-03	1.107797420882561390e-02	2.034152580297876600e-03	1.034357601402352556e-02	1.299754385495788256e-03	-7.343981948020883443e-04
1.647943618000000060e+04	8.895003037747817309e-03	1.090247797701782151e-02	2.007474939270004199e-03	1.020056085952264491e-02	1.305557821774827598e-03	-7.019171174951766012e-04
1.647246473999999944e+04	8.747908107063773198e-03	1.072913122677610076e-02	1.981223119712327563e-03	1.006014104463059944e-02	1.312232937566826241e-03	-6.689901821455013220e-04
1.646549942000000010e+04	8.602716333495963319e-03	1.055815053431458095e-02	1.955434200818617629e-03	9.922506812891307426e-03	1.319790479395344107e-03	-6.356437214232735222e-04
1.645854021999999895e+04	8.459598964612569105e-03	1.038974258632280323e-02	1.930143621710234125e-03	9.787839109874851840e-03	1.328240145262282734e-03	-6.019034764479513910e-04
1.645158712000000014e+04	8.318718323148011073e-03	1.022410337685680792e-02	1.905385053708796850e-03	9.656308938810531650e-03	1.337590615662520577e-03	-5.677944380462762730e-04
1.644464012000000002e+04	8.180228595593419527e-03	1.006141912764163537e-02	1.881190532048215847e-03	9.528078098306469457e-03	1.347849502713049930e-03	-5.333410293351659170e-04
1.643769919999999911e+04	8.044275010915535873e-03	9.901865315481761520e-03	1.857590304566225647e-03	9.403298414997707244e-03	1.359023404082171371e-03	-4.985669004840542762e-04
1.643076437000000078e+04	7.910994837543594560e-03	9.745607836526393175e-03	1.834612998982798615e-03	9.282112665706110377e-03	1.371117828162515817e-03	-4.634951708202827980e-04
1.642383560999999827e+04	7.780516237859025352e-03	9.592801656289895451e-03	1.812285418430870099e-03	9.164653533087374626e-03	1.384137295228349274e-03	-4.281481232025208250e-04
1.641691291999999885e+04	7.652959286786997772e-03	9.443591999536982140e-03	1.790632712749984368e-03	9.051044547009445829e-03	1.398085260222448056e-03	-3.925474525275363114e-04
1.640999628999999914e+04	7.528435464250804454e-03	9.298113751186498632e-03	1.769678286935694178e-03	8.941399638657032689e-03	1.412964174406228235e-03	-3.567141125294659432e-04
1.640308569999999963e+04	7.407047760445373275e-03	9.156491577514525027e-03	1.749443817069151752e-03	8.835823263163400387e-03	1.428775502718027113e-03	-3.206683143511246392e-04
1.639618115000000034e+04	7.288891306011735516e-03	9.018840659307247876e-03	1.729949353295512360e-03	8.734410974181650023e-03	1.445519668169914507e-03	-2.844296851255978531e-04
1.638928264000000127e+04	7.174053113728762199e-03	8.885266387546109090e-03	1.711213273817346892e-03	8.637249218509723825e-03	1.463196104780961626e-03	-2.480171690363852655e-04
1.638239016000000083e+04	7.062612047881999811e-03	8.755864327896989430e-03	1.693252280014989619e-03	8.544415348747669281e-03	1.481803300865669470e-03	-2.114489791493201487e-04
1.637550368999999955e+04	6.954638990901762519e-03	8.630720416565207387e-03	1.676081425663444868e-03	8.455977813902726403e-03	1.501338823000963885e-03	-1.747426026624809836e-04
1.636862322999999924e+04	6.850197471498620239e-03	8.509911690303406662e-03	1.659714218804786423e-03	8.371996721585395207e-03	1.521799250086774968e-03	-1.379149687180114547e-04
1.636174877000000015e+04	6.749343348007919019e-03	8.393505921045818496e-03	1.644162573037899477e-03	8.292523622791425630e-03	1.543180274783506611e-03	-1.009822982543928660e-04
1.635488031000000046e+04	6.652125287685828336e-03	8.281562173910683722e-03	1.629436886224855385e-03	8.217601952684561173e-03	1.565476664998732836e-03	-6.396022122612254890e-05
1.634801783000000069e+04	6.558584524755828316e-03	8.174130533668833021e-03	1.615546008913004705e-03	8.147266907374939304e-03	1.588682382619110989e-03	-2.686362629389371648e-05
1.634116133000000082e+04	6.468755620033350695e-03	8.071252985387966650e-03	1.602497365354615955e-03	8.081546096708025484e-03	1.612790476674674789e-03	1.029311132005883422e-05
1.633431079999999929e+04	6.382666239700296451e-03	7.972963166504698496e-03	1.590296926804402045e-03	8.020459444999128440e-03	1.637793205298831989e-03	4.749627849442994432e-05
1.632746623999999974e+04	6.300337624325968999e-03	7.879286912457150738e-03	1.578949288131181738e-03	7.964019614461359531e-03	1.663681990135390532e-03	8.473270200420879306e-05
