Wavenumber	Major Gaussian	Minor Gaussian
1.912372109999999884e+04	5.522184985384112816e-06	1.505844279608643983e-02
1.911423460999999952e+04	6.223927098102001053e-06	1.544899245557239571e-02
1.910475782999999865e+04	7.009685560264770764e-06	1.584764348131836170e-02
1.909529074000000037e+04	7.888855417252731264e-06	1.625450755191370361e-02
1.908583334000000104e+04	8.871798962175241548e-06	1.666969557774184915e-02
1.907638560000000143e+04	9.969941233012524233e-06	1.709331983391798246e-02
1.906694752000000153e+04	1.119586175863212736e-05	1.752549128614718649e-02
1.905751907999999821e+04	1.256340602143955292e-05	1.796632176878876219e-02
1.904810024999999951e+04	1.408779971965096215e-05	1.841592355808454110e-02
1.903869104000000152e+04	1.578576379069319722e-05	1.887440691973057971e-02
1.902929142000000138e+04	1.767566044758722360e-05	1.934188388522442223e-02
1.901990137999999934e+04	1.977762657100347972e-05	1.981846533471422200e-02
1.901052089999999953e+04	2.211373344198962692e-05	2.030426242059752903e-02
1.900114996999999858e+04	2.470814788738261535e-05	2.079938550798792612e-02
1.899178858000000037e+04	2.758731187427635869e-05	2.130394462139668932e-02
1.898243671000000177e+04	3.078013663939732696e-05	2.181804995369587483e-02
1.897309433999999965e+04	3.431820475550142563e-05	2.234181130803166576e-02
1.896376147000000128e+04	3.823598008591679796e-05	2.287533689740514978e-02
1.895443807000000015e+04	4.257106141399683605e-05	2.341873612808940269e-02
1.894512413000000015e+04	4.736441208537229782e-05	2.397211672126768958e-02
1.893581965000000127e+04	5.266062723961668538e-05	2.453558516305618178e-02
1.892652459000000090e+04	5.850824718554402252e-05	2.510924971186098351e-02
1.891723895999999877e+04	6.496000659372022732e-05	2.569321486969039503e-02
1.890796272999999928e+04	7.207321083851060358e-05	2.628758685827806835e-02
1.889869589999999880e+04	7.991002976622531794e-05	2.689246919530141958e-02
1.888943844000000172e+04	8.853790584796125316e-05	2.750796648882361528e-02
1.888019034000000102e+04	9.802989750273782517e-05	2.813418115277089085e-02
1.887095159000000058e+04	1.084650993802581859e-04	2.877121462456632209e-02
1.886172218000000066e+04	1.199290713149450482e-04	2.941916731283027164e-02
1.885250207999999839e+04	1.325143199593990621e-04	3.007813998694042548e-02
1.884329130000000077e+04	1.463206964794547791e-04	3.074822944902144001e-02
1.883408980000000156e+04	1.614560271354493852e-04	3.142953494602274828e-02
1.882489758000000074e+04	1.780365122558372638e-04	3.212215160115935997e-02
1.881571462999999858e+04	1.961873549966931579e-04	3.282617396569983276e-02
1.880654091999999946e+04	2.160433773636822046e-04	3.354169681736787756e-02
1.879737644999999975e+04	2.377495311195963724e-04	3.426881124047594790e-02
1.878822120999999970e+04	2.614616175285742247e-04	3.500760762508727669e-02
1.877907517000000007e+04	2.873469997008508653e-04	3.575817650775769269e-02
1.876993832000000111e+04	3.155852025996745127e-04	3.652060529024837854e-02
1.876081065999999919e+04	3.463686557411862869e-04	3.729497890303957314e-02
1.875169215999999869e+04	3.799035941213825280e-04	3.808138315830131293e-02
1.874258281999999963e+04	4.164106502660720331e-04	3.887989960531375300e-02
1.873348260999999911e+04	4.561259020360735900e-04	3.969061065159570911e-02
1.872439153000000078e+04	4.993014885554007340e-04	4.051359424913359569e-02
1.871530956000000151e+04	5.462067074701567118e-04	4.134892825921081261e-02
1.870623669000000154e+04	5.971288000200609871e-04	4.219668771862156165e-02
1.869717291000000114e+04	6.523739402761019168e-04	4.305694566932866119e-02
1.868811819000000105e+04	7.122683498008232405e-04	4.392977504739201816e-02
1.867907253000000128e+04	7.771589879247757472e-04	4.481524384723746535e-02
1.867003591999999844e+04	8.474148241213768284e-04	4.571341884982373094e-02
1.866100833000000057e+04	9.234280153293578011e-04	4.662436666107638156e-02
1.865198976000000039e+04	1.005614590111038320e-03	4.754814865207306757e-02
1.864298020000000179e+04	1.094415863745389289e-03	4.848482486703084571e-02
1.863397961999999825e+04	1.190299718063441521e-03	4.943445511035286788e-02
1.862498802000000069e+04	1.293761245799831703e-03	5.039709365852011735e-02
1.861600537999999869e+04	1.405324438372411618e-03	5.137279444586660693e-02
1.860703168999999980e+04	1.525543052276419169e-03	5.236160784077775743e-02
1.859806694000000061e+04	1.655001914385570427e-03	5.336358164253892505e-02
1.858911111000000164e+04	1.794318297071908347e-03	5.437876217284713654e-02
1.858016417999999976e+04	1.944143027559815931e-03	5.540719314877820545e-02
1.857122615999999834e+04	2.105161161856397567e-03	5.644891211409162196e-02
1.856229702000000179e+04	2.278094416596644373e-03	5.750395847736816668e-02
1.855337673999999970e+04	2.463701595414741381e-03	5.857236775758616759e-02
1.854446532999999908e+04	2.662779283474487040e-03	5.965416901304654990e-02
1.853556275000000096e+04	2.876164797928601729e-03	6.074939445816700256e-02
1.852666901000000144e+04	3.104735144581741504e-03	6.185806727832940388e-02
1.851778408000000127e+04	3.349410311874969574e-03	6.298021261684831618e-02
1.850890796000000046e+04	3.611152660024706182e-03	6.411584884571469578e-02
1.850004061999999976e+04	3.890969696998253149e-03	6.526499510067391985e-02
1.849118206999999893e+04	4.189913039646646180e-03	6.642766224154460220e-02
1.848233227999999872e+04	4.509081978669129964e-03	6.760386317836976355e-02
1.847349123999999938e+04	4.849622554549068605e-03	6.879360503881137845e-02
1.846465894000000117e+04	5.212729098736481811e-03	6.999689170378017855e-02
1.845583536000000095e+04	5.599645555654853175e-03	7.121372515611387732e-02
1.844702049999999872e+04	6.011664984674225734e-03	7.244410131400463859e-02
1.843821433999999863e+04	6.450132043114641979e-03	7.368801551059096788e-02
1.842941686000000118e+04	6.916442848998592859e-03	7.494545975042619934e-02
1.842062805999999910e+04	7.412044388082957708e-03	7.621641976597906543e-02
1.841184792000000016e+04	7.938437094087034615e-03	7.750088070138837215e-02
1.840307643000000098e+04	8.497173596433834838e-03	7.879882278365987758e-02
1.839431356999999844e+04	9.089860169640482171e-03	8.011022421722871489e-02
1.838555933999999979e+04	9.718154846767679961e-03	8.143505667257319725e-02
1.837681371999999828e+04	1.038377012086627235e-02	8.277329124343116296e-02
1.836807669000000169e+04	1.108847158535975277e-02	8.412489547636425868e-02
1.835934824999999910e+04	1.183407591094961901e-02	8.548983019979206066e-02
1.835062839000000167e+04	1.262245270989665463e-02	8.686805409767259234e-02
1.834191707999999926e+04	1.345552516763266759e-02	8.825952537514004936e-02
1.833321431999999913e+04	1.433526464438745519e-02	8.966419379099103970e-02
1.832452009000000180e+04	1.526369440310314587e-02	9.108200858088444374e-02
1.831583438999999998e+04	1.624288444772880452e-02	9.251291198115701997e-02
1.830715720000000147e+04	1.727495450171768684e-02	9.395684573308030196e-02
1.829848849999999948e+04	1.836207057568741211e-02	9.541374785381301349e-02
1.828982829000000129e+04	1.950644059191648447e-02	9.688354920914629687e-02
1.828117655000000013e+04	2.071031751274400590e-02	9.836618022147783358e-02
1.827253326999999990e+04	2.197599344635651000e-02	9.986156580640657976e-02
1.826389843000000110e+04	2.330580012877793428e-02	1.013696287881060282e-01
1.825527203999999983e+04	2.470210015141359114e-02	1.028902828868137193e-01
1.824665406000000075e+04	2.616729692119316997e-02	1.044234467634118091e-01
1.823804449999999997e+04	2.770381548639470545e-02	1.059690263843271751e-01
1.822944332999999824e+04	2.931411444015057793e-02	1.075269309860010514e-01
1.822085054999999920e+04	3.100067019430651633e-02	1.090970605447570685e-01
1.821226613999999972e+04	3.276598245916217261e-02	1.106793147899120394e-01
1.820369009000000005e+04	3.461256468082165444e-02	1.122735877606077792e-01
1.819512240000000020e+04	3.654293942654261718e-02	1.138797677269034608e-01
1.818656304000000091e+04	3.855964312752652862e-02	1.154977447062120327e-01
1.817801199999999881e+04	4.066521048417403444e-02	1.171274011319712038e-01
1.816946928000000116e+04	4.286217122422614212e-02	1.187686136320074970e-01
1.816093485000000146e+04	4.515305545375016688e-02	1.204212607352744824e-01
1.815240871999999945e+04	4.754037011045100791e-02	1.220852093936280330e-01
1.814389085999999952e+04	5.002661497915604494e-02	1.237603304825973249e-01
1.813538127000000168e+04	5.261425770137419938e-02	1.254464851895067679e-01
1.812687992999999915e+04	5.530574220947995917e-02	1.271435348213243999e-01
1.811838682999999946e+04	5.810347385027911371e-02	1.288513349116520434e-01
1.810990194999999949e+04	6.100981949140680399e-02	1.305697392283660385e-01
1.810142529999999897e+04	6.402708727598944993e-02	1.322985916758034342e-01
1.809295684999999867e+04	6.715754436579711439e-02	1.340377405265038568e-01
1.808449658999999883e+04	7.040338955125340081e-02	1.357870262756011304e-01
1.807604450999999972e+04	7.376675312275807195e-02	1.375462856993537597e-01
1.806760060000000158e+04	7.724968990670338931e-02	1.393153518791445666e-01
1.805916485000000102e+04	8.085417220006722860e-02	1.410940542270618103e-01
1.805073723999999856e+04	8.458208711948421443e-02	1.428822206414207541e-01
1.804231777000000147e+04	8.843521619247710075e-02	1.446796711763504439e-01
1.803390641999999934e+04	9.241524578818198499e-02	1.464862265588073309e-01
1.802550316999999995e+04	9.652375144361459436e-02	1.483017040147818766e-01
1.801710802999999942e+04	1.007621751856974113e-01	1.501259107633174661e-01
1.800872096999999849e+04	1.051318528519344375e-01	1.519586592056448027e-01
1.800034199000000081e+04	1.096339718746446451e-01	1.537997517823150029e-01
1.799197106999999960e+04	1.142695897133391703e-01	1.556489919055663029e-01
1.798360820999999851e+04	1.190396052104182728e-01	1.575061752100977708e-01
1.797525337999999829e+04	1.239447796488985509e-01	1.593711006676962194e-01
1.796690657999999894e+04	1.289856955981733000e-01	1.612435573046928083e-01
1.795856780000000072e+04	1.341627727714715668e-01	1.631233331173728984e-01
1.795023702000000048e+04	1.394762622447381639e-01	1.650102151724280319e-01
1.794191423999999824e+04	1.449262209743009122e-01	1.669039828635789091e-01
1.793359944000000178e+04	1.505125310902991065e-01	1.688044170188317539e-01
1.792529261000000042e+04	1.562348746951477130e-01	1.707112931492938690e-01
1.791699374000000171e+04	1.620927344357118716e-01	1.726243837595607122e-01
1.790870281999999861e+04	1.680853880680079626e-01	1.745434583998208278e-01
1.790041982999999891e+04	1.742119108114307535e-01	1.764682860475996762e-01
1.789214476999999897e+04	1.804711484470330196e-01	1.783986281950368513e-01
1.788387762999999904e+04	1.868617346478030350e-01	1.803342458540246052e-01
1.787561837999999989e+04	1.933820957252807837e-01	1.822749020109911133e-01
1.786736703000000125e+04	2.000303997538745437e-01	1.842203475945584090e-01
1.785912356000000000e+04	2.068046081736234776e-01	1.861703379620454624e-01
1.785088795000000027e+04	2.137024500181756437e-01	1.881246259462669712e-01
1.784266020999999819e+04	2.207213937140724003e-01	1.900829547637205019e-01
1.783444029999999839e+04	2.278587129778151532e-01	1.920450770968099852e-01
1.782622824000000037e+04	2.351113912189256583e-01	1.940107289600300766e-01
1.781802400000000125e+04	2.424762157856039935e-01	1.959796560047341873e-01
1.780982757000000129e+04	2.499497168936083702e-01	1.979515968789219149e-01
1.780163894000000073e+04	2.575281850183163690e-01	1.999262880619681326e-01
1.779345809999999983e+04	2.652076716184730287e-01	2.019034639330591629e-01
1.778528503999999884e+04	2.729839904165792808e-01	2.038828568406004793e-01
1.777711975000000166e+04	2.808527192444153497e-01	2.058641971725639341e-01
1.776896222000000125e+04	2.888092024606043751e-01	2.078472134277498939e-01
1.776081244000000152e+04	2.968485539453716293e-01	2.098316322879199280e-01
1.775267037999999957e+04	3.049656807155038396e-01	2.118171835715329521e-01
1.774453605999999854e+04	3.131552172298789904e-01	2.138035832345132337e-01
1.773640943999999945e+04	3.214116400202644552e-01	2.157905602773176612e-01
1.772829052999999840e+04	3.297291625273712223e-01	2.177778299675789397e-01
1.772017930999999953e+04	3.381018218003886688e-01	2.197651134604620693e-01
1.771207575999999972e+04	3.465234548330449749e-01	2.217521305508266816e-01
1.770397988999999870e+04	3.549876740664669739e-01	2.237385923839734780e-01
1.769589168000000063e+04	3.634879373400647373e-01	2.257242162463476420e-01
1.768781110999999873e+04	3.720175250860358607e-01	2.277087182938004051e-01
1.767973818000000028e+04	3.805695276843568120e-01	2.296918087138604680e-01
1.767167287999999826e+04	3.891368862032301701e-01	2.316731991714258143e-01
1.766361519000000044e+04	3.977124022364373901e-01	2.336526028908328112e-01
1.765556510999999955e+04	4.062887161184903229e-01	2.356297273659923031e-01
1.764752261999999973e+04	4.148583600843879227e-01	2.376042842666428734e-01
1.763948771000000124e+04	4.234137373658969361e-01	2.395759821495758446e-01
1.763146038000000044e+04	4.319471336698196828e-01	2.415445265455854751e-01
1.762344060000000172e+04	4.404507715368036758e-01	2.435096298490806721e-01
1.761542838000000120e+04	4.489167482159554523e-01	2.454709942392717670e-01
1.760742369999999937e+04	4.573371225049260858e-01	2.474283289196941293e-01
1.759942655000000013e+04	4.657038851568261473e-01	2.493813403971542053e-01
1.759143691000000035e+04	4.740089929917339906e-01	2.513297374526951011e-01
1.758345478999999978e+04	4.822443407631583634e-01	2.532732214733178777e-01
1.757548015999999916e+04	4.904018473172590542e-01	2.552115035957979172e-01
1.756751301999999851e+04	4.984733969537198384e-01	2.571442877366494906e-01
1.755955336000000170e+04	5.064508947016894691e-01	2.590712804186836582e-01
1.755160115999999834e+04	5.143262798302337124e-01	2.609921908300307791e-01
1.754365641999999934e+04	5.220915101606923292e-01	2.629067236569607724e-01
1.753571912000000157e+04	5.297386157982943988e-01	2.648145888281821514e-01
1.752778926000000138e+04	5.372596742053368235e-01	2.667154919592544249e-01
1.751986681999999928e+04	5.446468628269349743e-01	2.686091440489795090e-01
1.751195179999999891e+04	5.518924352194725103e-01	2.704952519741211647e-01
1.750404418000000078e+04	5.589887722611825982e-01	2.723735281316376211e-01
1.749614395000000150e+04	5.659283680388832449e-01	2.742436833527505669e-01
1.748825111000000106e+04	5.727038443899079567e-01	2.761054270238742503e-01
1.748036563999999998e+04	5.793079901775023410e-01	2.779584742491916227e-01
1.747248752999999851e+04	5.857337481742569407e-01	2.798025388333547636e-01
1.746461677000000054e+04	5.919742368152932643e-01	2.816373357332815908e-01
1.745675335999999879e+04	5.980227551839373268e-01	2.834625788221377674e-01
1.744889727000000130e+04	6.038728257516178255e-01	2.852779902437407311e-01
1.744104851000000053e+04	6.095181529771840356e-01	2.870832842693570863e-01
1.743320706000000064e+04	6.149526874587962766e-01	2.888781835778141405e-01
1.742537290999999823e+04	6.201706068680317152e-01	2.906624100793498422e-01
1.741754605000000083e+04	6.251663340278891257e-01	2.924356873090510067e-01
1.740972646000000168e+04	6.299345528780918579e-01	2.941977427507371234e-01
1.740191415000000052e+04	6.344701938603832803e-01	2.959482989116769547e-01
1.739410910000000149e+04	6.387684794642715103e-01	2.976870869188477653e-01
1.738631130000000121e+04	6.428249079255859977e-01	2.994138375673796593e-01
1.737852073999999993e+04	6.466352672650962363e-01	3.011282836540355445e-01
1.737073741000000155e+04	6.501956424813379876e-01	3.028301600503446322e-01
1.736296129999999903e+04	6.535024221224492447e-01	3.045192037749287484e-01
1.735519239999999991e+04	6.565523042221982353e-01	3.061951540649854864e-01
1.734743070000000080e+04	6.593423015873494109e-01	3.078577524469168214e-01
1.733967618999999831e+04	6.618697464253697760e-01	3.095067428060602754e-01
1.733192885000000024e+04	6.641322970533273251e-01	3.111418735579923323e-01
1.732418868999999904e+04	6.661279298383578906e-01	3.127628892899940172e-01
1.731645568999999887e+04	6.678549593276014162e-01	3.143695434919024367e-01
1.730872983999999997e+04	6.693120281426220286e-01	3.159615901634114099e-01
1.730101111999999921e+04	6.704981126653598578e-01	3.175387880321161038e-01
1.729329953999999998e+04	6.714125177912951825e-01	3.191008924612872555e-01
1.728559507999999914e+04	6.720548860205898256e-01	3.206476677732298941e-01
1.727789773000000059e+04	6.724251901531420605e-01	3.221788791198922919e-01
1.727020748000000094e+04	6.725237335234516278e-01	3.236942945955406659e-01
1.726252432000000044e+04	6.723511478628335647e-01	3.251936852962360458e-01
1.725484823999999935e+04	6.719083905108681476e-01	3.266768253781685005e-01
1.724717923000000155e+04	6.711967409881630653e-01	3.281434921148234651e-01
1.723951728000000003e+04	6.702177969441941441e-01	3.295934659529665134e-01
1.723186238999999841e+04	6.689734712943884443e-01	3.310265287056115557e-01
1.722421453000000110e+04	6.674659801151353600e-01	3.324424710736308963e-01
1.721657371000000057e+04	6.656978490567098117e-01	3.338410796452345730e-01
1.720893991000000096e+04	6.636718940266148614e-01	3.352221499585331665e-01
1.720131312999999864e+04	6.613912249730645732e-01	3.365854773479681206e-01
1.719369335000000137e+04	6.588592278489373566e-01	3.379308642286866227e-01
1.718608055999999851e+04	6.560795648349514453e-01	3.392581147264933650e-01
1.717847475000000122e+04	6.530561634792196868e-01	3.405670365435951030e-01
1.717087591999999859e+04	6.497932123362382129e-01	3.418574393165227931e-01
1.716328406000000177e+04	6.462951437729121951e-01	3.431291381023632847e-01
1.715569915000000037e+04	6.425666227789922358e-01	3.443819533059703786e-01
1.714812117999999828e+04	6.386125462407797881e-01	3.456157073692300852e-01
1.714055015999999887e+04	6.344380398367946983e-01	3.468302233356087005e-01
1.713298605999999927e+04	6.300484146383230621e-01	3.480253345379138996e-01
1.712542886999999973e+04	6.254491878826633489e-01	3.492008748890420566e-01
1.711787859000000026e+04	6.206460682413424967e-01	3.503566806785186061e-01
1.711033522000000085e+04	6.156449390794577203e-01	3.514925922248735013e-01
1.710279872999999861e+04	6.104518258425515320e-01	3.526084583141167461e-01
1.709526912000000084e+04	6.050729242143546571e-01	3.537041271950752686e-01
1.708774638000000050e+04	5.995145621050205209e-01	3.547794526573561646e-01
1.708023050000000148e+04	5.937831943062816809e-01	3.558342925408883306e-01
1.707272147000000041e+04	5.878853905891395781e-01	3.568685087624127172e-01
1.706521928000000116e+04	5.818278237699604505e-01	3.578819673405392310e-01
1.705772393000000011e+04	5.756172661620854170e-01	3.588745371085239610e-01
1.705023540000000139e+04	5.692605528938563531e-01	3.598460937229500112e-01
1.704275368000000162e+04	5.627645943943810902e-01	3.607965156447158761e-01
1.703527877000000080e+04	5.561363656027213942e-01	3.617256842931497185e-01
1.702781064999999944e+04	5.493828677628251889e-01	3.626334878070910928e-01
1.702034932000000117e+04	5.425111523234117383e-01	3.635198160896142006e-01
1.701289476999999897e+04	5.355282828351860536e-01	3.643845645388316123e-01
1.700544699000000037e+04	5.284413325094018399e-01	3.652276328047302512e-01
1.699800595999999859e+04	5.212573634782732279e-01	3.660489258908659616e-01
1.699057168000000092e+04	5.139834449095074254e-01	3.668483508394085324e-01
1.698314414000000033e+04	5.066266138140843589e-01	3.676258201226045297e-01
1.697572333000000071e+04	4.991938741912299027e-01	3.683812505046339947e-01
1.696830924999999843e+04	4.916921971740601527e-01	3.691145620735245547e-01
1.696090188000000126e+04	4.841284809816806534e-01	3.698256812282238459e-01
1.695350120999999854e+04	4.765095716205109966e-01	3.705145376424626713e-01
1.694610723000000144e+04	4.688422438301079187e-01	3.711810652994457227e-01
1.693871993999999904e+04	4.611332027936717037e-01	3.718252016356272116e-01
1.693133932999999888e+04	4.533890549591057528e-01	3.724468893436562178e-01
1.692396538000000146e+04	4.456162996865078996e-01	3.730460762227460481e-01
1.691659809999999925e+04	4.378213637856901430e-01	3.736227119549250797e-01
1.690923746000000028e+04	4.300105203360836126e-01	3.741767537137679067e-01
1.690188346000000092e+04	4.221899557347477128e-01	3.747081606050164382e-01
1.689453609000000142e+04	4.143657208814656712e-01	3.752168968201835542e-01
1.688719535000000178e+04	4.065437462694808102e-01	3.757029301834832191e-01
1.687986121999999887e+04	3.987298042774647389e-01	3.761662341436755042e-01
1.687253369000000021e+04	3.909295358080715488e-01	3.766067857007301400e-01
1.686521275999999853e+04	3.831484453366082454e-01	3.770245655456536671e-01
1.685789842000000135e+04	3.753918750689876904e-01	3.774195592496257801e-01
1.685059064999999828e+04	3.676650009216071990e-01	3.777917570961278892e-01
1.684328945999999996e+04	3.599728710640076046e-01	3.781411520582600994e-01
1.683599481999999989e+04	3.523203286764376441e-01	3.784677432696809118e-01
1.682870673000000170e+04	3.447120828580204077e-01	3.787715325793782895e-01
1.682142519000000175e+04	3.371526742448489045e-01	3.790525261065639806e-01
1.681415018000000055e+04	3.296464522172331546e-01	3.793107348990951699e-01
1.680688168999999834e+04	3.221976044144124196e-01	3.795461736763403038e-01
1.679961972999999853e+04	3.148101651162450998e-01	3.797588606836128089e-01
1.679236426999999821e+04	3.074879530512914516e-01	3.799488194562916643e-01
1.678511530000000130e+04	3.002346321265334517e-01	3.801160768818825364e-01
1.677787283000000025e+04	2.930537102309038744e-01	3.802606634842645716e-01
1.677063683999999921e+04	2.859484893736684019e-01	3.803826144721401126e-01
1.676340731999999844e+04	2.789221060929418239e-01	3.804819687564206521e-01
1.675618426000000181e+04	2.719775220097067070e-01	3.805587691668860795e-01
1.674896765999999843e+04	2.651175341818390319e-01	3.806130623618783071e-01
1.674175750999999946e+04	2.583447570528734638e-01	3.806448990092863305e-01
1.673455380000000150e+04	2.516616336924066832e-01	3.806543336009472478e-01
1.672735651000000144e+04	2.450704284334314920e-01	3.806414243856364732e-01
1.672016563999999926e+04	2.385732563975233589e-01	3.806062333729450797e-01
1.671298118999999861e+04	2.321720667858965248e-01	3.805488264169848422e-01
1.670580313999999998e+04	2.258686278677667636e-01	3.804692729271673679e-01
1.669863148999999976e+04	2.196645652764397660e-01	3.803676461505688944e-01
1.669146621999999843e+04	2.135613297516644193e-01	3.802440226907091714e-01
1.668430732999999964e+04	2.075602347864053954e-01	3.800984830354364741e-01
1.667715481000000000e+04	2.016624339591392701e-01	3.799311110766371846e-01
