wavenumber	20°C	40°C	45°C	50°C
12919,7198	0,00233	0,0011	0,00303	0,00404
12915,52527	0,0023	9,27317E-4	0,0037	0,00398
12911,33361	0,00225	7,75297E-4	0,00448	0,00397
12907,1448	0,0022	6,52236E-4	0,00527	0,00398
12902,95885	0,00219	5,65572E-4	0,00593	0,00401
12898,77575	0,00224	5,21401E-4	0,00634	0,00406
12894,5955	0,00236	5,23975E-4	0,00646	0,00415
12890,41809	0,00256	5,75305E-4	0,00625	0,00431
12886,24353	0,00282	6,74895E-4	0,00577	0,00457
12882,0718	0,00309	8,19642E-4	0,0051	0,00492
12877,90291	0,00335	0,001	0,00435	0,00535
12873,73686	0,00356	0,00122	0,00363	0,00583
12869,57363	0,00369	0,00146	0,00304	0,00629
12865,41324	0,00375	0,00171	0,00262	0,00664
12861,25567	0,00373	0,00195	0,0024	0,00683
12857,10092	0,00366	0,00219	0,00238	0,0068
12852,94899	0,00357	0,0024	0,00251	0,00653
12848,79988	0,00349	0,00257	0,00272	0,00605
12844,65358	0,00343	0,00271	0,00297	0,00543
12840,51009	0,0034	0,0028	0,00318	0,00475
12836,36941	0,00339	0,00284	0,00329	0,00411
12832,23154	0,00341	0,00284	0,00329	0,0036
12828,09646	0,00342	0,00279	0,00313	0,00327
12823,96419	0,00344	0,00271	0,00282	0,00317
12819,83472	0,00344	0,0026	0,00238	0,00327
12815,70803	0,00344	0,00248	0,00184	0,00355
12811,58414	0,00344	0,00235	0,00127	0,00395
12807,46304	0,00345	0,00223	7,415E-4	0,00439
12803,34472	0,00346	0,00213	3,1372E-4	0,00482
12799,22919	0,00346	0,00206	5,31566E-5	0,0052
12795,11643	0,00345	0,00203	0	0,00549
12791,00645	0,00341	0,00205	1,64044E-4	0,00567
12786,89925	0,00333	0,00211	5,21176E-4	0,00575
12782,79481	0,00321	0,00222	0,00102	0,00573
12778,69315	0,00304	0,00238	0,00158	0,00564
12774,59425	0,00284	0,00257	0,00212	0,0055
12770,49811	0,00265	0,0028	0,00259	0,00532
12766,40474	0,00247	0,00304	0,00293	0,00513
12762,31412	0,00235	0,0033	0,00313	0,00496
12758,22625	0,0023	0,00355	0,00322	0,00481
12754,14114	0,00231	0,00378	0,00324	0,00471
12750,05878	0,00239	0,00399	0,00324	0,00464
12745,97916	0,00251	0,00416	0,00324	0,0046
12741,90229	0,00268	0,00428	0,00328	0,00457
12737,82815	0,00286	0,00435	0,00334	0,00453
12733,75676	0,00305	0,00436	0,00339	0,00447
12729,6881	0,00325	0,00432	0,0034	0,00437
12725,62217	0,00345	0,00422	0,00333	0,00425
12721,55897	0,00364	0,00408	0,00317	0,00412
12717,4985	0,00384	0,0039	0,00292	0,004
12713,44075	0,00401	0,00368	0,00264	0,00392
12709,38573	0,00415	0,00344	0,00237	0,00388
12705,33342	0,00425	0,0032	0,00218	0,00389
12701,28383	0,00428	0,00295	0,00213	0,00393
12697,23695	0,00425	0,00272	0,00225	0,00398
12693,19279	0,00415	0,0025	0,00252	0,00402
12689,15133	0,004	0,00232	0,00291	0,00403
12685,11257	0,00383	0,00216	0,00336	0,00401
12681,07652	0,00367	0,00205	0,00382	0,00397
12677,04317	0,00354	0,00197	0,0042	0,00392
12673,01251	0,00345	0,00193	0,00448	0,0039
12668,98455	0,0034	0,00193	0,00463	0,00392
12664,95928	0,00337	0,00196	0,00466	0,00399
12660,9367	0,00335	0,00202	0,00458	0,00409
12656,91681	0,00331	0,00209	0,00443	0,00419
12652,8996	0,00323	0,00218	0,00424	0,00424
12648,88507	0,0031	0,00227	0,00404	0,0042
12644,87322	0,00294	0,00235	0,00384	0,00406
12640,86404	0,00276	0,00242	0,00367	0,00382
12636,85754	0,0026	0,00248	0,00352	0,0035
12632,85371	0,00247	0,0025	0,00342	0,00318
12628,85254	0,00241	0,0025	0,00337	0,00292
12624,85404	0,00241	0,00247	0,00338	0,00278
12620,8582	0,00246	0,0024	0,00344	0,0028
12616,86503	0,00256	0,00229	0,00356	0,00299
12612,8745	0,00266	0,00216	0,00371	0,00331
12608,88664	0,00275	0,002	0,00386	0,0037
12604,90142	0,00279	0,00181	0,00399	0,00407
12600,91885	0,00278	0,0016	0,00407	0,00433
12596,93893	0,0027	0,00138	0,0041	0,00441
12592,96166	0,00257	0,00116	0,0041	0,00427
12588,98702	0,00238	9,3151E-4	0,00408	0,0039
12585,01502	0,00216	7,16915E-4	0,0041	0,00336
12581,04566	0,0019	5,19252E-4	0,00418	0,00269
12577,07893	0,00162	3,45549E-4	0,00433	0,00198
12573,11483	0,00132	2,02102E-4	0,00456	0,00131
12569,15336	0,00103	9,42134E-5	0,00481	7,42671E-4
12565,19452	7,59068E-4	2,59603E-5	0,00502	3,24438E-4
12561,2383	5,44083E-4	0	0,00511	7,63487E-5
12557,2847	4,13419E-4	1,74259E-5	0,00502	0
12553,33371	3,93776E-4	7,76805E-5	0,00472	8,25165E-5
12549,38534	4,99377E-4	1,78532E-4	0,00421	3,03255E-4
12545,43959	7,2469E-4	3,16123E-4	0,00356	6,39572E-4
12541,49644	0,00104	4,85082E-4	0,00285	0,00107
12537,5559	0,0014	6,7872E-4	0,00219	0,00158
12533,61796	0,00172	8,89273E-4	0,0017	0,00215
12529,68263	0,00196	0,00111	0,00143	0,00276
12525,7499	0,00204	0,00133	0,00141	0,0034
12521,81976	0,00194	0,00154	0,0016	0,00404
12517,89222	0,00167	0,00173	0,00193	0,00467
12513,96727	0,00126	0,00189	0,00232	0,00523
12510,04491	7,82804E-4	0,00202	0,00265	0,00571
12506,12513	3,3552E-4	0,00212	0,00288	0,00606
12502,20794	0	0,00217	0,00297	0,00624
