wavenumber	20°C	40°C	45°C	50°C
15684,41845	0,18643	0,19712	0,20335	0,20518
15678,1278	0,18519	0,19542	0,201	0,20356
15671,84239	0,18396	0,1937	0,1988	0,20202
15665,56223	0,18272	0,19197	0,19681	0,20053
15659,28731	0,18144	0,19024	0,19505	0,19908
15653,01761	0,18008	0,18853	0,19347	0,19766
15646,75313	0,17859	0,18683	0,19194	0,1963
15640,49387	0,17695	0,18516	0,19034	0,19502
15634,23982	0,17515	0,18352	0,18855	0,19383
15627,99097	0,17322	0,18192	0,18652	0,19269
15621,74731	0,1712	0,18037	0,18427	0,19156
15615,50885	0,16916	0,17887	0,18189	0,19035
15609,27556	0,16717	0,17743	0,17955	0,18897
15603,04746	0,1653	0,17604	0,17742	0,18737
15596,82452	0,16359	0,17471	0,17562	0,18553
15590,60675	0,16205	0,17342	0,17424	0,18348
15584,39413	0,16064	0,17218	0,17326	0,1813
15578,18667	0,15933	0,17096	0,17259	0,17912
15571,98435	0,15804	0,16977	0,17204	0,17707
15565,78716	0,1567	0,16858	0,17143	0,17527
15559,59511	0,15525	0,16739	0,1706	0,17379
15553,40818	0,15366	0,16619	0,16943	0,17263
15547,22637	0,15195	0,16497	0,16791	0,17175
15541,04968	0,15014	0,16371	0,16612	0,17105
15534,87809	0,1483	0,16242	0,1642	0,17041
15528,7116	0,14649	0,16108	0,16232	0,16972
15522,5502	0,14479	0,15969	0,16065	0,16892
15516,39389	0,14322	0,15826	0,15928	0,16796
15510,24266	0,14182	0,15679	0,15824	0,16688
15504,09651	0,14055	0,15528	0,15747	0,16572
15497,95542	0,13938	0,15374	0,15685	0,16453
15491,8194	0,13825	0,15217	0,15622	0,16335
15485,68843	0,13712	0,1506	0,15542	0,16219
15479,56251	0,13594	0,14902	0,15434	0,16102
15473,44164	0,13471	0,14745	0,15294	0,15977
15467,3258	0,13342	0,1459	0,15123	0,15838
15461,21499	0,13211	0,14437	0,14929	0,15679
15455,10921	0,13081	0,14288	0,14723	0,15499
15449,00845	0,12955	0,14143	0,14518	0,153
15442,91269	0,12836	0,14001	0,14322	0,15091
15436,82195	0,12722	0,13865	0,14141	0,1488
15430,7362	0,12612	0,13732	0,13976	0,14679
15424,65545	0,12502	0,13604	0,13824	0,14495
15418,57969	0,12389	0,13479	0,13681	0,14331
15412,5089	0,12271	0,13358	0,1354	0,14185
15406,4431	0,12146	0,1324	0,13399	0,1405
15400,38226	0,12016	0,13124	0,13254	0,13916
15394,32638	0,11885	0,1301	0,13107	0,13774
15388,27547	0,11756	0,12897	0,1296	0,13615
15382,2295	0,11634	0,12785	0,12818	0,13439
15376,18848	0,11521	0,12673	0,12685	0,1325
15370,1524	0,11419	0,12561	0,12564	0,13059
15364,12125	0,11327	0,12449	0,12456	0,12878
15358,09503	0,1124	0,12337	0,12363	0,1272
15352,07373	0,11155	0,12224	0,12281	0,12596
15346,05734	0,11068	0,12111	0,12208	0,12508
15340,04586	0,10975	0,11997	0,12141	0,12454
15334,03929	0,10877	0,11883	0,12074	0,12424
15328,03761	0,10773	0,11768	0,12003	0,12403
15322,04082	0,10665	0,11653	0,11923	0,12376
15316,04892	0,10555	0,11538	0,11831	0,1233
15310,06189	0,10443	0,11422	0,11723	0,12255
15304,07974	0,10327	0,11306	0,11598	0,12146
15298,10246	0,10205	0,1119	0,11458	0,12007
15292,13004	0,10073	0,11073	0,11305	0,11842
15286,16247	0,09928	0,10956	0,11143	0,11661
15280,19975	0,09767	0,10838	0,10978	0,11472
15274,24188	0,09593	0,10719	0,10815	0,11282
15268,28884	0,09408	0,106	0,10659	0,11095
15262,34064	0,09222	0,1048	0,10511	0,10914
15256,39726	0,09045	0,10359	0,10372	0,1074
15250,4587	0,08886	0,10237	0,10241	0,10575
15244,52495	0,08755	0,10116	0,10117	0,10421
15238,59601	0,08657	0,09994	0,09997	0,10283
15232,67188	0,08591	0,09873	0,09881	0,10165
15226,75254	0,08552	0,09752	0,09772	0,10074
15220,83799	0,08532	0,09633	0,09673	0,10011
15214,92823	0,08519	0,09516	0,09587	0,09977
15209,02324	0,08501	0,094	0,09519	0,09966
15203,12303	0,08468	0,09287	0,0947	0,09969
15197,22759	0,08414	0,09177	0,09438	0,09973
15191,33691	0,08337	0,09069	0,0942	0,09966
15185,45098	0,08239	0,08965	0,09407	0,09937
15179,56981	0,08125	0,08863	0,0939	0,09879
15173,69338	0,08004	0,08763	0,09359	0,09789
15167,82168	0,07883	0,08666	0,09308	0,09673
15161,95472	0,07768	0,08571	0,09233	0,09539
15156,09249	0,07665	0,08477	0,09135	0,09396
15150,23498	0,07574	0,08384	0,09017	0,09256
15144,38219	0,07497	0,08291	0,08888	0,09125
15138,5341	0,07431	0,08198	0,08753	0,09006
15132,69072	0,07371	0,08105	0,08621	0,089
15126,85204	0,07315	0,0801	0,08494	0,08802
15121,01806	0,07258	0,07915	0,08375	0,08707
15115,18876	0,07198	0,07819	0,08263	0,0861
15109,36414	0,07132	0,07721	0,08154	0,08507
15103,5442	0,0706	0,07624	0,08049	0,08398
15097,72893	0,06982	0,07527	0,07946	0,08285
15091,91832	0,06899	0,0743	0,07848	0,08173
15086,11238	0,06814	0,07335	0,07759	0,08066
15080,31108	0,06731	0,07242	0,07685	0,07967
15074,51444	0,06652	0,07152	0,07629	0,0788
15068,72244	0,06581	0,07066	0,07594	0,07805
15062,93507	0,06521	0,06984	0,07578	0,07739
15057,15234	0,06472	0,06907	0,07575	0,07681
15051,37423	0,06431	0,06835	0,07574	0,07628
15045,60075	0,06396	0,06768	0,07565	0,07578
15039,83188	0,06361	0,06706	0,07537	0,07532
15034,06761	0,06319	0,06649	0,07482	0,07488
15028,30796	0,06265	0,06596	0,07397	0,07448
15022,5529	0,06194	0,06547	0,07282	0,0741
15016,80243	0,06107	0,065	0,07146	0,07373
15011,05655	0,06004	0,06455	0,06998	0,07333
15005,31525	0,05891	0,06412	0,06851	0,07286
14999,57853	0,05777	0,06368	0,06717	0,07228
14993,84638	0,05668	0,06324	0,06603	0,07157
14988,1188	0,05574	0,06279	0,06514	0,07072
14982,39578	0,055	0,06232	0,06449	0,06976
14976,67731	0,05448	0,06184	0,06404	0,06874
14970,96339	0,05417	0,06133	0,06372	0,06772
14965,25401	0,054	0,06081	0,06345	0,06675
14959,54917	0,05391	0,06027	0,06316	0,06588
14953,84887	0,0538	0,05972	0,06278	0,06513
14948,15309	0,05359	0,05918	0,06229	0,06449
14942,46183	0,05323	0,05863	0,0617	0,06394
14936,7751	0,05269	0,0581	0,06103	0,06342
14931,09287	0,05199	0,05758	0,06031	0,0629
14925,41515	0,05117	0,05709	0,05958	0,06235
14919,74193	0,0503	0,05662	0,05888	0,06174
14914,0732	0,04946	0,05618	0,05823	0,06109
14908,40897	0,04871	0,05576	0,05764	0,0604
14902,74922	0,0481	0,05536	0,0571	0,05972
14897,09395	0,04765	0,05497	0,05659	0,05905
14891,44315	0,04735	0,0546	0,05609	0,05842
14885,79683	0,04717	0,05422	0,05558	0,05783
14880,15496	0,04706	0,05383	0,05505	0,05727
14874,51756	0,04696	0,05343	0,05449	0,05674
14868,88461	0,04684	0,05299	0,05391	0,05622
14863,2561	0,04665	0,05252	0,05334	0,05571
14857,63204	0,04639	0,05201	0,05278	0,05522
14852,01241	0,04607	0,05145	0,05228	0,05475
14846,39722	0,0457	0,05084	0,05183	0,0543
14840,78645	0,04531	0,05019	0,05145	0,05387
14835,18011	0,0449	0,04949	0,05113	0,05343
14829,57818	0,04448	0,04876	0,05084	0,05295
14823,98066	0,04404	0,04801	0,05057	0,05239
14818,38755	0,04356	0,04725	0,05029	0,05172
14812,79884	0,04301	0,04649	0,04996	0,05092
14807,21452	0,04237	0,04575	0,04958	0,05001
14801,6346	0,04164	0,04503	0,04914	0,04901
14796,05906	0,04083	0,04436	0,04866	0,048
14790,4879	0,03997	0,04374	0,04814	0,04704
14784,92111	0,0391	0,04318	0,04761	0,0462
14779,3587	0,03829	0,0427	0,04708	0,04554
14773,80065	0,03759	0,04228	0,04656	0,04506
14768,24695	0,03704	0,04194	0,04605	0,04476
14762,69762	0,03665	0,04166	0,04552	0,04458
14757,15263	0,03643	0,04145	0,04497	0,04446
14751,61198	0,03636	0,0413	0,04438	0,04433
14746,07568	0,03638	0,04119	0,04373	0,04414
14740,54371	0,03646	0,04111	0,04305	0,04387
14735,01606	0,03654	0,04105	0,04234	0,04353
14729,49275	0,03657	0,041	0,04166	0,04317
14723,97375	0,03654	0,04095	0,04103	0,04284
14718,45906	0,03644	0,04088	0,04051	0,04261
14712,94868	0,03628	0,04078	0,0401	0,04252
14707,44261	0,03607	0,04065	0,03983	0,04259
14701,94083	0,03582	0,04048	0,03968	0,0428
14696,44335	0,03556	0,04026	0,03962	0,04313
14690,95015	0,03529	0,04001	0,03962	0,04352
14685,46124	0,03502	0,03971	0,03962	0,0439
14679,97661	0,03473	0,03938	0,0396	0,04424
14674,49625	0,03442	0,03901	0,03952	0,04449
14669,02016	0,03407	0,03861	0,03937	0,04463
14663,54834	0,03368	0,0382	0,03915	0,04467
14658,08077	0,03326	0,03777	0,03886	0,04462
14652,61745	0,03281	0,03733	0,03852	0,04448
14647,15839	0,03234	0,0369	0,03813	0,04425
14641,70356	0,03188	0,03647	0,03772	0,04393
14636,25298	0,03146	0,03605	0,03728	0,0435
14630,80663	0,03108	0,03565	0,03682	0,04296
14625,36451	0,03076	0,03527	0,03633	0,0423
14619,92661	0,03052	0,03491	0,03583	0,04153
14614,49293	0,03036	0,03458	0,03531	0,04067
14609,06347	0,03028	0,03426	0,03479	0,03978
14603,63821	0,03028	0,03397	0,03426	0,03889
14598,21716	0,03034	0,03369	0,03374	0,03805
14592,80031	0,03045	0,03343	0,03323	0,03731
14587,38766	0,0306	0,03319	0,03274	0,03667
14581,97919	0,03076	0,03296	0,03227	0,03615
14576,57491	0,0309	0,03274	0,03182	0,0357
14571,17481	0,031	0,03252	0,03141	0,0353
14565,77888	0,03103	0,03231	0,03103	0,0349
14560,38712	0,03097	0,03209	0,0307	0,03448
14554,99953	0,03081	0,03188	0,03042	0,03401
14549,6161	0,03053	0,03165	0,0302	0,03349
14544,23683	0,03015	0,03143	0,03005	0,03295
14538,8617	0,02969	0,03119	0,02994	0,03242
14533,49073	0,02918	0,03094	0,02986	0,03193
14528,12389	0,02865	0,03069	0,0298	0,03152
14522,76119	0,02816	0,03042	0,02973	0,03121
14517,40262	0,02773	0,03015	0,02964	0,03099
14512,04818	0,02739	0,02986	0,02951	0,03085
14506,69787	0,02716	0,02957	0,02935	0,03076
14501,35167	0,02702	0,02928	0,02916	0,03068
14496,00958	0,02696	0,02899	0,02897	0,03057
14490,6716	0,02694	0,02869	0,02878	0,0304
14485,33773	0,02693	0,0284	0,02861	0,03015
14480,00795	0,02688	0,02812	0,02846	0,02983
14474,68227	0,02676	0,02785	0,02835	0,02944
14469,36067	0,02653	0,0276	0,02825	0,02902
14464,04317	0,0262	0,02736	0,02819	0,0286
14458,72974	0,02577	0,02714	0,02814	0,02821
14453,42038	0,02525	0,02694	0,02811	0,02788
14448,1151	0,02468	0,02676	0,0281	0,02763
14442,81388	0,0241	0,02659	0,02812	0,02746
14437,51673	0,02355	0,02645	0,02814	0,02736
14432,22363	0,02307	0,02632	0,02815	0,02733
14426,93458	0,02268	0,02621	0,02813	0,02733
14421,64958	0,02241	0,0261	0,02805	0,02736
14416,36862	0,02226	0,026	0,02788	0,02739
14411,0917	0,02223	0,02589	0,0276	0,02742
14405,81881	0,0223	0,02578	0,02722	0,02743
14400,54996	0,02244	0,02567	0,02675	0,02745
14395,28512	0,02262	0,02554	0,02624	0,02746
14390,02431	0,02281	0,02539	0,02575	0,0275
14384,76751	0,02297	0,02523	0,02534	0,02757
14379,51472	0,02307	0,02505	0,02505	0,02766
14374,26594	0,02308	0,02484	0,02491	0,02779
14369,02115	0,023	0,02462	0,02492	0,02791
14363,78037	0,02282	0,02438	0,02505	0,02802
14358,54358	0,02254	0,02412	0,02523	0,02805
14353,31077	0,0222	0,02385	0,02539	0,02798
14348,08195	0,02181	0,02357	0,02546	0,02775
14342,8571	0,02141	0,02328	0,02539	0,02736
14337,63623	0,02102	0,02299	0,02514	0,02679
14332,41933	0,02065	0,0227	0,02473	0,02607
14327,20639	0,02032	0,02241	0,02418	0,02524
14321,99742	0,02004	0,02213	0,02354	0,02437
14316,79239	0,01979	0,02186	0,02285	0,02352
14311,59133	0,01955	0,0216	0,02219	0,02278
14306,3942	0,01933	0,02135	0,02159	0,02221
14301,20102	0,0191	0,02112	0,02109	0,02183
14296,01178	0,01886	0,02089	0,02069	0,02165
14290,82647	0,01862	0,02068	0,02042	0,02164
14285,64509	0,01839	0,02048	0,02028	0,02176
14280,46764	0,01818	0,02029	0,02026	0,02192
14275,2941	0,018	0,02011	0,02036	0,02204
14270,12448	0,01787	0,01994	0,02058	0,02206
14264,95877	0,01779	0,01978	0,02091	0,02193
14259,79697	0,01775	0,01962	0,02132	0,02165
14254,63907	0,01774	0,01946	0,02177	0,02123
14249,48507	0,01775	0,01931	0,02222	0,02073
14244,33496	0,01774	0,01917	0,02262	0,02025
14239,18874	0,0177	0,01902	0,02291	0,01986
14234,0464	0,01761	0,01888	0,02305	0,01967
14228,90795	0,01748	0,01873	0,02303	0,01973
14223,77337	0,01731	0,01858	0,02283	0,02006
14218,64266	0,01712	0,01844	0,02247	0,02066
14213,51582	0,01693	0,01829	0,022	0,02145
14208,39284	0,01678	0,01813	0,02144	0,02232
14203,27372	0,01669	0,01797	0,02087	0,02317
14198,15846	0,01666	0,0178	0,02032	0,02387
14193,04704	0,01671	0,01763	0,01983	0,0243
14187,93947	0,01681	0,01744	0,01943	0,02442
14182,83574	0,01694	0,01725	0,01911	0,0242
14177,73585	0,01705	0,01705	0,01886	0,02368
14172,63979	0,01711	0,01685	0,01866	0,02296
14167,54756	0,01708	0,01663	0,01845	0,02215
14162,45915	0,01692	0,01641	0,01821	0,02136
14157,37456	0,01665	0,01619	0,01788	0,02072
14152,29379	0,01627	0,01597	0,01745	0,02029
14147,21682	0,01582	0,01576	0,01691	0,02009
14142,14367	0,01535	0,01554	0,01629	0,02012
14137,07431	0,01492	0,01534	0,01563	0,02031
14132,00876	0,01459	0,01516	0,01498	0,02058
14126,94699	0,01438	0,01499	0,01442	0,02084
14121,88902	0,01432	0,01483	0,01401	0,02102
14116,83483	0,0144	0,0147	0,0138	0,02109
14111,78443	0,0146	0,01459	0,01379	0,02103
14106,7378	0,01487	0,01451	0,01397	0,02085
14101,69494	0,01517	0,01444	0,0143	0,02059
14096,65585	0,01543	0,0144	0,01469	0,02029
14091,62053	0,01563	0,01438	0,01508	0,01999
14086,58896	0,01574	0,01438	0,01539	0,01968
14081,56116	0,01575	0,01438	0,01557	0,01937
14076,5371	0,01568	0,0144	0,01559	0,01904
14071,51679	0,01553	0,01443	0,01547	0,01868
14066,50022	0,01533	0,01445	0,01525	0,01828
14061,48739	0,0151	0,01447	0,01498	0,01784
14056,4783	0,01485	0,01448	0,01471	0,0174
14051,47294	0,0146	0,01448	0,01449	0,017
14046,4713	0,01435	0,01447	0,01436	0,01668
14041,47339	0,01409	0,01443	0,01433	0,01648
14036,47919	0,01383	0,01438	0,01438	0,01641
14031,48871	0,01356	0,0143	0,01451	0,01645
14026,50194	0,01328	0,01419	0,0147	0,01657
14021,51887	0,01298	0,01406	0,01492	0,0167
14016,53951	0,01266	0,01391	0,01519	0,01678
14011,56384	0,01231	0,01373	0,01547	0,01678
14006,59187	0,01193	0,01352	0,01577	0,01666
14001,62359	0,01153	0,0133	0,01606	0,01646
13996,65899	0,01111	0,01306	0,0163	0,01623
13991,69807	0,0107	0,01281	0,01642	0,01604
13986,74083	0,01033	0,01254	0,01638	0,01596
13981,78726	0,01004	0,01226	0,01611	0,01607
13976,83736	0,00984	0,01198	0,01557	0,01637
13971,89113	0,00979	0,0117	0,01475	0,01684
13966,94856	0,00989	0,01142	0,01368	0,01743
13962,00964	0,01014	0,01115	0,01245	0,01802
13957,07438	0,01051	0,01088	0,01116	0,0185
13952,14276	0,01095	0,01064	0,00996	0,01877
13947,21479	0,01139	0,01041	0,00898	0,01877
13942,29046	0,01178	0,0102	0,00834	0,01845
13937,36977	0,01204	0,01001	0,00813	0,01787
13932,4527	0,01213	0,00985	0,00838	0,01709
13927,53927	0,01204	0,00971	0,00906	0,01622
13922,62946	0,01177	0,0096	0,0101	0,01538
13917,72328	0,01138	0,00952	0,01138	0,01467
13912,8207	0,01092	0,00946	0,01276	0,01416
13907,92174	0,01047	0,00943	0,01408	0,01388
13903,02639	0,01011	0,00943	0,0152	0,01381
13898,13465	0,00987	0,00944	0,01602	0,01389
13893,2465	0,0098	0,00947	0,01647	0,01405
13888,36195	0,00986	0,00951	0,01654	0,01421
13883,481	0,01004	0,00956	0,01625	0,01432
13878,60363	0,01027	0,00961	0,01568	0,01434
13873,72985	0,01048	0,00966	0,01495	0,0143
13868,85964	0,0106	0,0097	0,01415	0,01423
13863,99302	0,0106	0,00973	0,01341	0,01417
13859,12996	0,01045	0,00975	0,01281	0,01419
13854,27048	0,01016	0,00974	0,01237	0,01431
13849,41456	0,00979	0,00971	0,01212	0,01454
13844,5622	0,00939	0,00966	0,01199	0,01484
13839,7134	0,00903	0,00958	0,01193	0,01514
13834,86816	0,00875	0,00948	0,01186	0,01537
13830,02646	0,00859	0,00935	0,01172	0,01543
13825,1883	0,00856	0,00921	0,01147	0,01529
13820,35369	0,00862	0,00905	0,01111	0,01491
13815,52262	0,00874	0,00888	0,01069	0,01434
13810,69508	0,00884	0,00871	0,01026	0,01364
13805,87107	0,00889	0,00853	0,00991	0,01293
13801,05059	0,00882	0,00836	0,00971	0,01231
13796,23363	0,00865	0,0082	0,0097	0,01187
13791,42018	0,00838	0,00806	0,00989	0,01167
13786,61026	0,00805	0,00794	0,01024	0,01172
13781,80384	0,00773	0,00784	0,01068	0,01196
13777,00093	0,00747	0,00777	0,01109	0,01231
13772,20152	0,00733	0,00773	0,01139	0,01265
13767,40561	0,00732	0,00772	0,01149	0,01286
13762,6132	0,00744	0,00774	0,01134	0,01287
13757,82428	0,00766	0,00778	0,01094	0,01263
13753,03884	0,00793	0,00785	0,01031	0,01214
13748,25689	0,00819	0,00793	0,00954	0,01146
13743,47842	0,00838	0,00803	0,0087	0,01067
13738,70343	0,00847	0,00813	0,00789	0,00987
13733,93191	0,00846	0,00824	0,0072	0,00915
13729,16386	0,00836	0,00833	0,00668	0,00857
13724,39927	0,0082	0,00842	0,00636	0,00818
13719,63814	0,00804	0,00848	0,00624	0,00798
13714,88048	0,00792	0,00853	0,00631	0,00794
13710,12626	0,00786	0,00854	0,00651	0,00802
13705,3755	0,00788	0,00853	0,00681	0,00818
13700,62818	0,00798	0,00848	0,00715	0,00839
13695,8843	0,00812	0,00841	0,0075	0,00862
13691,14387	0,00827	0,0083	0,00782	0,00884
13686,40686	0,00839	0,00816	0,00809	0,00906
13681,67329	0,00844	0,008	0,00833	0,00927
13676,94315	0,0084	0,00782	0,00853	0,00946
13672,21643	0,00826	0,00762	0,00872	0,00962
13667,49313	0,00805	0,00742	0,00892	0,00973
13662,77325	0,00777	0,0072	0,00914	0,00979
13658,05678	0,00748	0,00699	0,0094	0,00978
13653,34372	0,0072	0,00678	0,00969	0,0097
13648,63406	0,00696	0,00659	0,00999	0,00958
13643,92781	0,00679	0,0064	0,01027	0,00943
13639,22495	0,00669	0,00624	0,01051	0,00929
13634,52549	0,00666	0,00609	0,01067	0,0092
13629,82942	0,00667	0,00597	0,01072	0,00918
13625,13673	0,00669	0,00587	0,01064	0,00924
13620,44743	0,0067	0,00579	0,01042	0,00937
13615,76151	0,00666	0,00573	0,01008	0,00955
13611,07897	0,00656	0,00569	0,00963	0,00974
13606,39979	0,00637	0,00566	0,00908	0,00989
13601,72399	0,00612	0,00565	0,00845	0,00995
13597,05155	0,00582	0,00566	0,00777	0,0099
13592,38247	0,00551	0,00567	0,00705	0,00973
13587,71675	0,00522	0,00569	0,00633	0,00944
13583,05439	0,005	0,00572	0,00564	0,00906
13578,39537	0,00488	0,00575	0,00502	0,00865
13573,7397	0,00486	0,00579	0,00452	0,00826
13569,08738	0,00493	0,00582	0,00419	0,00793
13564,4384	0,00506	0,00586	0,00407	0,00772
13559,79275	0,00521	0,00589	0,00417	0,00762
13555,15043	0,00534	0,00592	0,00449	0,00765
13550,51145	0,0054	0,00595	0,00498	0,00777
13545,87578	0,00538	0,00597	0,00559	0,00795
13541,24345	0,00527	0,00599	0,00623	0,00814
13536,61442	0,00509	0,006	0,00682	0,0083
13531,98872	0,0049	0,00601	0,00728	0,00842
13527,36632	0,00474	0,00601	0,00759	0,00848
13522,74724	0,00468	0,00601	0,00772	0,00849
13518,13145	0,00473	0,00599	0,00772	0,00848
13513,51897	0,00493	0,00597	0,00765	0,00846
13508,90979	0,00525	0,00594	0,00757	0,00845
13504,3039	0,00566	0,0059	0,00755	0,00846
13499,70129	0,0061	0,00585	0,00761	0,00848
13495,10198	0,00648	0,00578	0,00776	0,00846
13490,50595	0,00676	0,00571	0,00796	0,0084
13485,9132	0,00688	0,00563	0,00816	0,00826
13481,32372	0,00681	0,00553	0,00827	0,00803
13476,73752	0,00656	0,00542	0,00826	0,00772
13472,15458	0,00614	0,00531	0,00807	0,00736
13467,57491	0,00563	0,00518	0,00771	0,007
13462,9985	0,00506	0,00505	0,00722	0,00668
13458,42535	0,00452	0,00492	0,00666	0,00644
13453,85546	0,00405	0,00478	0,00612	0,0063
13449,28882	0,0037	0,00463	0,00566	0,00624
13444,72542	0,00351	0,00449	0,00534	0,00625
13440,16528	0,00347	0,00435	0,00519	0,00627
13435,60837	0,00358	0,00421	0,00519	0,00626
13431,0547	0,00383	0,00407	0,00532	0,0062
13426,50426	0,00417	0,00394	0,00552	0,00609
13421,95706	0,00456	0,00382	0,00575	0,00595
13417,41308	0,00497	0,00372	0,00597	0,00581
13412,87233	0,00533	0,00362	0,00616	0,00575
13408,33479	0,00561	0,00354	0,00632	0,00578
13403,80048	0,00578	0,00348	0,00646	0,00594
13399,26937	0,00579	0,00343	0,0066	0,0062
13394,74148	0,00565	0,0034	0,00676	0,00652
13390,2168	0,00537	0,00338	0,00692	0,00683
13385,69532	0,00498	0,00339	0,00708	0,00705
13381,17704	0,00452	0,0034	0,00721	0,00714
13376,66195	0,00406	0,00344	0,00729	0,00707
13372,15006	0,00365	0,00349	0,00728	0,00689
13367,64136	0,00335	0,00354	0,00716	0,00665
13363,13585	0,00318	0,00361	0,00694	0,00645
13358,63352	0,00313	0,00368	0,00665	0,0064
13354,13436	0,00319	0,00375	0,0063	0,00654
13349,63839	0,00329	0,00383	0,00595	0,00693
13345,14559	0,00337	0,00389	0,00565	0,00752
13340,65596	0,00338	0,00396	0,00543	0,00823
13336,16949	0,00326	0,00401	0,0053	0,00896
13331,68619	0,003	0,00406	0,00527	0,00958
13327,20605	0,00262	0,00409	0,00531	0,00999
13322,72906	0,00218	0,00412	0,00538	0,01012
13318,25523	0,00173	0,00414	0,00545	0,00997
13313,78455	0,00138	0,00415	0,00545	0,00958
13309,31701	0,00119	0,00416	0,00537	0,00902
13304,85262	0,00121	0,00417	0,00518	0,00841
13300,39136	0,00145	0,00418	0,00488	0,00784
13295,93325	0,00188	0,0042	0,0045	0,00737
13291,47826	0,00245	0,00422	0,00406	0,00704
13287,02641	0,00306	0,00426	0,00362	0,00685
13282,57768	0,00364	0,0043	0,00322	0,00675
13278,13208	0,00412	0,00436	0,00293	0,0067
13273,6896	0,00445	0,00443	0,00276	0,00664
13269,25023	0,00462	0,0045	0,00276	0,00653
13264,81398	0,00464	0,00458	0,00293	0,00636
13260,38083	0,00456	0,00467	0,00327	0,00613
13255,9508	0,00442	0,00475	0,00373	0,00586
13251,52386	0,00426	0,00482	0,00429	0,0056
13247,10003	0,00411	0,00488	0,00488	0,00536
13242,6793	0,00398	0,00491	0,00546	0,00517
13238,26166	0,00387	0,00493	0,00595	0,00505
13233,84711	0,00374	0,00492	0,00631	0,00498
13229,43565	0,0036	0,00487	0,0065	0,00498
13225,02727	0,00343	0,0048	0,00649	0,00505
13220,62197	0,00322	0,0047	0,00627	0,00518
13216,21975	0,00299	0,00457	0,00587	0,00539
13211,82061	0,00278	0,00442	0,00533	0,00569
13207,42453	0,00261	0,00424	0,00469	0,00607
13203,03153	0,00251	0,00406	0,00405	0,00653
13198,64159	0,00249	0,00387	0,00345	0,00707
13194,25471	0,00255	0,00369	0,00299	0,00764
13189,87089	0,00267	0,00351	0,00269	0,00821
13185,49013	0,00281	0,00335	0,0026	0,00875
13181,11241	0,00295	0,00321	0,00271	0,0092
13176,73775	0,00303	0,0031	0,00299	0,00955
13172,36613	0,00304	0,00302	0,0034	0,00977
13167,99756	0,00297	0,00296	0,00387	0,00986
13163,63202	0,00282	0,00294	0,00434	0,00983
13159,26952	0,00262	0,00294	0,00475	0,00969
13154,91006	0,00241	0,00297	0,00506	0,00947
13150,55362	0,00223	0,00301	0,00526	0,00918
13146,20021	0,00214	0,00306	0,00534	0,00885
13141,84983	0,00214	0,00311	0,00533	0,00852
13137,50246	0,00226	0,00317	0,00526	0,0082
13133,15812	0,00248	0,00321	0,00515	0,00793
13128,81678	0,00277	0,00324	0,00503	0,00774
13124,47846	0,00309	0,00325	0,00492	0,00765
13120,14315	0,00337	0,00324	0,0048	0,00765
13115,81084	0,00357	0,00322	0,00468	0,00774
13111,48153	0,00365	0,00317	0,00456	0,00786
13107,15522	0,00358	0,00311	0,00442	0,00797
13102,83191	0,00339	0,00304	0,0043	0,00797
13098,51159	0,00309	0,00296	0,00419	0,00782
13094,19426	0,00275	0,00288	0,00415	0,00747
13089,87991	0,00244	0,0028	0,0042	0,0069
13085,56855	0,00222	0,00274	0,00437	0,00617
13081,26017	0,00215	0,0027	0,00466	0,00535
13076,95476	0,00226	0,00267	0,00507	0,00455
13072,65233	0,00253	0,00266	0,00555	0,0039
13068,35287	0,00294	0,00268	0,00605	0,0035
13064,05638	0,00341	0,00272	0,00649	0,00343
13059,76285	0,00388	0,00278	0,0068	0,0037
13055,47228	0,00426	0,00285	0,00695	0,00426
13051,18468	0,00452	0,00293	0,00691	0,00503
13046,90002	0,00461	0,00302	0,00669	0,00588
13042,61833	0,00455	0,00311	0,00635	0,00666
13038,33958	0,00436	0,00319	0,00595	0,00727
13034,06377	0,00411	0,00326	0,00557	0,00763
13029,79091	0,00384	0,00332	0,00528	0,00771
13025,52099	0,00362	0,00336	0,00513	0,00753
13021,25401	0,00348	0,00338	0,00513	0,00717
13016,98996	0,00344	0,00338	0,00524	0,00671
13012,72884	0,0035	0,00336	0,00542	0,00624
13008,47065	0,00361	0,00332	0,00559	0,00584
13004,21539	0,00376	0,00327	0,0057	0,00554
12999,96305	0,00388	0,00321	0,00569	0,00536
12995,71362	0,00394	0,00315	0,00556	0,0053
12991,46712	0,00392	0,00308	0,00531	0,00531
12987,22352	0,00381	0,00301	0,00501	0,00537
12982,98284	0,00361	0,00294	0,00471	0,00546
12978,74507	0,00333	0,00287	0,00447	0,00555
12974,51019	0,00301	0,0028	0,00433	0,00563
12970,27822	0,00267	0,00273	0,00429	0,00569
12966,04915	0,00234	0,00266	0,00433	0,00574
12961,82297	0,00205	0,00258	0,00438	0,00575
12957,59969	0,00183	0,0025	0,00439	0,00572
12953,3793	0,0017	0,0024	0,00429	0,00563
12949,16179	0,00165	0,00228	0,00405	0,00549
12944,94716	0,00169	0,00215	0,00369	0,00529
12940,73542	0,00179	0,002	0,00325	0,00504
12936,52655	0,00193	0,00184	0,00283	0,00478
12932,32056	0,00209	0,00166	0,00253	0,00452
12928,11744	0,00222	0,00147	0,00243	0,00431
12923,91718	0,0023	0,00129	0,0026	0,00414
