Wavenumber	20°C	40°C	45°C	50°C
1.929615587999999843e+04	4.486539404398685003e-03	8.369453400707178164e-03	9.288918908675473582e-03	1.097989893650180328e-02
1.928649198999999862e+04	4.631723500988476315e-03	8.613277399941797474e-03	9.552457830587959831e-03	1.128104393134431692e-02
1.927683809000000110e+04	4.780892385265206150e-03	8.862987789370920313e-03	9.822159506092595360e-03	1.158894010687426882e-02
1.926719414999999935e+04	4.934131889701953190e-03	9.118690188188135690e-03	1.009812960863750060e-02	1.190369586489305360e-02
1.925756017000000065e+04	5.091528550199965128e-03	9.380490374169521764e-03	1.038047379959590455e-02	1.222541930205217793e-02
1.924793612999999823e+04	5.253170395503888902e-03	9.648495588365618367e-03	1.066929913562391849e-02	1.255421981031955812e-02
1.923832200999999986e+04	5.419146649792825135e-03	9.922814021084745348e-03	1.096471351194714706e-02	1.289020743525081357e-02
1.922871779999999853e+04	5.589547561153618629e-03	1.020355451415811202e-02	1.126682534068464657e-02	1.323349250433581911e-02
1.921912349000000177e+04	5.764464571156135801e-03	1.049082682757029698e-02	1.157574383716807563e-02	1.358418594680870992e-02
1.920953904999999941e+04	5.943990704314977558e-03	1.078474225985728667e-02	1.189157968496722811e-02	1.394240004046027118e-02
1.919996446999999898e+04	6.128219850944620177e-03	1.108541245293975450e-02	1.221444374910961653e-02	1.430824694310582276e-02
1.919039975000000049e+04	6.317246929933976497e-03	1.139294964790364510e-02	1.254444735110244249e-02	1.468183899884895234e-02
1.918084485000000132e+04	6.511168905073403713e-03	1.170746831738295538e-02	1.288170401827813498e-02	1.506329070874569583e-02
1.917129977000000144e+04	6.710083221748788969e-03	1.202908260222816834e-02	1.322632673135287415e-02	1.545271560519966003e-02
1.916176449000000139e+04	6.914089018311104368e-03	1.235790826014616060e-02	1.357843001316244406e-02	1.585022860584896914e-02
1.915223900000000140e+04	7.123286537031164704e-03	1.269406168862962335e-02	1.393812887895497926e-02	1.625594481537933483e-02
1.914272327999999834e+04	7.337777578052464590e-03	1.303766063294386872e-02	1.430553959215821042e-02	1.666998036673583705e-02
1.913321731999999975e+04	7.557665089294771966e-03	1.338882350200899449e-02	1.468077892982945672e-02	1.709245157968809076e-02
1.912372109999999884e+04	7.783053650399162325e-03	1.374767011666491213e-02	1.506396498001307503e-02	1.752347584542912270e-02
1.911423460999999952e+04	8.014049047025415332e-03	1.411432100106565883e-02	1.545521638156532353e-02	1.796317075574898475e-02
1.910475782999999865e+04	8.250758787241947376e-03	1.448889817387325439e-02	1.585465316572567951e-02	1.841165503352668389e-02
1.909529074000000037e+04	8.493291920271359152e-03	1.487152482430899834e-02	1.626239640612885812e-02	1.886904812097957990e-02
1.908583334000000104e+04	8.741758556889397958e-03	1.526232452359388599e-02	1.667856737545134888e-02	1.933546921630896129e-02
1.907638560000000143e+04	8.996271224253610602e-03	1.566142332081302269e-02	1.710328977384630716e-02	1.981103975237787779e-02
1.906694752000000153e+04	9.256943353122536536e-03	1.606894732229618289e-02	1.753668714654769284e-02	2.029588048112342807e-02
1.905751907999999821e+04	9.523890678932219606e-03	1.648502484710096666e-02	1.797888517339716816e-02	2.079011401534038017e-02
1.904810024999999951e+04	9.797231095770984888e-03	1.690978614058535542e-02	1.843001135633475299e-02	2.129386445089612168e-02
1.903869104000000152e+04	1.007708327456619674e-02	1.734336117856819653e-02	1.889019268199393711e-02	2.180725473154748045e-02
1.902929142000000138e+04	1.036356907985911541e-02	1.778588336670301404e-02	1.935955954408522320e-02	2.233041100073654070e-02
1.901990137999999934e+04	1.065681192575094506e-02	1.823748692593691115e-02	1.983824295963747958e-02	2.286345946347982661e-02
1.901052089999999953e+04	1.095693778692985454e-02	1.869830839194041097e-02	2.032637615232925007e-02	2.340652812029944338e-02
1.900114996999999858e+04	1.126407469938332274e-02	1.916848577555016822e-02	2.082409365410095234e-02	2.395974573270131733e-02
1.899178858000000037e+04	1.157835319779090127e-02	1.964815916188116310e-02	2.133153193143094359e-02	2.452324248501041443e-02
1.898243671000000177e+04	1.189990681216915140e-02	2.013747138474924342e-02	2.184883008842802149e-02	2.509715072595016666e-02
1.897309433999999965e+04	1.222887191528442691e-02	2.063656770120753797e-02	2.237612951081105472e-02	2.568160453087984380e-02
1.896376147000000128e+04	1.256538717061829111e-02	2.114559486399511870e-02	2.291357287544445662e-02	2.627673856243017622e-02
1.895443807000000015e+04	1.290959550584238821e-02	2.166470400893991469e-02	2.346130718738469872e-02	2.688269138927620525e-02
1.894512413000000015e+04	1.326164253907620785e-02	2.219404816001543587e-02	2.401948113116061240e-02	2.749960250297940612e-02
1.893581965000000127e+04	1.362167710723540329e-02	2.273378292022678118e-02	2.458824578802797783e-02	2.812761306484729343e-02
1.892652459000000090e+04	1.398985346532551424e-02	2.328406963845052954e-02	2.516775795670173413e-02	2.876686951717389792e-02
1.891723895999999877e+04	1.436632804242330558e-02	2.384507041439887925e-02	2.575817487386066612e-02	2.941751769848792442e-02
1.890796272999999928e+04	1.475126326565640196e-02	2.441695367213951584e-02	2.635966006661285069e-02	3.007970924097941659e-02
1.889869589999999880e+04	1.514482504721035953e-02	2.499989025502941803e-02	2.697237922248201664e-02	3.075359695465081436e-02
1.888943844000000172e+04	1.554718559976435779e-02	2.559405744109924039e-02	2.759650439200240016e-02	3.143933938787488169e-02
1.888019034000000102e+04	1.595852168570101315e-02	2.619963616669234233e-02	2.823221104751928376e-02	3.213709752155918808e-02
1.887095159000000058e+04	1.637901580903159543e-02	2.681681260597623337e-02	2.887967972110546538e-02	3.284703650009761222e-02
1.886172218000000066e+04	1.680885661244339163e-02	2.744577855332771404e-02	2.953909638121573686e-02	3.356932596940798152e-02
1.885250207999999839e+04	1.724824026501638186e-02	2.808673323426366664e-02	3.021065430388036530e-02	3.430414204586846455e-02
1.884329130000000077e+04	1.769736806606587304e-02	2.873987958104667548e-02	3.089455014238992603e-02	3.505166293348920686e-02
1.883408980000000156e+04	1.815645124360210083e-02	2.940543098379215861e-02	3.159099096995414413e-02	3.581207654251892386e-02
1.882489758000000074e+04	1.862570710461646656e-02	3.008360542921159272e-02	3.230018811011654140e-02	3.658557365541283829e-02
1.881571462999999858e+04	1.910536198660516341e-02	3.077462952379945646e-02	3.302236131730180296e-02	3.737235240652128643e-02
1.880654091999999946e+04	1.959565243014906033e-02	3.147873988310123661e-02	3.375774019123927577e-02	3.817261972322127939e-02
1.879737644999999975e+04	2.009682314518079771e-02	3.219617990354173981e-02	3.450656076800428379e-02	3.898658751668510752e-02
1.878822120999999970e+04	2.060912972886690120e-02	3.292720335742805454e-02	3.526906923892423468e-02	3.981447663334442000e-02
1.877907517000000007e+04	2.113283998343497630e-02	3.367207592322050969e-02	3.604552350366520969e-02	4.065651843205467242e-02
1.876993832000000111e+04	2.166823239203170826e-02	3.443107265539280953e-02	3.683619048895168946e-02	4.151295176655961372e-02
1.876081065999999919e+04	2.221559734186296861e-02	3.520447937168694891e-02	3.764134755478012323e-02	4.238402441001375837e-02
1.875169215999999869e+04	2.277524032253013322e-02	3.599259678332111106e-02	3.846128674831662125e-02	4.326999754609667931e-02
1.874258281999999963e+04	2.334747915252672820e-02	3.679573616783760048e-02	3.929631025136712946e-02	4.417114073069157432e-02
1.873348260999999911e+04	2.393264852759049294e-02	3.761422534650186306e-02	4.014673654931140423e-02	4.508773844213716242e-02
1.872439153000000078e+04	2.453109715388804291e-02	3.844840421540093867e-02	4.101289573325988397e-02	4.602008489465068269e-02
1.871530956000000151e+04	2.514319186884273263e-02	3.929863005242170693e-02	4.189513496214219979e-02	4.696848981021180258e-02
1.870623669000000154e+04	2.576931668583423013e-02	4.016527569516471080e-02	4.279381651399232628e-02	4.793327619834936854e-02
1.869717291000000114e+04	2.640987444976204343e-02	4.104873134727964751e-02	4.370931960484419204e-02	4.891478219471919603e-02
1.868811819000000105e+04	2.706528936144794381e-02	4.194940753495134816e-02	4.464204339232026586e-02	4.991336415753663824e-02
1.867907253000000128e+04	2.773600450249575147e-02	4.286773116333718325e-02	4.559240283017702844e-02	5.092939210612969919e-02
1.867003591999999844e+04	2.842248578178310087e-02	4.380415040188171544e-02	4.656083366884680025e-02	5.196325496195244864e-02
1.866100833000000057e+04	2.912522398757318165e-02	4.475913689197671963e-02	4.754779467119389647e-02	5.301536278581864270e-02
1.865198976000000039e+04	2.984473215693860329e-02	4.573318157709704151e-02	4.855376323685842155e-02	5.408614199220727198e-02
1.864298020000000179e+04	3.058154984246064592e-02	4.672679991396249538e-02	4.957924072533648197e-02	5.517604091566104957e-02
1.863397961999999825e+04	3.133624534082892626e-02	4.774053423522940653e-02	5.062475482286245970e-02	5.628553220232018067e-02
1.862498802000000069e+04	3.210941286952704449e-02	4.877494931456508032e-02	5.169085489865195976e-02	5.741510776712623748e-02
1.861600537999999869e+04	3.290167805473977192e-02	4.983063909672795500e-02	5.277811887845709760e-02	5.856528598400368574e-02
1.860703168999999980e+04	3.371369677916972313e-02	5.090822448022448710e-02	5.388715088715861218e-02	5.973660907874219633e-02
1.859806694000000061e+04	3.454615740839006577e-02	5.200835561919631839e-02	5.501858355091570479e-02	6.092964546921700308e-02
1.858911111000000164e+04	3.539978317770165611e-02	5.313171439129380641e-02	5.617308046379762554e-02	6.214499227003299209e-02
1.858016417999999976e+04	3.627533277085857877e-02	5.427901445209695058e-02	5.735133617010462759e-02	6.338327517831120195e-02
1.857122615999999834e+04	3.717359873109300772e-02	5.545099848083844679e-02	5.855407326960353209e-02	6.464514536013570012e-02
1.856229702000000179e+04	3.809541584751362925e-02	5.664844844657594691e-02	5.978205288751026192e-02	6.593129037167995421e-02
1.855337673999999970e+04	3.904165781452906964e-02	5.787218049212255327e-02	6.103606934643745346e-02	6.724242848175857046e-02
1.854446532999999908e+04	4.001323637412874945e-02	5.912304316226715817e-02	6.231694828985001600e-02	6.857930667004616399e-02
1.853556275000000096e+04	4.101111143306993001e-02	6.040192973950621325e-02	6.362555924931849460e-02	6.994271370125587639e-02
1.852666901000000144e+04	4.203628163408899832e-02	6.170976539098423780e-02	6.496280241602964134e-02	7.133346627562585363e-02
1.851778408000000127e+04	4.308979583799479179e-02	6.304752118677729722e-02	6.632962292173920360e-02	7.275242388061192722e-02
1.850890796000000046e+04	4.417274657917417274e-02	6.441620502996545095e-02	6.772700149865482078e-02	7.420047904767178293e-02
1.850004061999999976e+04	4.528627861214421652e-02	6.581687180895581801e-02	6.915596479048918832e-02	7.567856804373404578e-02
1.849118206999999893e+04	4.643158167166572259e-02	6.725061358057078664e-02	7.061757527391225586e-02	7.718766043459281134e-02
1.848233227999999872e+04	4.760990187796654283e-02	6.871857324130629940e-02	7.211294514966647140e-02	7.872877346457679559e-02
1.847349123999999938e+04	4.882253547823291878e-02	7.022193599571550926e-02	7.364322758589741946e-02	8.030296302360083460e-02
1.846465894000000117e+04	5.007083257656139152e-02	7.176193340123027120e-02	7.520962079496591735e-02	8.191132790056435131e-02
1.845583536000000095e+04	5.135619980637534665e-02	7.333984604021440146e-02	7.681337070413331303e-02	8.355501257185606045e-02
1.844702049999999872e+04	5.268009710927622907e-02	7.495699897171770321e-02	7.845576629096213950e-02	8.523520248335847427e-02
1.843821433999999863e+04	5.404404461203635851e-02	7.661476960265309333e-02	8.013814754591108702e-02	8.695313228789890159e-02
1.842941686000000118e+04	5.544962081910014690e-02	7.831458489058712447e-02	8.186190259155610993e-02	8.871008297078018801e-02
1.842062805999999910e+04	5.689846014533714302e-02	8.005791787942466431e-02	8.362846414612307155e-02	9.050737836067196396e-02
1.841184792000000016e+04	5.839226006866588686e-02	8.184629587082799251e-02	8.543931778747025640e-02	9.234639367116156961e-02
1.840307643000000098e+04	5.993277695747586953e-02	8.368129493686024545e-02	8.729599637202660467e-02	9.422854994600360357e-02
1.839431356999999844e+04	6.152183000304624338e-02	8.556454422126603954e-02	8.920008437874452079e-02	9.615531861644471823e-02
1.838555933999999979e+04	6.316129619390281613e-02	8.749771961716060198e-02	9.115321151116330400e-02	9.812821518565409407e-02
1.837681371999999828e+04	6.485311781105169981e-02	8.948255232955708294e-02	9.315706135607164373e-02	1.001488081644194145e-01
1.836807669000000169e+04	6.659929907514754166e-02	9.152082458986286750e-02	9.521336705345501139e-02	1.022187148644192328e-01
1.835934824999999910e+04	6.840190188757171164e-02	9.361436448826161716e-02	9.732390610243457640e-02	1.043395963808414900e-01
1.835062839000000167e+04	7.026305140044830644e-02	9.576505232907757403e-02	9.949050679922928631e-02	1.065131642963342978e-01
1.834191707999999926e+04	7.218493815250764944e-02	9.797482289366619967e-02	1.017150505344052991e-01	1.087411831833786091e-01
1.833321431999999913e+04	7.416980659043652391e-02	1.002456521322901001e-01	1.039994584269892386e-01	1.110254574417224305e-01
1.832452009000000180e+04	7.621996508330328157e-02	1.025795686899468873e-01	1.063457029755821709e-01	1.133678432247720996e-01
1.831583438999999998e+04	7.833777572894047581e-02	1.049786422859550206e-01	1.087557964204700772e-01	1.157702370602048947e-01
1.830715720000000147e+04	8.052566250343162757e-02	1.074449930878249582e-01	1.112318002263778527e-01	1.182345855835791743e-01
1.829848849999999948e+04	8.278610528050328599e-02	1.099807850229932021e-01	1.137758184210820173e-01	1.207628791516725669e-01
1.828982829000000129e+04	8.512163260996814806e-02	1.125882179223205576e-01	1.163899897926522348e-01	1.233571443799747203e-01
1.828117655000000013e+04	8.753483013693665049e-02	1.152695372420402542e-01	1.190764977258254032e-01	1.260194542072097523e-01
1.827253326999999990e+04	9.002833046280145357e-02	1.180270230486610561e-01	1.218375592443871613e-01	1.287519173051293597e-01
1.826389843000000110e+04	9.260481619893232152e-02	1.208629938107557700e-01	1.246754289085348355e-01	1.315566822392177926e-01
1.825527203999999983e+04	9.526700511449676112e-02	1.237797905178200236e-01	1.275923830299115214e-01	1.344359221710853813e-01
1.824665406000000075e+04	9.801767142755980766e-02	1.267798005654676707e-01	1.305907436763290852e-01	1.373918588660712481e-01
1.823804449999999997e+04	1.008596115577221203e-01	1.298654208264567178e-01	1.336728418624922587e-01	1.404267266653203561e-01
1.822944332999999824e+04	1.037956689372027119e-01	1.330390854003689893e-01	1.368410454179749269e-01	1.435428002742164533e-01
1.822085054999999920e+04	1.068287072092538731e-01	1.363032371939101040e-01	1.400977307309462794e-01	1.467423672322683559e-01
1.821226613999999972e+04	1.099616227657372186e-01	1.396603422905869363e-01	1.434452972410228955e-01	1.500277424777355095e-01
1.820369009000000005e+04	1.131973298936050504e-01	1.431128747658387268e-01	1.468861524334505730e-01	1.534012538910523582e-01
1.819512240000000020e+04	1.165387553053502112e-01	1.466633118128564395e-01	1.504227071455461751e-01	1.568652379988474399e-01
1.818656304000000091e+04	1.199888487047094249e-01	1.503141458917001405e-01	1.540573878259239304e-01	1.604220522573350238e-01
1.817801199999999881e+04	1.235505581664490538e-01	1.540678595426333009e-01	1.577926116084222841e-01	1.640740509034861738e-01
1.816946928000000116e+04	1.272268274289475865e-01	1.579269237260911563e-01	1.616307848486084053e-01	1.678235838167453642e-01
1.816093485000000146e+04	1.310206071979024278e-01	1.618938107771517865e-01	1.655743161815033671e-01	1.716730095225992569e-01
1.815240871999999945e+04	1.349348183314277583e-01	1.659709569900006398e-01	1.696255794966676500e-01	1.756246592744962753e-01
1.814389085999999952e+04	1.389723808027811813e-01	1.701607941334802865e-01	1.737869454544576087e-01	1.796808680475283082e-01
1.813538127000000168e+04	1.431361750360097829e-01	1.744657104162489758e-01	1.780607428837064909e-01	1.838439370917045457e-01
1.812687992999999915e+04	1.474290580919504767e-01	1.788880686541216569e-01	1.824492770237566008e-01	1.881161519201690613e-01
1.811838682999999946e+04	1.518538419661373540e-01	1.834301851579824283e-01	1.869548087550154947e-01	1.924997622520733531e-01
1.810990194999999949e+04	1.564132960534448114e-01	1.880943336809911826e-01	1.915795587129942856e-01	1.969969861816723844e-01
1.810142529999999897e+04	1.611101176017938896e-01	1.928827166342299282e-01	1.963256789451562623e-01	2.016099827607232831e-01
1.809295684999999867e+04	1.659469616408241477e-01	1.977974971385029479e-01	2.011952848858108434e-01	2.063408832093554524e-01
1.808449658999999883e+04	1.709264002782910352e-01	2.028407589463751270e-01	2.061904158205151716e-01	2.111917525798882589e-01
1.807604450999999972e+04	1.760509247884942119e-01	2.080145101978219668e-01	2.113130388159274176e-01	2.161645936682179137e-01
1.806760060000000158e+04	1.813229369513355838e-01	2.133206762142948743e-01	2.165650417798221650e-01	2.212613403322672423e-01
1.805916485000000102e+04	1.867447402438726645e-01	2.187610921915574269e-01	2.219482264212652989e-01	2.264838506922470240e-01
1.805073723999999856e+04	1.923185376131734403e-01	2.243375025099399456e-01	2.274643077552063741e-01	2.318339066553654626e-01
1.804231777000000147e+04	1.980464026941638200e-01	2.300515335150242480e-01	2.331148873632968022e-01	2.373131879638465114e-01
1.803390641999999934e+04	2.039302971495370320e-01	2.359047124859511846e-01	2.389014723416290620e-01	2.429232905318106095e-01
1.802550316999999995e+04	2.099720488481733871e-01	2.418984473928889045e-01	2.448254554532086624e-01	2.486657071263480845e-01
1.801710802999999942e+04	2.161733202210064653e-01	2.480339971871420024e-01	2.508880859440013045e-01	2.545417989888591470e-01
1.800872096999999849e+04	2.225356498670229277e-01	2.543125146465151643e-01	2.570905120527412491e-01	2.605528369195679317e-01
1.800034199000000081e+04	2.290603921447550984e-01	2.607349881689596804e-01	2.634337236522981129e-01	2.666999455342117797e-01
1.799197106999999960e+04	2.357487454705765595e-01	2.673022713388910621e-01	2.699185816144211159e-01	2.729841315505342481e-01
1.798360820999999851e+04	2.426017121048396064e-01	2.740150449209341477e-01	2.765457804162090305e-01	2.794062473485117715e-01
1.797525337999999829e+04	2.496201296686541837e-01	2.808738493091133548e-01	2.833158803124649627e-01	2.859670219189945350e-01
1.796690657999999894e+04	2.568046131681385735e-01	2.878790292613620516e-01	2.902292528989127152e-01	2.926670078557161991e-01
1.795856780000000072e+04	2.641555789282283295e-01	2.950307588747236309e-01	2.972861058850667093e-01	2.995066050780664790e-01
1.795023702000000048e+04	2.716732371950766889e-01	3.023290357332865663e-01	3.044864774135626617e-01	3.064860550188466259e-01
1.794191423999999824e+04	2.793575569709356166e-01	3.097736481552050281e-01	3.118302038344483718e-01	3.136054090529447613e-01
1.793359944000000178e+04	2.872082941796442745e-01	3.173642039018971794e-01	3.193169481058696357e-01	3.208645556654401432e-01
1.792529261000000042e+04	2.952249568588174999e-01	3.251000977254827617e-01	3.269461678413478345e-01	3.282631890913665362e-01
1.791699374000000171e+04	3.034068067792149437e-01	3.329805142389299366e-01	3.347171181923434546e-01	3.358008116960020661e-01
1.790870281999999861e+04	3.117528525087054914e-01	3.410044224231091325e-01	3.426288464650607546e-01	3.434767283186263565e-01
1.790041982999999891e+04	3.202618532475091095e-01	3.491705804125772028e-01	3.506801968564199345e-01	3.512900504130817003e-01
1.789214476999999897e+04	3.289322819960927013e-01	3.574775011966479510e-01	3.588697766396127253e-01	3.592396627545081378e-01
1.788387762999999904e+04	3.377623502036884440e-01	3.659234773137117758e-01	3.671959804995192922e-01	3.673242465461116213e-01
1.787561837999999989e+04	3.467500145997914340e-01	3.745065881907909677e-01	3.756569977341076561e-01	3.755422859073252462e-01
1.786736703000000125e+04	3.558929074401501191e-01	3.832246343471186756e-01	3.842507473464075174e-01	3.838920042922696618e-01
1.785912356000000000e+04	3.651884080655820042e-01	3.920752065305420087e-01	3.929749461337770366e-01	3.923714300549986933e-01
