Wavenumber	20°C	40°C	45°C	50°C
1.785088795000000027e+04	3.746336075949719957e-01	4.010556526048676962e-01	4.018270759626783595e-01	4.009783641012168998e-01
1.784266020999999819e+04	3.842252706937419049e-01	4.101630418469418005e-01	4.108043484761504938e-01	4.097103449641344985e-01
1.783444029999999839e+04	3.939599259349905180e-01	4.193942512781096421e-01	4.199037900730980821e-01	4.185647308419974677e-01
1.782622824000000037e+04	4.038337354299014192e-01	4.287458423092141979e-01	4.291221201775375915e-01	4.275385805592745170e-01
1.781802400000000125e+04	4.138426236061076291e-01	4.382141831949138977e-01	4.384558717890220669e-01	4.366287702261585357e-01
1.780982757000000129e+04	4.239821940523563204e-01	4.477953703736368141e-01	4.479013137713096504e-01	4.458319169777384405e-01
1.780163894000000073e+04	4.342477533836946457e-01	4.574852512122686843e-01	4.574544730791518243e-01	4.551443999435933474e-01
1.779345809999999983e+04	4.446343123209295367e-01	4.672794250243444414e-01	4.671111355504805607e-01	4.645623603574505767e-01
1.778528503999999884e+04	4.551365874995779159e-01	4.771732446724055166e-01	4.768668472562014871e-01	4.740817022044630513e-01
1.777711975000000166e+04	4.657490040194500747e-01	4.871618187628195540e-01	4.867169164160669026e-01	4.836980934164025747e-01
1.776896222000000125e+04	4.764656987437873026e-01	4.972400144396701971e-01	4.966564158875004242e-01	4.934069676235663948e-01
1.776081244000000152e+04	4.872805243544412468e-01	5.074024607824437760e-01	5.066801862324885608e-01	5.032035264705156941e-01
1.775267037999999957e+04	4.981870810779852055e-01	5.176435780705129774e-01	5.167828642862769550e-01	5.130827668772928174e-01
1.774453605999999854e+04	5.091786284151721409e-01	5.279574942793686665e-01	5.269588004636680534e-01	5.230393994921729295e-01
1.773640943999999945e+04	5.202482390974012549e-01	5.383381888916463076e-01	5.372022002968859233e-01	5.330679864430362125e-01
1.772829052999999840e+04	5.313886578577446951e-01	5.487793595173608985e-01	5.475069924942747024e-01	5.431628115859455930e-01
1.772017930999999953e+04	5.425924176854010073e-01	5.592745300180497203e-01	5.578669352601886011e-01	5.533179838952020368e-01
1.771207575999999972e+04	5.538518079591868704e-01	5.698170195535459115e-01	5.682755853832154314e-01	5.635274065816392453e-01
1.770397988999999870e+04	5.651588416753232647e-01	5.803999107968840221e-01	5.787262664497828668e-01	5.737847452269605464e-01
1.769589168000000063e+04	5.765053488674750648e-01	5.910161361772375832e-01	5.892121535857466341e-01	5.840835102644141852e-01
1.768781110999999873e+04	5.878829459437504568e-01	6.016584478249158430e-01	5.997262433791556990e-01	5.944170268939115154e-01
1.767973818000000028e+04	5.992830187304848399e-01	6.123194003202471203e-01	6.102613363975154526e-01	6.047784172552260751e-01
1.767167287999999826e+04	6.106967766907456241e-01	6.229913999206527775e-01	6.208100853739263458e-01	6.151606471643646934e-01
1.766361519000000044e+04	6.221152658270225899e-01	6.336667150365298262e-01	6.313650051265070617e-01	6.255565353302368070e-01
1.765556510999999955e+04	6.335293394922467680e-01	6.443374472884427773e-01	6.419184434836802122e-01	6.359587241480741948e-01
1.764752261999999973e+04	6.449297289662181409e-01	6.549955957621732550e-01	6.524626443501839734e-01	6.463597412658202979e-01
1.763948771000000124e+04	6.563070153871213286e-01	6.656330289691497759e-01	6.629897195145764144e-01	6.567519712892061490e-01
1.763146038000000044e+04	6.676516447901496010e-01	6.762414970384860169e-01	6.734916602144547237e-01	6.671276666290794077e-01
1.762344060000000172e+04	6.789540000871037151e-01	6.868126971016571547e-01	6.839604013848756825e-01	6.774790104883987585e-01
1.761542838000000120e+04	6.902043181639616609e-01	6.973381937840043010e-01	6.943877424541564647e-01	6.877980381157827727e-01
1.760742369999999937e+04	7.013928049579603030e-01	7.078095248032534315e-01	7.047654514234842349e-01	6.980767392465414556e-01
1.759942655000000013e+04	7.125095957301885718e-01	7.182181617495565495e-01	7.150852255527762047e-01	7.083070188294586789e-01
1.759143691000000035e+04	7.235447999678534803e-01	7.285555500067358858e-01	7.253387304431542226e-01	7.184807353405090469e-01
1.758345478999999978e+04	7.344884635299775422e-01	7.388130711373565029e-01	7.355175622351288744e-01	7.285896628798348429e-01
1.757548015999999916e+04	7.453306826156186338e-01	7.489821474974240889e-01	7.456133509116356084e-01	7.386255933539230822e-01
1.756751301999999851e+04	7.560615252770038763e-01	7.590541665041090624e-01	7.556176846888730259e-01	7.485802610950507141e-01
1.755955336000000170e+04	7.666711042555802713e-01	7.690205467101898229e-01	7.655221751188013846e-01	7.584454072248053569e-01
1.755160115999999834e+04	7.771495942904130816e-01	7.788727518951104045e-01	7.753184706586172537e-01	7.682127929515799591e-01
1.754365641999999934e+04	7.874872105092641794e-01	7.886022685360217777e-01	7.849982338159311457e-01	7.778741765368839545e-01
1.753571912000000157e+04	7.976742791288820023e-01	7.982006700875320382e-01	7.945532046246808200e-01	7.874213763735228300e-01
1.752778926000000138e+04	8.077012034089797732e-01	8.076595827527479621e-01	8.039751661627233537e-01	7.968462363857796715e-01
1.751986681999999928e+04	8.175585328339416424e-01	8.169707485056518781e-01	8.132560068739763670e-01	8.061406881466459673e-01
1.751195179999999891e+04	8.272369302882142117e-01	8.261259919869020640e-01	8.223876871915882791e-01	8.152967173643744792e-01
1.750404418000000078e+04	8.367272393243622153e-01	8.351172819428677174e-01	8.313623003907504305e-01	8.243064247269010769e-01
1.749614395000000150e+04	8.460204642013907650e-01	8.439367103224881816e-01	8.401720513895033493e-01	8.331620046118577427e-01
1.748825111000000106e+04	8.551077880345392401e-01	8.525765073627697976e-01	8.488092714115946791e-01	8.418557596936581122e-01
1.748036563999999998e+04	8.639806241313144897e-01	8.610290883906386306e-01	8.572664644244545329e-01	8.503801476466377185e-01
1.747248752999999851e+04	8.726305970651333510e-01	8.692870339749851905e-01	8.655362870053250335e-01	8.587277609318662019e-01
1.746461677000000054e+04	8.810495703898452158e-01	8.773431144347146882e-01	8.736115725462462178e-01	8.668913511989854159e-01
1.745675335999999879e+04	8.892296517424248536e-01	8.851902928800896575e-01	8.814853340037103191e-01	8.748638320929481571e-01
1.744889727000000130e+04	8.971632489989814774e-01	8.928217773813440505e-01	8.891508159929638611e-01	8.826383320960742296e-01
1.744104851000000053e+04	9.048430124983274370e-01	9.002309638689572902e-01	8.966014372441233338e-01	8.902081363466887165e-01
1.743320706000000064e+04	9.122619201710632231e-01	9.074115164343475870e-01	9.038308710341764751e-01	8.975667683249137774e-01
1.742537290999999823e+04	9.194132498777964901e-01	9.143573393629195190e-01	9.108330169449384561e-01	9.047079614241581025e-01
1.741754605000000083e+04	9.262906020411637575e-01	9.210625976415224292e-01	9.176020213344953103e-01	9.116256799491425644e-01
1.740972646000000168e+04	9.328879195830053206e-01	9.275217351891065221e-01	9.241322956263905430e-01	9.183141380453687663e-01
1.740191415000000052e+04	9.391994654713006208e-01	9.337294516897864938e-01	9.304184927696361740e-01	9.247677758056159769e-01
1.739410910000000149e+04	9.452198835383951447e-01	9.396807611508657399e-01	9.364555663807178076e-01	9.309813201285799256e-01
1.738631130000000121e+04	9.509441737724033672e-01	9.453709669285081940e-01	9.422387454905950532e-01	9.369497592040577638e-01
1.737852073999999993e+04	9.563677095191035482e-01	9.507956779003982062e-01	9.477635509168009786e-01	9.426683596476552740e-01
1.737073741000000155e+04	9.614862452400937398e-01	9.559508155812829200e-01	9.530258025294000568e-01	9.481326743623919029e-01
1.736296129999999903e+04	9.662959234223437166e-01	9.608326205799601061e-01	9.580216258951526065e-01	9.533385498057962426e-01
1.735519239999999991e+04	9.707932806237173917e-01	9.654376583834086700e-01	9.627474582850241713e-01	9.582821326456356648e-01
1.734743070000000080e+04	9.749752526418641319e-01	9.697628244558937904e-01	9.672000540321815665e-01	9.629598757893370609e-01
1.733967618999999831e+04	9.788391787965309288e-01	9.738053486428089878e-01	9.713764892294288744e-01	9.673685437739344417e-01
1.733192885000000024e+04	9.823828096866615844e-01	9.775628035384315018e-01	9.752741706094110175e-01	9.715052226705430671e-01
1.732418868999999904e+04	9.856042917938124814e-01	9.810330884401271545e-01	9.788908191265442982e-01	9.753673031513488967e-01
1.731645568999999887e+04	9.885021965216984619e-01	9.842144607311736904e-01	9.822245028178058224e-01	9.789525159444956159e-01
1.730872983999999997e+04	9.910755021801677112e-01	9.871055176764718109e-01	9.852736183044533691e-01	9.822589128650996981e-01
1.730101111999999921e+04	9.933236012653307023e-01	9.897052054832667922e-01	9.880369006960219025e-01	9.852848781317248283e-01
1.729329953999999998e+04	9.952462881383671300e-01	9.920128063389646034e-01	9.905134102512623828e-01	9.880291144308608331e-01
1.728559507999999914e+04	9.968437745338538658e-01	9.940279580493164291e-01	9.927025537926414955e-01	9.904906671515396610e-01
1.727789773000000059e+04	9.981166746550376168e-01	9.957506389163136573e-01	9.946040692720051757e-01	9.926689083770708910e-01
1.727020748000000094e+04	9.990660046083801316e-01	9.971811693263548104e-01	9.962180281181193253e-01	9.945635403506822847e-01
1.726252432000000044e+04	9.996931778807118807e-01	9.983202091000898948e-01	9.975448331583594008e-01	9.961745941771373847e-01
1.725484823999999935e+04	1.000000000000000000e+00	9.991687541714164844e-01	9.985852158884956919e-01	9.975024278688281454e-01
1.724717923000000155e+04	9.999886624011539160e-01	9.997281326095703857e-01	9.993402331026206564e-01	9.985477237462500044e-01
1.723951728000000003e+04	9.996617355204564515e-01	1.000000000000000000e+00	9.998112628969753057e-01	9.993114852045118512e-01
1.723186238999999841e+04	9.990221621830646104e-01	9.999863344048590674e-01	1.000000000000000000e+00	9.997950324096843699e-01
1.722421453000000110e+04	9.980732454816616528e-01	9.996894300702353631e-01	9.999084511889557714e-01	1.000000000000000000e+00
1.721657371000000057e+04	9.968186465779993455e-01	9.991118920432329187e-01	9.995389287023278557e-01	9.999283285232213325e-01
1.720893991000000096e+04	9.952623673150301498e-01	9.982566273852772065e-01	9.988940439857286746e-01	9.995822616014585771e-01
1.720131312999999864e+04	9.934087470629756611e-01	9.971268404839346289e-01	9.979767023218131250e-01	9.989643393134649552e-01
1.719369335000000137e+04	9.912624436421860752e-01	9.957260205284034216e-01	9.967900920786068042e-01	9.980773896828075697e-01
1.718608055999999851e+04	9.888284281574438728e-01	9.940579365193743522e-01	9.953376795626313056e-01	9.969245230097756316e-01
1.717847475000000122e+04	9.861119711506786123e-01	9.921266273291508009e-01	9.936232000242062323e-01	9.955091238999685954e-01
1.717087591999999859e+04	9.831186342340944018e-01	9.899363953174569186e-01	9.916506516543577288e-01	9.938348454783466623e-01
1.716328406000000177e+04	9.798542499890482427e-01	9.874917913889089682e-01	9.894242818770775383e-01	9.919055970540955336e-01
1.715569915000000037e+04	9.763249068086274907e-01	9.847976030685853255e-01	9.869485760869688429e-01	9.897255334121526360e-01
1.714812117999999828e+04	9.725369438252235987e-01	9.818588503941296786e-01	9.842282536122188841e-01	9.872990505233399938e-01
1.714055015999999887e+04	9.684969441355522068e-01	9.786807810290865106e-01	9.812682631748128603e-01	9.846307811333312454e-01
1.713298605999999927e+04	9.642116887807874459e-01	9.752688341969306673e-01	9.780737491788439320e-01	9.817255638418538322e-01
1.712542886999999973e+04	9.596881725584861522e-01	9.716286528657657184e-01	9.746500627745066092e-01	9.785884522863378399e-01
1.711787859000000026e+04	9.549335860663744624e-01	9.677660699265523414e-01	9.710027489228524322e-01	9.752247030260274840e-01
1.711033522000000085e+04	9.499552955291968859e-01	9.636870922356939317e-01	9.671375313075077917e-01	9.716397612287618335e-01
1.710279872999999861e+04	9.447608065605065386e-01	9.593978710380781649e-01	9.630602841600246489e-01	9.678392339480522688e-01
1.709526912000000084e+04	9.393577886545981803e-01	9.549047222828170867e-01	9.587770514129599908e-01	9.638289073683439234e-01
1.708774638000000050e+04	9.337540339174830173e-01	9.502140930370779337e-01	9.542940147660737837e-01	9.596147166523127936e-01
1.708023050000000148e+04	9.279574483509247518e-01	9.453325544410664527e-01	9.496174868510268707e-01	9.552027389906874166e-01
1.707272147000000041e+04	9.219760367205956930e-01	9.402667893619638395e-01	9.447538993555607556e-01	9.505991819534816978e-01
1.706521928000000116e+04	9.158178874954184812e-01	9.350235800396371477e-01	9.397097911146513605e-01	9.458103717766135343e-01
1.705772393000000011e+04	9.094911664476894586e-01	9.296098030903211518e-01	9.344918032748952275e-01	9.408427483595667162e-01
1.705023540000000139e+04	9.030040766142857223e-01	9.240323956537983552e-01	9.291066466212165587e-01	9.357028337308087584e-01
1.704275368000000162e+04	8.963648684241282139e-01	9.182983642889545051e-01	9.235611100436215137e-01	9.303972395984865251e-01
1.703527877000000080e+04	8.895818263542357718e-01	9.124147739758817766e-01	9.178620499004991329e-01	9.249326568189997211e-01
1.702781064999999944e+04	8.826632275989242382e-01	9.063887126185389276e-01	9.120163555746363393e-01	9.193158219403495535e-01
1.702034932000000117e+04	8.756173644260081268e-01	9.002273106953513349e-01	9.060309684178268208e-01	9.135535349057268828e-01
1.701289476999999897e+04	8.684525032190880678e-01	8.939377058970831014e-01	8.999128473788869931e-01	9.076526256042030116e-01
1.700544699000000037e+04	8.611768801609891444e-01	8.875270394693377529e-01	8.936689653190573734e-01	9.016199498261076029e-01
1.699800595999999859e+04	8.537986783066963126e-01	8.810024361673504112e-01	8.873062893741073820e-01	8.954623698272115018e-01
1.699057168000000092e+04	8.463260447110290130e-01	8.743710195484726277e-01	8.808317957539139043e-01	8.891867682018173014e-01
1.698314414000000033e+04	8.387670488567323668e-01	8.676398753681359155e-01	8.742524339417030443e-01	8.828000128088602239e-01
1.697572333000000071e+04	8.311296805930993292e-01	8.608160497087039564e-01	8.675751247008802736e-01	8.763089543471139775e-01
1.696830924999999843e+04	8.234218492633874620e-01	8.539065482676831964e-01	8.608067592525889822e-01	8.697204251274934794e-01
1.696090188000000126e+04	8.156513416830923902e-01	8.469182986743915009e-01	8.539541622148824063e-01	8.630412025555956879e-01
1.695350120999999854e+04	8.078258426920617019e-01	8.398581687247709260e-01	8.470241092679104966e-01	8.562780258386699650e-01
1.694610723000000144e+04	7.999529150034261349e-01	8.327329481690391999e-01	8.400233091344345704e-01	8.494375779925745773e-01
1.693871993999999904e+04	7.920400005221709394e-01	8.255493497578333395e-01	8.329584044341089566e-01	8.425264862451897763e-01
1.693133932999999888e+04	7.840943900943768696e-01	8.183139815906371739e-01	8.258359443074861916e-01	8.355512948301716536e-01
1.692396538000000146e+04	7.761232148077429338e-01	8.110333387388153348e-01	8.186623759138771383e-01	8.285184561614905574e-01
1.691659809999999925e+04	7.681334813915630111e-01	8.037138352441700606e-01	8.114440757451221176e-01	8.214343610978551702e-01
1.690923746000000028e+04	7.601319891009820084e-01	7.963617276863287353e-01	8.041872740542271858e-01	8.143052643775522403e-01
1.690188346000000092e+04	7.521253987059299817e-01	7.889831778110478755e-01	7.968981163439933235e-01	8.071373444900641347e-01
1.689453609000000142e+04	7.441201828304906396e-01	7.815842064920583976e-01	7.895826177057166939e-01	7.999366584209962605e-01
1.688719535000000178e+04	7.361226418978309427e-01	7.741707078131807584e-01	7.822466764568547504e-01	7.927091546189949378e-01
1.687986121999999887e+04	7.281388661819443442e-01	7.667484132525945739e-01	7.748960384248394506e-01	7.854606373776091832e-01
1.687253369000000021e+04	7.201747637892412790e-01	7.593229168251007799e-01	7.675363215122947835e-01	7.781967905795814655e-01
1.686521275999999853e+04	7.122360563947905954e-01	7.518996704888023519e-01	7.601730108855340173e-01	7.709231725649268174e-01
1.685789842000000135e+04	7.043282537927256781e-01	7.444839595871916016e-01	7.528114343216504301e-01	7.636451913718177442e-01
1.685059064999999828e+04	6.964566508676391932e-01	7.370808989903215869e-01	7.454567580205226918e-01	7.563681001358909528e-01
1.684328945999999996e+04	6.886263679731440268e-01	7.296954701757628614e-01	7.381140231247920180e-01	7.490970328196625561e-01
1.683599481999999989e+04	6.808422734742410887e-01	7.223324473298395887e-01	7.307880719483663690e-01	7.418369307886143460e-01
1.682870673000000170e+04	6.731090572416614792e-01	7.149964655678675562e-01	7.234836154393565755e-01	7.345926091908181466e-01
1.682142519000000175e+04	6.654311969864813436e-01	7.076919882368460923e-01	7.162052003530680055e-01	7.273687240836214096e-01
1.681415018000000055e+04	6.578129365708755838e-01	7.004232850810382383e-01	7.089571871176680862e-01	7.201697500511123895e-01
1.680688168999999834e+04	6.502583175062682797e-01	6.931944609819434833e-01	7.017437780917651358e-01	7.130000078463852864e-01
1.679961972999999853e+04	6.427711889642412357e-01	6.860094645320515827e-01	6.945690258005311479e-01	7.058636722467096503e-01
1.679236426999999821e+04	6.353551463512873143e-01	6.788720278850435275e-01	6.874367725079060243e-01	6.987647115851940427e-01
1.678511530000000130e+04	6.280135945520756158e-01	6.717857260409221265e-01	6.803507090083779074e-01	6.917069458303587437e-01
1.677787283000000025e+04	6.207497483509845093e-01	6.647539762420748843e-01	6.733143737147587737e-01	6.846940453893390899e-01
1.677063683999999921e+04	6.135665837175353632e-01	6.577799895554675702e-01	6.663311038450175916e-01	6.777294821247280554e-01
1.676340731999999844e+04	6.064668804776075506e-01	6.508668106871419168e-01	6.594040748481809766e-01	6.708165682772613270e-01
1.675618426000000181e+04	5.994532145377695631e-01	6.440173091299375985e-01	6.525362911750121064e-01	6.639584469462057603e-01
1.674896765999999843e+04	5.925279701441827918e-01	6.372341897728428517e-01	6.457305965417289295e-01	6.571581020241344939e-01
1.674175750999999946e+04	5.856933234744847727e-01	6.305199754600140372e-01	6.389896560597558839e-01	6.504183400370598944e-01
1.673455380000000150e+04	5.789512558245527574e-01	6.238770184046568135e-01	6.323159672905274142e-01	6.437418008701822902e-01
1.672735651000000144e+04	5.723035480145056697e-01	6.173074931813437027e-01	6.257118528158125415e-01	6.371309500295287975e-01
1.672016563999999926e+04	5.657518119938800272e-01	6.108134264798225077e-01	6.191794897667778352e-01	6.305881079101928188e-01
1.671298118999999861e+04	5.592974758009697789e-01	6.043966809112837346e-01	6.127208931987502272e-01	6.241154329020434099e-01
1.670580313999999998e+04	5.529417702393770728e-01	5.980589401950966444e-01	6.063379007903574314e-01	6.177149057679953703e-01
1.669863148999999976e+04	5.466857692812288061e-01	5.918017478525160469e-01	6.000322114219822645e-01	6.113883680459836212e-01
1.669146621999999843e+04	5.405303593049611832e-01	5.856264750595350232e-01	5.938053524368939184e-01	6.051374889696070625e-01
1.668430732999999964e+04	5.344762787967682893e-01	5.795343588831807224e-01	5.876587178159058400e-01	5.989638035267760285e-01
1.667715481000000000e+04	5.285240972008364846e-01	5.735264796616447169e-01	5.815935450293814313e-01	5.928686890015462119e-01
1.667000864999999976e+04	5.226742287919253771e-01	5.676037734373414745e-01	5.756109272225675699e-01	5.868533769774642028e-01
1.666286883999999918e+04	5.169269378689806960e-01	5.617670357485716748e-01	5.697118167042262149e-01	5.809189566290613449e-01
1.665573537999999826e+04	5.112823518869490380e-01	5.560169335472696650e-01	5.638970366641236076e-01	5.750663863085283545e-01
1.664860825000000114e+04	5.057404430151867247e-01	5.503539849820137109e-01	5.581672604036874707e-01	5.692964724449740554e-01
1.664148745000000054e+04	5.003010652173480732e-01	5.447785957604023288e-01	5.525230477902809412e-01	5.636099060478966249e-01
1.663437297000000035e+04	4.949639360586057801e-01	5.392910392289093080e-01	5.469648248044155503e-01	5.580072419426415076e-01
1.662726480000000083e+04	4.897286501978975748e-01	5.338914687690535787e-01	5.414928957781909302e-01	5.524889109206624349e-01
1.662016292999999860e+04	4.845946849181826388e-01	5.285799221351329402e-01	5.361074474983543725e-01	5.470552237143831986e-01
1.661306735000000117e+04	4.795614056625923660e-01	5.233563258397851969e-01	5.308085533694751890e-01	5.417063750432248304e-01
1.660597806000000128e+04	4.746280784553791876e-01	5.182205067618237404e-01	5.255961849206588488e-01	5.364424550878553744e-01
1.659889504999999917e+04	4.697938612285741944e-01	5.131721818710061056e-01	5.204702011198755196e-01	5.312634385674585014e-01
1.659181829999999900e+04	4.650578099728954751e-01	5.082109632769821195e-01	5.154303532292449086e-01	5.261691894986176843e-01
1.658474782000000050e+04	4.604189108125776309e-01	5.033363906226954176e-01	5.104763174721166363e-01	5.211594940968499179e-01
1.657768359000000055e+04	4.558760452382893957e-01	4.985478934842564880e-01	5.056076566063072431e-01	5.162340218231806777e-01
1.657062559999999939e+04	4.514280223309699580e-01	4.938448239775096726e-01	5.008238528266724110e-01	5.113923585367745606e-01
1.656357384000000093e+04	4.470735772542093756e-01	4.892264541132870237e-01	4.961243048751756146e-01	5.066340034827624406e-01
1.655652832000000126e+04	4.428113883991647293e-01	4.846919929485483669e-01	4.915083453013229797e-01	5.019583866858312593e-01
1.654948901000000114e+04	4.386400460507843269e-01	4.802405522132864313e-01	4.869752052845426338e-01	4.973648332365612212e-01
1.654245591000000059e+04	4.345581000343461953e-01	4.758711959499629107e-01	4.825240649834973694e-01	4.928526142097782725e-01
1.653542901999999958e+04	4.305640459013023724e-01	4.715829249549107205e-01	4.781540375448175562e-01	4.884209304113865113e-01
1.652840831999999864e+04	4.266563187064358331e-01	4.673746690977051421e-01	4.738641611134079001e-01	4.840689042048325619e-01
1.652139381000000139e+04	4.228333204061445749e-01	4.632453158540282279e-01	4.696534277664219936e-01	4.797956087981514739e-01
1.651438547000000108e+04	4.190934021266999321e-01	4.591936903711201778e-01	4.655207630610494474e-01	4.756000474471826500e-01
1.650738331000000107e+04	4.154348955512025543e-01	4.552185886093748080e-01	4.614650597122957887e-01	4.714811875960126519e-01
1.650038729999999850e+04	4.118560801254743664e-01	4.513187410151377477e-01	4.574851404256818355e-01	4.674379231023128023e-01
1.649339745000000039e+04	4.083552290164110254e-01	4.474928617356413452e-01	4.535798080103933816e-01	4.634691250993330791e-01
1.648641374999999971e+04	4.049305818948508717e-01	4.437396183651533543e-01	4.497478144225170449e-01	4.595736105304348285e-01
1.647943618000000060e+04	4.015803546197581064e-01	4.400576417756972281e-01	4.459878707122427177e-01	4.557501522235486435e-01
1.647246473999999944e+04	3.983027574226586376e-01	4.364455454941558732e-01	4.422986667426763718e-01	4.519974989262386389e-01
1.646549942000000010e+04	3.950959838434985882e-01	4.329019130298148998e-01	4.386788581936183484e-01	4.483143620838186960e-01
1.645854021999999895e+04	3.919582235959400141e-01	4.294253115406840293e-01	4.351270804707899620e-01	4.446994299815701379e-01
1.645158712000000014e+04	3.888876523013723441e-01	4.260142799887720599e-01	4.316419365662254037e-01	4.411513553878207983e-01
1.644464012000000002e+04	3.858824526879688355e-01	4.226673522020532037e-01	4.282220205894798903e-01	4.376687795065360986e-01
1.643769919999999911e+04	3.829407999338776403e-01	4.193830402103953525e-01	4.248659007216627481e-01	4.342503146310866535e-01
1.643076437000000078e+04	3.800608859563979758e-01	4.161598609790660430e-01	4.215721465206384022e-01	4.308945719635793314e-01
1.642383560999999827e+04	3.772408967120938206e-01	4.129963107591357874e-01	4.183393027074078785e-01	4.276001349290097786e-01
1.641691291999999885e+04	3.744790357668979497e-01	4.098908911696231283e-01	4.151659158235219138e-01	4.243655863494078528e-01
1.640999628999999914e+04	3.717735143251392760e-01	4.068420978101506824e-01	4.120505226069690052e-01	4.211894966225183112e-01
1.640308569999999963e+04	3.691225539269921696e-01	4.038484230531500518e-01	4.089916528663280482e-01	4.180704266711957051e-01
1.639618115000000034e+04	3.665244001534598284e-01	4.009083713579834618e-01	4.059878451561224622e-01	4.150069439542204419e-01
1.638928264000000127e+04	3.639773166200797050e-01	3.980204524119153042e-01	4.030376398002394889e-01	4.119976153867940805e-01
1.638239016000000083e+04	3.614795833054014196e-01	3.951831791280935868e-01	4.001395768872253456e-01	4.090410053265035595e-01
1.637550368999999955e+04	3.590294986632682761e-01	3.923950699490014182e-01	3.972921986723413901e-01	4.061356780553013746e-01
1.636862322999999924e+04	3.566253919613961987e-01	3.896546628623296926e-01	3.944940639439864505e-01	4.032802124754230055e-01
1.636174877000000015e+04	3.542656139595455889e-01	3.869605048216818721e-01	3.917437372746097046e-01	4.004731911825503143e-01
1.635488031000000046e+04	3.519485453022181964e-01	3.843111613506948743e-01	3.890397988885136438e-01	3.977132105768069192e-01
1.634801783000000069e+04	3.496725876451289849e-01	3.817052064661129451e-01	3.863808344432916875e-01	3.949988704754281432e-01
1.634116133000000082e+04	3.474361783113646407e-01	3.791412395309107231e-01	3.837654523004241369e-01	3.923287917857871121e-01
1.633431079999999929e+04	3.452377812493240827e-01	3.766178750357556115e-01	3.811922731702209188e-01	3.897016059815221478e-01
1.632746623999999974e+04	3.430758945070189747e-01	3.741337513113175417e-01	3.786599390758565442e-01	3.871159643008552642e-01
1.632062763000000086e+04	3.409490415687244647e-01	3.716875207430757055e-01	3.761671034582285689e-01	3.845705276912932957e-01
1.631379497000000083e+04	3.388557847267932299e-01	3.692778653261624133e-01	3.737124471154547045e-01	3.820639831336414827e-01
1.630696824999999990e+04	3.367947162703731068e-01	3.669034867499306740e-01	3.712946681803352411e-01	3.795950334581888463e-01
1.630014745000000039e+04	3.347644592560233279e-01	3.645631075006753874e-01	3.689124833374546331e-01	3.771623986374040838e-01
1.629333258999999998e+04	3.327636827413348319e-01	3.622554886737979762e-01	3.665646460387016470e-01	3.747648344381697139e-01
1.628652363999999943e+04	3.307910754727822478e-01	3.599793998994267330e-01	3.642499159850054458e-01	3.724011013082851318e-01
1.627972060000000056e+04	3.288453698673579617e-01	3.577336472693050662e-01	3.619670876379815772e-01	3.700699935433228727e-01
1.627292345000000023e+04	3.269253276321195667e-01	3.555170570395175256e-01	3.597149737334278119e-01	3.677703225027149081e-01
1.626613220999999976e+04	3.250297568941697413e-01	3.533284957052189590e-01	3.574924257710200282e-01	3.655009375835487906e-01
1.625934684999999990e+04	3.231574869329320587e-01	3.511668411405874379e-01	3.552983047872259048e-01	3.632606964279134210e-01
1.625256735999999910e+04	3.213073879657175058e-01	3.490310057620386042e-01	3.531315049816164398e-01	3.610484890993611584e-01
1.624579375000000073e+04	3.194783707726080446e-01	3.469199364223656823e-01	3.509909536836912092e-01	3.588632380979176473e-01
1.623902599999999984e+04	3.176693730096201707e-01	3.448325989451022089e-01	3.488755957571268995e-01	3.567038824882657888e-01
1.623226410000000033e+04	3.158793699743865369e-01	3.427679908940023945e-01	3.467844066449095042e-01	3.545693912682764681e-01
1.622550806000000011e+04	3.141073768538083510e-01	3.407251445020922920e-01	3.447163954128567021e-01	3.524587665229007571e-01
1.621875784999999996e+04	3.123524326887638924e-01	3.387031085298817801e-01	3.426705864690436920e-01	3.503710248150202489e-01
1.621201346999999987e+04	3.106136184701612790e-01	3.367009694799489306e-01	3.406460411287022816e-01	3.483052192432147254e-01
1.620527492999999959e+04	3.088900513535798309e-01	3.347178452615077737e-01	3.386418512704646444e-01	3.462604330113912554e-01
1.619854219000000012e+04	3.071808689961390004e-01	3.327528675248514478e-01	3.366571215710419396e-01	3.442357613510031999e-01
1.619181526999999915e+04	3.054852572048635806e-01	3.308052138150003318e-01	3.346910020753329773e-01	3.422303447949454069e-01
1.618509415000000081e+04	3.038024239811554228e-01	3.288740780653882090e-01	3.327426584619998517e-01	3.402433388868211783e-01
1.617837881999999991e+04	3.021316117550348901e-01	3.269586850126672828e-01	3.308112866820301923e-01	3.382739291581189911e-01
1.617166928999999982e+04	3.004720992368240529e-01	3.250582926392373562e-01	3.288961154830243871e-01	3.363213337413140658e-01
1.616496552999999949e+04	2.988231860084912817e-01	3.231721748585538179e-01	3.269963890279040108e-01	3.343847856892298576e-01
1.615826754000000074e+04	2.971842092940949476e-01	3.212996410571781758e-01	3.251113866601558211e-01	3.324635531672760491e-01
1.615157531999999992e+04	2.955545358824945290e-01	3.194400271550633663e-01	3.232404139524361342e-01	3.305569303636268219e-01
1.614488885999999911e+04	2.939335591000860060e-01	3.175926924724893352e-01	3.213827996187264557e-01	3.286642343804503930e-01
1.613820815000000039e+04	2.923207006445023293e-01	3.157570221420457623e-01	3.195378980042693495e-01	3.267848078085387464e-01
