fwhm	874.3768121211048-20°C	874.3768121211048-40°C	874.3768121211048-45°C	874.3768121211048-50°C
1.614488885999999911e+04	2.939335590621171002e-01	2.979756604080778248e-01	2.991150741924500922e-01	2.997335280517751666e-01
1.613820815000000039e+04	2.923207006069670766e-01	2.963822062317185146e-01	2.975339645557175672e-01	2.981892298398378660e-01
1.613153318000000036e+04	2.907154099019922389e-01	2.947987893249918723e-01	2.959634486372390572e-01	2.966553479170258578e-01
1.612486393999999927e+04	2.891171634398571610e-01	2.932248137872705551e-01	2.944029142492481932e-01	2.951312681228465684e-01
1.611820044000000053e+04	2.875254688873553621e-01	2.916597143062450437e-01	2.928517795798719625e-01	2.936164066391366290e-01
1.611154264999999941e+04	2.859398500759927075e-01	2.901029415135371048e-01	2.913094787026311860e-01	2.921101958169188828e-01
1.610489057999999932e+04	2.843598654366919498e-01	2.885539802233583750e-01	2.897754796752655682e-01	2.906121018307804560e-01
1.609824421000000075e+04	2.827850906290632627e-01	2.870123324733968029e-01	2.882492677573929019e-01	2.891216082680895805e-01
1.609160354999999981e+04	2.812151321139571003e-01	2.854775309295336516e-01	2.867303587059079062e-01	2.876382290926136065e-01
1.608496857000000091e+04	2.796496098962144017e-01	2.839491220905647761e-01	2.852182821683365566e-01	2.861614924060166265e-01
1.607833928000000014e+04	2.780881757567795765e-01	2.824266841969746422e-01	2.837125994234419024e-01	2.846909577534957325e-01
1.607171565999999984e+04	2.765304960426580028e-01	2.809098104990728761e-01	2.822128868420135661e-01	2.832261999515449657e-01
1.606509771000000001e+04	2.749762627776142776e-01	2.793981201699192174e-01	2.807187466961303945e-01	2.817668196255339041e-01
1.605848543000000063e+04	2.734251882691499658e-01	2.778912531056113022e-01	2.792298020281236970e-01	2.803124381799439457e-01
1.605187880000000041e+04	2.718769997591499732e-01	2.763888647961428302e-01	2.777456915963639750e-01	2.788626928428914464e-01
1.604527781999999934e+04	2.703314481452261386e-01	2.748906348525811949e-01	2.762660783118343621e-01	2.774172448889989928e-01
1.603868247999999949e+04	2.687883002900449680e-01	2.733962595864583012e-01	2.747906419158962499e-01	2.759757724696591530e-01
1.603209276999999929e+04	2.672473407210476659e-01	2.719054537071283195e-01	2.733190806665549699e-01	2.745379722431283698e-01
1.602550869000000057e+04	2.657083733289326011e-01	2.704179519996313674e-01	2.718511130011744270e-01	2.731035609830384514e-01
1.601893022000000019e+04	2.641712137264388138e-01	2.689335019711592834e-01	2.703864702855500179e-01	2.716722684775267904e-01
1.601235736999999972e+04	2.626357003155644909e-01	2.674518745725835700e-01	2.689249073989459782e-01	2.702438478575274750e-01
1.600579011999999966e+04	2.611016796595523326e-01	2.659728500967239451e-01	2.674661888250046693e-01	2.688180619896179957e-01
1.599922847000000002e+04	2.595690175684270962e-01	2.644962289003349731e-01	2.660100992333143677e-01	2.673946938029072573e-01
1.599267240999999922e+04	2.580375915051906777e-01	2.630218240947074793e-01	2.645564362720556062e-01	2.659735392312553848e-01
1.598612194000000090e+04	2.565072946844970114e-01	2.615494655077373887e-01	2.631050144770341048e-01	2.645544110213427502e-01
1.597957703000000038e+04	2.549780261659703173e-01	2.600789901625421563e-01	2.616556558870835048e-01	2.631371295440428359e-01
1.597303770000000077e+04	2.534497089965896399e-01	2.586102597321048302e-01	2.602082072493973053e-01	2.617215396061493005e-01
1.596650393000000076e+04	2.519222686463759020e-01	2.571431398035615157e-01	2.587625195806319001e-01	2.603074904529232847e-01
1.595997572000000036e+04	2.503956465053374658e-01	2.556775128555282550e-01	2.573184609569063030e-01	2.588948482642119409e-01
1.595345305000000008e+04	2.488697900215302572e-01	2.542132687823621673e-01	2.558759071749549530e-01	2.574834870093986039e-01
1.594693591999999990e+04	2.473446615577599428e-01	2.527503133916191858e-01	2.544347501225668329e-01	2.560732966256936693e-01
1.594042432000000008e+04	2.458202308915579115e-01	2.512885611966071964e-01	2.529948906748745729e-01	2.546641760592067705e-01
1.593391826000000037e+04	2.442964817673762834e-01	2.498279416899518712e-01	2.515562448711870513e-01	2.532560393007869393e-01
1.592741770999999972e+04	2.427733973876352591e-01	2.483683854230256394e-01	2.501187302003116120e-01	2.518488019539711908e-01
1.592092266999999993e+04	2.412509763602022905e-01	2.469098392805411657e-01	2.486822806419018705e-01	2.504423959484088358e-01
1.591443313999999918e+04	2.397292252453090688e-01	2.454522593180319956e-01	2.472468396070299779e-01	2.490367626238252086e-01
1.590794909999999982e+04	2.382081534446304771e-01	2.439956058510567294e-01	2.458123550978269234e-01	2.476318479819925311e-01
1.590147055999999975e+04	2.366877845230602184e-01	2.425398542800814572e-01	2.443787903630279812e-01	2.462276131149997715e-01
1.589499750999999924e+04	2.351681440892577635e-01	2.410849834636657474e-01	2.429461124429488084e-01	2.448240229807612522e-01
1.588852993000000060e+04	2.336492617561671814e-01	2.396309775771372774e-01	2.415142939948422274e-01	2.434210481823899375e-01
1.588206782000000021e+04	2.321311778191961495e-01	2.381778324833232208e-01	2.400833195608268189e-01	2.420186711040341054e-01
1.587561117000000013e+04	2.306139358583434995e-01	2.367255486272317189e-01	2.386531785652528936e-01	2.406168790448561523e-01
1.586915998000000036e+04	2.290975870940097914e-01	2.352741351821124316e-01	2.372238693917052554e-01	2.392156682095926412e-01
1.586271423999999934e+04	2.275821853567722708e-01	2.338236052103326579e-01	2.357953946116756738e-01	2.378150390271618342e-01
1.585627393999999913e+04	2.260677891179043719e-01	2.323739775820364561e-01	2.343677628677660607e-01	2.364149979916048694e-01
1.584983907999999974e+04	2.245544635345740336e-01	2.309252789075688372e-01	2.329409907706701255e-01	2.350155595189832303e-01
1.584340964999999960e+04	2.230422754512656480e-01	2.294775387269346878e-01	2.315150981553383558e-01	2.336167412914902375e-01
1.583698564000000079e+04	2.215312954663632150e-01	2.280307914615835041e-01	2.300901099966297381e-01	2.322185661320027017e-01
1.583056704999999965e+04	2.200216000109005143e-01	2.265850783787879963e-01	2.286660583379093725e-01	2.308210638938056058e-01
1.582415386000000035e+04	2.185132640295023021e-01	2.251404405563919020e-01	2.272429753548390885e-01	2.294242646509823957e-01
1.581774608000000080e+04	2.170063724876260536e-01	2.236969298766811332e-01	2.258209041784437487e-01	2.280282093179521741e-01
1.581134368999999970e+04	2.155010060177176001e-01	2.222545952519814350e-01	2.243998853197624599e-01	2.266329363223509308e-01
1.580494669000000067e+04	2.139972524454166747e-01	2.208134936384730240e-01	2.229799675132743131e-01	2.252384922468290418e-01
1.579855507000000034e+04	2.124951995119069292e-01	2.193736830377631397e-01	2.215612008158870938e-01	2.238449250519568834e-01
1.579216883000000053e+04	2.109949393612388924e-01	2.179352267709297186e-01	2.201436408118089272e-01	2.224522882037631710e-01
1.578578794999999991e+04	2.094965612878545713e-01	2.164981864988234084e-01	2.187273417280163335e-01	2.210606339087499428e-01
1.577941243000000031e+04	2.080001609377547245e-01	2.150626310180852041e-01	2.173123650962037468e-01	2.196700216219776847e-01
1.577304226999999992e+04	2.065058354194425627e-01	2.136286315495624644e-01	2.158987751040683245e-01	2.182805134798371516e-01
1.576667746000000079e+04	2.050136807803220884e-01	2.121962592902376932e-01	2.144866361756515571e-01	2.168921719197720310e-01
1.576031797999999981e+04	2.035237918431031245e-01	2.107655852273870312e-01	2.130760127808577209e-01	2.155050594898501870e-01
1.575396384000000035e+04	2.020362714127686976e-01	2.093366889554033605e-01	2.116669781229522374e-01	2.141192473908772043e-01
1.574761503000000084e+04	2.005512184026617406e-01	2.079096472512117488e-01	2.102596028688276941e-01	2.127348043946080958e-01
1.574127153999999973e+04	1.990687323769708972e-01	2.064845384096640757e-01	2.088539594170273905e-01	2.113518010385526946e-01
1.573493336000000090e+04	1.975889134100151656e-01	2.050614420844530106e-01	2.074501217351001625e-01	2.099703094652526081e-01
1.572860049000000072e+04	1.961118642834266956e-01	2.036404413790337820e-01	2.060481674170298594e-01	2.085904054469778501e-01
1.572227291999999943e+04	1.946376856886439799e-01	2.022216182100944892e-01	2.046481731039289931e-01	2.072121638787547404e-01
1.571595065000000068e+04	1.931664807695935293e-01	2.008050576554402944e-01	2.032502187682420081e-01	2.058356629947006855e-01
1.570963365999999951e+04	1.916983480250344651e-01	1.993908410984107649e-01	2.018543809430510261e-01	2.044609777010437668e-01
1.570332194999999956e+04	1.902333905072583764e-01	1.979790550633078183e-01	2.004607414362331863e-01	2.030881881561780178e-01
1.569701552000000083e+04	1.887717110549068378e-01	1.965697866070913735e-01	1.990693827785168513e-01	2.017173752895083938e-01
1.569071435000000019e+04	1.873134075682907906e-01	1.951631187405021284e-01	1.976803836968588912e-01	2.003486163401356490e-01
1.568441844999999921e+04	1.858585844963306088e-01	1.937591414855359684e-01	1.962938300273363856e-01	1.989819956094361908e-01
1.567812780000000021e+04	1.844073388627260890e-01	1.923579383766398920e-01	1.949098013811064456e-01	1.976175913211124513e-01
1.567184238999999980e+04	1.829597694442250955e-01	1.909595952935823349e-01	1.935283798612900397e-01	1.962554842104224373e-01
1.566556222999999954e+04	1.815159789702524007e-01	1.895642025746017145e-01	1.921496521482351227e-01	1.948957595829720335e-01
1.565928730999999971e+04	1.800760648358298577e-01	1.881718460268858306e-01	1.907737006143439551e-01	1.935384985536368341e-01
1.565301761000000079e+04	1.786401213620968098e-01	1.867826090850129850e-01	1.894006054497262836e-01	1.921837801395176737e-01
1.564675312999999915e+04	1.772082466045949711e-01	1.853965793797531236e-01	1.880304511502412512e-01	1.908316876608298351e-01
1.564049387000000024e+04	1.757805376883697646e-01	1.840138442137334018e-01	1.866633220434113227e-01	1.894823043287867659e-01
1.563423982000000069e+04	1.743570884754291062e-01	1.826344882841729189e-01	1.852993000322941675e-01	1.881357110180109649e-01
1.562799097000000074e+04	1.729379918035365560e-01	1.812585958320973023e-01	1.839384667155699316e-01	1.867919883578937623e-01
1.562174731000000065e+04	1.715233394359492458e-01	1.798862505779419696e-01	1.825809033200093412e-01	1.854512166658197347e-01
1.561550885000000017e+04	1.701132265297006507e-01	1.785175400446688820e-01	1.812266949744413824e-01	1.841134801695104573e-01
1.560927556000000004e+04	1.687077380237204383e-01	1.771525423319911252e-01	1.798759176208629962e-01	1.827788540776836002e-01
1.560304745999999977e+04	1.673069689264609083e-01	1.757913457970570192e-01	1.785286574840221074e-01	1.814474238138121254e-01
1.559682452000000012e+04	1.659110017301664852e-01	1.744340271053336222e-01	1.771849893474889415e-01	1.801192635518094609e-01
1.559060675000000083e+04	1.645199266311520025e-01	1.730806708628908064e-01	1.758449959805878371e-01	1.787944554134281994e-01
1.558439413000000059e+04	1.631338257801045466e-01	1.717313542926328374e-01	1.745087529664329784e-01	1.774730744723619358e-01
1.557818666999999914e+04	1.617527866745987197e-01	1.703861602508162931e-01	1.731763415867285383e-01	1.761552014928499665e-01
1.557198435000000063e+04	1.603768887449296410e-01	1.690451641563152363e-01	1.718478358745500201e-01	1.748409101262613785e-01
1.556578715999999986e+04	1.590062122598545069e-01	1.677084426465005051e-01	1.705233111828958481e-01	1.735302753836661660e-01
1.555959511000000020e+04	1.576408404728569246e-01	1.663760756670406016e-01	1.692028462551214418e-01	1.722233756872894872e-01
1.555340818000000036e+04	1.562808485586295038e-01	1.650481356676279932e-01	1.678865125153314042e-01	1.709202822718155212e-01
1.554722637000000032e+04	1.549263146358781373e-01	1.637246983438038206e-01	1.665743847103973163e-01	1.696210697156587677e-01
1.554104968000000008e+04	1.535773153190498341e-01	1.624058382892903940e-01	1.652665365996196234e-01	1.683258116759676903e-01
1.553487809000000016e+04	1.522339213559979476e-01	1.610916247164775328e-01	1.639630367070154804e-01	1.670345766801074328e-01
1.552871160000000054e+04	1.508962063506106843e-01	1.597821299738402534e-01	1.626639567650035589e-01	1.657474364877165318e-01
1.552255019999999968e+04	1.495642402026775009e-01	1.584774231216364293e-01	1.613693653409757345e-01	1.644644597780293427e-01
1.551639388999999937e+04	1.482380934358782376e-01	1.571775741588135045e-01	1.600793320280979593e-01	1.631857163017679524e-01
1.551024265999999989e+04	1.469178328653543975e-01	1.558826497697189950e-01	1.587939232225666353e-01	1.619112726958682469e-01
1.550409650999999940e+04	1.456035258982739389e-01	1.545927175301071155e-01	1.575132062954812118e-01	1.606411966184029538e-01
1.549795542000000023e+04	1.442952341088149237e-01	1.533078395929352578e-01	1.562372433216490109e-01	1.593755505292662189e-01
1.549181940000000031e+04	1.429930239054487406e-01	1.520280831524647991e-01	1.549661014677403970e-01	1.581144019926921385e-01
1.548568843000000015e+04	1.416969537454205452e-01	1.507535078789724592e-01	1.536998405119681388e-01	1.568578112973392502e-01
1.547956250999999975e+04	1.404070847640064013e-01	1.494841763528750034e-01	1.524385232047279493e-01	1.556058417337858601e-01
1.547344163999999910e+04	1.391234765038129872e-01	1.482201498636674664e-01	1.511822110949933018e-01	1.543585554545724714e-01
1.546732580000000053e+04	1.378461827457018174e-01	1.469614842922594422e-01	1.499309604344001012e-01	1.531160094057376075e-01
1.546121499000000040e+04	1.365752598983016597e-01	1.457082383647251844e-01	1.486848303785948677e-01	1.518782634686507427e-01
1.545510921000000053e+04	1.353107627796614754e-01	1.444604694949082613e-01	1.474438788545305024e-01	1.506453763577738914e-01
1.544900844999999936e+04	1.340527425618683044e-01	1.432182317466690058e-01	1.462081605312388066e-01	1.494174036032772934e-01
1.544291268999999920e+04	1.328012468194551543e-01	1.419815758673508843e-01	1.449777268490114734e-01	1.481943975770396160e-01
1.543682194999999956e+04	1.315563297769201390e-01	1.407505594102410329e-01	1.437526360901637545e-01	1.469764175031156028e-01
1.543073619999999937e+04	1.303180338593241672e-01	1.395252284934589970e-01	1.425329352267655225e-01	1.457635114131789755e-01
1.542465545000000020e+04	1.290864081164281862e-01	1.383056360080159863e-01	1.413186780381438801e-01	1.445557341569744247e-01
1.541857969000000048e+04	1.278614959749631019e-01	1.370918294987748809e-01	1.401099130479685484e-01	1.433531354082146769e-01
1.541250890000000072e+04	1.266433373416472608e-01	1.358838532297485246e-01	1.389066855754597374e-01	1.421557617005748397e-01
1.540644310000000041e+04	1.254319786207191700e-01	1.346817581150845933e-01	1.377090476267363861e-01	1.409636662713264765e-01
1.540038226000000031e+04	1.242274546872374347e-01	1.334855838332345557e-01	1.365170400765120251e-01	1.397768913277646075e-01
1.539432638000000043e+04	1.230298049204953253e-01	1.322953747244885181e-01	1.353307085028130907e-01	1.385954838054948568e-01
1.538827547000000050e+04	1.218390691422016753e-01	1.311111757655391563e-01	1.341500991783796115e-01	1.374194913813061303e-01
1.538222949999999946e+04	1.206552778116074115e-01	1.299330228089084216e-01	1.329752493369575350e-01	1.362489527755103291e-01
1.537618848000000071e+04	1.194784677791034672e-01	1.287609582442469369e-01	1.318062027855477214e-01	1.350839133022909422e-01
1.537015240000000085e+04	1.183086705001333977e-01	1.275950192698242225e-01	1.306429982094539644e-01	1.339244132191569625e-01
1.536412125000000015e+04	1.171459159926695609e-01	1.264352418212860707e-01	1.294856730871669914e-01	1.327704916251856992e-01
1.535809503000000041e+04	1.159902347621706992e-01	1.252816624883183738e-01	1.283342656021387584e-01	1.316221883669975723e-01
1.535207373000000007e+04	1.148416539581718354e-01	1.241343146756496152e-01	1.271888108104161919e-01	1.304795402167642504e-01
1.534605733999999939e+04	1.137001993303408676e-01	1.229932305466529818e-01	1.260493425780069010e-01	1.293425828022737312e-01
1.534004586000000018e+04	1.125658971235184158e-01	1.218584429146628706e-01	1.249158954687414891e-01	1.282113524904226198e-01
1.533403929000000062e+04	1.114387721679128973e-01	1.207299833321472809e-01	1.237885028358272216e-01	1.270858844832103707e-01
1.532803760999999940e+04	1.103188441709142958e-01	1.196078783687181679e-01	1.226671931006227539e-01	1.259662091005166462e-01
1.532204082000000017e+04	1.092061352371089117e-01	1.184921571350381342e-01	1.215519972680423055e-01	1.248523592817340072e-01
1.531604891999999927e+04	1.081006660980225603e-01	1.173828475073862704e-01	1.204429451546378260e-01	1.237443668207309916e-01
1.531006189000000086e+04	1.070024524682963996e-01	1.162799724619862640e-01	1.193400617210767928e-01	1.226422586994622421e-01
1.530407973999999922e+04	1.059115142585148328e-01	1.151835593185529111e-01	1.182433763133012017e-01	1.215460663204926406e-01
1.529810246000000006e+04	1.048278663918752046e-01	1.140936305167624676e-01	1.171529134387022664e-01	1.204558162898455992e-01
1.529213004000000001e+04	1.037515225199276692e-01	1.130102073388511985e-01	1.160686964861116915e-01	1.193715341320091133e-01
1.528616246999999930e+04	1.026824950380179763e-01	1.119333099205572085e-01	1.149907477354586982e-01	1.182932442986177751e-01
1.528019974999999977e+04	1.016207968760031721e-01	1.108629590525775505e-01	1.139190901603647915e-01	1.172209719713299125e-01
1.527424187999999958e+04	1.005664396952809930e-01	1.097991743632979605e-01	1.128537456089183516e-01	1.161547412421840425e-01
1.526828883999999925e+04	9.951943039765771826e-02	1.087419707877175096e-01	1.117947312648290836e-01	1.150945715694112192e-01
1.526234064000000035e+04	9.847977996235190989e-02	1.076913674825552697e-01	1.107420685754526568e-01	1.140404867130379307e-01
1.525639725999999973e+04	9.744749290934609509e-02	1.066473771826843275e-01	1.096957725887670182e-01	1.129925040592342222e-01
1.525045869999999923e+04	9.642257608198240293e-02	1.056100150684373962e-01	1.086558608357374722e-01	1.119506435125174060e-01
1.524452495000000090e+04	9.540503342512689222e-02	1.045792934838445515e-01	1.076223480367814733e-01	1.109149221938378338e-01
1.523859600999999930e+04	9.439486945305958221e-02	1.035552254424037394e-01	1.065952496149492335e-01	1.098853579593288138e-01
1.523267187999999987e+04	9.339208752325434126e-02	1.025378228777870521e-01	1.055745799417840830e-01	1.088619676425466726e-01
1.522675253999999950e+04	9.239668650049155663e-02	1.015270932509945018e-01	1.045603489310870660e-01	1.078447636367604462e-01
1.522083798999999999e+04	9.140866754412657613e-02	1.005230464325388290e-01	1.035525689420430662e-01	1.068337608154747848e-01
1.521492822999999953e+04	9.042803070577525026e-02	9.952569125062464550e-02	1.025512513164514583e-01	1.058289730607833712e-01
1.520902324000000044e+04	8.945477166045771866e-02	9.853503215840671292e-02	1.015564030302914256e-01	1.048304099009432777e-01
1.520312303000000065e+04	8.848888999196632965e-02	9.755107766009818437e-02	1.005680351532461519e-01	1.038380849993403438e-01
1.519722759000000042e+04	8.753038094049341022e-02	9.657383191059308591e-02	9.958615441275282809e-02	1.028520076871646122e-01
1.519133690999999999e+04	8.657923874906521544e-02	9.560329811381167164e-02	9.861076660432765983e-02	1.018721863841175468e-01
1.518545097999999962e+04	8.563545668012011169e-02	9.463947853585462366e-02	9.764187660369619270e-02	1.008986286096083818e-01
1.517956981000000087e+04	8.469903020534436111e-02	9.368237776287936802e-02	9.667949164199755863e-02	9.993134427409024190e-02
1.517369338000000062e+04	8.376994903292943329e-02	9.273199455197365937e-02	9.572361311164133413e-02	9.897033744332124627e-02
1.516782167999999911e+04	8.284820354912093843e-02	9.178832840451221775e-02	9.477424317277040322e-02	9.801561297523594951e-02
1.516195471999999972e+04	8.193378633159698055e-02	9.085138112071199090e-02	9.383138631892229409e-02	9.706717809637278871e-02
1.515609249000000091e+04	8.102668588666502025e-02	8.992115038424250417e-02	9.289504292179870393e-02	9.612503590923759944e-02
1.515023497999999927e+04	8.012688983896207318e-02	8.899763302023913636e-02	9.196521250667635816e-02	9.518918868388287491e-02
1.514438219000000026e+04	7.923438646713641675e-02	8.808082656997523463e-02	9.104189533744871943e-02	9.425963945290209700e-02
1.513853410000000076e+04	7.834916013979725813e-02	8.717072459973669585e-02	9.012508769138101450e-02	9.333638725354689858e-02
1.513269072000000051e+04	7.747119892833859156e-02	8.626732452080129732e-02	8.921478973464982976e-02	9.241943505655486613e-02
1.512685203999999976e+04	7.660048702661546860e-02	8.537061979599706862e-02	8.831099767151583124e-02	9.150878186027189276e-02
1.512101806000000033e+04	7.573700930262371178e-02	8.448060461654371966e-02	8.741370845482865359e-02	9.060442743352067896e-02
1.511518875999999909e+04	7.488074686872901731e-02	8.359726933349394262e-02	8.652291517936140652e-02	8.970636767193793104e-02
1.510936413999999968e+04	7.403168301800384932e-02	8.272060657325888688e-02	8.563861324635568817e-02	8.881460081012373942e-02
1.510354420000000027e+04	7.318980024646257188e-02	8.185060816896280733e-02	8.476079727005837727e-02	8.792912430417770819e-02
1.509772892999999931e+04	7.235507883918004812e-02	8.098726369411851644e-02	8.388945959663675345e-02	8.704993333608898598e-02
1.509191832000000068e+04	7.152749836051304488e-02	8.013056199623898312e-02	8.302459184961800964e-02	8.617702237066728055e-02
1.508611238000000048e+04	7.070704048489293014e-02	7.928049412797560924e-02	8.216618788925406092e-02	8.531038814280196558e-02
1.508031107999999949e+04	6.989368052250595487e-02	7.843704456514823120e-02	8.131423494391418205e-02	8.445002070334015065e-02
1.507451444000000083e+04	6.908740012530273367e-02	7.760020437139752980e-02	8.046872690391568272e-02	8.359591684052572469e-02
1.506872243999999955e+04	6.828817465637922191e-02	7.676995810050206426e-02	7.962965109190554835e-02	8.274806671989164142e-02
1.506293506999999954e+04	6.749598024311523337e-02	7.594629110436758312e-02	7.879699564265470191e-02	8.190646133501409965e-02
1.505715234000000055e+04	6.671079508933344671e-02	7.512919090265006428e-02	7.797075088935581655e-02	8.107109391059540149e-02
1.505137422999999944e+04	6.593259267384533884e-02	7.431864010505599694e-02	7.715090220682495337e-02	8.024195266681653782e-02
1.504560074999999961e+04	6.516134991242261698e-02	7.351462490214796808e-02	7.633743859645389374e-02	7.941902949819494573e-02
1.503983187999999973e+04	6.439703909176493213e-02	7.271712666124964530e-02	7.553034418487446222e-02	7.860231137504732069e-02
1.503406761000000006e+04	6.363963328238690653e-02	7.192612756040697719e-02	7.472960392134202212e-02	7.779178610421320916e-02
1.502830796000000009e+04	6.288910889376378432e-02	7.114161326403498076e-02	7.393520628863554933e-02	7.698744507556815053e-02
1.502255290000000059e+04	6.214543523172424283e-02	7.036356200829881058e-02	7.314713225126333318e-02	7.618927207228279319e-02
1.501680242999999973e+04	6.140858499186520325e-02	6.959195556098655977e-02	7.236536635066895262e-02	7.539725450203318968e-02
1.501105654999999933e+04	6.067853031576193878e-02	6.882677510195721327e-02	7.158989253471283176e-02	7.461137917530613617e-02
1.500531524999999965e+04	5.995524155090547341e-02	6.806799991893759672e-02	7.082069283454206499e-02	7.383163096308592577e-02
1.499957853000000068e+04	5.923868980596128792e-02	6.731561008315027628e-02	7.005775007542593136e-02	7.305799554324764189e-02
1.499384638000000086e+04	5.852884444508630463e-02	6.656958381819731707e-02	6.930104520872779061e-02	7.229045669515815620e-02
1.498811880000000019e+04	5.782567559991596412e-02	6.582990013518644212e-02	6.855055998322714950e-02	7.152899900765204155e-02
1.498239578000000074e+04	5.712915170650223473e-02	6.509653624170698427e-02	6.780627431626427837e-02	7.077360521177425423e-02
1.497667730999999912e+04	5.643924077311867488e-02	6.436946887015321250e-02	6.706816763979825402e-02	7.002425754477235864e-02
1.497096339000000080e+04	5.575591158413596704e-02	6.364867554587813614e-02	6.633622018765800155e-02	6.928093905680753062e-02
1.496525401000000056e+04	5.507913130034312182e-02	6.293413205597166160e-02	6.561041042517701261e-02	6.854363100070852421e-02
1.495954917000000023e+04	5.440886786394892594e-02	6.222581498381658804e-02	6.489071762225873119e-02	6.781231544427315794e-02
1.495384886999999981e+04	5.374508880003932981e-02	6.152370044427952350e-02	6.417712056883624616e-02	6.708697396562300630e-02
1.494815308999999979e+04	5.308775893189921630e-02	6.082776166139302471e-02	6.346959511114910746e-02	6.636758514704273193e-02
1.494246183000000019e+04	5.243684505148682451e-02	6.013797390644282786e-02	6.276811916992715290e-02	6.565412967506391306e-02
1.493677510000000075e+04	5.179231470020941724e-02	5.945431321349095577e-02	6.207267143655998548e-02	6.494658901695686548e-02
1.493109287000000040e+04	5.115413054033468576e-02	5.877675040408081308e-02	6.138322529321040694e-02	6.424493923346136226e-02
1.492541515000000072e+04	5.052225943442632816e-02	5.810526071585323665e-02	6.069975860679655694e-02	6.354916094240252444e-02
1.491974193000000014e+04	4.989666566737432918e-02	5.743981660997710820e-02	6.002224641143568545e-02	6.285923187285820390e-02
1.491407320000000072e+04	4.927731323527506646e-02	5.678039019599692011e-02	5.935066337414952181e-02	6.217512937273643459e-02
1.490840897000000041e+04	4.866416801198406028e-02	5.612695553996069342e-02	5.868498614598937485e-02	6.149683280421663900e-02
1.490274921999999970e+04	4.805719232322400170e-02	5.547948288282093104e-02	5.802518747238051555e-02	6.082431754273704555e-02
1.489709395000000040e+04	4.745635039577893871e-02	5.483794444309844640e-02	5.737124210304225813e-02	6.015756099739674040e-02
1.489144314999999915e+04	4.686160512634646863e-02	5.420231097111520568e-02	5.672312328092735806e-02	5.949653903255650716e-02
1.488579682999999932e+04	4.627292125543015777e-02	5.357255513870468056e-02	5.608080619775474701e-02	5.884122949136150194e-02
1.488015495999999985e+04	4.569025911294330444e-02	5.294864484778427638e-02	5.544426116889793199e-02	5.819160523234942484e-02
1.487451756000000023e+04	4.511358398801341291e-02	5.233055325479309822e-02	5.481346385805865862e-02	5.754764456125573135e-02
1.486888460999999916e+04	4.454285682040604738e-02	5.171824880415910181e-02	5.418838510922129731e-02	5.690932085438678983e-02
1.486325610000000052e+04	4.397803939927827366e-02	5.111170079089329132e-02	5.356899662054847439e-02	5.627660834765888659e-02
1.485763204000000042e+04	4.341909531387116300e-02	5.051088038681750964e-02	5.295527199401089957e-02	5.564948321060499137e-02
1.485201240999999936e+04	4.286598497060156027e-02	4.991575528535260875e-02	5.234718126547319855e-02	5.502791795736568931e-02
1.484639722000000074e+04	4.231867156654796347e-02	4.932629612096082333e-02	5.174469746149695792e-02	5.441188814610860985e-02
1.484078644999999960e+04	4.177711519388282307e-02	4.874247012431807968e-02	5.114779011581233048e-02	5.380136575132833665e-02
1.483518010999999933e+04	4.124127869820824743e-02	4.816424743026336691e-02	5.055643171615398224e-02	5.319632575510067213e-02
1.482957818000000043e+04	4.071112189691743211e-02	4.759159484353656794e-02	4.997059132986293034e-02	5.259673962680419534e-02
1.482398065999999926e+04	4.018660639123761841e-02	4.702448102757045972e-02	4.939023990929318486e-02	5.200258074991511575e-02
1.481838754999999946e+04	3.966769363610667121e-02	4.646287442332974749e-02	4.881534816387867598e-02	5.141382224538416229e-02
1.481279883999999947e+04	3.915434403584126810e-02	4.590674226771686295e-02	4.824588555438834303e-02	5.083043594062897075e-02
1.480721451999999954e+04	3.864651790413495269e-02	4.535605162885263802e-02	4.768182135149212630e-02	5.025239345233394050e-02
1.480163459999999941e+04	3.814417726429074340e-02	4.481077135998437488e-02	4.712312663764830351e-02	4.967966823850949315e-02
1.479605905999999959e+04	3.764728133407050509e-02	4.427086719959808653e-02	4.656976928703956270e-02	4.911223045274683285e-02
1.479048790000000008e+04	3.715579105851762182e-02	4.373630668811796796e-02	4.602171900205698912e-02	4.855005210591700066e-02
1.478492110999999932e+04	3.666966642214204708e-02	4.320705624879012802e-02	4.547894432184800689e-02	4.799310399902372015e-02
1.477935870000000068e+04	3.618886908180746903e-02	4.268308405251275417e-02	4.494141555980640107e-02	4.744135873680420390e-02
1.477380064999999922e+04	3.571335803103876938e-02	4.216435529409105071e-02	4.440909995799605103e-02	4.689478575440343688e-02
1.476824695000000065e+04	3.524309310983405469e-02	4.165083601154579568e-02	4.388196560342592922e-02	4.635335533522479123e-02
1.476269762000000082e+04	3.477803663579330518e-02	4.114249487380577941e-02	4.335998326520257989e-02	4.581704050011801976e-02
1.475715263000000050e+04	3.431814668169867744e-02	4.063929583437375648e-02	4.284311885159629990e-02	4.528580925790165468e-02
1.475161197999999968e+04	3.386338383102081850e-02	4.014120551007798604e-02	4.233134098499792553e-02	4.475963238635866787e-02
1.474607567999999992e+04	3.341370944037919122e-02	3.964819128815683102e-02	4.182461906021184977e-02	4.423848143936419397e-02
1.474054370999999992e+04	3.296908240694319120e-02	3.916021778024055683e-02	4.132291959921610691e-02	4.372232499715735660e-02
