Wavenumber	17277.150453038626-40C-17289.8119463758-20C	17271.260566842393-45C-17289.8119463758-20C	17271.260566842393-45C-17277.150453038626-40C	17262.46575968384-50C-17289.8119463758-20C	17262.46575968384-50C-17277.150453038626-40C	17262.46575968384-50C-17271.260566842393-45C
1.734743070000000080e+04	-4.989092071641221260e-03	-8.191278133862001098e-03	-3.202186062220779839e-03	-1.284847608541217490e-02	-7.859384013770953636e-03	-4.657197951550173798e-03
1.733967618999999831e+04	-4.634843110621567064e-03	-7.617987808858583954e-03	-2.983144698237016890e-03	-1.198243274893373567e-02	-7.347589638312168603e-03	-4.364444940075151713e-03
1.733192885000000024e+04	-4.274035992350988522e-03	-7.035455829712655706e-03	-2.761419837361667184e-03	-1.110253164220953437e-02	-6.828495649858545846e-03	-4.067075812496878662e-03
1.732418868999999904e+04	-3.907279092310589341e-03	-6.444582849921443035e-03	-2.537303757610853694e-03	-1.021009184121990376e-02	-6.302812748909314422e-03	-3.765508991298460728e-03
1.731645568999999887e+04	-3.535190015867106794e-03	-5.846281592437274632e-03	-2.311091576570167838e-03	-9.306450490289330801e-03	-5.771260474422224007e-03	-3.460168897852056169e-03
1.730872983999999997e+04	-3.158396038860700195e-03	-5.241477778488157213e-03	-2.083081739627457019e-03	-8.392964310095285541e-03	-5.234568271234585346e-03	-3.151486531607128327e-03
1.730101111999999921e+04	-2.777531719988735048e-03	-4.631106499150106082e-03	-1.853574779161371033e-03	-7.471004220511279215e-03	-4.693472500522544166e-03	-2.839897721361173133e-03
1.729329953999999998e+04	-2.393239438741368019e-03	-4.016113283995981220e-03	-1.622873845254613201e-03	-6.541957056848790586e-03	-4.148717618107422567e-03	-2.525843772852809366e-03
1.728559507999999914e+04	-2.006164984946323671e-03	-3.397447244305906722e-03	-1.391282259359583051e-03	-5.607215312838587096e-03	-3.601050327892263425e-03	-2.209768068532680374e-03
1.727789773000000059e+04	-1.616958076529950716e-03	-2.776062117916811012e-03	-1.159104041386860295e-03	-4.668178816462642544e-03	-3.051220739932691828e-03	-1.892116698545831532e-03
1.727020748000000094e+04	-1.226270419483976859e-03	-2.152913375584653011e-03	-9.266429561006761517e-04	-3.726250454396451417e-03	-2.499980034912474558e-03	-1.573337078811798406e-03
1.726252432000000044e+04	-8.347542647550998396e-04	-1.528956125728342386e-03	-6.942018609732425460e-04	-2.782833099537862509e-03	-1.948078834782762669e-03	-1.253876973809520123e-03
1.725484823999999935e+04	-4.430609756335135430e-04	-9.051430367504886831e-04	-4.620820611169751402e-04	-1.839326562029897083e-03	-1.396265586396383540e-03	-9.341835252794083999e-04
1.724717923000000155e+04	-5.183960984689317542e-05	-2.824222830222211655e-04	-2.305826731753279901e-04	-8.971245727452670238e-04	-8.452849628983738484e-04	-6.147022897230458582e-04
1.723951728000000003e+04	3.382644795435485463e-04	3.382644795435485463e-04	0.000000000000000000e+00	4.238819204172017407e-05	-2.958762875018283722e-04	-2.958762875018283722e-04
1.723186238999999841e+04	7.266105143276524458e-04	9.559832975774007480e-04	2.293727832497483021e-04	9.778378169353896254e-04	2.512273026077371796e-04	2.185451935798887746e-05
1.722421453000000110e+04	1.112565668383913575e-03	1.569813093317051766e-03	4.572474249331381912e-04	1.907868899342690661e-03	7.953032309587770854e-04	3.380558060256388941e-04
1.721657371000000057e+04	1.495502842658091858e-03	2.178841929011965384e-03	6.833390863538735260e-04	2.831138812575573205e-03	1.335635969917481347e-03	6.522968835636078211e-04
1.720893991000000096e+04	1.874805489476605302e-03	2.782174486140931435e-03	9.073689966643261329e-04	3.746328960952616249e-03	1.871523471476010947e-03	9.641544748116848140e-04
1.720131312999999864e+04	2.249866349355755801e-03	3.378929865265112298e-03	1.129063515909356497e-03	4.652141373625573451e-03	2.402275024269817649e-03	1.273211508360461153e-03
1.719369335000000137e+04	2.620090644012362802e-03	3.968246477848547116e-03	1.348155833836184314e-03	5.547306055916245704e-03	2.927215411903882902e-03	1.579059578067698588e-03
1.718608055999999851e+04	2.984895750538507642e-03	4.549281344815359063e-03	1.564385594276851421e-03	6.430579860772223100e-03	3.445684110233715458e-03	1.881298515956864037e-03
1.717847475000000122e+04	3.343712817970856399e-03	5.121212489103244003e-03	1.777499671132387604e-03	7.300750058391924924e-03	3.957037240421068525e-03	2.179537569288680920e-03
1.717087591999999859e+04	3.695987376361453691e-03	5.683239728107913891e-03	1.987252351746460199e-03	8.156635479194540572e-03	4.460648102833086881e-03	2.473395751086626682e-03
1.716328406000000177e+04	4.041181299863638721e-03	6.234587630545851411e-03	2.193406330682212690e-03	8.997090956719966393e-03	4.955909656856327672e-03	2.762503326174114981e-03
1.715569915000000037e+04	4.378773726974594105e-03	6.774506821181969229e-03	2.395733094207375125e-03	9.821009267863334280e-03	5.442235540888740175e-03	3.046502446681365051e-03
1.714812117999999828e+04	4.708261055642593007e-03	7.302273810966708467e-03	2.594012755324115460e-03	1.062732082579664894e-02	5.919059770154055933e-03	3.325047014829940473e-03
1.714055015999999887e+04	5.029157424498720275e-03	7.817191601299344761e-03	2.788034176800624486e-03	1.141499454833694305e-02	6.385837123838222773e-03	3.597802947037598287e-03
1.713298605999999927e+04	5.340998060040291762e-03	8.318594898958586725e-03	2.977596838918294964e-03	1.218304579103390850e-02	6.842047730993616739e-03	3.864450892075321775e-03
1.712542886999999973e+04	5.643337406334270057e-03	8.805846975095787954e-03	3.162509568761517897e-03	1.293053151279199842e-02	7.287194106457728360e-03	4.124684537696210462e-03
1.711787859000000026e+04	5.935750293083352780e-03	9.278341392371602936e-03	3.342591099288250156e-03	1.365655287856293310e-02	7.720802585479580316e-03	4.378211486191330160e-03
1.711033522000000085e+04	6.217832977025050667e-03	9.735503544329726644e-03	3.517670567304675977e-03	1.436025758891745774e-02	8.142424611892407071e-03	4.624754044587731094e-03
1.710279872999999861e+04	6.489204749191346266e-03	1.017679313797137386e-02	3.687588388780027593e-03	1.504084368363745039e-02	8.551638934446104123e-03	4.864050545666076530e-03
1.709526912000000084e+04	6.749506169811736456e-03	1.060170121284575995e-02	3.852195043034023492e-03	1.569755493488356191e-02	8.948048765071825450e-03	5.095853722037801958e-03
1.708774638000000050e+04	6.998400993728837172e-03	1.100975314893870571e-02	4.011352155209868542e-03	1.632968546377278063e-02	9.331284470043943458e-03	5.319932314834074916e-03
1.708023050000000148e+04	7.235576141611854695e-03	1.140050852035956463e-02	4.164932378747709940e-03	1.693657951091320779e-02	9.701003369301353096e-03	5.536070990553643156e-03
1.707272147000000041e+04	7.460741988368213562e-03	1.177356147216102045e-02	4.312819483792806885e-03	1.751763201777556400e-02	1.005689002940735044e-02	5.744070545614543555e-03
1.706521928000000116e+04	7.673632588460210791e-03	1.212854100496085774e-02	4.454908416500646950e-03	1.807228907239399884e-02	1.039865648393378805e-02	5.943748067433141102e-03
1.705772393000000011e+04	7.874005579754705941e-03	1.246511073154343840e-02	4.591105151788732464e-03	1.860004753447463965e-02	1.072604195471993371e-02	6.134936802931201250e-03
1.705023540000000139e+04	8.061643095532367020e-03	1.278297034038466951e-02	4.721327244852302485e-03	1.910045734543686091e-02	1.103881424990449389e-02	6.317487005052191407e-03
1.704275368000000162e+04	8.236350961192018261e-03	1.308185420232210738e-02	4.845503241130089123e-03	1.957311937495775922e-02	1.133676841376574096e-02	6.491265172635651837e-03
1.703527877000000080e+04	8.397958759704171605e-03	1.336153142280749329e-02	4.963572663103321680e-03	2.001768552217841890e-02	1.161972676247424729e-02	6.656154099370925614e-03
1.702781064999999944e+04	8.546320412191499294e-03	1.362180682165647916e-02	5.075486409464979864e-03	2.043386031496141619e-02	1.188753990276991690e-02	6.812053493304937035e-03
1.702034932000000117e+04	8.681313179768279653e-03	1.386251919873782157e-02	5.181206018969541915e-03	2.082139820564588018e-02	1.214008502587760052e-02	6.958879006908058606e-03
1.701289476999999897e+04	8.802838114815525472e-03	1.408354212589146837e-02	5.280704011075942894e-03	2.118010489272825758e-02	1.237726677791273211e-02	7.096562766836789216e-03
1.700544699000000037e+04	8.910819593854646392e-03	1.428478316463221987e-02	5.373963570777573473e-03	2.150983614851220693e-02	1.259901655465756054e-02	7.225052983879987067e-03
1.699800595999999859e+04	9.005205141798477975e-03	1.446618362712348560e-02	5.460978485325007625e-03	2.181049753471575592e-02	1.280529239291727794e-02	7.344313907592270319e-03
1.699057168000000092e+04	9.085964699509285758e-03	1.462771729082967820e-02	5.541752591320392440e-03	2.208204239605959796e-02	1.299607769655031220e-02	7.454325105229919757e-03
1.698314414000000033e+04	9.153090660114715504e-03	1.476939058765913693e-02	5.616299927544421422e-03	2.232447229387868326e-02	1.317138163376396776e-02	7.555081706219546334e-03
1.697572333000000071e+04	9.206597280363326696e-03	1.489124164751742807e-02	5.684644367154101374e-03	2.253783557234723123e-02	1.333123829198390453e-02	7.646593924829803157e-03
1.696830924999999843e+04	9.246520158778914755e-03	1.499333943969782812e-02	5.746819280918913364e-03	2.272222606632956499e-02	1.347570590755065023e-02	7.728886626631736867e-03
1.696090188000000126e+04	9.272915889022015357e-03	1.507578340744319956e-02	5.802867518421184201e-03	2.287778271795848362e-02	1.360486682893646826e-02	7.801999310515284058e-03
1.695350120999999854e+04	9.285861297924413726e-03	1.513870214326706876e-02	5.852840845342655030e-03	2.300468750446382771e-02	1.371882620653941398e-02	7.865985361196758952e-03
1.694610723000000144e+04	9.285452936866889218e-03	1.518225267099759801e-02	5.896799734130708792e-03	2.310316444106996769e-02	1.381771150420307848e-02	7.920911770072369684e-03
1.693871993999999904e+04	9.271806486808031877e-03	1.520661948402757258e-02	5.934812997219540698e-03	2.317347813127401679e-02	1.390167164446598491e-02	7.966858647246444214e-03
1.693133932999999888e+04	9.245056104332238789e-03	1.521201367812885508e-02	5.966957573796616288e-03	2.321593259466692150e-02	1.397087649033468271e-02	8.003918916538066419e-03
1.692396538000000146e+04	9.205353652775527529e-03	1.519867179976031046e-02	5.993318146984782935e-03	2.323086958227749133e-02	1.402551592950196380e-02	8.032197782517180862e-03
1.691659809999999925e+04	9.152868230888566714e-03	1.516685488648494839e-02	6.013986655596381681e-03	2.321866698494112757e-02	1.406579875405256086e-02	8.051812098456179179e-03
1.690923746000000028e+04	9.087785026241745889e-03	1.511684718963413054e-02	6.029062163392384655e-03	2.317973728875266648e-02	1.409195226251092059e-02	8.062890099118535936e-03
1.690188346000000092e+04	9.010305024758746839e-03	1.504895529894312300e-02	6.038650274184376165e-03	2.311452596357432832e-02	1.410422093881558148e-02	8.065570664631205311e-03
1.689453609000000142e+04	8.920643980568576659e-03	1.496350685668013103e-02	6.042862876111554371e-03	2.302350976258271675e-02	1.410286578201414009e-02	8.060002905902585724e-03
1.688719535000000178e+04	8.819031848658287487e-03	1.486084958286004731e-02	6.041817734201759826e-03	2.290719519606942978e-02	1.408816334741114229e-02	8.046345613209382464e-03
1.687986121999999887e+04	8.705711589191089672e-03	1.474134969422868924e-02	6.035638105037599566e-03	2.276611634811620544e-02	1.406040475892511576e-02	8.024766653887516199e-03
1.687253369000000021e+04	8.580938745338828610e-03	1.460539108181191370e-02	6.024452336473085090e-03	2.260083352439667959e-02	1.401989477905785098e-02	7.995442442584765885e-03
1.686521275999999853e+04	8.444980719289785220e-03	1.445337423305903535e-02	6.008393513769250127e-03	2.241193166437160933e-02	1.396695094508182411e-02	7.958557431312573982e-03
1.685789842000000135e+04	8.298115622609403275e-03	1.428571466219175079e-02	5.987599039582347515e-03	2.220001812386174223e-02	1.390190250125233895e-02	7.914303461669991435e-03
1.685059064999999828e+04	8.140631390371244613e-03	1.410284160331543024e-02	5.962210212944185628e-03	2.196572074841507405e-02	1.382508935804382944e-02	7.862879145099643807e-03
1.684328945999999996e+04	7.972825848801878834e-03	1.390519783703059176e-02	5.932371988228712922e-03	2.170968742267387341e-02	1.373686157387199458e-02	7.804489585643281657e-03
1.683599481999999989e+04	7.795004364622437620e-03	1.369323669777855468e-02	5.898232333156117058e-03	2.143258199409914244e-02	1.363757762947670482e-02	7.739345296320587764e-03
1.682870673000000170e+04	7.607480616316553146e-03	1.346742273603129814e-02	5.859942119714744990e-03	2.113508490678195351e-02	1.352760429046540036e-02	7.667662170750655370e-03
1.682142519000000175e+04	7.410575170721522831e-03	1.322822982299809436e-02	5.817654652276571525e-03	2.081789054733051980e-02	1.340731537660899697e-02	7.589660724332425445e-03
1.681415018000000055e+04	7.204614114218355070e-03	1.297613927827834246e-02	5.771525164059987389e-03	2.048170457641007580e-02	1.327709046219172073e-02	7.505565298131733343e-03
1.680688168999999834e+04	6.989929056690269427e-03	1.271163967151278662e-02	5.721710614822517194e-03	2.012724348387773254e-02	1.313731442718746312e-02	7.415603812364945924e-03
1.679961972999999853e+04	6.766856743869120727e-03	1.243522618083814368e-02	5.668369436969022956e-03	1.975523358624131642e-02	1.298837684237219570e-02	7.320007405403172740e-03
1.679236426999999821e+04	6.535736475402065260e-03	1.214739722638247255e-02	5.611660750980407286e-03	1.936640634855713028e-02	1.283066987315506502e-02	7.219009122174657733e-03
1.678511530000000130e+04	6.296911157364970535e-03	1.184865560046466371e-02	5.551744443099693171e-03	1.896149974873706512e-02	1.266458859137209458e-02	7.112844148272401412e-03
1.677787283000000025e+04	6.050726697441999313e-03	1.153950757878663413e-02	5.488780881344634821e-03	1.854125695706243526e-02	1.249053025962043595e-02	7.001749378275801128e-03
1.677063683999999921e+04	5.797529630997888539e-03	1.122045980116215258e-02	5.422930170164264041e-03	1.810642197254819230e-02	1.230889234155030376e-02	6.885962171386039721e-03
1.676340731999999844e+04	5.537667750377450737e-03	1.089201991749089160e-02	5.354352167113440863e-03	1.765774036869227626e-02	1.212007261831482552e-02	6.765720451201384655e-03
1.675618426000000181e+04	5.271489123447326008e-03	1.055469522706586893e-02	5.283206103618542926e-03	1.719595732532941401e-02	1.192446820188208800e-02	6.641262098263545077e-03
1.674896765999999843e+04	4.999341839282966937e-03	1.020899224038229747e-02	5.209650401099330530e-03	1.672181692191621050e-02	1.172247508263324356e-02	6.512824681533913029e-03
1.674175750999999946e+04	4.721572656520400812e-03	9.855414853961685928e-03	5.133842197441285116e-03	1.623605953332951657e-02	1.151448687680911576e-02	6.380644679367830641e-03
1.673455380000000150e+04	4.438526768820727497e-03	9.494463945148634565e-03	5.055937176327907068e-03	1.573942117133741991e-02	1.130089440251669242e-02	6.244957226188785349e-03
1.672735651000000144e+04	4.150546836278246055e-03	9.126636039962443547e-03	4.976089203684197493e-03	1.523263155776466427e-02	1.108208472148641821e-02	6.105995517802220718e-03
1.672016563999999926e+04	3.857973642952150506e-03	8.752424063783292851e-03	4.894450420831142345e-03	1.471641507096088652e-02	1.085844142800873602e-02	5.963991007177593673e-03
1.671298118999999861e+04	3.561144814959726901e-03	8.372315624323722894e-03	4.811170809363995993e-03	1.419148830054994814e-02	1.063034348559022124e-02	5.819172676226225249e-03
1.670580313999999998e+04	3.260393483425771954e-03	7.986791221319622380e-03	4.726397737893850426e-03	1.365855749442512757e-02	1.039816401099935561e-02	5.671766273105505185e-03
1.669863148999999976e+04	2.956049473191724175e-03	7.596325698494887924e-03	4.640276225303163748e-03	1.311832048960981378e-02	1.016227101641808961e-02	5.521994791114925860e-03
1.669146621999999843e+04	2.648437191392627454e-03	7.201385473337817977e-03	4.552948281945190523e-03	1.257146281344823091e-02	9.923025622055603456e-03	5.370077340110412933e-03
1.668430732999999964e+04	2.337876913850234217e-03	6.802430129618119992e-03	4.464553215767885774e-03	1.201865982183369930e-02	9.680782907983465080e-03	5.216229692215579306e-03
1.667715481000000000e+04	2.024683125080306567e-03	6.399910235159511629e-03	4.375227110079205062e-03	1.146057361834440513e-02	9.435890493264098566e-03	5.060663383184893505e-03
1.667000864999999976e+04	1.709164583011735239e-03	5.994267377999684676e-03	4.285102794987949437e-03	1.089785304660850773e-02	9.188688463596772493e-03	4.903585668608823056e-03
1.666286883999999918e+04	1.391623988310386473e-03	5.585933700920198142e-03	4.194309712609811669e-03	1.033113299282550912e-02	8.939509004515122648e-03	4.745199291905310979e-03
1.665573537999999826e+04	1.072358128709316460e-03	5.175332052157921581e-03	4.102973923448605120e-03	9.761034547658531402e-03	8.688676418949214941e-03	4.585702495500609821e-03
1.664860825000000114e+04	7.516562583379515772e-04	4.762873871264061698e-03	4.011217612926110121e-03	9.188162027123802922e-03	8.436505768785851345e-03	4.425288155859741224e-03
1.664148745000000054e+04	4.298016340489319020e-04	4.348961140134277592e-03	3.919159506085345690e-03	8.613105641272489343e-03	8.183304007223557441e-03	4.264144501138211751e-03
1.663437297000000035e+04	1.070699429663313218e-04	3.933984340862561879e-03	3.826914397896230557e-03	8.036438622111119479e-03	7.929368679144788157e-03	4.102454281248557599e-03
1.662726480000000083e+04	-2.162704543138826985e-04	3.518322753576663686e-03	3.734593207890546385e-03	7.458717604177600435e-03	7.674988058491483134e-03	3.940394850600936749e-03
1.662016292999999860e+04	-5.399587025222696290e-04	3.102344216246277764e-03	3.642302918768547393e-03	6.880482261847009617e-03	7.420440964369279246e-03	3.778138045600731854e-03
1.661306735000000117e+04	-8.637416068527636881e-04	2.686404919445883888e-03	3.550146526298647576e-03	6.302254998717116141e-03	7.165996605569879829e-03	3.615850079271232254e-03
1.660597806000000128e+04	-1.187373308557004847e-03	2.270849821134790503e-03	3.458223129691795350e-03	5.724541502388214020e-03	6.911914810945218868e-03	3.453691681253423518e-03
1.659889504999999917e+04	-1.510616308533885288e-03	1.856011334279539238e-03	3.366627642813424526e-03	5.147828901394091439e-03	6.658445209927976727e-03	3.291817567114552201e-03
1.659181829999999900e+04	-1.833241555356357466e-03	1.442209221987622580e-03	3.275450777343980047e-03	4.572585604161960582e-03	6.405827159518318048e-03	3.130376382174338001e-03
1.658474782000000050e+04	-2.155026688990535622e-03	1.029752860336241582e-03	3.184779549326777204e-03	3.999264432638316435e-03	6.154291121628852057e-03	2.969511572302074853e-03
1.657768359000000055e+04	-2.475758823273055409e-03	6.189376837933968645e-04	3.094696507066452273e-03	3.428297672011526576e-03	5.904056495284581985e-03	2.809359988218129711e-03
1.657062559999999939e+04	-2.795232748668718958e-03	2.100475086362907362e-04	3.005280257305009695e-03	2.860100294838241464e-03	5.655333043506960422e-03	2.650052786201950727e-03
1.656357384000000093e+04	-3.113251396981431274e-03	-1.966460420109172880e-04	2.916605354970513986e-03	2.295069158838813905e-03	5.408320555820245179e-03	2.491715200849731193e-03
1.655652832000000126e+04	-3.429624936080399866e-03	-6.008823575166521991e-04	2.828742578563747667e-03	1.733584646602448487e-03	5.163209582682848353e-03	2.334467004119100686e-03
1.654948901000000114e+04	-3.744173440815734555e-03	-1.002415225432873314e-03	2.741758215382861241e-03	1.176005965293880351e-03	4.920179406109614906e-03	2.178421190726753665e-03
1.654245591000000059e+04	-4.056723702449249735e-03	-1.401008723103336351e-03	2.655714979345913385e-03	6.226768590474884846e-04	4.679400561496738220e-03	2.023685582150824835e-03
1.653542901999999958e+04	-4.367110528945006287e-03	-1.796438848349402040e-03	2.570671680595604247e-03	7.392335077077705208e-05	4.441033879715783339e-03	1.870362199120179092e-03
1.652840831999999864e+04	-4.675177549588460657e-03	-2.188494506979998810e-03	2.486683042608461847e-03	-4.699476171537986247e-04	4.205229932434662032e-03	1.718546889826200186e-03
1.652139381000000139e+04	-4.980775362801892481e-03	-2.576975114844448633e-03	2.403800247957443847e-03	-1.008644842426908994e-03	3.972130520374983487e-03	1.568330272417539639e-03
1.651438547000000108e+04	-5.283763192264590014e-03	-2.961692664810222642e-03	2.322070527454367372e-03	-1.541895715131691436e-03	3.741867477132898578e-03	1.419796949678531206e-03
1.650738331000000107e+04	-5.584006607383729115e-03	-3.342468787882302284e-03	2.241537819501426831e-03	-2.069442126146958660e-03	3.514564481236770455e-03	1.273026661735343623e-03
1.650038729999999850e+04	-5.881380419243131819e-03	-3.719138383946440918e-03	2.162242035296690901e-03	-2.591045479541420615e-03	3.290334939701711203e-03	1.128092904405020303e-03
1.649339745000000039e+04	-6.175765119608878084e-03	-4.091545059103585125e-03	2.084220060505292960e-03	-3.106480350080487174e-03	3.069284769528390910e-03	9.850647090230979508e-04
1.648641374999999971e+04	-6.467049309710037885e-03	-4.459544157235650896e-03	2.007505152474386989e-03	-3.615538660076966782e-03	2.851510649633071104e-03	8.440054971586841148e-04
1.647943618000000060e+04	-6.755129100295020894e-03	-4.823001946104965576e-03	1.932127154190055318e-03	-4.118028525190331468e-03	2.637100575104689426e-03	7.049734209146341080e-04
1.647246473999999944e+04	-7.039906713482368961e-03	-5.181793801563860935e-03	1.858112911918508026e-03	-4.613771717149328655e-03	2.426134996333040306e-03	5.680220844145322801e-04
1.646549942000000010e+04	-7.321291568187171528e-03	-5.535805526381276653e-03	1.785486041805894875e-03	-5.102605460102271895e-03	2.218686108084899633e-03	4.332000662790047585e-04
1.645854021999999895e+04	-7.599199293800040778e-03	-5.884932054088909403e-03	1.714267239711131374e-03	-5.584380610312134063e-03	2.014818683487906714e-03	3.005514437767753400e-04
1.645158712000000014e+04	-7.873552755169377360e-03	-6.229078682240207776e-03	1.644474072929169584e-03	-6.058963327184807568e-03	1.814589427984569792e-03	1.701153550554002081e-04
1.644464012000000002e+04	-8.144280275233284350e-03	-6.568158784303779196e-03	1.576121490929505153e-03	-6.526231883795974298e-03	1.618048391437310052e-03	4.192690050780489841e-05
1.643769919999999911e+04	-8.411317028798548368e-03	-6.902095502095084711e-03	1.509221526703463656e-03	-6.986078967616826674e-03	1.425238061181721694e-03	-8.398346552174196233e-05
1.643076437000000078e+04	-8.674602919310103744e-03	-7.230819031877333547e-03	1.443783887432770197e-03	-7.438407907669253305e-03	1.236195011640850439e-03	-2.075888757919197580e-04
1.642383560999999827e+04	-8.934084697110933337e-03	-7.554269216425546496e-03	1.379815480685386841e-03	-7.883136208825414215e-03	1.050948488285519122e-03	-3.288669923998677191e-04
1.641691291999999885e+04	-9.189713856541992243e-03	-7.872392860379773261e-03	1.317320996162218982e-03	-8.320191820527400584e-03	8.695220360145916594e-04	-4.477989601476273229e-04
1.640999628999999914e+04	-9.441447578736661406e-03	-8.185144850050840581e-03	1.256302728685820824e-03	-8.749514641076872046e-03	6.919329376597893599e-04	-5.643697910260314643e-04
1.640308569999999963e+04	-9.689248510647285872e-03	-8.492487817276572759e-03	1.196760693370713113e-03	-9.171056015997325339e-03	5.181924946499605333e-04	-6.785681987207525800e-04
1.639618115000000034e+04	-9.933083491550698252e-03	-8.794390501901450108e-03	1.138692989649248144e-03	-9.584776453667398499e-03	3.483070378832997527e-04	-7.903859517659483913e-04
1.638928264000000127e+04	-1.017292410267867098e-02	-9.090828380171001033e-03	1.082095722507669944e-03	-9.990646451571549846e-03	1.822776511071211303e-04	-8.998180714005488134e-04
1.638239016000000083e+04	-1.040874681297121462e-02	-9.381783786436947992e-03	1.026963026534266632e-03	-1.038864662316096865e-02	2.010018981024597196e-05	-1.006862836724020660e-03
1.637550368999999955e+04	-1.064053275856657876e-02	-9.667245580467775934e-03	9.732871780988028299e-04	-1.077876720087844742e-02	-1.382344423118686549e-04	-1.111521620410671485e-03
1.636862322999999924e+04	-1.086826653875588855e-02	-9.947207607956254360e-03	9.210589307996341901e-04	-1.116100589263352427e-02	-2.927393538776357218e-04	-1.213798284677269912e-03
1.636174877000000015e+04	-1.109193705021477294e-02	-1.022166967454712916e-02	8.702673756676437833e-04	-1.153536917522013372e-02	-4.434321250053607777e-04	-1.313699500673004561e-03
1.635488031000000046e+04	-1.131153663802320075e-02	-1.049063644748043922e-02	8.209001905427615320e-04	-1.190187075560922292e-02	-5.903341175860221668e-04	-1.411234308128783699e-03
1.634801783000000069e+04	-1.152706187317836806e-02	-1.075411835402168004e-02	7.729435191566880192e-04	-1.226053275609539917e-02	-7.334708829170311084e-04	-1.506414402073719128e-03
1.634116133000000082e+04	-1.173851209221471459e-02	-1.101212973980669751e-02	7.263823524080170735e-04	-1.261138316600057818e-02	-8.728710737858635937e-04	-1.599253426193880667e-03
1.633431079999999929e+04	-1.194589017529656960e-02	-1.126468976986932935e-02	6.812004054272402520e-04	-1.295445703099101786e-02	-1.008566855694448261e-03	-1.689767261121688513e-03
1.632746623999999974e+04	-1.214920175474082376e-02	-1.151182141175977058e-02	6.373803429810531718e-04	-1.328979503200306000e-02	-1.140593277262236249e-03	-1.777973620243289421e-03
1.632062763000000086e+04	-1.234845593802380570e-02	-1.175355226437652112e-02	5.949036736472845810e-04	-1.361744457193880820e-02	-1.268988633915002495e-03	-1.863892307562287076e-03
1.631379497000000083e+04	-1.254366395264649992e-02	-1.198991286192202521e-02	5.537510907244747038e-04	-1.393745743686125582e-02	-1.393793484214755907e-03	-1.947544574939230611e-03
1.630696824999999990e+04	-1.273483987162293829e-02	-1.222093750815922419e-02	5.139023634637140958e-04	-1.424989089122896679e-02	-1.515051019606028504e-03	-2.028953383069742600e-03
1.630014745000000039e+04	-1.292200042674296334e-02	-1.244666400057853339e-02	4.753364261644299482e-04	-1.455480726552416115e-02	-1.632806838781197811e-03	-2.108143264945627759e-03
1.629333258999999998e+04	-1.310516349673851444e-02	-1.266713176324169021e-02	4.380317334968242271e-04	-1.485227139934247598e-02	-1.747107902603961538e-03	-2.185139636100785765e-03
1.628652363999999943e+04	-1.328435041340558787e-02	-1.288238458268231579e-02	4.019658307232720773e-04	-1.514235430081317668e-02	-1.858003887407588817e-03	-2.259969718130860894e-03
1.627972060000000056e+04	-1.345958363866950336e-02	-1.309246776617722929e-02	3.671158724922740646e-04	-1.542512927554418045e-02	-1.965545636874677093e-03	-2.332661509366951158e-03
1.627292345000000023e+04	-1.363088795472450210e-02	-1.329742953219820167e-02	3.334584225263004242e-04	-1.570067376837513962e-02	-2.069785813650637518e-03	-2.403244236176937942e-03
1.626613220999999976e+04	-1.379828881125827467e-02	-1.349731899229017484e-02	3.009698189680998226e-04	-1.596906661671337879e-02	-2.170777805455104126e-03	-2.471747624423203948e-03
1.625934684999999990e+04	-1.396181444973348951e-02	-1.369218865309512756e-02	2.696257966383619475e-04	-1.623039138114046320e-02	-2.268576931406973696e-03	-2.538202728045335643e-03
1.625256735999999910e+04	-1.412149401146800543e-02	-1.388209211619167993e-02	2.394018952763254937e-04	-1.648473322239812910e-02	-2.363239210930123679e-03	-2.602641106206449173e-03
1.624579375000000073e+04	-1.427735747233899177e-02	-1.406708397097633512e-02	2.102735013626566563e-04	-1.673217873267995870e-02	-2.454821260340966926e-03	-2.665094761703623583e-03
1.623902599999999984e+04	-1.442943669152985109e-02	-1.424722100679204351e-02	1.822156847378075817e-04	-1.697281752881851791e-02	-2.543380837288666818e-03	-2.725596522026474400e-03
1.623226410000000033e+04	-1.457776435377372559e-02	-1.442256092260174594e-02	1.552034311719796555e-04	-1.720674049596632171e-02	-2.628976142192596122e-03	-2.784179573364575777e-03
1.622550806000000011e+04	-1.472237367952877740e-02	-1.459316195706605868e-02	1.292117224627187255e-04	-1.743403926989128827e-02	-2.711665590362510869e-03	-2.840877312825229595e-03
1.621875784999999996e+04	-1.486329961397875321e-02	-1.475908426237287907e-02	1.042153516058741403e-04	-1.765480804157071315e-02	-2.791508427591959940e-03	-2.895723779197834080e-03
1.621201346999999987e+04	-1.500057721982833714e-02	-1.492038797930356209e-02	8.018924052477505171e-05	-1.786914096647795880e-02	-2.868563746649621660e-03	-2.948752987174396711e-03
1.620527492999999959e+04	-1.513424205634156250e-02	-1.507713366228113916e-02	5.710839406042333977e-05	-1.807713271063099425e-02	-2.942890654289431751e-03	-2.999999048349855091e-03
1.619854219000000012e+04	-1.526433126230425374e-02	-1.522938352249852967e-02	3.494773980572407623e-05	-1.827888007527744829e-02	-3.014548812973194547e-03	-3.049496552778918623e-03
1.619181526999999915e+04	-1.539088130524801645e-02	-1.537719876645748940e-02	1.368253879052705457e-05	-1.847447844458743882e-02	-3.083597139339422366e-03	-3.097279678129949421e-03
