Wavenumber	17277.150453038626-40C-17289.8119463758-20C	17271.260566842393-45C-17289.8119463758-20C	17271.260566842393-45C-17277.150453038626-40C	17262.46575968384-50C-17289.8119463758-20C	17262.46575968384-50C-17277.150453038626-40C	17262.46575968384-50C-17271.260566842393-45C
1.963078186999999889e+04	3.452669998496782008e-04	3.471896135939498730e-04	1.922613744271672170e-06	4.296173681798368549e-04	8.435036833015865411e-05	8.242775458588698194e-05
1.962076904999999897e+04	3.568944428129479460e-04	3.588741105736985466e-04	1.979667760750600594e-06	4.440260327142190634e-04	8.713158990127111737e-05	8.515192214052051678e-05
1.961076675999999861e+04	3.688492776652938388e-04	3.708872663812305247e-04	2.037988715936685929e-06	4.588380543477875960e-04	8.998877668249375718e-05	8.795078796655707125e-05
1.960077497999999832e+04	3.811383956071985254e-04	3.832359841462620962e-04	2.097588539063570748e-06	4.740618353780746714e-04	9.292343977087614594e-05	9.082585123181257519e-05
1.959079371000000174e+04	3.937687294334833027e-04	3.959272078681011151e-04	2.158478434617812358e-06	4.897058248431005074e-04	9.593709540961720475e-05	9.377861697499939239e-05
1.958082290999999896e+04	4.067473271017374610e-04	4.089679963025305912e-04	2.220669200793130155e-06	5.057786095334628959e-04	9.903128243172543491e-05	9.681061323093230475e-05
1.957086258000000089e+04	4.200812483859464597e-04	4.223654190782344213e-04	2.284170692287961629e-06	5.222887858713056233e-04	1.022075374853591637e-04	9.992336679307120204e-05
1.956091269000000102e+04	4.337776529028394227e-04	4.361266451039568035e-04	2.348992201117380829e-06	5.392450688082950448e-04	1.054674159054556221e-04	1.031184237043382412e-04
1.955097323999999935e+04	4.478437174248864946e-04	4.502588594428463559e-04	2.415142017959861359e-06	5.566561893176845671e-04	1.088124718927980725e-04	1.063973298748382111e-04
1.954104420000000027e+04	4.622867160505919875e-04	4.647693438135983273e-04	2.482627763006339805e-06	5.745309935152669804e-04	1.122442774646749929e-04	1.097616497016686531e-04
1.953112556000000041e+04	4.771139478527450066e-04	4.796654038449641930e-04	2.551455992219186369e-06	5.928783529583953917e-04	1.157644051056503851e-04	1.132129491134311987e-04
1.952121730000000025e+04	4.923327768724767781e-04	4.949544092008105294e-04	2.621632328333751288e-06	6.117072140064726618e-04	1.193744371339958837e-04	1.167528048056621325e-04
1.951131941000000006e+04	5.079505994093742004e-04	5.106437606565684094e-04	2.693161247194209018e-06	6.310265571945641687e-04	1.230759577851899683e-04	1.203827965379957593e-04
1.950143187000000034e+04	5.239748718262318347e-04	5.267409179648008949e-04	2.766046138569060175e-06	6.508454314736529696e-04	1.268705596474211349e-04	1.241045135088520747e-04
1.949155466000000160e+04	5.404130927960221729e-04	5.432533819459376030e-04	2.840289149915430078e-06	6.711729320718101861e-04	1.307598392757880132e-04	1.279195501258725831e-04
1.948168777000000046e+04	5.572727828566741669e-04	5.601886738707483569e-04	2.915891014074190046e-06	6.920181750341889391e-04	1.347453921775147723e-04	1.318295011634405822e-04
1.947183118000000104e+04	5.745615144016990965e-04	5.775543654980091167e-04	2.992851096310020220e-06	7.133903341153290979e-04	1.388288197136300015e-04	1.358359686173199812e-04
1.946198487999999998e+04	5.922868740592481841e-04	5.953580411879244236e-04	3.071167128676239449e-06	7.352985940568676146e-04	1.430117199976194305e-04	1.399405528689431910e-04
1.945214884000000166e+04	6.104565129219025402e-04	6.136073482472174760e-04	3.150835325314935847e-06	7.577522124469515154e-04	1.472956995250489752e-04	1.441448641997340394e-04
1.944232305999999880e+04	6.290780516578073009e-04	6.323099015050396253e-04	3.231849847232324408e-06	7.807604022061942657e-04	1.516823505483869648e-04	1.484505007011546404e-04
1.943250750999999946e+04	6.481591875257845456e-04	6.514733906676090092e-04	3.314203141824463572e-06	8.043324635711420270e-04	1.561732760453574814e-04	1.528590729035330179e-04
1.942270218999999997e+04	6.677075766382896578e-04	6.711054619262220647e-04	3.397885287932406878e-06	8.284776383375687739e-04	1.607700616992791161e-04	1.573721764113467092e-04
1.941290707000000111e+04	6.877309464862558022e-04	6.912138308097465038e-04	3.482884323490701567e-06	8.532052485577465428e-04	1.654743020714907406e-04	1.619914177480000390e-04
1.940312213999999949e+04	7.082369932084327073e-04	7.118061788380942306e-04	3.569185629661523335e-06	8.785245693033309246e-04	1.702875760948982173e-04	1.667183904652366939e-04
1.939334737999999925e+04	7.292334372259582677e-04	7.328902092018376412e-04	3.656771975879373471e-06	9.044448970098287362e-04	1.752114597838704685e-04	1.715546878079910950e-04
1.938358279000000039e+04	7.507279544196670748e-04	7.544735774389337707e-04	3.745623019266695886e-06	9.309754641059920371e-04	1.802475096863249623e-04	1.765018866670582665e-04
1.937382833000000028e+04	7.727283028991414025e-04	7.765640184926648516e-04	3.835715593523449096e-06	9.581255950424868474e-04	1.853972921433454449e-04	1.815615765498219958e-04
1.936408399999999892e+04	7.952421419464999509e-04	7.991691646463479522e-04	3.927022699848001230e-06	9.859044823265282302e-04	1.906623403800282793e-04	1.867353176801802780e-04
1.935434977000000072e+04	8.182771834539929491e-04	8.222966972945473275e-04	4.019513840554378437e-06	1.014321372881036697e-03	1.960441894270437482e-04	1.920246755864893698e-04
1.934462565000000177e+04	8.418410234233681365e-04	8.459541774430922277e-04	4.113154019724091226e-06	1.043385359562815692e-03	2.015443361394475552e-04	1.974311821197234640e-04
1.933491159999999945e+04	8.659413508615206728e-04	8.701492550884318972e-04	4.207904226911224344e-06	1.073105638200095614e-03	2.071642873385749414e-04	2.029563831116637171e-04
1.932520761000000130e+04	8.905857510728655210e-04	8.948894713337509493e-04	4.303720260885428306e-06	1.103491264227722882e-03	2.129055131548573607e-04	2.086017928939719324e-04
1.931551367000000027e+04	9.157817698375861001e-04	9.201823223969670534e-04	4.400552559380953299e-06	1.134551231083791127e-03	2.187694612462050270e-04	2.143689086868240737e-04
1.930582977000000028e+04	9.415369072229293548e-04	9.460352529232357588e-04	4.498345700306403960e-06	1.166294461712844184e-03	2.247575544899148292e-04	2.202592087896084252e-04
1.929615587999999843e+04	9.678586662035734700e-04	9.724557042617952562e-04	4.597038058221786239e-06	1.198729867515500348e-03	2.308712013119268783e-04	2.262741632537050920e-04
1.928649198999999862e+04	9.947544396898414312e-04	9.994510004866230535e-04	4.696560796781622249e-06	1.231866208056805155e-03	2.371117683669637238e-04	2.324152075701821016e-04
1.927683809000000110e+04	1.022231555004710774e-03	1.027028392409035096e-03	4.796837404324322263e-06	1.265712144746302184e-03	2.434805897415914105e-04	2.386837523372670883e-04
1.926719414999999935e+04	1.050297325562088956e-03	1.055195108737756737e-03	4.897783175667781708e-06	1.300276303197265421e-03	2.499789776351764650e-04	2.450811944595086833e-04
1.925756017000000065e+04	1.078958899558338930e-03	1.083958203448785913e-03	4.999303890446983589e-06	1.335567085460674305e-03	2.566081859023353756e-04	2.516088820118883920e-04
1.924793612999999823e+04	1.108223396178290888e-03	1.113324691634651198e-03	5.101295456360309399e-06	1.371592836242396980e-03	2.633694400641060918e-04	2.582681446077457824e-04
1.923832200999999986e+04	1.138097841341984169e-03	1.143301484080637767e-03	5.203642738653597999e-06	1.408361762055053944e-03	2.702639207130697746e-04	2.650602779744161766e-04
1.922871779999999853e+04	1.168589127328074559e-03	1.173895345724998429e-03	5.306218396923870206e-06	1.445881879667397507e-03	2.772927523393229482e-04	2.719865339423990780e-04
1.921912349000000177e+04	1.199704033479836313e-03	1.205112915314411441e-03	5.408881834575128555e-06	1.484161039564216820e-03	2.844570060843805079e-04	2.790481242498053793e-04
1.920953904999999941e+04	1.231449284063559045e-03	1.236960762211794171e-03	5.511478148235125774e-06	1.523206994855216476e-03	2.917577107916574305e-04	2.862462326434223048e-04
1.919996446999999898e+04	1.263831409142752646e-03	1.269445245458024688e-03	5.613836315272041633e-06	1.563027227654023056e-03	2.991958185112704102e-04	2.935819821959983686e-04
1.919039975000000049e+04	1.296856762637166836e-03	1.302572530426636746e-03	5.715767789469909654e-06	1.603628968666395531e-03	3.067722060292286945e-04	3.010564382397587849e-04
1.918084485000000132e+04	1.330531686440297214e-03	1.336348751822833379e-03	5.817065382536165674e-06	1.645019395985185783e-03	3.144877095448885690e-04	3.086706441623524033e-04
1.917129977000000144e+04	1.364862223471488382e-03	1.370779724081919344e-03	5.917500610430961872e-06	1.687205279090274977e-03	3.223430556187865947e-04	3.164255550083556329e-04
1.916176449000000139e+04	1.399854314359641472e-03	1.405871136728555071e-03	6.016822368913599117e-06	1.730193217125574126e-03	3.303389027659326543e-04	3.243220803970190552e-04
1.915223900000000140e+04	1.435513679603137895e-03	1.441628434082312983e-03	6.114754479175088520e-06	1.773989490229134318e-03	3.384758106259964233e-04	3.323610561468213348e-04
1.914272327999999834e+04	1.471845880703298755e-03	1.478056874273886954e-03	6.210993570588199675e-06	1.818600130446541667e-03	3.467542497432429122e-04	3.405432561726547125e-04
1.913321731999999975e+04	1.508856232435257065e-03	1.515161438783436780e-03	6.305206348179714926e-06	1.864030809422227188e-03	3.551745769869701225e-04	3.488693706387904075e-04
1.912372109999999884e+04	1.546549865756291671e-03	1.552946892806932912e-03	6.397027050641240775e-06	1.910286910676731696e-03	3.637370449204400252e-04	3.573400178697987845e-04
1.911423460999999952e+04	1.584931635817308018e-03	1.591417690093606743e-03	6.486054276298724997e-06	1.957373411294895810e-03	3.724417754775877915e-04	3.659557212012890665e-04
1.910475782999999865e+04	1.624006186556167103e-03	1.630578034507177212e-03	6.571847951010109656e-06	2.005294955331552928e-03	3.812887687753858251e-04	3.747169208243757155e-04
1.909529074000000037e+04	1.663777896643101745e-03	1.670431822377813416e-03	6.653925734711671480e-06	2.054055781101642511e-03	3.902778844585407664e-04	3.836239587238290949e-04
1.908583334000000104e+04	1.704250776830380440e-03	1.710982535914567712e-03	6.731759084187272091e-06	2.103659588482593296e-03	3.994088116522128556e-04	3.926770525680255836e-04
1.907638560000000143e+04	1.745428664844148742e-03	1.752233434442708113e-03	6.804769598559370913e-06	2.154109770356836887e-03	4.086811055126881448e-04	4.018763359141287739e-04
1.906694752000000153e+04	1.787314950616868126e-03	1.794187274745239619e-03	6.872324128371493090e-06	2.205409067799056488e-03	4.180941171821883628e-04	4.112217930538168698e-04
1.905751907999999821e+04	1.829912773346549504e-03	1.836846503780078035e-03	6.933730433528531578e-06	2.257559802849385192e-03	4.276470295028356877e-04	4.207132990693071561e-04
1.904810024999999951e+04	1.873224963260989792e-03	1.880213195221011602e-03	6.988231960021809575e-06	2.310563797641076306e-03	4.373388343800865136e-04	4.303506024200647040e-04
1.903869104000000152e+04	1.917253788842080905e-03	1.924288790918375625e-03	7.035002076294719076e-06	2.364422054978713994e-03	4.471682661366330885e-04	4.401332640603383695e-04
1.902929142000000138e+04	1.962001302782734324e-03	1.969074441422545563e-03	7.073138639811238360e-06	2.419135170812342778e-03	4.571338680296084533e-04	4.500607293897972150e-04
1.901990137999999934e+04	2.007469042229469494e-03	2.014570699561948550e-03	7.101657332479055507e-06	2.474702955726514053e-03	4.672339134970445590e-04	4.601322561645655035e-04
1.901052089999999953e+04	2.053658145369317151e-03	2.060777630391322224e-03	7.119485022005073160e-06	2.531124564965575238e-03	4.774664195962580876e-04	4.703469345742530144e-04
1.900114996999999858e+04	2.100569229143990288e-03	2.107694681589548924e-03	7.125452445558635994e-06	2.588398335488120358e-03	4.878291063441300701e-04	4.807036538985714341e-04
1.899178858000000037e+04	2.148202409709578861e-03	2.155320696212400730e-03	7.118286502821868922e-06	2.646521796577809560e-03	4.983193868682306987e-04	4.912011003654088298e-04
1.898243671000000177e+04	2.196557326474798608e-03	2.203653928422451627e-03	7.096601947653019549e-06	2.705491683637933562e-03	5.089343571631349539e-04	5.018377552154819343e-04
1.897309433999999965e+04	2.245633063800232809e-03	2.252691956321490122e-03	7.058892521257312258e-06	2.765303826008466692e-03	5.196707622082338829e-04	5.126118696869765706e-04
1.896376147000000128e+04	2.295428012524327460e-03	2.302431534196963323e-03	7.003521672635862338e-06	2.825952960624289814e-03	5.305249480999623540e-04	5.235214264273264917e-04
1.895443807000000015e+04	2.345940102210123529e-03	2.352868814510765405e-03	6.928712300641876043e-06	2.887432996134035174e-03	5.414928939239116445e-04	5.345641816232697685e-04
1.894512413000000015e+04	2.397166502384161235e-03	2.403999038751616912e-03	6.832536367455677162e-06	2.949736628850566783e-03	5.525701264664055479e-04	5.457375900989498707e-04
1.893581965000000127e+04	2.449103634861834328e-03	2.455816538566149565e-03	6.712903704315237308e-06	3.012855336780129872e-03	5.637517019182955447e-04	5.570387982139803074e-04
1.892652459000000090e+04	2.501747417517734273e-03	2.508314966875646590e-03	6.567549357912316754e-06	3.076779653059968922e-03	5.750322355422346488e-04	5.684646861843223320e-04
1.891723895999999877e+04	2.555092720739348539e-03	2.561486742910373815e-03	6.394022171025276480e-06	3.141498481498205403e-03	5.864057607588568644e-04	5.800117385878315879e-04
1.890796272999999928e+04	2.609133834170050334e-03	2.615323504243710281e-03	6.189670073659947480e-06	3.206999637988044646e-03	5.978658038179943124e-04	5.916761337443343649e-04
1.889869589999999880e+04	2.663864023831381475e-03	2.669815651057340714e-03	5.951627225959238432e-06	3.273269286126581287e-03	6.094052622951998122e-04	6.034536350692405737e-04
1.888943844000000172e+04	2.719275836961285164e-03	2.724952634785050148e-03	5.676797823764984097e-06	3.340292278188689012e-03	6.210164412274038481e-04	6.153396434036388640e-04
1.888019034000000102e+04	2.775360762080257560e-03	2.780722603731435733e-03	5.361841651178173018e-06	3.408051713272065159e-03	6.326909511918075990e-04	6.273291095406294260e-04
1.887095159000000058e+04	2.832109296120582237e-03	2.837112453383944244e-03	5.003157263362006946e-06	3.476528987201538828e-03	6.444196910809565915e-04	6.394165338175945845e-04
1.886172218000000066e+04	2.889510893843573458e-03	2.894107758616509818e-03	4.596864772936359866e-06	3.545703698110663771e-03	6.561928042670903127e-04	6.515959394941539529e-04
1.885250207999999839e+04	2.947554041883557185e-03	2.951692828653016548e-03	4.138786769459362747e-06	3.615553700265321940e-03	6.679996583817647549e-04	6.638608716123053921e-04
1.884329130000000077e+04	3.006225827075742485e-03	3.009850259450164156e-03	3.624432374421671099e-06	3.686054547621026023e-03	6.798287205452835380e-04	6.762042881708618669e-04
1.883408980000000156e+04	3.065512448079069779e-03	3.068561420981712196e-03	3.048972902642416161e-06	3.757180070679662365e-03	6.916676226005925854e-04	6.886186496979501692e-04
1.882489758000000074e+04	3.125398585090921610e-03	3.127805811294587929e-03	2.407226203666318343e-06	3.828901578541724082e-03	7.035029934508024718e-04	7.010957672471361535e-04
1.881571462999999858e+04	3.185867655613398852e-03	3.187561288300218981e-03	1.693632686820129019e-06	3.901188124582791877e-03	7.153204689693930252e-04	7.136268362825728961e-04
1.880654091999999946e+04	3.246901821938256993e-03	3.247804053808346636e-03	9.022318700896425625e-07	3.974006470463243429e-03	7.271046485249864355e-04	7.262024166548967929e-04
1.879737644999999975e+04	3.308481595137462150e-03	3.308508238600217644e-03	2.664346275549345222e-08	4.047320567353795973e-03	7.388389722163338225e-04	7.388123287535783290e-04
1.878822120999999970e+04	3.370586030845914433e-03	3.369646071414128530e-03	-9.399594317859027992e-07	4.121091742801282626e-03	7.505057119553681932e-04	7.514456713871540960e-04
1.877907517000000007e+04	3.433192732400905389e-03	3.431187855827341759e-03	-2.004876573563629805e-06	4.195278653810485120e-03	7.620859214095797307e-04	7.640907979831433605e-04
1.876993832000000111e+04	3.496277508576003251e-03	3.493101606843549561e-03	-3.175901732453689785e-06	4.269836829085937868e-03	7.735593205099346170e-04	7.767352222423883068e-04
1.876081065999999919e+04	3.559814364879440585e-03	3.555353015819572027e-03	-4.461349059868557898e-06	4.344718607391582360e-03	7.849042425121417754e-04	7.893655915720103333e-04
1.875169215999999869e+04	3.623775708317508032e-03	3.617905622759952367e-03	-5.870085557555665412e-06	4.419873323891779227e-03	7.960976155742711946e-04	8.019677011318268600e-04
1.874258281999999963e+04	3.688131853871221000e-03	3.680720303882032557e-03	-7.411549989188442877e-06	4.495246672322941728e-03	8.071148184517207280e-04	8.145263684409091709e-04
1.873348260999999911e+04	3.752851367809457994e-03	3.743755577636308229e-03	-9.095790173149764790e-06	4.570781050472209200e-03	8.179296826627512063e-04	8.270254728359009710e-04
1.872439153000000078e+04	3.817900565144475428e-03	3.806967083838572879e-03	-1.093348130590254819e-05	4.646414912342584913e-03	8.285143471981094854e-04	8.394478285040120336e-04
1.871530956000000151e+04	3.883243784152660971e-03	3.870307820364703166e-03	-1.293596378795780488e-05	4.722083028545539379e-03	8.388392443928784081e-04	8.517752081808362130e-04
1.870623669000000154e+04	3.948843092014760886e-03	3.933727825101134695e-03	-1.511526691362619079e-05	4.797716081309140457e-03	8.488729892943795707e-04	8.639882562080057615e-04
1.869717291000000114e+04	4.014658274244398833e-03	3.997174134003245172e-03	-1.748414024115366172e-05	4.873240589978008325e-03	8.585823157336094913e-04	8.760664559747631530e-04
1.868811819000000105e+04	4.080646898699066827e-03	4.060590809383288896e-03	-2.005608931577793075e-05	4.948578918676980326e-03	8.679320199779134992e-04	8.879881092936914300e-04
1.867907253000000128e+04	4.146763869319180368e-03	4.123918477282013245e-03	-2.284539203716712263e-05	5.023648700201940182e-03	8.768848308827598137e-04	8.997302229199269363e-04
1.867003591999999844e+04	4.212961634065003069e-03	4.187094495274497341e-03	-2.586713879050572817e-05	5.098363010016128405e-03	8.854013759511253356e-04	9.112685147416310638e-04
1.866100833000000057e+04	4.279190177294486808e-03	4.250052910041643428e-03	-2.913726725284337959e-05	5.172630287948037919e-03	8.934401106535511117e-04	9.225773779063944913e-04
1.865198976000000039e+04	4.345396571551533166e-03	4.312723996945596466e-03	-3.267257460593669949e-05	5.246353767267852158e-03	9.009571957163189926e-04	9.336297703222556921e-04
1.864298020000000179e+04	4.411525190109333999e-03	4.375034430353714338e-03	-3.649075975561966168e-05	5.319431649622046593e-03	9.079064595127125936e-04	9.443972192683322553e-04
1.863397961999999825e+04	4.477517701274129347e-03	4.436907243071691598e-03	-4.061045820243774918e-05	5.391757028344629221e-03	9.142393270704998742e-04	9.548497852729376234e-04
1.862498802000000069e+04	4.543312623891661295e-03	4.498261375892320668e-03	-4.505124799934062674e-05	5.463217333605253911e-03	9.199047097135926165e-04	9.649559577129332433e-04
1.861600537999999869e+04	4.608845618683653222e-03	4.559011919805018576e-03	-4.983369887863464687e-05	5.533694589151642862e-03	9.248489704679896395e-04	9.746826693466242864e-04
1.860703168999999980e+04	4.674049195629956244e-03	4.619069811303624928e-03	-5.497938432633131534e-05	5.603065029984019563e-03	9.290158343540633190e-04	9.839952186803946343e-04
1.859806694000000061e+04	4.738852717815079940e-03	4.678341807136089658e-03	-6.051091067899028175e-05	5.671199047586436559e-03	9.323463297713566189e-04	9.928572404503469007e-04
1.858911111000000164e+04	4.803182407040341995e-03	4.736730459799123882e-03	-6.645194724121811225e-05	5.737961135075783647e-03	9.347787280354416528e-04	1.001230675276659765e-03
1.858016417999999976e+04	4.866961208013970142e-03	4.794133964991550978e-03	-7.282724302241916359e-05	5.803209685954144326e-03	9.362484779401741841e-04	1.009075720962593348e-03
1.857122615999999834e+04	4.930108519252393573e-03	4.850445896257687961e-03	-7.966262299470561192e-05	5.866796670139444447e-03	9.366881508870508743e-04	1.016350773881756486e-03
1.856229702000000179e+04	4.992540638324070856e-03	4.905555581412590627e-03	-8.698505691148022967e-05	5.928568038301405829e-03	9.360273999773349729e-04	1.023012456888815203e-03
1.855337673999999970e+04	5.054170356638520989e-03	4.959347716101063230e-03	-9.482264053745775856e-05	5.988363260892970441e-03	9.341929042544494521e-04	1.029015544791907211e-03
1.854446532999999908e+04	5.114906786979941944e-03	5.011702200582369982e-03	-1.032045863975719624e-04	6.046015131711664214e-03	9.311083447317222705e-04	1.034312931129294233e-03
1.853556275000000096e+04	5.174655878212683358e-03	5.062494571069636740e-03	-1.121613071430466180e-04	6.101350227779897550e-03	9.266943495672141928e-04	1.038855656710260811e-03
1.852666901000000144e+04	5.233319708290100347e-03	5.111595379999077371e-03	-1.217243282910229762e-04	6.154188213257326401e-03	9.208685049672260536e-04	1.042592833258249030e-03
1.851778408000000127e+04	5.290797072859773631e-03	5.158870691991668256e-03	-1.319263808681053751e-04	6.204342370764309722e-03	9.135452979045360911e-04	1.045471678772641466e-03
1.850890796000000046e+04	5.346983012271343261e-03	5.204181684512955430e-03	-1.428013277583878304e-04	6.251619163182328687e-03	9.046361509109854260e-04	1.047437478669373256e-03
1.850004061999999976e+04	5.401769199816400246e-03	5.247384970844377883e-03	-1.543842289720223637e-04	6.295818573786894634e-03	8.940493739704943876e-04	1.048433602942516751e-03
1.849118206999999893e+04	5.455043513795193588e-03	5.288332268049075746e-03	-1.667112457461178421e-04	6.336733765606006319e-03	8.816902518108127307e-04	1.048401497556930573e-03
1.848233227999999872e+04	5.506690553410714672e-03	5.326870820664617034e-03	-1.798197327460976380e-04	6.374151524223201082e-03	8.674609708124864094e-04	1.047280703558584047e-03
1.847349123999999938e+04	5.556591302952072764e-03	5.362843161105364242e-03	-1.937481418467085215e-04	6.407852029466171162e-03	8.512607265140983981e-04	1.045008868360806920e-03
1.846465894000000117e+04	5.604623302916063310e-03	5.396087277582568842e-03	-2.085360253334944680e-04	6.437609050951746681e-03	8.329857480356833710e-04	1.041521773369177839e-03
